school_id_a,school_id_b,confidence
767,1491,53.65853658536586
768,12319,41.44144144144144
769,12573,46.15384615384615
770,16095,44.067796610169495
771,15214,44.44444444444444
772,12477,57.53424657534247
773,13870,48.14814814814815
774,16236,45.652173913043484
775,12763,60.0
776,11184,46.15384615384615
777,16341,59.04761904761905
778,16349,44.73684210526315
779,12308,58.18181818181818
780,13850,48.275862068965516
781,16349,44.859813084112155
782,12949,51.85185185185186
783,31515,62.33766233766234
784,15162,53.57142857142857
785,12615,50.0
786,12615,51.92307692307692
787,12339,46.753246753246756
788,1791,43.63636363636364
789,11171,40.74074074074075
790,12477,58.666666666666664
791,35528,52.23880597014925
792,12339,39.175257731958766
793,1579,46.808510638297875
794,12000,61.9718309859155
795,11991,34.285714285714285
796,35528,59.01639344262295
797,12319,52.87356321839081
798,16349,51.11111111111111
799,15214,56.790123456790134
801,16381,64.22018348623853
802,15214,37.5
803,12319,47.916666666666664
804,12319,58.666666666666664
805,17278,46.15384615384615
806,15880,46.808510638297875
807,11094,60.0
808,12000,57.53424657534247
809,16349,55.00000000000001
810,13197,47.61904761904761
811,16153,45.28301886792453
812,14646,59.79381443298969
813,16153,48.0
814,11473,43.13725490196079
815,16349,49.46236559139785
816,17150,49.056603773584904
817,21853,60.215053763440864
818,12339,40.40404040404041
819,16349,55.696202531645575
820,15162,51.72413793103448
821,13658,50.98039215686274
822,12615,63.63636363636363
823,12615,55.319148936170215
824,1491,56.00000000000001
825,16349,56.09756097560976
826,1645,44.44444444444444
827,12615,62.5
828,12615,44.5859872611465
829,12339,34.54545454545455
830,1645,43.63636363636364
831,1491,55.42168674698795
832,16059,43.90243902439024
833,33391,56.75675675675676
834,35528,56.19834710743802
835,1170,45.45454545454546
836,12000,42.85714285714286
837,16349,48.64864864864865
838,1645,43.63636363636364
839,16349,54.16666666666667
840,36139,43.63636363636364
841,11184,48.97959183673469
842,12211,44.827586206896555
843,16349,49.31506849315068
844,13639,42.553191489361694
845,11171,42.85714285714286
846,13870,53.333333333333336
847,13870,46.15384615384615
848,1791,42.10526315789473
849,16349,43.0379746835443
850,35285,56.470588235294116
851,16097,37.5
852,32677,46.875
853,15046,44.44444444444444
854,12477,52.27272727272727
855,14641,46.808510638297875
856,55513,50.0
857,12000,57.53424657534247
858,14641,43.99999999999999
859,16349,50.57471264367817
860,16194,48.57142857142858
861,1491,49.46236559139785
862,52385,57.77777777777777
863,5765,57.831325301204814
864,34332,38.4
865,34332,40.70796460176991
866,34951,41.7910447761194
867,12615,59.04761904761905
868,16452,50.79365079365079
869,16349,53.012048192771076
870,15468,47.05882352941176
871,16349,39.53488372093024
872,15550,43.47826086956522
873,16349,55.00000000000001
874,34341,43.80952380952381
875,33565,44.44444444444444
876,37009,47.82608695652174
877,11829,46.15384615384615
878,12071,59.74025974025974
879,16105,55.23809523809524
880,11829,59.25925925925925
881,16105,46.01769911504425
882,15905,56.25
883,15246,61.9718309859155
884,17126,61.33333333333333
885,16105,48.69565217391304
886,16636,46.15384615384615
887,16105,55.23809523809524
888,16105,52.100840336134446
890,16105,45.80152671755725
891,164,45.16129032258065
892,13200,45.070422535211264
893,11829,53.84615384615385
894,11829,46.42857142857143
895,15905,50.46728971962617
896,16105,50.45045045045045
897,14564,63.91752577319587
898,1685,58.58585858585859
899,13278,50.90909090909091
900,16105,52.94117647058824
903,14646,68.29268292682926
904,1443,51.72413793103448
905,11393,51.162790697674424
909,16214,53.333333333333336
913,12504,62.33766233766234
914,17189,57.14285714285714
915,14624,63.01369863013699
916,16105,54.90196078431373
917,34341,48.19277108433735
923,16105,54.73684210526315
924,12071,50.90909090909091
926,14564,61.05263157894737
927,16105,58.82352941176471
928,12071,66.66666666666667
929,15576,53.333333333333336
930,1265,60.37735849056604
931,12799,61.53846153846154
936,16105,56.25
937,11359,58.18181818181818
938,15781,50.70422535211267
940,1708,57.14285714285714
941,14914,50.0
942,12071,55.81395348837209
943,14564,58.33333333333333
944,71444,55.55555555555556
945,71662,56.56565656565656
946,16105,54.73684210526315
947,14646,56.00000000000001
948,16105,51.42857142857142
949,36656,50.0
950,72584,54.90196078431373
952,13787,49.18032786885246
953,13787,52.17391304347826
954,15720,47.82608695652174
957,71662,58.94736842105264
958,33391,52.38095238095239
959,33391,44.44444444444444
962,56406,48.275862068965516
963,51226,54.54545454545454
964,51019,57.14285714285714
965,53841,43.24324324324324
966,53787,59.57446808510638
967,54703,43.90243902439024
968,54870,41.75824175824175
969,55457,48.35164835164834
972,73552,52.5
973,54901,43.47826086956522
974,55437,44.15584415584416
975,55474,46.666666666666664
977,54748,50.0
978,55334,46.51162790697675
979,52369,46.01769911504425
981,15926,62.857142857142854
982,16105,61.53846153846154
983,55437,52.87356321839081
984,53612,46.15384615384615
985,52024,68.49315068493152
986,56245,50.98039215686274
987,54870,48.38709677419355
988,33653,48.78048780487805
989,33653,44.680851063829785
990,33391,50.0
993,51019,43.58974358974359
994,55350,50.0
995,5558,51.06382978723405
996,55471,42.85714285714286
997,33653,47.82608695652174
998,33653,46.51162790697675
999,33653,51.21951219512195
1000,16349,41.379310344827594
1001,1624,65.1685393258427
1002,15889,70.58823529411764
1003,12799,57.65765765765766
1004,6559,45.21739130434783
1005,55044,52.38095238095239
1006,51249,42.42424242424242
1007,55863,51.42857142857142
1008,33391,48.275862068965516
1009,33391,46.666666666666664
1010,16005,40.0
1011,17427,43.63636363636364
1012,52135,55.319148936170215
1013,54825,47.36842105263158
1014,53800,58.33333333333333
1015,51992,54.23728813559322
1016,55074,46.57534246575342
1018,55810,44.230769230769226
1019,55471,44.680851063829785
1020,55343,52.17391304347826
1021,14104,43.75
1022,51245,49.31506849315068
1023,31511,55.696202531645575
1024,3853,65.78947368421053
1025,311,63.04347826086957
1027,55810,44.705882352941174
1028,55474,39.39393939393939
1029,33391,51.162790697674424
1030,55471,39.28571428571429
1031,74536,53.84615384615385
1032,73517,57.77777777777777
1033,73517,52.0
1034,73517,62.96296296296296
1035,73552,61.33333333333333
1036,12071,63.888888888888886
1037,25128,55.072463768115945
1039,51067,46.51162790697675
1040,52221,50.847457627118644
1041,55334,45.333333333333336
1042,55471,49.27536231884058
1043,51225,59.154929577464785
1044,55313,44.44444444444444
1045,33391,52.5
1046,55437,36.69724770642202
1047,55074,68.65671641791045
1048,551,44.44444444444444
1049,55474,45.90163934426229
1050,55712,46.51162790697675
1051,55471,48.275862068965516
1052,51804,46.15384615384615
1053,55334,50.0
1054,55437,53.333333333333336
1055,51236,38.834951456310684
1056,12362,63.1578947368421
1059,16105,47.45762711864406
1060,15246,52.63157894736843
1061,55437,43.67816091954023
1062,55829,46.57534246575342
1063,33653,53.333333333333336
1064,33391,48.275862068965516
1065,33653,45.97701149425287
1067,15353,67.25663716814158
1068,36860,46.57534246575342
1069,36575,47.16981132075472
1070,52211,44.44444444444444
1071,5423,41.379310344827594
1072,55471,47.27272727272728
1073,71662,53.333333333333336
1074,71761,55.55555555555556
1075,33479,47.05882352941176
1076,3853,60.273972602739725
1077,33391,54.83870967741935
1078,33391,47.61904761904761
1079,52643,48.0
1080,55471,44.11764705882353
1081,54227,49.122807017543856
1082,52369,52.25225225225225
1083,33391,45.16129032258065
1084,24338,62.06896551724138
1085,55694,49.23076923076923
1086,33391,45.833333333333336
1087,52024,43.90243902439024
1088,55474,42.85714285714286
1089,55437,45.333333333333336
1090,55409,48.0
1091,16105,61.05263157894737
1094,15905,53.76344086021505
1096,21379,64.36781609195403
1097,16948,50.0
1098,16105,53.333333333333336
1101,16105,54.20560747663552
1102,11829,56.14035087719298
1103,13716,59.74025974025974
1104,1687,48.88888888888889
1105,164,50.0
1106,16105,56.86274509803921
1107,16105,52.94117647058824
1108,12071,54.761904761904766
1109,16105,49.557522123893804
1110,13716,49.46236559139785
1111,16224,45.833333333333336
1112,11693,51.61290322580645
1113,14760,43.13725490196079
1116,16105,53.84615384615385
1117,16105,55.769230769230774
1118,35352,60.60606060606061
1119,34486,63.1578947368421
1120,15905,54.347826086956516
1121,16105,48.73949579831933
1123,71662,56.56565656565656
1124,16105,56.56565656565656
1125,16105,52.25225225225225
1126,14023,57.53424657534247
1128,12939,46.15384615384615
1129,12071,53.968253968253975
1131,16105,44.99999999999999
1132,14952,44.11764705882353
1133,12504,53.608247422680414
1135,12071,55.55555555555556
1136,12073,48.0
1137,15489,41.30434782608695
1140,13093,61.224489795918366
1142,73517,57.692307692307686
1144,34398,47.36842105263158
1146,71662,50.0
1147,15771,53.52112676056338
1148,15781,52.94117647058824
1150,16365,51.162790697674424
1151,12799,60.86956521739131
1152,1755,44.827586206896555
1155,21853,58.00000000000001
1156,16574,54.16666666666667
1157,16468,46.808510638297875
1159,74249,52.74725274725275
1160,16105,54.385964912280706
1161,14952,58.42696629213483
1162,15905,54.73684210526315
1164,13716,52.5
1165,16302,35.416666666666664
1169,11829,60.71428571428572
1171,3526,45.378151260504204
1172,12504,68.35443037974683
1173,12071,53.012048192771076
1174,16105,55.44554455445545
1175,12071,54.54545454545454
1179,2151,51.546391752577314
1180,12071,52.459016393442624
1182,15246,46.666666666666664
1183,14624,48.484848484848484
1184,15246,53.84615384615385
1185,12071,51.162790697674424
1186,35347,48.57142857142858
1188,16300,65.90909090909092
1193,14646,64.44444444444444
1195,16066,56.25
1196,164,46.15384615384615
1197,1780,51.28205128205128
1198,12199,49.46236559139785
1199,16302,55.696202531645575
1200,15325,37.362637362637365
1201,15781,48.57142857142858
1202,16381,58.53658536585367
1203,51484,57.89473684210527
1204,54088,48.14814814814815
1208,16302,42.50000000000001
1209,16302,40.0
1210,11019,48.275862068965516
1213,52211,50.0
1215,73517,53.06122448979591
1216,7477,53.968253968253975
1217,71655,51.42857142857142
1218,16302,49.43820224719101
1220,15489,42.42424242424242
1221,15781,53.012048192771076
1222,55706,68.75
1223,1780,47.61904761904761
1224,12071,53.65853658536586
1225,17249,44.44444444444444
1226,13853,44.44444444444444
1227,55862,52.17391304347826
1228,51804,47.887323943661976
1229,7668,49.056603773584904
1230,54208,46.15384615384615
1231,71437,51.162790697674424
1232,15325,40.90909090909091
1233,435,41.379310344827594
1234,51804,48.484848484848484
1235,54870,48.19277108433735
1236,71663,48.38709677419355
1237,74017,46.808510638297875
1238,35684,57.14285714285714
1239,13716,67.56756756756756
1240,55969,50.0
1241,55474,46.42857142857143
1242,54825,47.36842105263158
1243,51245,56.33802816901409
1244,33391,43.99999999999999
1245,73366,43.956043956043956
1246,74017,50.0
1247,7965,52.17391304347826
1248,74017,53.06122448979591
1249,72582,48.484848484848484
1250,16105,53.46534653465347
1251,72699,46.875
1252,33653,45.652173913043484
1253,16237,66.66666666666667
1254,71092,46.666666666666664
1255,16302,54.32098765432099
1256,16302,40.0
1257,362,50.54945054945055
1258,54868,45.833333333333336
1259,52135,52.83018867924528
1260,33940,47.86324786324786
1261,74017,50.98039215686274
1263,16105,56.86274509803921
1267,35393,52.63157894736843
1268,13241,42.666666666666664
1269,54260,47.887323943661976
1270,23757,57.377049180327866
1271,54294,46.51162790697675
1272,74017,55.319148936170215
1273,72500,52.0
1274,7420,52.17391304347826
1275,33653,49.43820224719101
1276,72393,55.46218487394958
1277,72923,52.83018867924528
1278,7538,45.54455445544554
1279,5543,44.44444444444444
1280,34398,59.183673469387756
1281,35355,53.57142857142857
1282,3656,48.97959183673469
1283,16105,43.75
1285,15709,71.60493827160495
1286,12799,61.111111111111114
1287,54828,58.46153846153845
1288,55712,54.54545454545454
1289,54901,41.75824175824175
1291,7420,47.05882352941176
1292,24338,57.14285714285714
1293,31511,54.117647058823536
1295,7949,54.54545454545454
1297,35240,44.89795918367348
1298,51123,51.06382978723405
1299,71655,51.35135135135135
1300,73337,53.73134328358209
1301,33391,47.72727272727273
1303,3224,48.275862068965516
1304,33391,53.16455696202531
1305,55409,52.94117647058824
1306,7990,51.35135135135135
1307,72699,42.85714285714286
1308,7833,47.61904761904761
1309,73580,44.26229508196722
1310,12799,66.66666666666667
1311,72485,44.44444444444444
1312,7406,51.85185185185186
1313,33391,47.31182795698925
1314,33391,48.35164835164834
1315,51528,48.78048780487805
1316,74017,45.833333333333336
1317,55513,42.22222222222223
1318,71662,52.05479452054795
1319,24404,62.0
1321,55712,45.45454545454546
1322,52333,38.63636363636363
1323,71438,50.526315789473685
1324,73580,44.24778761061947
1325,74017,50.98039215686274
1326,33479,43.75
1327,33653,40.36697247706422
1328,7406,59.09090909090908
1329,71890,48.837209302325576
1330,72860,45.833333333333336
1331,72561,45.070422535211264
