school_id,Potential_School_Name_transliterated,Assigned_District_Name
3486,mA vi,rautahata
3487,rAmeshvarI prA vi,pyuthana
3488,amarAvatI prA vi,arghakha.nchi
3489,budva prA vi,arghakha.nchi
3490,samAjavikAsa prA vibatAse sindhupAlchoka,sindhupalchoka
3491,sarasvatI A vi,sindhupalchoka
3492,paMcha kanyA ni mA viA vi,makavanapura
3493,pAti~Nga A vi,sindhupalchoka
3494,dovo~Na pokharI prA vi,sarlahi
3495,indrAvati prA vi,achama
3496,siddhi gaNesha prA vi,sindhupalchoka
3497,dumsI prA vi,arghakha.nchi
3498,bhimasena prA vi,makavanapura
3499,A vi,rautahata
3500,shrI janapriya ni mA viA vi,palpa
3501,jana jyAetI A vi,rupandehi
3502,bhairava kAlIkA prA vi,sya~ngaja
3503,vAlakoTa dhArApAnI prA vi,sya~ngaja
3504,sindure prA vi,gulmi
3505,bhairavaprA vi,makavanapura
3506,hemakarNa prA vi,makavanapura
3507,durgA prA vi,surkheta
3508,vakreka prA vi,kaski
3509,betreshvarI prA vi,sindhupalchoka
3510,vetreshvarI A vi,sindhupalchoka
3511,bokse prA vi,kabhrepala~nchoka
3512,bhairaba u mA vi,jumla
3513,janasahayogI prA vi,pyuthana
3514,janaka prA vi,pyuthana
3515,janatA mA vi,pyuthana
3516,dina dayAlu ni mA viA vi,mana~na
3517,saubhAgyodaya namunA mA vi,lamaju~na
3518,kanyAdevI prA vi,lamaju~na
3519,kRRiShNa pramoda prA vi,lamaju~na
3520,bAla vikAsa mA vi,lamaju~na
3521,sarasvatI prA vi,arghakha.nchi
3522,setI devI prA vi,kabhrepala~nchoka
3523,simabhanjyA~Na prA vi,kabhrepala~nchoka
3524,j~nAnajyoti prA vi,lamaju~na
3525,jagannAtha rAja kumArI mA vi,sarlahi
3526,keshvara garIva u mA vi,sarlahi
3527,mahA lakShmI ni mA viA vi,makavanapura
3528,tribhuvana mA vi,makavanapura
3529,shrI mahendra prA vi,palpa
3530,mahendra ni mA viA vi,kalikota
3531,sAgAchauka prA vi,sindhupalchoka
3532,saptakanyA A vi,nuvakota
3533,sAMgAchoka ni mA viA vi,sindhupalchoka
3534,tAtopAnI prA vi,mana~na
3535,himAlaya mahendrajyoti prA vi,mana~na
3536,shrI devavANAI saMmA vi,palpa
3537,shiddhabhumi prA vi,pyuthana
3538,siddhakAlI A vi,ka~nchanapura
3539,kAlikA mA vi,sindhupalchoka
3540,mahendra prA vi,sindhupalchoka
3541,pa~nchakanyA prA vi,achama
3542,gaMgA milana ni mA viA vi,lamaju~na
3543,somahara A vi,palpa
3544,kAlikA u mA vi,palpa
3545,nerA prA vi,pyuthana
3546,mahAkAlI mA vi,sindhupalchoka
3547,mahAkAla prA vi,sindhupalchoka
3548,dhArApAnI A vi,mana~na
3549,lAtevAna prA vi,arghakha.nchi
3550,bhagavatI mA vi,arghakha.nchi
3551,yuvA prA vi,palpa
3552,pipalaDAMDA prA vi,palpa
3553,ugrachaNDIe ni mA viA vi,sindhupalchoka
3554,jAnakI mA vi,sarlahi
3555,AdhArabhuta shikShA prA vi,makavanapura
3556,rambhA mA vi,palpa
3557,chaitanyodaya prA vi,lamaju~na
3558,phAlgunanda A vi,ka~nchanapura
3559,sarasvatI mA vi,palpa
3560,sarasvatI mA vi,palpa
3561,vindhyavAsinI prA vi,kabhrepala~nchoka
3562,setIdevI A vi,kabhrepala~nchoka
3563,setidevi prA vi,kabhrepala~nchoka
3564,dhartIshvArA prA vi,arghakha.nchi
3565,shrI devI prA vi,makavanapura
3566,dhirA~Na prA vi,makavanapura
3567,mA vi,rautahata
3568,praj~nA prA vimakavAnapura,makavanapura
3569,grAmodaya A vi,kabhrepala~nchoka
3570,grAmotthAna prA vi,kabhrepala~nchoka
3571,j~nAnamandira A vi,makavanapura
3572,janatA A vi,siraha
3573,thApI nArAyaNA prA vi,sindhupalchoka
3574,chandrAvatI A vi,sindhupalchoka
3575,pa~nkanyA A vi,sindhupalchoka
3576,mATAekorI A vi,makavanapura
3577,chitikholA prA vi,tanahu.n
3578,janatA prA vi,purva navalaparasi
3579,Anandabhairava ni mA viA vi,makavanapura
3580,janaka vikAsa mA vi,kabhrepala~nchoka
3581,janavikAsa mA vi,kabhrepala~nchoka
3582,himAlaya mA vi,lamaju~na
3583,rAShTriya prA vi,saptari
3584,janavikAsa u mA vi,kabhrepala~nchoka
3585,janapriya prA vi,kabhrepala~nchoka
3586,mechI prA vi,ramechapa
3587,bhAUme sthAna prA vi,kabhrepala~nchoka
3588,shAntidevI prA vi,lamaju~na
3589,cholu~Na A vi,ka~nchanapura
3590,siddhakAlikA mA vi,ka~nchanapura
3591,bhAnubhakta mA vi,palpa
3592,padyodaya ni mA viA vi,pyuthana
3593,anAthodaya prA vi,parvata
3594,shiva ni mA viA vi,parvata
3595,himAlaya mA vi,parvata
3596,jana kalyANa mA vi,sya~ngaja
3597,setIdevI prA vi,sindhupalchoka
3598,setIdebI shAradA u mA vi,sindhupalchoka
3599,sarasvatI shaMkara mA vi,sindhupalchoka
3600,chetanA mA vi,kabhrepala~nchoka
3601,janamohana prA vi,kabhrepala~nchoka
3602,janasahayoga mA vi,sindhupalchoka
3603,janatA A vi,mahottari
3604,janajAgRRiti mA vi,sya~ngaja
3605,jana jagRRitI prA vi,sya~ngaja
3606,shratta janasevA prA viparbata,parvata
3607,bhume A vi,parvata
3608,sudugA.Nu prA vi,kabhrepala~nchoka
3609,araniko mA vi,kabhrepala~nchoka
3610,DeDIthumkA mA vi,kabhrepala~nchoka
3611,shikShA sadana mA vi,kabhrepala~nchoka
3612,khaDA devI prA vi,kabhrepala~nchoka
3613,antara rAShTriya yuvA varSha prA vi,ramechapa
3614,ravADAdenAvi mA vi,kabhrepala~nchoka
3616,dhovADI bhanjyA~Na A vi,sya~ngaja
3617,janakalyANa mA vi,kabhrepala~nchoka
3618,jIvanajyoti A vi,sya~ngaja
3619,amarajyoti prA vi,purva navalaparasi
3620,shikShA sadana ni mA viA vi,kabhrepala~nchoka
3621,shahida smRRiti prA vi,udayapura
3622,janatA mA vi,udayapura
3623,sharaNa prA vi,siraha
3624,shrI sharaNa ni mA viA vi,siraha
3625,gArama prakAsha u mA vi,parvata
3626,kAlikA mA vi,tehrathuma
3627,virendra mA vi,mora~na
3628,nAnigADa A vi,baitadi
3629,vipI memoriyala A vi,sunasari
3630,mandre mA vi,arghakha.nchi
3631,pAginI prA vi,arghakha.nchi
3632,pArvatI A vi,arghakha.nchi
3633,maheravA devI prA vi,rupandehi
3634,siddha prA vi,lamaju~na
3635,durgAdevI prA vi,lamaju~na
3636,chaNDI prA vi,lamaju~na
3637,sarasvatI prA vi,lamaju~na
3638,suryojyoti mA vi,lamaju~na
3639,araNya A vi,lamaju~na
3640,kuvADIdevI ni mA viA vi,jhapa
3641,rAjendra devaki mA vi,saptari
3642,pa~nchodaya mA vi,baitadi
3643,khochaleka A vi,baitadi
3644,u mA vi,baitadi
3645,amarajyoti A vi,lamaju~na
3646,A vi,tanahu.n
3647,kAlikA A vi,kaski
3648,shrI ratna rAjya lakShmI mA vi,kapilavastu
3649,setIdevI mA vi,kathamadaum
3650,bhaviShN nirmANA prA vi,kaski
3651,kRRiShNA prA vi,kaski
3652,paramArthI prA vi,arghakha.nchi
3653,pANinI A vi,arghakha.nchi
3654,janapriya mA vi,sya~ngaja
3655,prA vi,da~nga
3656,jana vikAsa A vi,mana~na
3657,janajyoti mA vi,kaski
3658,pA.NkurI A vi,arghakha.nchi
3659,durvAseshvara mA vi,arghakha.nchi
3660,lakShmI mA vi,kaski
3661,amara prA vi,lamaju~na
3662,yashobrahma mA vi,lamaju~na
3663,janasevA prA vi,arghakha.nchi
3664,vuddha prA vi,lamaju~na
3665,manoharI prA vi,lamaju~na
3666,bhAratI sadana mA vi,lamaju~na
3667,dhArApAnI ni mA viA vi,kaski
3668,siddhavarAha mA vi,kaski
3669,tribhuvana prA vi,jhapa
3670,harIhara A vi,tehrathuma
3671,siddhabarAha prA vi,kaski
3672,bAlamandira mA vi,kaski
3673,janasahabhAgItA prA vi,arghakha.nchi
3674,arbhakA A vi,arghakha.nchi
3675,jAlapAdevI prA vi,tehrathuma
3676,bhumedaha mA vi,arghakha.nchi
3677,sUrya mA vi,arghakha.nchi
3678,pisA~Na A vi,mana~na
3679,pRRithvI rupA mA vi,kaski
3680,araNyajyoti prA vi,kaski
3681,kalyANa A vi,kaski
3682,sarasvatI mA vi,rautahata
3683,ni mA viA vi,rautahata
3684,phU A vi,mana~na
3685,yuvAjyoti prA vi,lamaju~na
3686,sahida dasharatha chanda mA vi,jhapa
3687,deurAlI mA vi,udayapura
3688,parashu A vi,kaski
3689,vIrendradipa prA vi,lamaju~na
3690,prabhAta shAnti pUrNa mA vi,lamaju~na
3691,yuvAvarSha A vi,kaski
3692,rAnIkhIrA prA vi,parvata
3693,tribhuvana prA vi,parvata
3694,janatA sudarshana mA vi,parvata
3695,rana bhuvaneshvarI mA vi,doti
3696,sarasvatI mA vi,tehrathuma
3697,vAlamandira A vi,tehrathuma
3698,sarasvatI prA vi,sya~ngaja
3699,sarasvatI prA vi,sya~ngaja
3700,janabikAsa prA vi,mana~na
3701,shAradA prA vi,tehrathuma
3702,bAlamandira A vi,mora~na
3703,mahendrajyoti mA vi,parvata
3704,gaurIshaMkara A vi,mana~na
3705,janatA prA vi,tehrathuma
3706,siMhavAhinI A vi,tehrathuma
3707,vuddha milana mA vi,lamaju~na
3708,mahendradeva ni mA viA vi,lamaju~na
3709,bhitriyA prA vi,tehrathuma
3710,shambhunAtha mA vi,sunasari
3711,Arukharka A vi,sya~ngaja
3712,rAShTriya mA vi,sya~ngaja
3713,yuvAvarSha prA vi,sya~ngaja
3714,vindhavAsInI u mA vi,ilama
3715,mAhendrI gaMgA prA vi,lamaju~na
3716,siddha mA vi,kaski
3717,jana jAgRRiti mA vi,rautahata
3718,prabhAta prA vi,tehrathuma
3719,janajyoti prA vi,parvata
3720,bhavishya nirmANa mA vi,sya~ngaja
3721,araniko ni mA viA vi,sya~ngaja
3722,rAjasthala mA vi,sya~ngaja
3723,janajyoti mA vi,tehrathuma
3724,motI mA vi,jhapa
3725,shAradA mA vi,mora~na
3727,bhagavati prA vi,dhanakuta
3728,bhagavatI prA vi,dhanakuta
3729,sarasvatI ni mA viA vi,mora~na
3730,buddha mA vi,mora~na
3731,sarasvatI prA vi,surkheta
3732,sidva mA vi,arghakha.nchi
3733,jabdI ni mA viA vi,sunasari
3734,jalakanyA prA vi,tehrathuma
3735,bhAnu A vi,tehrathuma
3736,j~nAnodaya A vi,tapleju~na
3737,sarasvatI mA vi,tapleju~na
3738,buddha mA vi,mora~na
3739,shiva A vi,arghakha.nchi
3740,bAlasiMha u mA vi,sya~ngaja
3741,kAlA bhairava ni mA viA vi,sya~ngaja
3742,kAlAbhairava mA vi,sya~ngaja
3743,ni mA viA vi,da~nga
3744,jalakanyA prA vi,mora~na
3745,jAgrata ni mA viA vi,nuvakota
3746,baChalA mA vi,nuvakota
3747,rAShTiya A vi,sunasari
3748,sarasvatI prA vi,dailekha
3749,nepAla rAShTriya prA vi,dailekha
3750,himAlaya ni mA viA vi,saptari
3751,ni mA viA vi,da~nga
3752,tallokumeradu~N A vi,sya~ngaja
3753,chakreshvara prA vi,nuvakota
3754,shAradA A vi,tehrathuma
3755,shAradA ramaNIya DAMDA prA vi,sya~ngaja
3756,janapriya mA vi,sya~ngaja
3757,navina mA vi,kaski
3758,janasevA A vi,nuvakota
3759,rAma jAnakI prA vi,nuvakota
3760,deurAlI prA vi,nuvakota
3761,tinadhAre pipalaDA.NDA mA vi,nuvakota
3762,jaladevI prA vi,sya~ngaja
3763,jAlpA devI prA vi,sya~ngaja
3764,bhagvatI prA vi,mora~na
3765,manohara janatA mA vi,mora~na
3766,janakalyANA mA vi,mora~na
3767,janakalyANa mA vi,mora~na
3768,mahAdeva A vi,ka~nchanapura
3769,mahAdeva gupteshvara mA vi,ka~nchanapura
3770,chandreshvara mA vi,ka~nchanapura
3771,jagadIsha mA vi,dailekha
3772,basanta RRitu prA vi,saptari
3773,bAla mandira prA vi,sarlahi
3774,siddhAtha prA vi,lamaju~na
3775,buddhamilana mA vi,lamaju~na
3776,siddhakAlI prA vi,bhojapura
3777,vAlavahubhAShiya prA vi,sunasari
3778,j~nAna jyoti prA vi,da~nga
3779,prA vi,da~nga
3780,prA vi,da~nga
3782,gaurIgAMu prA vi,da~nga
3783,arvuNa A vi,arghakha.nchi
3784,lakShmI nArAyaNa mA vi,jhapa
3785,vachChalA mA vi,nuvakota
3786,bachChalA mA vi,nuvakota
3787,bhairaba ni mA viA vi,dailekha
3788,sarasvati mA vi,dailekha
3789,vIrenda mA vi,da~nga
3791,bhimashena prA vi,rolpa
3792,hemanta A vi,rolpa
3793,bhimasena ni mA viA vi,rolpa
3794,vipi prA vi,da~nga
3795,bhumeshyAna prA vi,nuvakota
3796,kaNTIra jhA namUnA mA vi,dhanusha
3797,janasevA mA vi,mora~na
3798,shukreshvarI prA vi,da~nga
3799,bhulAbArI prA vi,doti
3800,ratnaprakAsa prA vi,lamaju~na
3801,vuddhivikAsa prA vi,lamaju~na
3802,janavikAsa A vi,sya~ngaja
3803,vaTuka bhairava prA vi,dhanakuta
3804,chandrajyoti A vi,sya~ngaja
3805,shahida shukra mA vi,sya~ngaja
3806,trishahida u mA vi,sya~ngaja
3807,hima jyoti A vi,mana~na
3808,sarasvatI A vi,nuvakota
3809,shaMkara mA vi,saptari
3810,prA vi,da~nga
3811,bhagavatI A vi,tehrathuma
3812,himAlaya ni mA viA vi,mana~na
3813,siMhabAhinI u mA vi,tehrathuma
3814,sarvodaya prA vi,arghakha.nchi
3815,sarasvatI bhavana rA mA vi,arghakha.nchi
3816,rAptI mA vi,da~nga
3817,pramANI miDila prA vi,jhapa
3818,kAlikA A vi,tehrathuma
3819,janatA A vi,tehrathuma
3820,janajAgRRitI mA vi,da~nga
3821,shrI nerAshambhusharaNa mA vi,bardiya
3822,paM~nchajyotI prA vi,achama
3823,kAlIkA mA vi,achama
3824,chandra mA vi,arghakha.nchi
3825,hile ni mA viA vi,dhanakuta
3826,siMhadevI prA vi,tehrathuma
3827,bAlajyoti prA vi,mora~na
3828,sayapatrI A vi,ka~nchanapura
3829,devatApAnI prA vi,lamaju~na
3830,vAlavikAsa prA vi,lamaju~na
3831,bhakta vidhAshrama mA vi,kathamadaum
3832,Adarsha rAtrI mA vi,da~nga
3833,ni mA viA vi,da~nga
3834,mahArudra mA vi,kaski
3835,setidevi ni mA viA vi,kabhrepala~nchoka
3836,shrI siMdura prA vi,palpa
3837,bachChalA mA vi,nuvakota
3838,vanakaTTA prA vi,da~nga
3839,kisAna prA vi,da~nga
3840,pashupati A vi,parvata
3841,shAlIgArama mA vi,parvata
3842,tinajure ni mA viA vi,tehrathuma
3843,nRRisiMha prA vi,tehrathuma
3844,sAnAhuMgI mA vi,palpa
3845,mahAbhArA A vi,ka~nchanapura
3846,mulA bArI prA vi,nuvakota
3847,kanta chandra mA vi,saptari
3848,bhAgimA prA vi,tehrathuma
3849,phidima mA vi,achama
3850,amRRita A vi,ka~nchanapura
3851,jana jyoti mA vi,lamaju~na
3852,pA sa mA vi,doti
3854,ratna prA vi,kaski
3855,chandra prabhA mA vi,kaski
3856,kShitija prA vi,kaski
3857,kAlidevi prA vi,kabhrepala~nchoka
3858,shaulaputrI u mA vi,lamaju~na
3859,devI sadana prA vi,lamaju~na
3860,shikShA sadana prA vi,lamaju~na
3861,jamAnasiMha smRRiti A vi,chitavana
3862,siMhakAlikA prA vi,achama
3863,sarasvatI prA vi,kaski
3864,viShNu mA vi,sunasari
3865,janajAgRRiti prA vi,kabhrepala~nchoka
3866,mA vi,da~nga
3867,rAmapyArI prA vi,kaski
3868,mahendra mA vi,sindhupalchoka
3869,nepAne prA vi,nuvakota
3870,narasiMha prA vi,nuvakota
3871,chyAnaDA.NDA A vi,nuvakota
3872,prabhuDA.NDA A vi,nuvakota
3873,pashupatI prA vi,nuvakota
3874,udaya jAlapAdevI mA vi,nuvakota
3875,laShmI mA vi,mora~na
3876,raghupati ni mA viA vi,mora~na
3877,bhAnu prA vi,sunasari
3878,milIjulI ni mA viA vi,sunasari
3879,bhAnusmRRitI mA vi,sunasari
3880,pa~nchAyata rajata jayantI A vi,sunasari
3881,lilAbhakta A vi,mora~na
3882,kAlI mA vi,mora~na
3883,mahAdeva ni mA viA vi,nuvakota
3884,gaNeshasurya A vi,nuvakota
3885,siMhadevI A vi,tehrathuma
3886,sarasvatI ni mA viA vi,tapleju~na
3887,bAlajyoti A vi,mora~na
3888,siddhadevI ni mA viA vi,ka~nchanapura
3889,nava jAgRRitI prA vi,parvata
3890,viShNu pAdukA mA vi,kaski
3891,chaNDodevI prA vi,nuvakota
3892,grAmINa janatA ni mA viA vi,dhanakuta
3893,pa~nchajyotI ni mA viA vi,mora~na
3894,sunAkharI mA vi,mora~na
3895,siMhadevI prA vi,tehrathuma
3896,nisAna A vi,tehrathuma
3897,sunajhoDA mA vi,mora~na
3898,baladeva A vi,mora~na
3899,janatA mAyAvatI A vi,sunasari
3900,kRRiShNa mA vi,sunasari
3901,nAyaka prA vi,parvata
3902,nAgeshvara A vi,arghakha.nchi
3903,j~nAnedaya prA vi,kabhrepala~nchoka
3904,dhaneshvara mahAdeva prA vi,kabhrepala~nchoka
3905,bhamarA ni mA viA vi,nuvakota
3906,chaNDeshvarI prA vi,nuvakota
3907,gaNosha mA vi,lamaju~na
3908,janajAgRRitI ni mA viA vi,sya~ngaja
3909,ChiruvA A vi,ka~nchanapura
3910,triveNI mA vi,pyuthana
3911,prakAsha mA vi,sunasari
3912,nayAM nepAla A vi,kalikota
3913,nArAyaNI mA vi,ka~nchanapura
3914,pRRithvI prA vi,jhapa
3916,kamalA mA vi,arghakha.nchi
3917,ne rA prA vi,dailekha
3918,virendra A vi,purva navalaparasi
3919,prA vi,mora~na
3920,bAburAma prA vi,arghakha.nchi
3921,rA prA vi,chitavana
3922,himAlaya ni mA viA vi,lamaju~na
3923,sarasvatI mA vi,ka~nchanapura
3924,janasevA A vi,kabhrepala~nchoka
3925,siddheshvarI A vi,ka~nchanapura
3926,siddhadevI mA vi,ka~nchanapura
3927,tribhuvana mA vi,jhapa
3928,navIna shikShA sadana mA vi,tehrathuma
3929,mA vi,mora~na
3930,janaprakAsha prA vi,arghakha.nchi
3931,janaprakAsha A vi,arghakha.nchi
3932,janatA prA vi,lamaju~na
3933,prabhAta prA vi,lamaju~na
3934,mahenadra kiraNA prA vi,doti
3935,tribhuvana mA vi,jajarakota
3936,kesho aniruddhavattI mA vi,saptari
3937,kAlikA prA vi,arghakha.nchi
3938,yasodyA prA vi,nuvakota
3939,debisthAna prA vi,dailekha
3940,kAlikA ni mA viA vi,tehrathuma
3941,gaNosha prA vitehrathuma tehrathuma,tehrathuma
3942,Anandabhairava prA vi,makavanapura
3943,buddha prA vi,achama
3944,j~nAnajyoti prA vi,makavanapura
3945,pa~ncha A vi,rautahata
3946,janakalyANa mA vi,ka~nchanapura
3947,vAla kalyANa prA vi,lamaju~na
3948,vipI smRRitI A vi,ramechapa
3949,bAlakalyANa prA vi,palpa
3950,shrI jugaM mA vi,doti
3951,manakAmanA mA vi,sya~ngaja
3952,kAtyayIni ni mA viA vi,achama
3953,phAlelu~Na A vi,ka~nchanapura
3954,janatA A vi,mora~na
3955,janatA A vi,mora~na
3956,bhojasiddha mA vi,makavanapura
3957,Adhunika rAShTriya mA vi,makavanapura
3958,bAloddhAra thapeTAra prA vi,kabhrepala~nchoka
3959,bAloddhAra mA vi,kabhrepala~nchoka
3960,sarasvatI A vi,jajarakota
3961,na erA prA vi,jajarakota
3962,baleTaksAra prA vi,gulmi
3963,kAlikA prA vi,pyuthana
3964,mANDavI mA vi,pyuthana
3965,prAkRRitika A vi,palpa
3966,janapriya mA vi,palpa
3967,A vi,makavanapura
3968,triratna prA vi,makavanapura
3969,janatA A vi,palpa
3970,shiba prA vi,tehrathuma
3971,bi pi prA vitehrathuma tehrathuma,tehrathuma
3972,ikhnA bhagavatI prA vi,pyuthana
3973,bhuvAnIshvarI prA vi,pyuthana
3974,kanyA prA vi,sya~ngaja
3975,himAlI mA vi,sya~ngaja
3976,tulasI prA vi,siraha
3977,sarasvatI ni mA viA vi,makavanapura
3978,rA prA vi,dhanusha
3979,nerA prA vi,pyuthana
3980,gupteshvarI prA vi,sindhupalchoka
3981,tAtopAnI prA vi,sindhupalchoka
3982,gaDgaDe A vi,bhaktapura
3983,vinAyaka sarasvatI A vi,bhaktapura
3984,chandrodaya mA vi,palpa
3985,bajravArAhI u mA vi,makavanapura
3986,j~nAnadA mA vi,makavanapura
3987,gautama A vi,sindhupalchoka
3988,tApagAu.N A vi,sindhupalchoka
3989,mahAlakShmI ni mA viA vi,mora~na
3990,siddhakAlI prA vi,sindhupalchoka
3991,paiyauMboTe A vi,ka~nchanapura
3992,kAphalaboTe A vi,ka~nchanapura
3993,sarasvati prA vi,achama
3994,Ardasha A vi,arghakha.nchi
3995,dunipokharA prA vi,sya~ngaja
3996,bAlapremI mA vi,bhaktapura
3997,vIrendra A vi,mora~na
3998,lakShmI mA vi,mora~na
3999,bAla ujjvala mA vi,makavanapura
4000,khajahanA A vi,rupandehi
4001,rArikoTa ni mA viA vi,palpa
4002,shaMkara jyotI A vi,arghakha.nchi
4003,bAla mA vi,mora~na
4004,shrI lakShmI prA vi,palpa
4005,vatAsAtulasI pAlpA prA vi,ilama
4006,janakalyANa jyotirmaya A vi,tehrathuma
4007,vindeshvarI prA vi,makavanapura
4008,mA vi,rautahata
4009,lAla ba ni mA viA vi,ka~nchanapura
4010,shaMkarajyotI ni mA viA vi,siraha
4011,annapUrNa mA vi,arghakha.nchi
4012,bAla mandira prA vi,bagalu~na
4013,loka priya prA vi,makavanapura
4014,rA ni mA viA vi,dhanusha
4015,shAradA mA vi,sindhupalchoka
4016,dhanavantarI thuvA prA vi,ilama
4017,sarosvatI prA vi,achama
4018,janajyoti A vi,makavanapura
4019,vAgishvarI prA vi,pyuthana
4020,bAlakalyANa A vi,arghakha.nchi
4021,kAlikA prA vi,kabhrepala~nchoka
4022,bAlaujvala mA vi,kabhrepala~nchoka
4023,nepAla rAShTriya A vi,parsa
4024,shiva nivAsa prA vi,achama
4025,janajyoti prA vi,pyuthana
4027,kamalA devI prA vi,makavanapura
4028,A vi,rautahata
4029,prajA utthAna prA vi,makavanapura
4030,janajyotI A vi,tehrathuma
4031,jalakanyA prA vi,tehrathuma
4032,janajyotI mA vi,tehrathuma
4033,jAlapAdevI mA vi,sindhupalchoka
4034,gupteshvarI prA vi,makavanapura
4035,anahotIlAla mA vi,rautahata
4036,tribhubana prA vi,tehrathuma
4037,janakalyANa mA vi,palpa
4038,rikoTa ni mA viA vi,saptari
4039,vANagaMgA prA vi,arghakha.nchi
4040,indrAyaNI mA vi,makavanapura
4041,mahendra pratApa ni mA viA vi,sindhupalchoka
4042,dolaMsA A vi,sindhupalchoka
4043,gyAlasu~Na prA vi,dolakha
4044,chitre mA vi,dolakha
4045,manakAmanA prA vi,dolakha
4046,gAbai mA vi,pyuthana
4047,kAtyAyani prA vi,achama
4048,doharieko ni mA viA vi,ilama
4049,gaMgA ni mA viA vi,sya~ngaja
4050,makavAnapura prA vimakavAnapura,makavanapura
4051,amara ni mA viA vi,makavanapura
4052,shItalAdevI mA vi,sindhupalchoka
4053,mahAdevasthAna A vi,sindhupalchoka
4054,vuddhahimAlaya prA vi,kabhrepala~nchoka
4055,chailagaMgA prA vi,kabhrepala~nchoka
4056,gaMgA devI prA vi,kabhrepala~nchoka
4057,bauddhika vikAsa prA vi,kathamadaum
4058,siddha nerA mA vi,arghakha.nchi
4059,kRRiShNa prA vi,saptari
4060,yashodharA prA vi,achama
4061,pashupati mA vi,ramechapa
4062,tripureshvara mA vi,ramechapa
4063,gaMgA prasAda mA vi,dhanusha
4064,pa~nchakanyA ni mA viA vi,sindhupalchoka
4065,jana vikAsa mA vi,kabhrepala~nchoka
4066,ThAkura A vi,kabhrepala~nchoka
4067,chaulAgaMgA prA vi,kabhrepala~nchoka
4068,mahendra A vi,arghakha.nchi
4069,siddha mA vi,arghakha.nchi
4070,harihara saMskRRita tathA sAdhAraNa mA vi,arghakha.nchi
4071,kiraNodaya ni mA viA vi,kabhrepala~nchoka
4072,siddhasharaNa A vi,ka~nchanapura
4073,sArvajanika mA vi,arghakha.nchi
4074,raktakAlIkA A vi,sindhupalchoka
4075,DhAMDe prA vi,tehrathuma
4076,pRRithvInArAyaNa A vi,dolakha
4077,bhIma mA vi,dolakha
4078,gaMgA mA vi,pyuthana
4079,mA vi,da~nga
4080,bhIma mA vi,dolakha
4081,kAlIdevI A vi,sindhupalchoka
4082,durgAshakti prA vi,sindhupalchoka
4083,dhanamAle A vi,dolakha
4084,bhuvaneshvarI prA vi,ramechapa
4085,bAlamandira prA vi,ramechapa
4086,bachChalAdevI A vi,sindhupalchoka
4087,nepAla rAShTiya A vi,mahottari
4088,gokhu~NgA A vi,arghakha.nchi
4089,bhImeshvarI prA vi,sindhupalchoka
4090,ChauTe prA vi,dolakha
4091,bAla shikShA mA vi,arghakha.nchi
4092,lokpA prA vi,kabhrepala~nchoka
4093,sarasvatI A vi,kabhrepala~nchoka
4094,kAlikA prA vi,kabhrepala~nchoka
4095,pipalaDA.NDA prA vi,dolakha
4096,raktakAlI A vi,sindhupalchoka
4097,kAlIdevI prA vi,dolakha
4098,pipalaDA.NDA A vi,dolakha
4099,kuTI DA.NDA mA vi,dolakha
4100,Tho~NaThAe~Na A vi,dolakha
4101,mahAdevashvarI A vi,dolakha
4102,yuvAvarSha A vi,saptari
4103,ThUlApokharA A vi,arghakha.nchi
4104,IshvarI prA vi,dailekha
4105,doharieko prA vi,ilama
4106,pipalachaura mA vi,achama
4107,boTenI prA vi,sindhuli
4108,gAeganaDA.NDA prA vi,dolakha
4109,siddha mahendra mA vi,ka~nchanapura
4110,siMha siddha prA vi,ka~nchanapura
4111,ne sA u mA vi,bhaktapura
4112,sarasvatI mAtA mA vi,arghakha.nchi
4113,mAneDADA.N u mA vi,dolakha
4114,phaTakashilA ni mA viA vi,sindhupalchoka
4115,rAShTriya prA vi,dolakha
4116,bhUmeshvarI prA vi,dolakha
4117,banakAlI prA vi,sindhupalchoka
4118,rAShTriya mA vi,saptari
4119,ratna jyoti ni mA viA vi,makavanapura
4120,janajAgRRiti A vi,sindhupalchoka
4121,kAlidevI ni mA viA vi,sindhupalchoka
4122,kAlikA A vi,sindhupalchoka
4123,bAdhabhairaba mA vi,sindhupalchoka
4124,bAghabhairaba mA vi,sindhupalchoka
4125,shAradA u mA vi,kabhrepala~nchoka
4126,janajAgRRita mA vi,ramechapa
4127,gaNesha prA vi,sindhupalchoka
4128,kyA~Nasi~Na A vi,sindhupalchoka
4130,shahida dashratha ni mA viA vi,ilama
4131,ChesAkhAre prA vi,dolakha
4132,vaityashvara mA vi,dolakha
4133,shailuDeshvara prA vi,dolakha
4134,bhoTenAmlA~Nga mA vi,sindhupalchoka
4135,Adarsha mA vi,mahottari
4136,rApasu~Na prA vi,sindhupalchoka
4137,jayashvara ni mA viA vi,ramechapa
4138,jaTTeshvarI mA vi,ramechapa
4139,thoDhu prA vi,ramechapa
4140,RRiShikUla mA vi,achama
4141,vidyAmandira mA vi,achama
4142,mahendra kAnti mA vi,sindhupalchoka
4143,yArsA prA vi,dolakha
4144,nilakaNTheshvara u mA vi,dolakha
4145,sthAnIya A vi,arghakha.nchi
4146,pramA ni mA viA vi,jhapa
4147,bAgeshvarI ni mA viA vi,sindhupalchoka
4148,nerA prA vi,arghakha.nchi
4149,chandrajyotI A vi,arghakha.nchi
