school_id,Potential_School_Name_transliterated,Assigned_District_Name
13095,lakShmI nepAla rAShTiya A vi,dailekha
13096,sarasvatI mA vi,dailekha
13097,nava jyoti A vi,kathamadaum
13098,hunainAtha mA vi,darchula
13099,bhAnu ni mA viA vi,dailekha
13100,shAradA mA vi,bajha~na
13101,kulamaShTajana mA vi,bajha~na
13102,shikShodaya mA vi,bajha~na
13103,durgAmahAli~Na ni mA viA vi,bajha~na
13104,siddheshvarI ni mA viA vi,bajha~na
13105,durgA u mA vi,bajha~na
13106,sarasvatI ni mA viA vi,dailekha
13107,devI mA vi,dailekha
13108,devI u mA vi,dailekha
13109,jvAlA A vi,dailekha
13110,jAlapAdevI mA vi,dhanakuta
13111,shrI sa u mA vi,kathamadaum
13112,sItArAma A vi,sindhupalchoka
13113,nArAyaNasthAna A vi,rasuva
13114,buddhajyotI bAlaudhAna prA vi,kathamadaum
13115,jalakanyA prA vi,salyana
13116,janajyotI mA vi,tanahu.n
13117,sitA vAla vikAsa ni mA viA vi,kathamadaum
13118,shitalA mA vi,kathamadaum
13119,sarasvatI mA vi,dhanakuta
13120,shrI A vi,dhanakuta
13121,siddha jyoti prA vi,tanahu.n
13122,gaNesha A vi,bhaktapura
13123,dhArAdevI mA vi,palpa
13124,vidyA niku~nja mA vi,tanahu.n
13125,sarasvatI nerAprA vi,dailekha
13126,navadurgA mA vi,rupandehi
13127,rAShTriya prA vi,tanahu.n
13128,rAShTriya mA vi,tanahu.n
13129,rAmapura A vi,palpa
13130,janasevA prA vi,dailekha
13132,bAlasevA mA vi,kathamadaum
13133,shAnti vidyAshrama prA vi,kathamadaum
13134,shiva prA vi,tanahu.n
13135,mAthillo guNAAdI prA vi,tanahu.n
13136,aruNAodaya ni mA viA vi,dhanakuta
13137,shAradA ni mA viA vi,palpa
13138,grAmodaya mA vi,palpa
13139,siddhivinAyaka mA vi,chitavana
13140,surendra jyoti prA vi,tanahu.n
13141,kamaleshvarI kijhau mA vi,saptari
13142,jiteshvarI mA vi,rupandehi
13143,kAlikA prA vi,dailekha
13144,akalA A vi,palpa
13145,anivArya ni shulka mA vi,dhanakuta
13146,milana prA vi,dhanakuta
13147,pArvatI ni mA viA vi,tanahu.n
13148,prA vi,dailekha
13149,sarasvatI prA vi,dhanakuta
13150,mArgeshvarI prA vi,dhanakuta
13151,sarasvatI mA vi,jhapa
13152,jaya janatA prA vi,dailekha
13153,ga~Naradeva prA vi,doti
13154,sarasvatI prA vi,palpa
13155,indrajvAlA A vi,dailekha
13156,pa~nchakoshI jvAlA mA vi,dailekha
13157,rAjadIpa A vi,rupandehi
13158,sarasvatI mA vi,surkheta
13159,bAlakRRiShNa prA vi,palpa
13160,hAttIlu~Na mA vi,palpa
13161,gaurAdevI mA vi,palpa
13162,rAShTiraya prA vi,rupandehi
13163,jayajanatA mA vi,dailekha
13164,sukalA ni mA viA vi,tanahu.n
13165,janashakti prA vi,tanahu.n
13166,sarasvatI mA vi,udayapura
13167,mA vi,udayapura
13168,Adarsha ni mA viA vi,chitavana
13169,janajAgRRiti A vi,dailekha
13170,prA vi,udayapura
13171,maNi prA vi,tanahu.n
13172,mA vi,udayapura
13173,shaMkara ni mA viA vi,palpa
13174,shrI navadurgA ni mA viA vi,palpa
13175,shiva nepAla rAShTriya prA vi,dailekha
13176,gaNesha A vi,tanahu.n
13177,sthAnIdevI prA vi,tanahu.n
13178,shikShA niketana mA vi,mora~na
13179,yuvAvarSha u mA vi,palpa
13180,shiva prA vi,udayapura
13181,kAlI bolA ni mA viA vi,udayapura
13182,janajyoti mA vi,udayapura
13183,sukadeva prA vi,purva navalaparasi
13184,janajyoti A vi,purva navalaparasi
13185,sivAya prA vi,udayapura
13186,bhairavI ni mA viA vi,bhaktapura
13187,nIlabArAhI ni mA viA vi,kathamadaum
13188,bAlahita mA vi,palpa
13189,chandrAvatI mA vi,udayapura
13190,rAma jAnakI mA vi,udayapura
13191,sushikShA niku~nja A vi,mora~na
13192,sarasvatI prA vi,palpa
13193,shrI rAmdI prA vi,palpa
13194,gaNesha A vi,sya~ngaja
13195,mahendra mA vi,udayapura
13196,janapremI mA vi,udayapura
13197,rAShTiya mA vi,purva navalaparasi
13198,nerA prA vi,dailekha
13200,jAegavANI mA vi,palpa
13201,shrI devIshvarI prA vi,palpa
13202,shAnti nikunja mA vi,purva navalaparasi
13203,shAnti niku~nja mA vi,purva navalaparasi
13204,kAlikA prA vi,udayapura
13205,chAlna khela ni mA viA vi,kathamadaum
13206,ni mA viA vi,udayapura
13207,grAmodaya ni mA viA vi,palpa
13208,kAlikA mA vi,dailekha
13209,shiva himAlaya A vi,dailekha
13210,tribhuvana mA vi,jajarakota
13211,triyugA mA vi,udayapura
13212,chAmuNDA mA vi,dailekha
13213,janakalyANa ni mA viA vi,dailekha
13214,puShpalAla A vi,dailekha
13215,shaMkarabhavana mA vi,jajarakota
13216,shrI ja mA vi,udayapura
13217,tribhuvana A vi,tanahu.n
13218,visAsaya kAlikA prA vi,udayapura
13219,chaNDI deurAlI prA vi,purva navalaparasi
13220,janashakti prA vi,tanahu.n
13221,putalI prA vi,jajarakota
13222,shAnti niku~nja mA vi,kathamadaum
13223,buchAkhAnI mA vi,tanahu.n
13224,tribhuvana A vi,tanahu.n
13225,shAnti buddha prA vi,kabhrepala~nchoka
13226,siddhi gaNosha ni mA viA vi,kathamadaum
13227,mahendra prA vi,jajarakota
13228,bharI prA vi,jajarakota
13229,harishiva prA vi,jajarakota
13230,bherI triveNI mA vi,jajarakota
13231,kAlIdevI A vi,kabhrepala~nchoka
13232,prA vi,jajarakota
13233,tribhuvana A vi,jajarakota
13234,kAlikA ni mA viA vi,jajarakota
13235,rAmajAnakI prA vi,jajarakota
13236,chaturbhujeshvara janatA mA vi,sarlahi
13237,hupsekoTa ni mA viA vi,purva navalaparasi
13238,tAriNI A vi,kathamadaum
13239,rAmadayAla mA vi,saptari
13240,vidyArthiku~nja mA vi,tanahu.n
13241,bhairavanAtha nerA A vi,dailekha
13242,chuna denAvi mA vi,kathamadaum
13243,tharpuDA.NDA A vi,jajarakota
13244,siddha prA vi,purva navalaparasi
13245,bramhapAravu prA vi,jajarakota
13246,shrI bAgeshvarI A vi,jajarakota
13247,indra prA vi,kathamadaum
13249,shiva prA vi,purva navalaparasi
13250,gaMgA mA vi,purva navalaparasi
13251,bAlavidyA A vi,bardiya
13252,mahAbai A vi,dailekha
13253,tribhuvana mA vi,purva navalaparasi
13254,janatA ni mA viA vi,purva navalaparasi
13255,janatA A vi,purva navalaparasi
13256,AdInAtha mA vi,kathamadaum
13257,janatA A vi,dailekha
13258,bAla vikAsa A vi,tanahu.n
13259,janatA A vi,udayapura
13260,devI prA vi,udayapura
13261,devAchulI prA vi,purva navalaparasi
13262,sAvitrI A vi,purva navalaparasi
13263,vighi smRRiti prA vi,purva navalaparasi
13264,kuDule prA vi,okhaladhu~nga
13265,bhUmesthAna A vi,okhaladhu~nga
13266,mahendra prA vi,udayapura
13267,shrI sUrya jyoti ni mA viA vi,purva navalaparasi
13268,paDariyA A vi,rupandehi
13269,sAmudAyika mA vi,surkheta
13270,ga.NgA prA vinavalaparAsI,purva navalaparasi
13271,shivapuragaDI prA vi,purva navalaparasi
13272,buDhAnilakaNTha mA vi,kathamadaum
13273,janatA prA vi,purva navalaparasi
13274,shAntIpriya prA vi,okhaladhu~nga
13275,j~nAna prakAsha mA vi,okhaladhu~nga
13276,janatA umA vi,doti
13277,shivapuragaDhI mA vi,purva navalaparasi
13278,nerA A vi,dailekha
13279,annapUrNa A vi,udayapura
13280,yasama mA vi,okhaladhu~nga
13281,A vi,saptari
13282,nArAyaNI A vi,purva navalaparasi
13283,jvAlA prA vi,dailekha
13284,mahendra mA vi,mora~na
13285,janahita A vi,dhanusha
13286,mahAdeva prA vi,okhaladhu~nga
13287,jvAlA mA vi,dailekha
13288,nepAla rAShTiya prA vi,parsa
13289,ddhAradevI mA vi,parsa
13290,j~nanodaya mA vi,purva navalaparasi
13291,ThAkura devI mA vi,dhanakuta
13292,rAdhAkRRiShNa prA vi,dadeldhura
13293,triveNI A vi,okhaladhu~nga
13294,paMchajyoti prA vinavalaparAsI,purva navalaparasi
13295,nerA prA vi,parsa
13296,maNisiddha ni mA viA vi,ilama
13297,nerAprA vi,pyuthana
13298,kumvaravartI prA vinavalaparAsI,purva navalaparasi
13299,pachaMjvatI nI mA vi,purva navalaparasi
13300,janatA prA vi,dhanakuta
13301,jAlpAdevI prA vi,dhanakuta
13302,janatA u mA vi,lalitapura
13303,janatA mA vi,dhanakuta
13304,bAghabhairaba A vi,makavanapura
13305,nerAprA vi,parsa
13306,dhyAmpA devi prA vi,kathamadaum
13307,bAlashikShA prA vi,pyuthana
13308,bAla kiraNa prA vi,pyuthana
13309,nerA prA vi,parsa
13310,bhUneshvaranAtha prA vi,parsa
13311,lakShmI mA vi,mora~na
13312,jana sevA mA vi,sarlahi
13313,kanyA prA vi,parsa
13314,siddhArtha mA vi,parsa
13315,pa~nchadevala prA vi,dailekha
13316,nerAprA vi,bardiya
13317,bAla vikAsa mA vi,kathamadaum
13318,bAla vikAsa mA vi,kathamadaum
13319,trIbhUvana hanumAna mA vi,parsa
13320,bhAnu A vi,mora~na
13321,pashupati prA vi,dhanakuta
13322,baraboTa A vi,solukhumbu
13323,shiva pA~nchAyana prA vi,tanahu.n
13324,gaumatI mA vi,sindhuli
13325,nerA prA vi,surkheta
13326,su rA kanyA mA vi,ilama
13327,nerA prA vi,parsa
13328,nerAprA vi,saptari
13329,gaNesha ni mA viA vi,sindhuli
13330,nerA prA vi,parsa
13331,prA vi,sindhuli
13332,liTTe bha~njyA prA vi,sindhuli
13333,nilabArAhI u mA vi,kathamadaum
13334,bAla kalyANa A vi,sindhuli
13335,sukAchurI prA vi,sindhuli
13336,ThUlIvana prA vi,sindhuli
13337,siMheshvarI prA vi,sindhuli
13338,siddhArtha A vi,kailali
13339,prA vi,sindhuli
13340,bhuDIphora prA vi,sindhuli
13342,trinagara mA vi,kailali
13343,jana jAgRRiti prA vi,sindhuli
13344,bhAnubhakta rAShTriya A vi,kailali
13345,kRRiShrNA prA vi,kailali
13346,nerA prA vi,parsa
13347,nepAla reDakrasa A vi,parsa
13348,siddhabAbA ni mA viA vi,kailali
13349,jhugA prA vi,sindhuli
13350,ni mA viA vi,sindhuli
13351,rito mahato jamA vi,doti
13352,vito mahato janatA mA vi,parsa
13353,manerAprA vi,pyuthana
13354,nepAla rAShTiya lakShmaNa chandra jyoti mA vi,parsa
13355,tAruphedI prA vi,sindhuli
13356,ni mA viA vi,bardiya
13357,bhAratI u mA vi,rautahata
13358,keshabaTAra mA vi,tanahu.n
13359,devI bAlasudhAra mA vi,kathamadaum
13360,sarasvatI mA vi,rukuma purva
13361,j~nAnodaya prA vi,purva navalaparasi
13362,siddhArtha mA vi,purva navalaparasi
13363,janatA ni mA viA vi,purva navalaparasi
13364,jAlpA prA vi,khota~na
13365,ne rA prA vi,parsa
13366,nerA prA vi,parsa
13367,nepAla rAShTiya prA vi,parsa
13368,nerA prA vi,parsa
13369,gaDhI bhagavatI rAShTiya prA vi,parsa
13370,bhadra prA vi,tanahu.n
13371,padama jyoti A vi,tanahu.n
13372,bhagavatI prA vi,dhanakuta
13373,janapriya mA vi,mora~na
13374,siddeshvarI mA vi,khota~na
13375,bhojiyA devI nerA A vi,parsa
13376,grAmINa sAmAjika mA vi,dhanakuta
13377,shitalA prA vi,tanahu.n
13378,sAvitrA prA vi,khota~na
13379,mulAvArI A vi,khota~na
13380,shaMkhadevI A vi,purva navalaparasi
13381,saMkaTA prA vi,kathamadaum
13382,ratnarAjyalakShmI mA vi,purva navalaparasi
13383,paiyATAra prA vi,khota~na
13384,bAlodaya A vi,khota~na
13385,lakShmI nArAyaNa mA vi,saptari
13386,shiva mA vi,tanahu.n
13387,padmakanyA u mA vi,kathamadaum
13388,sarasvatI mA vi,surkheta
13389,vijaya smAraka mA vi,kathamadaum
13390,syArputAla mA vi,rukuma purva
13391,janakalyANa mA vi,da~nga
13392,prA vi,khota~na
13393,trikanyA prA vi,khota~na
13394,Ardasha u mA vi,rukuma purva
13395,durgAbhavAnI prA vi,tanahu.n
13396,janapriya mA vi,rukuma pashchima
13397,janapriya mA vi,rukuma purva
13398,janashakti mA vi,rukuma purva
13399,tolikheAlA prA vi,surkheta
13400,janajyoti prA vi,surkheta
13401,bhavAnI ne rA prA vi,surkheta
13402,esaelapI u mA vi,saptari
13403,gautama buddha mA vi,kapilavastu
13404,sarasvatI A vi,rukuma purva
13405,paMchakanyA ni mA viA vi,khota~na
13406,buDhAbhairu~Na A vi,khota~na
13407,dibyajyoti u mA vi,purva navalaparasi
13408,lakShmIpurA A vi,purva navalaparasi
13409,nerAprA vi,chitavana
13410,paMchamI prA vi,dhanakuta
13411,janajyoti ni mA viA vi,surkheta
13412,nerA prA vi,surkheta
13413,shAradA A vi,sunasari
13414,chandra suryA prA vi,surkheta
13415,nerA prA vi,surkheta
13416,shrI siddhi ni mA viA vi,palpa
13417,nerA prA vi,parsa
13418,ShamA vi,myagdi
13419,chomolu~NamA A vi,khota~na
13420,Adarsha prA vi,surkheta
13421,shAntI sirjanA A vi,surkheta
13422,nerA ni mA viA vi,mahottari
13423,thAnIDA.NDA mA vi,palpa
13424,ravikiraNA prA vi,palpa
13425,kavilAsha mA vi,chitavana
13426,Ananda mA vi,surkheta
13427,pa~nchamunideva mA vi,tanahu.n
13428,sAkelA A vi,khota~na
13429,shrI durChima mA vi,khota~na
13430,janatA ni mA viA vi,jajarakota
13431,lakShmI mA vi,mora~na
13432,shrI jaladevI prA vi,palpa
13433,amarajyoti namUnA mA vi,surkheta
13434,mAlikA devI ni mA viA vi,khota~na
13435,janajAgRRitI prA vi,rukuma purva
13436,kushmAvatI A vi,salyana
13437,chAlnAkhela A vi,kathamadaum
13438,amara A vi,palpa
13439,bherI mA vi,surkheta
13440,sarasvatI prA vi,surkheta
13441,vArentu~Na prA vi,khota~na
13442,ne rA prA vi,surkheta
13443,j~nAnamAlA mA vi,palpa
13444,mAlikA u mA vi,surkheta
13445,mAlikA mA vi,surkheta
13446,vindavAsinI A vi,parsa
13447,mAlikA devi prA vi,khota~na
13448,alilA chaura prA vi,surkheta
13449,AkAsha devI prA vi,khota~na
13450,aishvarya A vi,kailali
13451,phapi mA vi,kathamadaum
13452,kAlikA A vi,kathamadaum
13453,shrI vikrama ni mA viA vi,palpa
13454,nepAla rAShTriya mA vi,surkheta
13455,nepAla rAShTiya prA vi,surkheta
13456,nerA prA vi,surkheta
13457,bhairava A vi,surkheta
13458,rrrrrrreepRRithvI prA vi,khota~na
13459,chetanA A vi,nuvakota
13460,chandra devI A vi,nuvakota
13461,chunadevI mA vi,kathamadaum
13462,jana shakti prA vi,gorakha
13463,samAja jyoti prA vi,palpa
13464,rAShTriya A vi,khota~na
13465,j~nAnavATikA mA vi,parsa
13466,nerAprA vi,bardiya
13467,nerAprA vi,bhojapura
13468,nepAla rAShTiya shashidhara kRRiShNa A vi,parsa
13469,nepAla rAShTriya A vi,parsa
13470,vijayavastI mA vi,parsa
13471,dalarmaDA.NDA mA vi,palpa
13472,siddhakAlikA A vi,ka~nchanapura
13473,chaNDIkAdevI mA vi,kathamadaum
13474,harAbAhinI mA vi,tanahu.n
13475,pRRithvI rupA mA vi,kaski
13476,nerA prA vi,surkheta
13477,shrI gaMgA u mA vi,palpa
13478,nerAprA vi,surkheta
13479,lAla bauddha prA vi,khota~na
13480,vishva shAnti prA vi,sya~ngaja
13481,rAma surata siMha nerA A vi,parsa
13482,bAlavikAsa prA vi,palpa
13483,tribhuvana namUnA mA vi,dailekha
13484,nArAyaNa A vi,dailekha
13485,dibya prakAsha mA vi,sya~ngaja
13486,mA vi,sya~ngaja
13487,ne rA prA vi,surkheta
13488,nerA A vi,parsa
13489,nepAla rAShTiya prA vi,parsa
13490,prA vi,parsa
13491,nerAprA jepI chaturvedI prA vi,parsa
13492,prA vi,parsa
13493,janatA ekAI prA vidhika tathA vyavasAyika mA vi,dhanusha
13494,bhairaba nepAla rAShTriya prA vi,surkheta
13495,bhairaba u mA vi,dailekha
13496,amarajyotI mA vi,sya~ngaja
13497,bhairaba mA vi,dailekha
13498,janatA prA vi,surkheta
13499,sarasvatI u mA vi,palpa
13501,kAlIdevI A vi,makavanapura
13502,nerA prA vi,parsa
13503,kAlI prasAda lAkhe mA vi,parsa
13504,shAnti mA vi,dailekha
13505,janaka mA vi,palpa
13506,gaNesha A vi,rupandehi
13507,ne rA pra mA vi,parsa
13508,devavANI saMskRRita tathA sAdhAraNa mA vi,palpa
13509,shrI mAIsthAna vidhApiTha mA vi,myagdi
13510,prA vi,parsa
13511,amarajyotI mA vi,surkheta
13512,janajyoti mA vi,surkheta
13513,pa~nchadevala mA vi,dailekha
13514,nerA prA vi,surkheta
13515,johA~Nga ra~njitaprasAda lAlachana rudrAvatI mA vi,gulmi
13516,shAradA prA vi,dailekha
13517,bhAgyadaya mA vi,sya~ngaja
13518,rAdhAkRRiShNa prA vi,surkheta
13519,nerA prA vi,parsa
13520,shAradA prA vi,parsa
13521,janaprapi mA vi,jhapa
13522,kRRiShNa nerA prA vi,parsa
13523,vAlamandira mA vi,sya~ngaja
13524,chaNDI DAMDA mA vi,jajarakota
13525,nerAprA vi,parsa
13526,brahamasthAna nepAla rAShTriya prA vi,parsa
13527,nepAla rA prA vi,parsa
13528,sarasvatI prA vi,surkheta
13529,bhagavatI mA vi,dailekha
13530,ne.rA. A vi,surkheta
13531,nepAla rAShTiya A vi,surkheta
13532,sakala bhavana kanyA mA vi,dhanusha
13533,pragatI prA vi,palpa
13534,shrI ratnashobhA prA vi,palpa
13535,shiva prA vi,surkheta
13536,nerA prA vi,parsa
13537,nerA ni mA viA vi,parsa
13538,nerA A vi,parsa
13539,nepAla rAShTriya A vi,parsa
13540,himAlaya prA vi,dhadi~nga
13541,janakalyANA prA vi,surkheta
13542,mA vi,ba.nke
13543,tAltu~Na A vi,palpa
13544,lAlIgurA.Nsa ni mA viA vi,surkheta
13545,trI shahida mA vi,sya~ngaja
13546,kisAna prA vi,sya~ngaja
13547,vAla kalyANa prA vi,kalikota
13548,prA vi,parsa
13549,vijaya bastI mA vi,parsa
13550,jillA uchchA~Ngala rAmadeva kalavAra mA vi,parsa
13551,shAradA A vi,palpa
13552,shrI prabhAta prA vi,palpa
13553,rAdhAdAmodara mA vi,sya~ngaja
13554,shiddheshvarI prA vi,surkheta
13555,visheshvara prA vi,surkheta
13556,bAMkAgerA ChApagaMgA prA vi,palpa
13557,bhAnubhakta ni mA viA vi,palpa
13558,nerA gItA gajendrarAja joshI mA vi,parsa
13559,janasevA A vi,surkheta
13560,janakalyANa A vi,surkheta
13561,Arukharka A vi,sya~ngaja
13562,gaNapati mA vi,palpa
13563,shaMkara janatA u mA vi,dhanusha
13564,janajyoti u mA vi,kailali
13565,sirkoTa prA vi,sya~ngaja
13566,mirmI A vi,sya~ngaja
13567,mahendra mA vi,dailekha
13568,gaMgAmAlA A vi,surkheta
13569,sarasvatI prA vi,parvata
13570,navajyotI prA vi,surkheta
13571,bhume prA vi,bagalu~na
13572,righA phedI prA vi,bagalu~na
13573,nepAla rAShTriya prA vi,surkheta
13574,araniko mA vi,dailekha
13575,jIvana prA vi,surkheta
13576,nepAla rAShTriya prA vi,surkheta
13577,dhullu liu.NvA mA vi,bagalu~na
13578,khAra prA vi,bagalu~na
13579,bhIrakaTerAtAla prA vi,bagalu~na
13580,nepAne prA vi,bagalu~na
13581,janajAgRRitI prA vi,bagalu~na
13582,sRRijanashila prA vi,bagalu~na
13583,sarasvatI prA vi,bagalu~na
13584,bAlabikAsha prA vi,bagalu~na
13585,shAradA prA vi,surkheta
13586,vidyAjyoti mA vi,surkheta
13587,pachakanyA prA vi,nuvakota
13588,basanta mA vi,dailekha
13589,janatA A vi,saptari
13590,janajAgRRita prA vi,nuvakota
13591,jana prakAsha A vi,surkheta
13592,janaka mA vi,surkheta
13593,shAradA mA vi,bagalu~na
13594,maMgalA prA vi,bagalu~na
13595,mahAvidyAjana ni mA viA vi,bagalu~na
13597,sUryaprakAsha mA vi,surkheta
13598,grAmasevA vidyAshrama mA vi,nuvakota
13599,nerA prA vi,surkheta
13600,nepAla rAShTiya A vi,surkheta
13601,sUryajyoti mA vi,surkheta
13602,darli~Na mA vi,bagalu~na
13603,muktinAtha A vi,bagalu~na
13604,ratna rAjya lakShmI ni mA viA vi,purva navalaparasi
13605,sha.Nkharapura prA vinavalaparAsI,purva navalaparasi
13606,kumbaishora ni mA viA vi,nuvakota
13607,bhagavatI prA vi,surkheta
13608,prabhAta prA vi,surkheta
13609,rasAnanda prA vi,bagalu~na
13610,nepAla rAShTriya A vi,surkheta
13611,mAisthAna bAla vidyA mandira indu lAkhe A vi,parsa
13612,nepAla rAShTiya shamashera Ardasha mA vi,purva navalaparasi
13613,nepAla lokasevA u mA vi,purva navalaparasi
13614,nerA mA vi,surkheta
13615,mAlikA mA vi,surkheta
13616,nava durgA prA vi,purva navalaparasi
13617,mahAlakShmI A vi,nuvakota
13618,dibyajyotI A vi,purva navalaparasi
13619,mahAkabi debakoTA u mA vi,purva navalaparasi
13620,devachulI prA vi,purva navalaparasi
13621,tribhubana u mA vi,purva navalaparasi
13622,kAligaNDakI prA vi,purva navalaparasi
13623,janajAgRRiti A vi,purva navalaparasi
13624,chandra ha.Nsa prA vi,purva navalaparasi
13625,kanyA devI ni mA viA vi,nuvakota
13626,maMgalA devI mA vi,nuvakota
13627,rA kRRi chau mA vi,parsa
13628,bhAnudaya ni mA viA vi,purva navalaparasi
13629,jyotI ni mA viA vi,bagalu~na
13630,sigAnA prA vi,bagalu~na
13631,nagaraDA.NDA ni mA viA vi,purva navalaparasi
13632,rA cha bha mA vi,parsa
13633,ratna rA la prA vi,purva navalaparasi
13634,janasikShIta prA vi,bagalu~na
13635,shiva mA vi,bagalu~na
13636,bhImasena Adarsha mA vi,purva navalaparasi
13637,janatA mA vi,purva navalaparasi
13638,bhagavatI mA vi,purva navalaparasi
13639,mahAkavi devakoTA namUnA mA vi,purva navalaparasi
13640,manakAmanA prA vi,nuvakota
13641,pRRithvI nava prakAsha A vi,nuvakota
13642,vorlA~Nga bhume mA vi,nuvakota
13643,nerAprA vi,myagdi
13644,nerA prA vi,parsa
13645,nerA ni mA viA vi,parsa
13646,rAdhemAi prA vi,parsa
13647,narasiMha mA vi,parsa
13648,shAntI vidyA.NmandhIra prA vi,nuvakota
13649,pratibhA A vi,makavanapura
13650,nerA prA vi,parsa
13651,bhagavatI prA vi,bagalu~na
13652,navaratna mA vi,rupandehi
13653,manerAprA vi,makavanapura
13654,bramhAdeva nepAla rAShTriya prA vi,parsa
13655,shikhara besi prA vi,nuvakota
13656,shrImatI mitra ni mA viA vi,parsa
13657,maMgaladevI prA vi,purva navalaparasi
13658,dhajajyotI mA vi,bagalu~na
13659,janatA siddha mA vi,purva navalaparasi
13660,sha.Nkara prA vinavalaparAsI,purva navalaparasi
13661,nepAla rAShTiya prA vi,parsa
13662,prA vi,parsa
13663,tArAchandra kishanalAla A vi,parsa
13664,vindrakeshara mA vi,nuvakota
13665,jiurAkau mA vi,ilama
13666,rA ni mA viA vi,purva navalaparasi
13667,pRRithvI mA vi,purva navalaparasi
13668,piThaulI A vi,purva navalaparasi
13669,nerA prA vi,parsa
13670,gAu.N pharka A vi,bagalu~na
13671,shAradA ni mA viA vi,purva navalaparasi
13672,Dhora varAha prA vi,bagalu~na
13673,prA vi,parsa
13674,nerA mA vi,parsa
13675,vAlamaMdira prA vi,parvata
13676,sujIdevI ni mA viA vi,parsa
13677,okhale prA vi,bagalu~na
13678,bhaMgIsAha ni mA viA vi,parsa
13679,AdhArabhuta ni mA viA vi,bagalu~na
13680,someshvara mA vi,chitavana
13681,janajAgRRitI u mA vi,bagalu~na
13682,chitavana mA vi,chitavana
13683,mA vi,chitavana
13684,janatA u mA vi,bagalu~na
13685,rAShTiya mA vi,chitavana
13686,annapUrNA mA vi,chitavana
13687,prabhAta mA vi,chitavana
13688,tityA ni mA viA vi,parvata
13689,rA prA vi,chitavana
13690,gu~njanagara mA vi,chitavana
13691,nerA prA vi,parsa
13692,rAShTiya A vi,chitavana
13693,yuvA mA vi,chitavana
13694,sarvodaya u mA vi,bagalu~na
13695,setIDhuA mA vi,bagalu~na
13696,rajai janakalAla mA vi,siraha
13697,tribhuvana mA vi,purva navalaparasi
13698,shrI kRRiShNA mA vi,bagalu~na
13699,dhimI karinA mA vi,bagalu~na
13700,bhairava mA vi,bagalu~na
13701,basandharA prA vi,chitavana
13702,pa~nchajyoti ni mA viA vi,purva navalaparasi
13703,puruShodaya mA vi,bagalu~na
13704,sarashvati prA vi,bagalu~na
13705,yUnika A vi,bagalu~na
13706,nepAla mA vi,bagalu~na
13707,pANDavakhAnI prA vi,bagalu~na
13708,shivAlaya A vi,bagalu~na
13709,DADA.NbArI prA vi,parvata
13710,araniko prA vi,bagalu~na
13711,shAnti prA vi,bagalu~na
13712,devIsthAna mA vi,bagalu~na
13713,rAShTriya A vi,chitavana
13714,jAlpA kanyA A vi,solukhumbu
13715,unavajyoti prA vi,bagalu~na
13716,chartumukhI mA vi,chitavana
13717,janajAgRRitI ni mA viA vi,purva navalaparasi
13718,jana vikAsa mA vi,parvata
13719,phalAma khAnI prA vi,solukhumbu
13720,lakShmInArAyaNA prA vi,bagalu~na
13721,kholesbA~Na A vi,bagalu~na
13722,siddhavArI prA vi,bagalu~na
13723,sarasvatI A vi,bagalu~na
13724,Adarsha mA vi,chitavana
13725,kaThAra mA vi,chitavana
13726,kedAra mA vi,chitavana
13727,siMhadevI prA vi,solukhumbu
13728,lokapriya mA vi,purva navalaparasi
13729,bAlakumArI kanyA u mA vi,chitavana
13730,dhanajyotI prA vi,bagalu~na
13731,gaNoshasthAna mA vi,solukhumbu
13732,A vi,bagalu~na
13733,janatA prA vi,purva navalaparasi
13734,mahendrodaya mA vi,solukhumbu
13735,ka~nchanAdevI prA vi,bagalu~na
13736,rA prA vi,chitavana
13737,rA prA vi,chitavana
13738,jana jAgRRiti mA vi,chitavana
13739,kAlIgaNDakI A vi,bagalu~na
13740,A vi,chitavana
13741,vijaya mA vi,chitavana
13742,bhAnu prA vi,bagalu~na
13743,bhairava prA vi,bagalu~na
13744,buddhidAtrI prA vi,bagalu~na
13745,prA vichitavana,chitavana
13746,buddha mA vi,solukhumbu
13747,A vi,chitavana
13748,A vi,chitavana
13749,lu~NakhAnI prA vi,bagalu~na
13750,bharatapure ni mA viA vi,bagalu~na
13751,deurAlI rAShTiya A vi,chitavana
13752,barAhakoTa prA vi,bagalu~na
13753,basanta mA vi,bagalu~na
13754,vishvaprakAsha mA vi,chitavana
13755,sharadapura mA vi,chitavana
13756,sharadapura mA vi,chitavana
13757,rambhAdevI prA vi,purva navalaparasi
13758,somanAtha prA vinavalaparAsI,purva navalaparasi
13759,chitavana mA vi,chitavana
13760,chandrajyotI ni mA viA vi,solukhumbu
13761,suryodaya Adarsha A vi,solukhumbu
13762,buDA kinjA A vi,solukhumbu
13763,janatA A vi,solukhumbu
13764,sUryodaya A vi,solukhumbu
13765,janakalyANA rA prA vichitavana,chitavana
13766,bhRRikuTI mA vi,bagalu~na
13767,janatA prA vi,bagalu~na
13768,shishai mA vi,rupandehi
13769,sItArAma saskRRita mA vi,chitavana
13770,janapraya prA vi,parvata
13771,janajyotI prA vi,solukhumbu
13772,nepAla tArA mA vi,bagalu~na
13773,nepAla shAnti mA vi,purva navalaparasi
13774,prajAtantravikAsa mA vi,bagalu~na
13775,j~nAnaku~nja prA vi,bagalu~na
13776,nArAyaNAI vimamA vi,chitavana
13777,rAShTriya A vi,chitavana
