school_id_a,school_id_b
28956,74027.0
28957,61270.0
28958,73887.0
28985,55901.0
28986,23745.0
28994,21503.0
29007,42446.0
29008,21503.0
29043,73887.0
29070,36465.0
29094,71499.0
29138,73887.0
29174,73887.0
29177,44045.0
29181,73887.0
29206,7600.0
29221,73887.0
29224,74027.0
29230,7600.0
29254,7240.0
29260,388.0
29262,33279.0
29265,32868.0
29266,32868.0
29268,33279.0
29275,73887.0
29296,32883.0
29311,73887.0
29326,73887.0
29345,7600.0
29385,2203.0
29390,73887.0
29401,2203.0
29407,23765.0
29413,2991.0
29419,2722.0
29424,23765.0
29440,21495.0
29441,2722.0
29443,23765.0
29463,36800.0
29529,51194.0
29530,5690.0
29532,55694.0
29533,55369.0
29534,5690.0
29536,55301.0
29543,5769.0
29548,52333.0
29549,52608.0
29551,55559.0
29552,5423.0
29559,55471.0
29560,53612.0
29596,63258.0
29629,63258.0
29640,51804.0
29664,43400.0
29669,41925.0
29670,42161.0
29674,4391.0
29675,434.0
29678,42637.0
29695,54878.0
29696,52369.0
29697,55901.0
29699,54676.0
29700,54269.0
29788,32868.0
29802,52024.0
29810,63258.0
29829,74027.0
