school_id_a,school_id_b
8796,61840.0
8797,61103.0
8804,6957.0
8809,63258.0
8812,61904.0
8822,61103.0
8823,61683.0
8824,63258.0
8827,61840.0
8831,63258.0
8834,21613.0
8841,55901.0
8844,62520.0
8846,62536.0
8848,6957.0
8849,61270.0
8863,62014.0
8871,6957.0
8880,61969.0
8888,61270.0
8889,61270.0
8891,62536.0
8976,55461.0
8986,62255.0
9030,62255.0
9039,5743.0
9047,54736.0
9050,63358.0
9059,52333.0
9064,53776.0
9069,63210.0
9070,63258.0
9071,6523.0
9078,54819.0
9088,51249.0
9093,55812.0
9094,6957.0
9095,24455.0
9096,53642.0
9140,21503.0
9178,5682.0
9192,74042.0
9193,73887.0
9198,72151.0
9203,71499.0
9206,7796.0
9221,74042.0
9236,74042.0
9237,7600.0
9273,24455.0
9282,41762.0
9291,44227.0
9353,24455.0
9418,23747.0
9457,21495.0
9640,441.0
9676,35871.0
9789,21495.0
9859,43877.0
9899,63358.0
9922,24455.0
9976,54979.0
9986,5682.0
9999,23765.0
10046,21361.0
10149,23755.0
10180,52956.0
10206,22460.0
10219,52012.0
10260,2977.0
10268,21495.0
10270,23765.0
10296,23765.0
10344,55390.0
10366,51226.0
10368,5524.0
10370,5682.0
10381,53600.0
10400,51225.0
10401,52208.0
10423,55606.0
10433,51192.0
10434,55812.0
10441,5769.0
10460,5682.0
10463,23765.0
10485,52581.0
10497,5769.0
10499,73887.0
10505,21503.0
10539,32808.0
10547,32868.0
10571,33976.0
10578,36608.0
10580,31358.0
10593,24455.0
10595,384.0
10606,36062.0
10607,36408.0
10608,32868.0
10609,52369.0
10619,32868.0
10632,51992.0
10639,33149.0
10642,55901.0
10648,54979.0
10656,33149.0
10679,32868.0
10684,53585.0
10690,42161.0
10692,53585.0
10705,36465.0
10710,55901.0
10715,388.0
10718,53585.0
10721,53585.0
10733,34878.0
10740,63358.0
10779,34835.0
10784,33149.0
10798,33149.0
10818,32587.0
10819,34863.0
10821,4391.0
10823,379.0
10834,34878.0
10842,3953.0
10848,43227.0
10849,43227.0
10855,54878.0
10867,23765.0
10882,42161.0
10895,35503.0
10902,33279.0
10911,35919.0
10915,24455.0
10925,34878.0
10932,388.0
10933,21980.0
10955,31703.0
10968,21372.0
10978,34878.0
11018,35871.0
11022,54269.0
11033,35919.0
11058,33149.0
11087,33275.0
11093,31316.0
11099,34878.0
11141,32925.0
11142,43227.0
11154,35993.0
11158,53800.0
11159,42508.0
11160,32868.0
11164,43630.0
11166,44183.0
11169,42161.0
11174,43877.0
11176,34878.0
11180,34878.0
11205,4256.0
11216,383.0
11219,42146.0
11224,51520.0
11235,42161.0
11237,32772.0
11238,35919.0
11239,32800.0
11243,32868.0
11244,63358.0
11257,63358.0
11258,35321.0
11260,35919.0
11261,383.0
11270,41489.0
11271,466.0
11276,34878.0
11282,43400.0
11288,43986.0
11291,33149.0
11292,63274.0
11295,35919.0
11299,35919.0
11303,36132.0
11311,24402.0
11400,24403.0
11413,42161.0
11423,4733.0
11424,42161.0
11438,41846.0
11452,31316.0
11453,32700.0
11494,34888.0
11504,3712.0
11511,43801.0
11512,43172.0
11570,24455.0
11572,55903.0
11649,2232.0
11721,33883.0
11754,5682.0
11818,35315.0
11874,5682.0
11977,52369.0
11988,55804.0
12021,53800.0
12023,51992.0
12024,55409.0
12028,24487.0
12080,24455.0
12087,383.0
12101,21376.0
12128,24487.0
12150,23765.0
12154,35823.0
12163,23764.0
12225,2201.0
12246,6957.0
12358,55901.0
12371,53241.0
12454,53800.0
12488,24455.0
12700,24316.0
12715,23745.0
12725,24279.0
12796,21407.0
12803,24667.0
12812,55193.0
12816,24255.0
12831,23765.0
12848,475.0
12866,42161.0
12875,21503.0
12892,43915.0
12893,4391.0
12899,44217.0
12904,4684.0
12984,42956.0
12992,4391.0
13004,42446.0
13037,53800.0
13052,52369.0
13061,24203.0
13063,2687.0
13086,2218.0
13090,24681.0
13116,42161.0
13124,4391.0
13127,43227.0
13134,43227.0
13142,52527.0
13157,52369.0
13165,41822.0
13171,434.0
13176,44044.0
13177,4807.0
13217,44044.0
13220,41822.0
13223,43978.0
13239,24455.0
13268,52369.0
13281,21618.0
13334,33149.0
13335,35919.0
13343,36465.0
13355,32868.0
13356,53823.0
13370,4457.0
13371,466.0
13377,434.0
13385,24403.0
13402,24455.0
13427,42161.0
13506,53800.0
13589,21495.0
13652,55901.0
13768,55812.0
13835,44044.0
13851,434.0
13862,42146.0
13863,43227.0
13866,42161.0
13869,4210.0
13872,4177.0
13873,43946.0
13896,44292.0
13904,42146.0
13905,434.0
13944,33883.0
13947,3593.0
13970,61492.0
13972,62140.0
13979,31965.0
14057,23765.0
14074,4256.0
14084,434.0
14125,383.0
14331,24847.0
14335,23763.0
14339,2733.0
14341,23591.0
14351,24403.0
14359,24403.0
14369,23745.0
14378,24455.0
14385,21361.0
14386,21503.0
14387,24667.0
14389,23745.0
14392,21495.0
14394,21503.0
14395,21503.0
14396,24455.0
14398,23765.0
14399,24403.0
14402,23764.0
14404,24455.0
14407,22460.0
14412,21495.0
14413,23726.0
14416,21494.0
14418,24455.0
14419,24362.0
14420,24403.0
14423,21225.0
14424,23765.0
14425,23765.0
14429,21503.0
14434,24403.0
14459,24455.0
14460,23765.0
14461,23765.0
14462,24403.0
14463,23765.0
14472,23745.0
14475,24667.0
14478,23765.0
14482,25097.0
14495,23765.0
14503,24192.0
14508,23765.0
14510,21376.0
14511,21495.0
14516,21495.0
14517,24403.0
14532,21503.0
14535,24731.0
14538,24667.0
14542,2722.0
14543,23738.0
14547,24762.0
14548,52333.0
14549,24455.0
14550,21495.0
14568,23765.0
14569,24455.0
14579,23765.0
14582,24403.0
14594,61531.0
14596,23765.0
14607,24403.0
14618,24667.0
14619,21212.0
14622,21503.0
14628,22460.0
14631,21495.0
14636,24455.0
14640,24455.0
14659,6957.0
14660,61969.0
14704,21495.0
14725,23765.0
14733,21773.0
14800,61651.0
14804,21495.0
14879,23745.0
14900,51992.0
14901,22460.0
14904,51992.0
14911,51506.0
14916,5682.0
14920,54878.0
14922,55901.0
14923,5682.0
14925,55901.0
14931,55901.0
14938,55901.0
14944,52201.0
14958,53585.0
14968,54269.0
14971,51992.0
14976,54979.0
14989,5682.0
14990,55901.0
15001,55901.0
15006,53529.0
15012,5682.0
15017,53911.0
15031,51801.0
15034,54778.0
15041,24466.0
15051,54878.0
15052,5682.0
15057,55901.0
15058,5682.0
15069,51506.0
15071,21495.0
15072,24455.0
15088,2226.0
15099,5682.0
15105,51992.0
15107,55903.0
15112,54979.0
15128,52197.0
15130,51192.0
15133,53800.0
15134,5690.0
15141,23765.0
15142,55901.0
15161,5682.0
15163,55812.0
15164,55901.0
15168,53585.0
15174,5682.0
15184,52369.0
15189,52369.0
15196,5682.0
15215,23765.0
15220,55901.0
15227,51648.0
15243,5573.0
15259,5682.0
15264,5363.0
15290,2553.0
15313,24455.0
15323,5682.0
15324,5682.0
15328,24403.0
15335,24667.0
15345,23765.0
15354,23765.0
15372,21503.0
15375,21495.0
15385,24403.0
15386,24403.0
15400,24724.0
15403,55901.0
15415,23765.0
15417,24455.0
15424,23765.0
15434,23765.0
15441,55593.0
15443,54979.0
15457,23765.0
15460,21376.0
15468,2235.0
15469,21376.0
15473,21495.0
15485,54825.0
15494,5682.0
15515,55903.0
15518,54979.0
15557,23765.0
15581,24762.0
15605,23745.0
15653,51992.0
15669,52369.0
15670,51963.0
15686,55901.0
15695,24719.0
15704,23765.0
15719,21495.0
15722,24403.0
15723,23765.0
15752,5682.0
15756,55437.0
15771,55812.0
15785,6957.0
15833,3712.0
15838,54979.0
15840,54445.0
15844,24667.0
15852,5682.0
15858,55812.0
15872,53800.0
15907,43978.0
15911,55901.0
15954,24403.0
16011,63358.0
16016,74042.0
16019,23765.0
16021,23765.0
16022,24455.0
16053,23765.0
16057,21495.0
16059,23765.0
16061,21361.0
16062,24455.0
16066,23739.0
16068,23765.0
16083,21495.0
16087,24403.0
16112,23745.0
16114,2201.0
16124,24455.0
16165,21503.0
16166,23765.0
16183,32868.0
16198,61103.0
16201,23765.0
16202,24455.0
16289,21361.0
16349,54979.0
16350,54979.0
16386,63358.0
16474,21495.0
16492,63358.0
16658,21376.0
16693,24455.0
16779,32800.0
16780,32805.0
16934,52223.0
16972,41925.0
16977,41489.0
16983,4256.0
16987,4859.0
16991,41993.0
16995,42161.0
16996,43972.0
16999,4644.0
17276,23765.0
17375,63358.0
17419,6981.0
17446,24203.0
17968,63258.0
17969,62184.0
17974,62255.0
17977,62217.0
18069,24455.0
18095,51067.0
18105,63358.0
18148,71499.0
18149,74313.0
18150,74042.0
18158,74042.0
18160,72375.0
18161,74042.0
18163,74042.0
18164,74599.0
18167,74042.0
18168,74265.0
18169,74042.0
18171,74042.0
18172,73887.0
18173,73098.0
18174,74042.0
18175,72375.0
18176,74042.0
18179,74042.0
18181,73966.0
18182,73887.0
18184,73966.0
18185,74042.0
18187,71916.0
18198,74042.0
18220,74396.0
18233,73887.0
18267,63358.0
18289,63358.0
18314,24403.0
18315,63358.0
18327,6879.0
18328,62014.0
18339,62040.0
18380,61103.0
18387,24015.0
18395,2232.0
18431,3672.0
18464,24403.0
18559,5193.0
18561,52718.0
18563,52521.0
18565,55810.0
18566,54657.0
18567,52547.0
18568,54208.0
18609,63258.0
18612,55901.0
18633,6957.0
18634,6957.0
18687,52722.0
18765,42342.0
18767,43227.0
18768,42446.0
18769,42296.0
18771,4391.0
18773,43227.0
18774,4792.0
18775,42446.0
19037,21495.0
19119,23765.0
19200,23765.0
19229,52024.0
19332,6957.0
19350,52150.0
19351,52197.0
19354,55694.0
19366,5787.0
19373,24403.0
19408,55443.0
19412,55632.0
19416,54901.0
19418,51282.0
19420,55379.0
19421,551.0
19422,51225.0
19426,52208.0
19428,54300.0
19430,52813.0
19431,54628.0
19432,53919.0
19433,5524.0
19435,55313.0
19438,55471.0
19444,55901.0
19445,55379.0
19523,21495.0
19559,73887.0
19560,74042.0
19561,34878.0
19563,71499.0
19564,74042.0
19566,7304.0
19567,74042.0
19568,74401.0
19572,73887.0
19714,24203.0
19734,53800.0
19740,4256.0
19743,4412.0
19745,44421.0
19747,24455.0
19748,43227.0
19749,42446.0
19750,44391.0
19752,41774.0
19783,41925.0
19785,434.0
19787,41687.0
19894,54258.0
19916,3792.0
19917,35503.0
19951,42446.0
19962,42181.0
19999,434.0
20003,43978.0
20009,41786.0
20014,41141.0
20017,42161.0
20028,4561.0
20029,54870.0
20032,56257.0
20071,34878.0
20127,5682.0
20147,53800.0
20161,35919.0
20165,23765.0
20171,55631.0
20190,51067.0
20196,74042.0
20202,24201.0
20227,43987.0
20228,41925.0
20310,74042.0
20311,71916.0
20312,7397.0
20313,74042.0
20315,71499.0
20316,74042.0
20321,7600.0
20364,31316.0
20366,35503.0
20368,34878.0
20380,4391.0
20392,42161.0
20393,42146.0
20394,42161.0
20396,42314.0
20397,74042.0
20400,41925.0
20404,434.0
20409,54055.0
20467,35919.0
20484,34878.0
20488,55457.0
20498,55334.0
20502,52024.0
20514,6196.0
20530,37328.0
20540,34044.0
20548,55039.0
20550,63358.0
20553,52369.0
20556,52174.0
20561,33149.0
20563,54979.0
20572,36132.0
20581,54979.0
20583,55812.0
20585,55901.0
20587,55901.0
20592,55901.0
20594,54269.0
20595,55901.0
20598,53585.0
20599,55114.0
20612,35503.0
20625,54269.0
20626,5553.0
20659,54560.0
20678,35871.0
20700,34863.0
20736,23743.0
20933,36470.0
20938,36465.0
20971,23765.0
21098,53800.0
21163,434.0
21230,21495.0
21310,71499.0
21368,23765.0
21374,21499.0
21379,63358.0
21393,21376.0
21421,21495.0
21428,24403.0
21503,54870.0
21531,24762.0
21692,55901.0
21693,52223.0
21715,32917.0
21721,55559.0
21743,74042.0
21765,23765.0
21768,37384.0
21812,441.0
21841,43978.0
21870,74042.0
21871,34878.0
21894,23223.0
21906,23765.0
21928,21503.0
21951,74599.0
21953,74042.0
21955,74313.0
21960,4391.0
21966,74265.0
21981,74042.0
21990,74042.0
22002,74042.0
22003,7240.0
22005,73000.0
22008,44013.0
22027,55369.0
22046,24402.0
22051,34878.0
22101,2126.0
22107,24316.0
22112,23745.0
22124,23764.0
22125,24724.0
22129,2553.0
22130,24455.0
22148,23765.0
22172,2235.0
22185,42161.0
22197,23745.0
22239,61971.0
22240,62536.0
22242,74042.0
22246,55812.0
22253,71499.0
22266,55553.0
22297,41013.0
22319,52369.0
22330,73887.0
22344,23765.0
22353,42146.0
22367,21503.0
22387,466.0
22389,55409.0
22489,53800.0
22494,4821.0
22506,43978.0
22571,33289.0
22591,73887.0
22602,71916.0
22658,24403.0
22683,24719.0
22724,52369.0
22732,5682.0
22738,3953.0
22778,5682.0
22779,5682.0
22803,55901.0
22805,52369.0
22806,24403.0
22811,33279.0
22840,5682.0
22852,42146.0
22883,23765.0
22885,24403.0
22903,34878.0
22967,55901.0
23043,52369.0
23095,434.0
23113,5682.0
23117,24455.0
23123,55901.0
23170,5682.0
23176,23765.0
23191,23765.0
23288,55334.0
23292,73887.0
23296,74265.0
23301,71878.0
23303,73887.0
23304,74155.0
23317,7798.0
23318,72151.0
23319,73887.0
23326,23765.0
23355,55471.0
23420,55577.0
23432,55437.0
23435,21495.0
23442,24455.0
23477,42161.0
23518,23765.0
23519,21495.0
23534,5682.0
23560,36169.0
23576,790.0
23580,74599.0
23583,73887.0
23646,24255.0
23663,24403.0
23682,42146.0
23703,41995.0
23705,42161.0
23714,42446.0
23716,24201.0
23740,53585.0
23751,25201.0
23779,23951.0
23780,23745.0
23783,466.0
23788,43978.0
23793,44172.0
23797,4391.0
23800,43997.0
23808,24719.0
23815,43153.0
23817,42161.0
23820,43153.0
23821,434.0
23832,434.0
23856,74599.0
23863,55812.0
23865,54560.0
23878,2722.0
23888,52358.0
23924,5682.0
24006,24771.0
24051,24403.0
24068,5682.0
24131,54870.0
24193,54828.0
24203,23765.0
24243,33883.0
24261,23765.0
24265,24455.0
24266,24403.0
24283,23745.0
24296,55329.0
24378,55901.0
24541,42255.0
24610,53592.0
24613,21495.0
24745,53911.0
24780,54260.0
24810,24455.0
24813,74042.0
24821,42146.0
24823,42146.0
24832,6523.0
24853,21414.0
24859,21613.0
24897,44013.0
24959,41995.0
24991,54560.0
25021,24455.0
25038,5682.0
25040,24455.0
25082,2641.0
25104,6457.0
25105,434.0
25111,44013.0
25116,24455.0
25154,74313.0
25161,41925.0
25227,74027.0
25231,54878.0
25239,6957.0
25250,52333.0
25252,53922.0
25271,54560.0
25313,71916.0
25315,51992.0
25340,24455.0
25346,22460.0
25353,42146.0
25359,62014.0
25379,43400.0
25382,36686.0
25434,23692.0
25442,4391.0
25446,71499.0
25465,63258.0
25513,74155.0
25526,74599.0
25527,4391.0
25531,4391.0
25564,42161.0
25568,52024.0
25619,52197.0
25626,63258.0
25632,21495.0
25678,55437.0
25715,42146.0
25727,63274.0
25736,62294.0
25742,53800.0
25746,52201.0
25753,53532.0
25763,42161.0
25764,55437.0
25776,61904.0
25777,73000.0
25779,55423.0
25782,63258.0
25789,6388.0
25791,74027.0
25801,43153.0
25816,61103.0
25818,31316.0
25828,44044.0
25829,41623.0
25850,36420.0
25869,43378.0
25888,22460.0
25924,42161.0
25939,33279.0
25940,42637.0
25946,434.0
25947,457.0
25980,43227.0
25982,434.0
26000,43227.0
26037,55706.0
26089,44179.0
26109,74360.0
26110,71808.0
26114,74042.0
26122,33149.0
26125,34863.0
26127,33149.0
26131,73887.0
26141,54870.0
26161,32331.0
26183,52258.0
26209,41993.0
26214,43718.0
26238,24455.0
26255,53880.0
26261,71916.0
26270,73887.0
26297,55471.0
26303,42161.0
26312,434.0
26313,44076.0
26320,53911.0
26321,54979.0
26324,4821.0
26325,43378.0
26328,72151.0
26329,63258.0
26330,71916.0
26334,42146.0
26347,42161.0
26359,54736.0
26364,42161.0
26368,44077.0
26373,71916.0
26377,43251.0
26378,466.0
26380,4306.0
26381,73098.0
26383,434.0
26385,7798.0
26388,56245.0
26398,434.0
26400,44455.0
26409,434.0
26444,73887.0
26474,52024.0
26491,56321.0
26513,56136.0
26518,52518.0
26523,51017.0
26530,434.0
26539,43630.0
26540,4391.0
26545,32868.0
26557,74027.0
26581,33149.0
26615,5747.0
26616,52273.0
26634,53823.0
26640,32868.0
26699,44179.0
26714,52333.0
26746,5524.0
26749,74042.0
26752,4391.0
26755,7798.0
26768,72375.0
26769,73887.0
26773,51012.0
26801,74042.0
26826,51804.0
26884,388.0
26907,54878.0
26916,52369.0
26956,44331.0
26957,54819.0
26965,55694.0
27088,55513.0
27091,52608.0
27092,42840.0
27098,24667.0
27133,36970.0
27185,63358.0
27209,24667.0
27210,44045.0
27296,35503.0
27374,61969.0
27375,63274.0
27379,52521.0
27382,52699.0
27383,51768.0
27385,54433.0
27387,53841.0
27388,52024.0
27389,55694.0
27434,54742.0
27446,5859.0
27461,53861.0
27463,51057.0
27464,52369.0
27465,52369.0
27471,6196.0
27542,52355.0
27557,54870.0
27572,21503.0
27592,384.0
27593,33883.0
27596,35919.0
27597,31316.0
27601,24719.0
27602,34284.0
27605,383.0
27608,23745.0
27620,36465.0
27639,383.0
27641,36686.0
27735,388.0
27754,434.0
27755,42715.0
27759,72372.0
27779,35194.0
27826,35503.0
27830,63258.0
27857,24667.0
27858,23765.0
27862,44044.0
27871,5682.0
27873,54979.0
27886,42583.0
27936,434.0
27945,23765.0
27970,434.0
27990,55809.0
28008,73887.0
28010,3917.0
28011,33347.0
28020,41925.0
28033,55437.0
28034,42161.0
28104,24201.0
28137,52369.0
28144,434.0
28172,44044.0
28173,51992.0
28200,41992.0
28235,4391.0
28264,42446.0
28265,44044.0
28283,4990.0
28312,36465.0
28341,7527.0
28342,7240.0
28347,42146.0
28372,21495.0
28382,21618.0
28384,43630.0
28411,54878.0
28413,44044.0
28432,24667.0
28452,71916.0
28467,7240.0
28495,51495.0
28557,73887.0
28559,73098.0
28571,74027.0
28572,42146.0
28579,42678.0
28580,74027.0
28582,74265.0
28595,43227.0
28609,73887.0
28610,73966.0
28619,55593.0
28620,52024.0
28621,52608.0
28623,55334.0
28624,52273.0
28641,54519.0
28643,5682.0
28644,52333.0
28663,63258.0
28669,54538.0
28672,55457.0
28673,53888.0
28674,5690.0
28676,55334.0
28692,52197.0
28693,55913.0
28698,54547.0
28699,52369.0
28702,466.0
28722,5682.0
28788,51992.0
28843,55530.0
28923,73887.0
28930,52369.0
28953,6196.0
