school_id_A,school_id_B,root_school_name_A,root_school_old_name1_B,school_level_A,school_level_old_name1_B,district_A,district_B,Fuzzy_match_score,Match_Type
14748,12755,janata,janata,pravi,pravi,dhankuta,dhankuta,3.0,"District: complete, School level: complete, Root name: complete"
14749,16148,janata,janata,mavi,mavi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
14757,71955,kalika,kalika,nimavi,nimavi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
14768,15457,sarasvati,saraswati,nimavi,nimavi,dhankuta,dhankuta,3.0,"District: complete, School level: complete, Root name: complete"
14786,21827,lali gura.nsa,laligurans,pravi,pravi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
14803,3470,balajyoti,bal jyoti,mavi,mavi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
14808,62918,shanti,shanti,mavi,mavi,kalikot,kalikot,3.0,"District: complete, School level: complete, Root name: complete"
14833,6264,bhagavati,bhagawati,nimavi,nimavi,jajarkot,jajarkot,3.0,"District: complete, School level: complete, Root name: complete"
14887,61473,jyoti,jyoti,pravi,pravi,jajarkot,jajarkot,3.0,"District: complete, School level: complete, Root name: complete"
14937,6543,chambaladevi,chamwala devi,pravi,pravi,jajarkot,jajarkot,3.0,"District: complete, School level: complete, Root name: complete"
14970,55185,shisho semara,shiso semara,pravi,pravi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
14975,61521,kalika ardasha,kalika adarsha,pravi,pravi,jajarkot,jajarkot,3.0,"District: complete, School level: complete, Root name: complete"
14997,6927,hari dila bhumi,hari dil bhumi,avi,avi,surkhet,surkhet,3.0,"District: complete, School level: complete, Root name: complete"
15005,5632,basauli,barsauli,pravi,pravi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15010,520,amari,aamari,pravi,pravi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15025,54879,sarasvati,saraswati,pravi,pravi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15051,54881,sarasvati,saraswati,pravi,pravi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15060,24577,nepala rashtriya,nepal rastriya,avi,avi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
