janta dhyani ra  chhinnamasta,2,21,janta dh ra pravi chhinnamasta,,chhinnamasta rural napa
janta ma vi kabilasi agarwa,0,18,janta uchha ma vi agarwa,,kabilasi napa
janta madhyamic vidyalay technical rajpur,0,19,janta ma vi rajpur,janta uchcha ma vi rajpur,bishnupur rural napa
janta shankar ma vi rajgadh nargho,0,21,ja sa ma vi nargho rajgadh,ja sa ma vi raj guard naya,rajgadh rural napa
janta  chhaghare,1,19,janta pravi chhaghare,,mirchaiya napa
janta  yadavtole,1,19,ja pravi yadavtole,,lahan napa
janta  mahadewa,1,19,janta pravi mahadewa rampurbirta,,mirchaiya napa
janta aa b bishnupur katti,0,21,avi bishnupur katti,,bishnupur rural napa
janta  dhalkewar belgachhi,1,22,ja pravi dhalkewar belgachhi,,gaushala napa
janta  auraha,1,19,janta pravi auraha,,siraha napa
janta  badaharabhulke,1,19,janta nimavi badaharabhulke,,karjanha napa
janta  bagaha,1,19,janta pravi bagaha,,karjanha napa
janta  bakhar,1,19,janta pravi bakhar,,dhangadhimai napa
janta  bakhar,1,19,janta pravi bakhar,,dhangadhimai napa
janta  baluwatol,1,19,janta pravi baluwatol,,arnama rural napa
janta  betaha,1,19,janta pravi betaha,,karjanha napa
janta  betauna,1,19,janta pravi langurwa betauna,,golbazar napa
janta  bhagawanpur mahalbona,1,19,janta pravi bhagawanpur mahalbona,,mirchaiya napa
janta  bhotiya tole,1,19,janta avi bhotiyatol,janta pravi bhotiyatol,lahan napa
janta  bordertol,1,19,janta pravi bordertol,,siraha napa
janta  brahampuri,1,19,,,arnama rural napa
janta  charari salampur,1,19,,,sukhipur napa
janta  dumari,1,19,janta pravi dumari,,kalyanpur napa
janta  fulkahakatti,1,19,ja pravi fulkahakatti,,dhangadhimai napa
janta  gadgama,1,19,janta pravi gadgama,,bariyarpatti rural napa
janta  govindapur,1,19,janta pravi govindapur,,bariyarpatti rural napa
janta  hakpara,1,19,,,siraha napa
janta  itari,1,19,janta pravi itari,,dhangadhimai napa
janta  itari laxminiya,1,19,janta pravi itari laxminiya,,siraha napa
janta  itari prasahi,1,19,janta pravi itari prasahi,,kalyanpur napa
janta  jijhaul,1,19,janta pravi jijhaul,,bariyarpatti rural napa
janta  jogiya,1,19,janta pravi jogiya,,siraha napa
janta  kundalpur,1,19,janta pravi kundalpur,,aurahi rural napa
janta  lalasahiya,1,19,,,sukhipur napa
janta  lalbhitiya,1,19,janta pravi lalbhitiya,,naraha rural napa
janta  laxminiya maliyatol,1,19,janta avi maliyatol,janta pravi maliyatol,siraha napa
janta  mahuliya,1,19,,,kalyanpur napa
janta  manharwa prayagpur,1,19,janta nimavi manharwa prayagpur,,karjanha napa
janta  marewa,1,19,janta pravi marewa,,karjanha napa
janta  mirchaiya badaharamal,1,19,janta nimavi mirchaiya badaharamal,,karjanha napa
janta  motipur malahanama,1,19,janta pravi motipur malahanama,,lahan napa
janta  nahara,1,19,janta pravi nahara,,bhagawanpur rural napa
janta  nainpur sonapur,1,19,,,dhangadhimai napa
janta  nawatoli,1,19,janta pravi nawatoli,,siraha napa
janta  pipra,1,19,janta pravi pipra,,aurahi rural napa
janta  pokhariya kabilasi,1,19,janta pravi pokhariya kabilasi,,sukhipur napa
janta  prachilwa,1,19,janta pravi prachilwa,,kalyanpur napa
janta  radiyaha,1,19,janta pravi radiyaha,,arnama rural napa
janta  rajpur,1,19,janta pravi rajpur,,bishnupur rural napa
janta  ratanpur,1,19,janta pravi ratanpur,,mirchaiya napa
janta  salokhari,1,19,janta pravi salokhari,,laxmipur patari rural napa
janta  sanhaitha soharwa,1,19,janta pravi sanhaitha soharwa,,siraha napa
janta  santanagar,1,19,janta pravi santanagar,,dhangadhimai napa
janta  simaltoki,1,19,,,kalyanpur napa
janta  siswa,1,19,,,laxmipur patari rural napa
janta  sundarpur,1,19,janta pravi sundarpur,,navarajpur rural napa
janta  taitisabigha,1,19,janta pravi taitisabigha,,dhangadhimai napa
janta  thenghi,1,19,,,siraha napa
janta  tilasi devipur,1,19,ja pravi tilasi devipur,,naraha rural napa
janta  tulsipur,1,19,janta pravi tulsipur,,aurahi rural napa
janta  gautari,1,19,janta avi gautari,janta nimavi gautari,karjanha napa
janta aa vi,0,18,janta aa vi piprabhitta,nimavi pipravita,barahathawa napa
janta aa vi thilla yaduwa,0,20,ja pravi thilla yaduwa,,sabaila napa
janta  malghata,1,18,,,ramnagar rural napa
janta a bidyalay bhangha,0,21,ja nimavi bhangha,,shambhunath napa
janta  kanchanpur,1,22,janta pravi kanchanpur,,ramgopalpur napa
janta a viidhyalay kumvakaran,0,20,ja avi kumvakaran,ja avi kumvakaran,sahidnagar napa
janta basic level vi dohathi,0,22,ja pravi dohathi,,ramgopalpur napa
janta  aashopur balkawa,1,19,janta avi aashopur balkawa,janta pravi aashopur balkawa,golbazar napa
janta  baldada,1,19,janta avi baldada,ja pravi baldada,golbazar napa
janta  bhulke,1,19,janta avi bhulke,,golbazar napa
janta  chandralalpur,1,19,janta avi chandralalpur,,golbazar napa
janta  geruwaha,1,19,janta avi geruwaha,janta pravi geruwaha,navarajpur rural napa
janta  kathauna shambhunath,1,21,ja avi kathauna,,shambhunath napa
janta  khoriya batarahi,1,19,janta avi khoriya batarahi,janta pravi khoriya batarahi,naraha rural napa
janta  lalpur todke,1,19,janta avi lalpur todke,,golbazar napa
janta  simarabhagwati pur,1,18,janta pravi simarabhagwati pur,janta pravi,godaita napa
janta chetharu jeetan ma vi kabilasi,0,19,,,sukhipur napa
janta devnarayan amla ma vi,0,21,avi mahadeva,,mahadeva rural napa
janta domi chaudhary ma vi pokharbhinda parsa,0,19,janta domi chaudhary ma vi technical pokharbhinda parsa,janta domi chaudhary ma vi,laxmipur patari rural napa
janta ma vi balwa sokanaha,0,18,,,ishworpur napa
janta ma vi kataiya chauriya chau katti,0,22,janta ma vi kataiya,janata ma vi kataiya,manara sisawa napa
janta ma vi shreenagar,0,18,,,ishworpur napa
janta ma vi ayodhyanagar,0,19,ja ma vi ayodhyanagar,,dhangadhimai napa
janta ma vi bariyarpatti,0,19,,,bariyarpatti rural napa
janta ma vi betaha bhawanipur,0,19,janta uchcha ma vi betaha bhawanipur,,dhangadhimai napa
janta ma vi brahmpuri,0,19,,,arnama rural napa
janta ma vi chandralalpur,0,19,janta uchha ma vi chandralalpur,,golbazar napa
janta ma vi dahipaudi,0,19,janta uchcha ma vi dahipaudi,,sukhipur napa
janta ma vi darahiya,0,19,ja ma vi darahiya,,aurahi rural napa
janta ma vi gauripur bishnupur,0,19,,,bishnupur rural napa
janta ma vi jijhaul kajara,0,19,janta ma vi jijhaul,janta ma vi jijhaul,bariyarpatti rural napa
janta ma vi karunyahi,0,19,janta ma vi karunyahi,,kalyanpur napa
janta ma vi kaudena* inarwa sakraul,0,18,janta nimavi inarwa,,kaudena rural napa
janta ma vi khoksi,0,19,ja ma vi khoksi,,bariyarpatti rural napa
janta ma vi laxminiya bhajanaha,0,19,,,siraha napa
janta ma vi mohanpur kamalpur,0,19,janta uchha ma vi,,sukhipur napa
janta ma vi nawalpur,0,18,janta ma vi nawalpur,,lalbandi napa
janta ma vi padariya,0,18,janta ma vi,,chakraghatta rural napa
janta ma vi phulbariya,0,19,janta ma vi fulbariya,,siraha napa
janta ma vi sitapur kalabanjar,0,19,janta nimavi sitapur ka ba,,mirchaiya napa
janta ma vi sonvarsha,0,19,janta ma vi sonvarsha,,navarajpur rural napa
janta ma vi sukhipur,0,19,,,sukhipur napa
janta ma vi tinkoni,0,19,,,dhangadhimai napa
janta ma vi bairiya gudigaun,0,19,janta avi,janta avi bairiyagudigau,lahan napa
janta namuna ma vi simra bhagwatipur,0,18,janta namuna ma vi simra bhagwatipur,janta ma vi,godaita napa
janta nanda lalita ma vi laxmipur patari,0,19,,,laxmipur patari rural napa
janta,3,22,janata nimavi,,manara sisawa napa
janta,3,18,,,godaita napa
janta,3,18,,,bishnu rural napa
janta  katti,2,21,,,bishnupur rural napa
janta  kisanpur,2,18,,,chandranagar rural napa
janta  manogi kutti,2,22,janata pravi,,manara sisawa napa
janta  mohanganj,2,18,,,brahmapuri rural napa
janta  motipur,2,18,,,kaudena rural napa
janta  parwanipur,2,18,,,lalbandi napa
janta  shivpur,2,20,,,janakpurdham sub napa city
janta  su chu barahathawa sarlahi,2,18,janta pravi su chu,,barahathawa napa
janta  mahuliya,2,17,,,ishanath napa
janta  motipur rajdevi municipality rautahat,2,17,janta pravi jhunkhunwa,,rajdevi napa
janta,2,18,janta pravi,,chandranagar rural napa
janta ra pra bhurki,0,21,,,agnisair krishnasawaran rural napa
janta ra  agadi,2,21,janta ra pravi,,mahadeva rural napa
janta ra  karhiya,2,20,janta pravi karhiya,,hansapur napa
janta rashitya aa vi basbalpur,0,21,pravi basabalpur,,shambhunath napa
janta rastriya  inarwa,1,19,janta rastriya pravi inarwa,,bhagawanpur rural napa
janta sahid bechan yadav,1,19,janta sahid bechan yadav avi mohanpur,janta sahid bechan yadav pravi mohanpur,lahan napa
janta samudayik,2,18,,,basbariya rural napa
janta satya narayan ma vi basatpur,0,17,janta satya narayan uch uchha ma vi,,rajdevi napa
janta ma vi,0,18,janta avi sirkalijor,,lalbandi napa
janta ma vi belhi chapena,0,21,janta ma vi belhi chapena rajgadh,ja nimavi belhi chapena,rajgadh rural napa
janta ma vi deuripatti shivnagar,0,19,ja ma vi deuripatti,,bariyarpatti rural napa
janta ma vi kaudena parsa,0,18,janta ma vi,,kaudena rural napa
janta ma vi mahanaur betauna,0,19,janta ma vi mahanaur betauna,,golbazar napa
janta ma vi salempur,0,18,janta ma vi,,kabilasi napa
janta ma vi soltee bazar,0,18,janta model ma vi,janta ma vi solti,bagmati napa
janta ma vi sonamati gadha,0,19,shree janta ma vi,janta ma vi sonamati gadha,lahan napa
janta ma vi kabilasi sirsiya,0,18,avi sirsiya,,kabilasi napa
janta tej narayan dayawanti uchh ma vi,0,18,,,bishnu rural napa
janta uttar  khutti,1,19,janta uttar pravi khutti,,dhangadhimai napa
janwadi gadatantrik  sanomateriya,1,16,janwadi gadatantra pravi,,jeetpursimara sub napa city
jay durge dalit  more,2,15,,,paterwasugauli rural napa
jay ganesh ebs,0,20,,,ganeshman charnath napa
jay hanuman nepal,2,15,,,pokhariya napa
jay kala ebs,0,18,,,chandranagar rural napa
jay kisan ma vi,0,17,shree jay kisan ma vi,shree jay kisan ma vi dharahari rautahat,dewahi gonahi napa
jay ma hazari ebs sonwarsha,0,19,jay maa hajari ebs,,navarajpur rural napa
jay maa bhagwati ebs,0,21,,,bodebarsain napa
jay maa sharde ebs,0,21,,,mahadeva rural napa
jay shree rajdevi ebs,0,19,,,lahan napa
jayanti indira girls ma vi,0,21,,,rajbiraj napa
jaycees ma ebs,0,18,jaycees ma english boarding vi malangwa sarlahi,,malangwa napa
jayma kali academy,0,18,,,malangwa napa
jeetpur public ebs jeetpur,0,16,jitpur public english boarding vi jeetpur,,jeetpursimara sub napa city
jeevan jyoti academy mahottari,0,22,,,pipra rural napa
jeevan jyoti ebs birgunj,0,15,jivan jyoti ebs,,birgunj napa city
jeevan jyoti higher ma ebs jeetpur,0,16,jeevan jyoti ma english boarding vi jeetpur,,jeetpursimara sub napa city
jeseej  pauwa,1,21,,,rupani rural napa
jharilal jahari mahato kushawaha  arnama,1,19,jharilal jahari mahato kushawaha pravi,,arnama rural napa
jijhaul laxmi academy  jijhaul,2,19,,,bariyarpatti rural napa
jilaniya,2,18,madrassa jilaniya pravi,,malangwa napa
jinis sanjan yadav janta  sitapur pr dh,1,19,jinis sanjan yadav janta avi sitapur pr dh,ji sa ya janta pravi,laxmipur patari rural napa
jivan jyoti aawasiya vidya mandir,0,19,,,kalyanpur napa
jivan jyoti vidya mandir,0,21,,,rajgadh rural napa
jivan madhyam  ankar,1,22,jivan madhyam pravi ankar,,jaleshwar napa
jivan vidhya mandir,0,19,,,golbazar napa
jiwan jyoti bal kalyan vi,0,21,,,khadak napa
jiwan jyoti ebs,0,17,,,chandrapur napa
jiwan jyoti shishu sadan deuri parawaha,0,19,,,aurahi rural napa
joyti samudayik,2,18,joyti sa pravi,,barahathawa napa
juberiya girls madarsa,0,17,,,rajpur napa
judi janata,2,18,,,ishworpur napa
judi mai janata aa vi,0,22,judi mai janata avi,,bardibas napa
jvm ma ebs golbazar,0,19,jvm ma boarding scvhool golbazar,jvm ebs golbazar,golbazar napa
jwalamukhi educational academy lahan,0,19,,,lahan napa
jyoti  devnagar,1,19,jyoti pravi devnagar,,navarajpur rural napa
jyoti bal bikas kendra,0,17,,,dewahi gonahi napa
jyoti jeevan ma ebs,0,16,,,pheta rural napa
jyoti sadan ebs,0,15,jyoti sadan english boarding vi parsagadhi biruwguthi,,parsagadi napa
k ku de ra memorial,2,21,,,tilathi koiladi rural napa
k g janaki public ebs,0,21,,,khadak napa
k s h s b ma vi khajuri mahuwa,0,20,k s h b ma vi,,janaknandini rural napa
ka cha ma vi pato,0,21,ka cha ma vi pato,,dakneshwori napa
kabir  gautari,1,19,kabir pravi gautari,,karjanha napa
kabir  asanpur,1,19,kabir avi asanpur,kabir pravi asanpur,golbazar napa
kadambari academy,0,15,,,birgunj napa city
kala kunj ebs,0,17,,,ishanath napa
kalaiya brightland english ma ebs,0,16,,,kalaiya sub napa city
kalaiya gyanbatika academy,0,16,,,kalaiya sub napa city
kalaiya national public ebs,0,16,,,kalaiya sub napa city
kalaiya public vi,0,16,,,kalaiya sub napa city
kalawati vidhya mandir,0,18,,,chandranagar rural napa
kali bhairabi,2,18,,,bagmati napa
kali jan joyti ra  shantipur,1,20,kali jan joyti ra pravi shantipur,,bateswor rural napa
kalika ebs,0,20,,,nagarain napa
kalika kanya,1,15,,,kalikamai rural napa
kalika ma vi banbahuari,0,17,,,chandrapur napa
kalinjor ebs,0,18,,,ishworpur napa
kalinjor ma vi,0,18,kalinjor ma vi,,lalbandi napa
kalpana ebs,0,22,,,ramgopalpur napa
kalpavriksha ebs,0,18,kalpavriksh english bording vi,,barahathawa napa
kalpavriksha vidya mandir,0,22,,,gaushala napa
kalyan dah  beli,1,19,shree kalyan dah avi,kalyan dah avi beli,lahan napa
kalyan educational academy,0,21,,,khadak napa
kamal creative ebs,0,22,,,balwa napa
kamala e b s,0,19,,,siraha napa
kamala ebs,0,16,,,kalaiya sub napa city
kamala mai vidya mandir,0,19,,,karjanha napa
kamalamai ma ebs,0,22,siddhartha english boarding vi,new siddhartha ebs bardibas,bardibas napa
kamaldip boa vi,0,21,kamaldeep english boarding vi shambhunath na pa saptari,,shambhunath napa
kamalpur,2,16,pravi kamalpur,n pra vichool golaganj kamalpur,simroungadh napa
kanakali ebs,0,17,,,katahariya napa
kanakpur,2,16,pravi kanakpur,,simroungadh napa
kanchanban,2,22,,,bhangaha napa
kanchanjangha academy,0,19,kanchanjangha academy pra li,,mirchaiya napa
kanchanjangha ebs,0,15,kanchanjangha ebs,,birgunj napa city
kanchhu nar pratap ma b nakti raypur,0,21,kanchhu nar pratap u ma b nakti,,rupani rural napa
kankalani ma vi portaha,0,21,kankalani ma vi,,hanumannagar kankalini napa
kankali ma vi,0,16,kankali ma vi,,simroungadh napa
kankali ma vi,0,17,kankali ma vi,,gujara napa
kankalini academy,0,21,,,rajbiraj napa
kanti academy,0,16,,,parwanipur rural napa
kantir jha namuna ma vi,0,20,,,janakpurdham sub napa city
kanya aa viidyalay,0,19,kanya aa viidyalay siraha,kanya avi siraha,siraha napa
kanya  basantpur haripurwa,2,18,pravi basantpur,,haripurwa napa
karik baba ebs,0,22,,,balwa napa
karmaiya elite ebs,0,18,karmiya elite ebs,,bagmati napa
karnadhar shiksha niketan golbazar,0,19,,,golbazar napa
kartik kumar sunshine ebs,0,20,,,bateswor rural napa
katbasi mai pre vi,0,16,,,mahagadhimai napa
kavya academy,0,15,,,birgunj napa city
kc vidya mandir,0,20,,,bideha napa
keshav ecd,0,19,,,golbazar napa
keshav smarak janata ma vi tikuliya,0,21,keshav smarak ja ma vi,,surunga napa
kesho anirudhawati ma vi,0,21,kesho aniruddrawati ma vi,,rajbiraj napa
khajagadhi nawaj madarsa,0,20,,,janakpurdham sub napa city
khajani ma vi,0,16,nepal rashtriya ma vi khajani,ma vi khajani,simroungadh napa
kharpali bajeko ebs,0,20,,,bateswor rural napa
kheharu,2,18,,,haripurwa napa
khutti,1,19,khutti avi bano,,lahan napa
kiddy convent vi,0,20,,,janakpurdham sub napa city
kids planet,0,15,,,birgunj napa city
kinder garten ebs,0,19,,,mirchaiya napa
kisan ma vi baluwa,0,17,kisan ma vi baluwa,kisan avi baluwa,rajpur napa
kishori sikshya sisu sadan ebs,0,22,,,pipra rural napa
koilabhar  manwa brahamachari tandi,1,15,koilabhar avi brahamchari tari,,parsagadi napa
kopila,2,17,kopila pravi,,katahariya napa
koshi,1,21,,,hanumannagar kankalini napa
kranti  ghiura ishnath rautahat,2,17,kranti pravi,,ishanath napa
krishak samuha,2,17,krishak samuha pravi,,chandrapur napa
krishna aa viidhyalay kamalpur,0,20,krishna ra pravi kamalpur,,sahidnagar napa
krishna  parihapur,1,19,krishna avi,krishna pravi,sakhuwanankarkatti rural napa
krishna ebs naraha,0,19,,,naraha rural napa
krishna education academy,0,21,krishna education foundation,,tilathi koiladi rural napa
krishna ma vi,0,17,,,chandrapur napa
krishna mercy ebs,0,17,krishna mercy ebs,,gaur napa
krishna pranami samudayik,2,17,,,chandrapur napa
krishna shiksha niketan vi,0,18,,,kaudena rural napa
kriti personality development e b s,0,19,,,lahan napa
kuliya umme kulshum lilbanat ma vi,0,15,kuliya umme kulshum lilbant,,birgunj napa city
kumudini academy,0,15,,,birgunj napa city
kuntidevi,1,17,kunti devi avi,,gujara napa
kupani devi memorial ebs,0,22,kupani devi memoria ebs,,samsi rural napa
kushama,1,19,kushama avi sothiyain,kushama pravi,sakhuwanankarkatti rural napa
kushwaha  lakhanpur,2,20,kushwaha pravi lakhanpur,,ganeshman charnath napa
l dynamic public academy laxminiyabazar,0,20,,,laxminiya rural napa
l k m model academy,0,19,,,arnama rural napa
la cha mu model and technical sec vi,0,22,la cha mu u ma vi jaleshwor,,jaleshwar napa
la na ma vi bairwa,0,21,,,kanchanroop napa
lachhumanawa,2,16,pravi lachhumanawa,,simroungadh napa
lahan bidya mandir,0,19,,,lahan napa
lahan bright future academy,0,19,,,lahan napa
lahan briliant educational academy,0,19,,,lahan napa
lahan everest ma vi,0,19,everest international ebs,,lahan napa
lahan golden future educational academy,0,19,,,lahan napa
lahan gyan jyoti pathashala pra li,0,19,,,lahan napa
lahan manakamana ma ebs lahan,0,19,,,lahan napa
lahan merry children academy ma vi,0,19,lahan mery children academy,,lahan napa
lahan namuna ebs lahan,0,19,jay maa kalika academy,,lahan napa
lahan nepal public vi,0,19,,,lahan napa
lahan paragon public vi,0,19,lahan pyaragan public vi,,lahan napa
lal chandra  parsa pokharbhinda,1,19,la cha pravi parsa pokharbhinda,,laxmipur patari rural napa
lalgadh namuna vidhya sadan lalgadh,0,20,,,mithila napa
lali gurans ebs montessori,0,19,laligurans boarding vi bishnupurkatti,,dhangadhimai napa
lali gurans e b ma vi,0,21,,,rajbiraj napa
lali gurans educational academy,0,19,,,bishnupur rural napa
laligurans academy,0,18,laligurans academy,,ishworpur napa
laligurans,1,16,laligurans pravi,,nijgadh napa
laligurash academy ka ba arnama lalpur,0,19,laligurans academy,,arnama rural napa
lalima prarmbhik bal bikas kendra jetharahiya,0,17,lalima bbk,,yamunamai rural napa
lalji shakuntala ma vi madar,0,19,,,siraha napa
lav kush ebs,0,20,,,bateswor rural napa
lav kush ebs,0,21,lav kush ebs,,mahadeva rural napa
laxman lalita kushwaha ma vi,0,19,laxman lalita kushwaha ma vi raghunathpur,la la ku uchcha ma vi raghunathpur,lahan napa
laxmeswar sumitra devi  hathiaul balara,1,18,avi hathiaul balara,pravi hathiwal,balara napa
laxmi ballav narshing ma vi,0,21,lbu ma vi,lbu ma vi,tilathi koiladi rural napa
laxmi devi babu lal hangshabahini ma vi,0,15,,,birgunj napa city
laxmi educational academy karjanha,0,19,,,karjanha napa
laxmi eng bor vi,0,20,laxmi ebs,,dhanusadham napa
laxmi ebs,0,21,,,rajbiraj napa
laxmi narayan  siraha,1,19,laxmi narayan pravi,,siraha napa
laxmi narayan kaushalya janta ma vi nahara rigaul,0,19,laxmi narayan kaushalya janta ma vi,,bhagawanpur rural napa
laxmi nath bashudev,2,17,,,brindaban napa
laxmi nath janata,1,18,laxmi nath janata pravi,,haripur napa
laxmi  baramajhiya,2,20,,,ganeshman charnath napa
laxmi rastriya aa viidyalay laxminiya,0,19,laxmi rastriya avi laxminiya,la ra pravi,siraha napa
laxmi saraswati parbati ebs,0,20,,,janakpurdham sub napa city
laxmi saraswati vidya mandir,0,19,laxmi saraswati vidya mandir mirchaiya,,mirchaiya napa
laxmi ma vi chitrapur,0,20,shree laxmi ma vi chitrapur,laxmi ma vi chitrapur,bateswor rural napa
laxmi singh memorial ebs,0,22,,,gaushala napa
laxminarayan ma vi simardahi,0,22,laxminarayan ma vi simardahi,,matihani napa
laxminiya janata ma vi kumharauda,0,20,,,laxminiya rural napa
lekhanath  lahan,1,19,lekhanath pravi lahan,,lahan napa
lekhanath ma vidyalay malahanama,0,19,lekhanath ma vi govindpur,lekhanath nimavi govindpur,lahan napa
lekhnath memorial ebs yadukuha,0,20,,,sahidnagar napa
life light ebs belaha,0,19,,,kalyanpur napa
liladhar academy,0,22,,,ekdara rural napa
lilaja thakur aa bidyalay,0,21,lilaja thakur pravi,,hanumannagar kankalini napa
lilja international bparding vi,2,21,,,rajbiraj napa
little angel ebs,0,16,little angel ebs,,jeetpursimara sub napa city
little angels ebs,0,15,,,birgunj napa city
little angels' modern ma vi rajbiraj saptari,0,21,little angels' modern ma vi rajbiraj sptari,little angels modern ebs,rajbiraj napa
little flower ebs raghopur,0,19,,,mirchaiya napa
little flower ebs,0,18,,,lalbandi napa
little flower vi,0,20,,,janakpurdham sub napa city
little flower ma vi,0,21,,,rajbiraj napa
little flower ma vi,0,15,,,birgunj napa city
little flower ma vi roopnagar saptari,0,21,little flower ma vi kanchanpur,,kanchanroop napa
little rose academy,0,16,,,kalaiya sub napa city
little sonamai public academy,0,22,,,aurahi napa
little star englsh vi,0,21,little star englsh vi saptari,little star ebs fattepur,saptakoshi napa
little star montessori and day care center,0,15,,,birgunj napa city
little star ma ebs,0,19,little star ebs,,lahan napa
little step ebs,0,16,,,pachrauta piparpati napa
lok samudaik,1,16,lok samudaik a vii kanchanpur gulariya,lok samudaik pravi,jeetpursimara sub napa city
loknath sing a viidhyalay,0,15,loknath sing pravi,,birgunj napa city
lokpriy,1,16,lokpriya avi,lok priya pravi,nijgadh napa
loktantra gadhatantra,2,16,,,kalaiya sub napa city
lord bright wisdom international ebs,0,18,,,lalbandi napa
lord buddha educational academy,0,20,,,mithila napa
lord buddha memorial academy,2,15,lord buddha ebs,,birgunj napa city
lord buddha shiksha niketan dhangadhimai,0,19,,,dhangadhimai napa
lord buddha unique academy,0,19,,,lahan napa
lord ganesh ebs,0,20,,,bideha napa
loreto ebs,0,17,,,gaur napa
lotus academy,0,17,,,gujara napa
lotus academy,0,16,,,jeetpursimara sub napa city
lotus academy,0,16,,,jeetpursimara sub napa city
lotus ebs,0,19,,,lahan napa
lotus english academy,0,21,,,kanchanroop napa
lotus public ebs,0,20,,,janakpurdham sub napa city
lotus public vi,0,20,,,mithila bihari napa
lotus unique academy,0,19,,,lahan napa
lovely public ma ebs,0,20,lovely public ma vi,,janakpurdham sub napa city
lovely sepals academy,0,18,,,lalbandi napa
luck line ebs dhangadhimai,0,19,,,dhangadhimai napa
lukhiya lakhichand sakhichand janata ma vi,0,21,,,rupani rural napa
lumbini ebs rautahat,2,17,lumbini english boarding vi rautahat private limited,,gaur napa
m m r d  janamuktinagar,2,20,,,bateswor rural napa
m s educational academy,2,19,,,kalyanpur napa
m i t ebs,0,20,mit ebs,,janakpurdham sub napa city
ma vi jayanagar,0,17,avi jayanagar,,garuda napa
ma vi inarwari,0,17,avi inarwari,,baudhimai napa
ma bhagawati  lalapatti chhinnamsta,2,21,ma bhagawati pravi,,chhinnamasta rural napa
ma bi parsa pataili,0,22,ma bi parsa pataili,ma vi parsa pateli,jaleshwar napa
ma ja bi ma vi madanpur,0,18,,,kabilasi napa
ma mahadevi niji saikshik guthi,0,21,ma mahadev niji saikshik guthi,,mahadeva rural napa
ma,2,18,,,ramnagar rural napa
ma saraswati  laxminiya,1,17,ma saraswati pravi laxminiya,,phatuwa bijayapur napa
ma saraswati ebs,0,18,,,ishworpur napa
ma vi bagahi,0,17,,,katahariya napa
ma vi belhiya,0,16,,,prasauni rural napa
ma vi bhediyahi,0,17,,,yamunamai rural napa
ma vi bhoil timkiya,0,22,,,aurahi napa
ma vi bishrampur,0,17,ma vi bishrampur,,brindaban napa
ma vi dhanadi dharmapur,0,17,,,gadhimai napa
ma vi ekdara,0,22,uchha ma vi ekdara,,ekdara rural napa
ma vi gairbazar,0,18,,,kabilasi napa
ma vi gedahigutthi,0,17,,,garuda napa
ma vi gonarpura,0,22,,,mahottari rural napa
ma vi kabahijagat,0,16,,,subarna rural napa
ma vi kabilasa madhuwani,0,21,,,dakneshwori napa
ma vi khutwa,0,16,,,prasauni rural napa
ma vi kuwa rampur,0,20,,,janakpurdham sub napa city
ma vi laxmipur,0,17,ma vi mahammadpur,ma vi laxmipur,garuda napa
ma vi mathiya,0,17,,,ishanath napa
ma vi mithileshwar mauwahi,0,20,,,mithila bihari napa
ma vi naya gamhariya sripur,0,17,,,garuda napa
ma vi parsa raghunath,0,22,,,mahottari rural napa
ma vi pipariya dostiya,0,17,,,garuda napa
ma vi sahashram,0,22,,,manara sisawa napa
ma vi sahorwa,0,22,,,pipra rural napa
ma vi sangrampur,0,17,,,gadhimai napa
ma vi sedwa,0,15,avi sedwa,,jira bhawani rural napa
ma vi siswa maheshpur,0,16,ma vi siswa,,kalaiya sub napa city
ma vi tinghare,0,18,,,lalbandi napa
ma vi v basabitti janakpurdham,0,20,avi basabitti,,janakpurdham sub napa city
ma vi ra bi  samet banauli,2,22,nimavi banauli,,pipra rural napa
ma vi bhaluwahi,0,19,uchha ma vi bhaluwahi,,siraha napa
ma vi bhasuwakhulale,0,19,avi bhasuwakhulale,nimavi bhasuwakhulale,lahan napa
ma vi birnagra,0,17,,,gadhimai napa
ma vi bishnupur dadaul,0,19,ma vi bishnupur dadaul,,kalyanpur napa
ma vi biswanathpur,0,18,ma vi bisnathpur,,bishnu rural napa
ma vi chikana jethrahiya,0,17,ma vi chikana jethrahiya,,yamunamai rural napa
ma vi govindpur jhirhari,0,19,ma vi govindpur jhirhari,,lahan napa
ma vi khajuri chanha,0,20,ma vi khajuri chanha,avi khajuri chanha,janaknandini rural napa
ma vi khakhana lautana,0,22,uchha ma vi khakna lotna,,sonama rural napa
ma vi krishnapur,0,19,,,arnama rural napa
ma vi kudwa,0,19,ma vi kudwa,,dhangadhimai napa
ma vi lagadi gadiyani,0,19,,,siraha napa
ma vi pathra,0,17,a vii pathara,a vii pathara rajdevi municipality rautahat,rajdevi napa
ma vi raghopur,0,19,ma vi raghopur,avi raghopur,mirchaiya napa
ma vi sanhaitha,0,19,ma vi sanhaitha,,siraha napa
ma vi thalaha kataha,0,19,nimavi thalaha kataha,,bishnupur rural napa
ma vi taregana gaighat,0,19,shree avi taregana gaighat,avi taregna gaighat,lahan napa
ma vi madhawapur saptari,0,21,pravi madhuwapur,,hanumannagar kankalini napa
ma vi balirampur,0,17,avi balirampur,,katahariya napa
ma vi basbitti,0,22,ma vi basbitti basantapur mahottari,ucha ma vi basbitti,ramgopalpur napa
ma vi bhasedhwa,0,17,ma vi bhasedawa,,katahariya napa
