School_level_transliterated,School_name_transliterated,Potential_district_transliterated,Location_1_transliterated,Matched_District
2,rainadevi,palpa,,Palpa
4,nepala rashtiya,arghakha.nchi,panena,Arghakhanchi
2,mahendra,Syangja,shirakota,Syangja
3,amarajyoti,kaski,sara~nakota,Kaski
2,sharada,palpa,jhadeva,Palpa
2,shri ratna,palpa,,Palpa
4,mavi,baitadi,pipalakota,Baitadi
1,jagannatha,baitadi,nauhata,Baitadi
3,khadalakali,Syangja,,Syangja
4,khadgakali,Syangja,malya~nakota,Syangja
4,bhanu,makavanapura,makavanapuragadhi ga pa,Makwanpur
2,varahi,Syangja,thuledehi,Syangja
4,janapriya,Syangja,,Syangja
3,shri kumvari,palpa,,Palpa
2,buddhivikasa,palpa,,Palpa
2,shri kaude,palpa,,Palpa
3,buddhavikasa,palpa,masyama,Palpa
1,samaja seva instichyuta,bhaktapura,va.nchutva,Bhaktapur
3,janaka,makavanapura,,Makwanpur
1,sarasvati,makavanapura,,Makwanpur
4,amala bha~nya~na,Syangja,,Syangja
2,varahi,Syangja,,Syangja
4,amvika,kaski,suikheta,Kaski
1,janajyoti,kaski,kalika,Kaski
2,nava kirana,palpa,rambha humina,Palpa
4,janahita,Syangja,chandibha~njya~na,Syangja
3,bhanu,jhapa,,Jhapa
2,janata,Syangja,bahakota,Syangja
2,varahaguthi,Syangja,,Syangja
4,janata,Syangja,virgha archale,Syangja
4,kolma barahachaura,Syangja,kolma,Syangja
4,vijaya bhavani,gorkha,,Gorkha
2,jalakanya,gorkha,arupokhari,Gorkha
2,jalakanya devi,gorakha,ta~nalichoka,Gorkha
2,prajavasti,gaerakha,,Gorkha
2,jivanajyoti,gorkha,bhudalichoka,Gorkha
1,bramhavishnu,palpa,karagara tanasena,Palpa
1,kurgha,gulmi,,Gulmi
1,raghu,dhadi~na,,Dhading
4,pa~nchakanya,dhadi~na,,Dhading
3,anandapura,gulmi,,Gulmi
2,ti~nacheta,dhadi~na,,Dhading
2,nimela,gorakha,bhimasena nimela,Gorkha
2,baguva,jhapa,,Jhapa
2,gauri,jhapa,,Jhapa
4,gaurigamja,jhapa,,Jhapa
2,dhura,gulmi,,Gulmi
2,dadra,gulmi,dhurkota,Gulmi
2,janaseva,gulmi,,Gulmi
4,guheshvari,kathamadaum,sinamamgala,Kathmandu
4,mamgala,kathamadaum,naikapa,Kathmandu
3,amara,gulmi,neta,Gulmi
1,jana jagrrita,navalaparasi,taragauli va su pashchima,Nawalparasi
1,gamgajamuna,dhadi~na,da~nasi~na,Dhading
4,pashupati,dhadi~na,nilakantha,Dhading
2,sauri khalta,Syangja,,Syangja
4,ranavira janahita,Syangja,vali~na,Syangja
4,adarsha,palpa,laghuva deurali,Palpa
3,sarasvati,palpa,,Palpa
2,shri sarasvati,palpa,taridamda,Palpa
4,rupa narayana,makavanapura,,Makwanpur
3,vagamati,makavanapura,,Makwanpur
4,namuna,rautahata,garuda,Rautahat
2,saurikhalta maisthana,Syangja,vali~na na pa,Syangja
3,tamairatamate pra,dhadi~na,,Dhading
2,vipi adarsha,palpa,,Palpa
2,shri balakanya,palpa,,Palpa
4,sena,palpa,amaraga~nja,Palpa
2,narayania,Syangja,,Syangja
2,trimurti,Syangja,,Syangja
1,kotakota,Syangja,,Syangja
3,bhavani,makavanapura,,Makwanpur
2,shri,makavanapura,manahari,Makwanpur
2,pravi,makavanapura,kaethalitara,Makwanpur
4,bagamati,sarlahi,sisauta,Sarlahi
1,hindu~nga,dhadi~na,,Dhading
1,jaru~na simatara,dhadi~na,,Dhading
1,avi,chitavana,bhuvanavasti,Chitwan
2,kisana,palpa,,Palpa
2,shri vira,palpa,,Palpa
4,sarasvati vidyagrriha,bhaktapura,navadurgasthana,Bhaktapur
4,kundaladevi,dhadi~na,vi,Dhading
2,radha sarveshvara,Syangja,,Syangja
4,galkota,Syangja,galya~n na pa,Syangja
3,shri namuna,arghakha.nchi,,Arghakhanchi
2,baraha,arghakha.nchi,dhanachaura darimapata,Arghakhanchi
2,balahita,palpa,ga.ndakota,Palpa
1,jivanapura kulachandra,dhadi~na,,Dhading
2,pamchamukhi,dhadi~na,,Dhading
4,amara adarsha,dhadi~na,,Dhading
1,lakshmi,makavanapura,,Makwanpur
2,valakalyana,Syangja,,Syangja
2,vala kalyana,Syangja,thuledihi,Syangja
1,gauri shamkara,gorakha,chumanubri ga pa,Gorkha
4,mahalakshmi,gorakha,lakshmibajara,Gorkha
1,janajyoti,gorakha,palu~natara na pa,Gorkha
1,navadurga,gorakha,,Gorkha
1,rakamadevi,palpa,,Palpa
4,lakshmi,rupandehi,,Rupandehi
2,j~nanamanjari,palpa,,Palpa
1,himalaya,palpa,khanichapa,Palpa
3,nuvahakota,Syangja,,Syangja
4,nu bahakota,Syangja,bahakota,Syangja
2,shri gauri,palpa,,Palpa
2,dhuvakota,makavanapura,manthali,Makwanpur
1,kunneshvari,dhadi~na,,Dhading
1,janapriya,palpa,,Palpa
2,shri bhupati,palpa,,Palpa
1,narayani,navalaparasi,gaimdakota va su purva,Nawalparasi
4,manarupi,dhadi~na,nilakantha na pa,Dhading
2,janakalyana,jhapa,bahunanda.ngi,Jhapa
4,mahendra ratna,jhapa,kamala,Jhapa
4,devi prabhava,arghakha.nchi,patauti,Arghakhanchi
2,jana priya pipala bha~njya~na,Syangja,orashte,Syangja
4,janakalyana,Syangja,harinasa,Syangja
2,bhaktabachchala,dhadi~na,,Dhading
3,dhadi~na,dhadi~na,,Dhading
3,dhadi~na,dhadi~na,,Dhading
4,bhairavi,dhadi~na,sunaulabajara,Dhading
1,janajyoti,Syangja,putalibajara,Syangja
4,janata,navalaparasi,kavasoti na pa va su purva,Nawalparasi
1,shrinatha,gorakha,siranchoka ga pa shrinathakota,Gorkha
3,chadi,gulmi,,Gulmi
2,mauladebi,navalaparasi,,Nawalparasi
1,raikota,palpa,nisdi,Palpa
4,mahendra bodhi,palpa,,Palpa
4,butavala,rupandehi,,Rupandehi
4,samskrrita tatha sadharana,dhadi~na,maidi,Dhading
2,chaiyachalisera,gulmi,,Gulmi
4,rainadevi,palpa,bhuvanapokhari,Palpa
2,gothadada,makavanapura,,Makwanpur
2,pravi,makavanapura,kothalitara kailasha,Makwanpur
1,shakteshvari mahadeva,makavanapura,,Makwanpur
4,janapriya,makavanapura,,Makwanpur
2,saalabasa,dhadi~na,,Dhading
2,dahale,gorakha,,Gorkha
2,dubhara,gorakha,,Gorkha
1,jivana,gorakha,siranachoka,Gorkha
4,ganeshakunda,dhadi~na,,Dhading
2,janaseva,makavanapura,,Makwanpur
2,prabhata,makavanapura,,Makwanpur
4,tribhuvana,makavanapura,hatiya,Makwanpur
2,lakshmi,Syangja,phaparathuma,Syangja
2,lakshmi,Syangja,dahathuma,Syangja
4,ardashavala,lamju~na,,Lamjung
4,nuvakota,arghakha.nchi,,Arghakhanchi
4,shanti,arghakha.nchi,dharapani,Arghakhanchi
2,jogavani,palpa,,Palpa
4,indrajyoti,jajarakota,thalaraikara,Jajarkot
2,janakalyana,Syangja,,Syangja
4,a,Syangja,kichana,Syangja
4,esa ena ara ja,dhanusha,dhavauli,Dhanusha
2,sahida sandesha smrriti,gorakha,,Gorkha
3,shri gahate,palpa,,Palpa
4,bhumeshvara,kaski,,Kaski
1,tare,kaski,,Kaski
1,sarasvati sadana,rautahata,,Rautahat
2,satyadebi,dhadi~na,,Dhading
2,shishubodha,palpa,,Palpa
2,shri suryamukhi,palpa,,Palpa
3,rashtirraya,gulmi,,Gulmi
4,vamjhakateri,gulmi,,Gulmi
1,harmichaura,gulmi,kaligandaki ga pa,Gulmi
1,daugha hari,gulmi,,Gulmi
4,bhagavati,arghakha.nchi,patunda.nda,Arghakhanchi
4,bhagavati,arghakha.nchi,dhikura,Arghakhanchi
4,vageshvari,makavanapura,,Makwanpur
2,surya jyoti,lamaju~na,,Lamjung
2,patledevi,lamju~na,,Lamjung
4,guharathana,palpa,rainadevi chahara,Palpa
2,shri janajagrriti,palpa,,Palpa
3,janajagrriti,palpa,bhuvanapokhari,Palpa
2,sharadasapaude,Syangja,vali~na,Syangja
4,janapradipa,Syangja,a.ndhikhola,Syangja
4,shri jana jagrriti,Syangja,,Syangja
4,janajyoti,gulmi,musikota,Gulmi
4,bachchala devi,dhadi~na,,Dhading
1,avi,rautahata,saramujava,Rautahat
4,sahida smrriti,chitavana,parasanagara bharatapura,Chitwan
2,ananda devi,lamju~na,,Lamjung
2,valadevi,lamju~na,,Lamjung
4,dyaurali,arghakha.nchi,panini nigali patauti,Arghakhanchi
1,janapriya,arghakha.nchi,,Arghakhanchi
2,sita,arghakhamchi,dhativa~naga,Arghakhanchi
4,kotiyadevi,rupandehi,,Rupandehi
2,pamchakanya,udayapura,,Udayapur
4,janata,udayapura,parano thumka,Udayapur
4,narayana devaji chaudhari,udayapura,belaka,Udayapur
4,vishnupaduka,kaski,hemaja,Kaski
4,jaleshvari,dhadi~na,,Dhading
2,vala vikasha,makavanapura,,Makwanpur
1,simalada.nda,dhadi~na,,Dhading
2,jagrriti,dhadi~na,,Dhading
4,raghu,dhadi~na,nikantha,Dhading
3,richoka ira~nga,dhadi~na,venighata,Dhading
4,sharada,rautahata,pipariya,Rautahat
4,sajhapura,chitavana,bharatapura ma na pa,Chitwan
2,siddha,palpa,siddheshvara,Palpa
2,sandipa,rupandehi,,Rupandehi
3,ganosha,gulmi,,Gulmi
2,shri satyavati,palpa,,Palpa
4,jivana jyoti,solukhumbu,kamgela,Solukhumbu
2,bhumesthana,solukhumbu,,Solukhumbu
2,phulabari,Syangja,jimire,Syangja
4,janata,Syangja,pa~nchamula,Syangja
2,shri balajyoti,palpa,,Palpa
2,radhakrrishna,palpa,,Palpa
3,khamdadevi,palpa,virakota,Palpa
1,khursane,palpa,,Palpa
4,vala siddha,Syangja,,Syangja
4,bhanu,mana~na,dharapani,Manang
2,kailasha,makavanapura,,Makwanpur
2,malika,arghakha.nchi,adaguri,Arghakhanchi
2,j~nanodaya,palpa,baughagumha,Palpa
3,kanti,makavanapura,,Makwanpur
2,shrrrijana,makavanapura,bakaiya,Makwanpur
1,kalika,manakamana,,Manang
4,nepala rashtriya,bara,ramapura,Bara
2,jaleshvari,dhadi~na,,Dhading
4,shri tribhuvana,palpa,,Palpa
4,dobhana,palpa,dobhana,Palpa
2,janajyaeti,Syangja,pauvai,Syangja
2,j~nanajyoti,Syangja,putalibajara,Syangja
2,siddheshvari,gulmi,,Gulmi
2,phula devi,makavanapura,,Makwanpur
2,sarasvati,gulmi,gulmidaravara,Gulmi
2,bhumeshvari,makavanapura,,Makwanpur
1,nepala rashtriya,bara,,Bara
2,urleni,gulmi,,Gulmi
2,kalika ne ra,arghakha.nchi,,Arghakhanchi
4,kalika ne ra,arghakha.nchi,khanadaha,Arghakhanchi
1,ddharika,dhanusha,raghunathapura,Dhanusha
4,janakalyana,Syangja,,Syangja
1,diyalo,Syangja,putalibajara,Syangja
2,kulajyoti,Syangja,,Syangja
1,maharudra,dhadi~na,,Dhading
2,sarashvati,Syangja,,Syangja
4,jana,Syangja,rapakota,Syangja
2,janashakti,gulmi,,Gulmi
2,jana jagrriti,makavanapura,phaparabari,Makwanpur
3,janata,parsa,,Parsa
4,prakasha jyoti,mana~na,thauche,Manang
1,pashupati,mana~na,,Manang
2,vindu keshara,dhadi~na,,Dhading
4,lamaguru mahadeva,dhadi~na,,Dhading
2,balakalyana,arghakha.nchi,,Arghakhanchi
1,kalika,arghakha.nchi,,Arghakhanchi
4,mahendra,dhadi~na,nilakantha,Dhading
2,mahakali,makavanapura,,Makwanpur
4,janata,sarlahi,haraiya,Sarlahi
4,ne ra,arghakha.nchi,,Arghakhanchi
4,ne ra,arghakha.nchi,thulapokhara,Arghakhanchi
2,pravi,da~na,kaludava,Dang
2,pravi,da~na,manapura,Dang
1,chakradevi,dhadi~na,tripurasundari ga pa,Dhading
4,nilakantha,dhadi~na,,Dhading
4,shanti shiksha mandira,kathamadaum,,Kathmandu
2,ganesha,makavanapura,vasamadi kuvapani,Makwanpur
1,bhairava,makavanapura,,Makwanpur
2,manikapura,da~na,,Dang
2,pa~nchakanya,makavanapura,hetauda gairigau.n,Makwanpur
4,anupa dipani,bara,kolhavi,Bara
2,bhavishya ujvala,Syangja,,Syangja
4,bhagyodaya,Syangja,khalu~na,Syangja
1,samajakalyana,arghakha.nchi,sandhikharka,Arghakhanchi
4,tyauda,kathamadaum,,Kathmandu
4,araniko,makavanapura,hetauda,Makwanpur
4,shri sarasvati,gorakha,bhimasena thapa ga pa,Gorkha
4,setidevi,sindhupalchoka,sa.ngachokagadhi,Sindhupalchok
2,batasachulidevi,palpa,sahavasa,Palpa
4,darlamadamda,palpa,darlamadamda,Palpa
2,krrishna,lamaju~na,phulmo,Lamjung
4,saptadhara,lamaju~na,jita,Lamjung
2,yugajyoti,arghakha.nchi,,Arghakhanchi
1,jalaka.nda,arghakha.nchi,,Arghakhanchi
1,chauvaha,arghakha.nchi,,Arghakhanchi
4,chandraprabha,arghakha.nchi,sandhikharka,Arghakhanchi
4,siddhi kamala devi,sindhupalchoka,chautara pipalada.nda,Sindhupalchok
1,bhumeshvari,sindhupalchoka,,Sindhupalchok
1,dakshinakali,sindhupalchoka,pipalada.nda,Sindhupalchok
2,chilaune,sindhupalchoka,ikhu,Sindhupalchok
4,janakidasa janata,sarlahi,,Sarlahi
4,aiselukharka,sindhupalchoka,indravati ga pa,Sindhupalchok
2,shatni,arghakhachi,,Arghakhanchi
2,tarajyoti,arghakha.nchi,,Arghakhanchi
1,shivanatha,kapilavastu,velabhariya,Kapilbastu
1,avi,rautahata,rajapura,Rautahat
4,rajashvari,sindhupalchoka,,Sindhupalchok
2,chapakota,kaski,,Kaski
1,gothibhanjya~na,dhadi~na,gothibha~njya~na,Dhading
2,teja pragati,Syangja,,Syangja
2,ahalada.nda,dhadi~na,,Dhading
4,shamkhadevi,dhadi~na,,Dhading
1,rashtriya,chitavana,dharmapura,Chitwan
4,prema basti,chitavana,,Chitwan
4,maha~nkaleshvari,dhadi~na,thakre,Dhading
1,rashtriya,chitavana,naya.nvasti,Chitwan
3,tribhuvana,lamju~na,,Lamjung
1,lyakche kunda,dhadi~na,,Dhading
3,himalaya,kaski,vi,Kaski
4,dhruva,kaski,,Kaski
2,sita,kaski,armala,Kaski
4,sitarama,kaski,thumako da.nda,Kaski
3,mandali,dhadi~na,dhola ratamate,Dhading
4,palusthana,parvata,beulivasa,Parbat
4,champadevi,kathamadaum,vosana,Kathmandu
1,janata,udayapura,thulo ahala da.nda tapli ga pa,Udayapur
1,budhanilakantha,ilama,,Ilam
1,ka~nchanaja~nga,jhapa,,Jhapa
2,punyabhumi,Syangja,pidikhola,Syangja
1,khudi,Syangja,viruva,Syangja
4,tribhuvana ardasha,Syangja,,Syangja
2,sushila bhairava,bhaktapura,,Bhaktapur
2,basanta,makavanapura,,Makwanpur
2,pravi,makavanapura,chakari bhorleta.ndi ha.ndikhola,Makwanpur
1,landruka,kaski,landruka annapurna ga pa,Kaski
3,malodaya,parbata,,Parbat
2,gamga,Syangja,putalibajara,Syangja
2,jivana jyoti,parbata,,Parbat
4,krrishnabhavana dharma,parvata,vi,Parbat
4,pamchakoshi,parbata,,Parbat
1,kalabalagudi,jhapa,,Jhapa
2,yadu~na,gulmi,,Gulmi
3,vidhavinoda,arghakha.nchi,,Arghakhanchi
2,ne ra sarasvati,narapani,,Nawalparasi
1,janaseva,bhaktapura,,Bhaktapur
2,bagheshvari,bhaktapura,,Bhaktapur
2,j~nanadipa,jhapa,,Jhapa
3,rashtr jyoti,kaski,,Kaski
4,brahmarupa,kaski,pokhara na pa,Kaski
4,siddhartha,makavanapura,hetauda,Makwanpur
1,bhumiraja udayadeva,baitadi,,Baitadi
2,gorahi,gorakha,,Gorkha
2,naeka,parbata,,Parbat
4,sarasvati janata,da~na,,Dang
4,shishu kalyana,Syangja,nibuvakharka,Syangja
1,shishu kalyana janapriya,Syangja,,Syangja
4,mavi,baitadi,vijayapura,Baitadi
2,chandra,makavanapura,,Makwanpur
4,mavi,bara,vi dhodharpa,Bara
4,durga,baitadi,simata,Baitadi
4,bhanu,dhanakuta,da.ndabajara,Dhankuta
4,pavlika,Palpa,,Palpa
4,majhakota,Syangja,,Syangja
3,ghante,Syangja,,Syangja
1,vayale,Syangja,aruchaura,Syangja
4,premavasti,chitavana,premavasti,Chitwan
2,mahendra,Syangja,putali bajara,Syangja
4,nagarjuna,baitadi,,Baitadi
3,churemara,makavanapura,,Makwanpur
4,shri churiyamai,makavanapura,,Makwanpur
4,gramodaya,parvata,,Parbat
3,buddha,makavanapura,agra,Makwanpur
1,indreni,kaski,dhitala,Kaski
1,indrayani,kaski,hamsapura,Kaski
1,janavikasa,jajarakota,,Jajarkot
2,janapriya,jajarakota,,Jajarkot
4,shri shanti,arghakhamchi,malarani,Arghakhanchi
1,malarani,arghakha.nchi,bagi,Arghakhanchi
3,mahendrajyoti,makavanapura,,Makwanpur
1,avi,siraha,sohapura,Siraha
3,jana jagrriti,Syangja,manakamana,Syangja
4,matrribhumi,Syangja,harinasa,Syangja
4,mahima,Syangja,majhagau,Syangja
4,bala kalyana,Syangja,sekhama,Syangja
1,sarasvati,Syangja,vali~na,Syangja
1,tare baraha,kaski,machapuchchre,Kaski
4,shanta,kaski,,Kaski
2,satakanya adharabhuta,makavanapura,garli~nga,Makwanpur
2,satya devi,Syangja,,Syangja
4,virendra,Syangja,jaipana,Syangja
4,pritipura,baitadi,bakota,Baitadi
4,balakrrishna,baitadi,sigasa,Baitadi
2,suryabalakalyana,da~na,,Dang
2,raja rajavali,da~na,ramche,Dang
4,mavi,da~na,hapura vijauri,Dang
4,ratna shobha,kaski,,Kaski
4,dhativa~nga,arghakha.nchi,,Arghakhanchi
3,mathura,arghakha.nchi,,Arghakhanchi
4,janata,saptari,bhairogamja belha,Saptari
4,mahendradipa,udayapura,,Udayapur
4,mahendra janata,saptari,vi baluva sitapura,Saptari
4,himalaya,kaski,,Kaski
2,bhairava,Syangja,pauvai,Syangja
4,mahendra adarsha,Syangja,,Syangja
4,prrithvi narayana,kaski,,Kaski
4,bharati bhavana,kaski,purunchaura,Kaski
2,kala ganesha,makavanapura,,Makwanpur
3,sa ba bo,makavanapura,,Makwanpur
1,janachetana,baitadi,lupuda shivali~nga,Baitadi
1,kedara devagau.n,baitadi,gokuleshvara,Baitadi
4,siddha baijanatha,ka~nnachanapura,,Kanchanpur
1,siddhanatha,ka~nchanapura,vedakota,Kanchanpur
1,siddhanatha,baitadi,,Baitadi
4,vidyavinoda,arghakha.nchi,adaguri,Arghakhanchi
1,chapalithoka,Syangja,arukharka,Syangja
4,valasidva,Syangja,keruva,Syangja
1,janata,da~na,bhalaneti,Dang
4,shanti,arghakha.nchi,bhumikasthana na pa khilji,Arghakhanchi
2,trikanya,tehrathuma,,Tehrathum
4,shukraraja,kaski,,Kaski
4,nidhuvara,da~na,,Dang
2,rpachamula,Syangja,,Syangja
4,janapriya,Syangja,svareka,Syangja
4,deurali,Syangja,krrishnagandaki,Syangja
1,suryodaya,jhapa,shivasatakshi na pa,Jhapa
1,bala janata,da~na,banagau.n,Dang
2,janajyoti,Syangja,,Syangja
4,gamgalala,Syangja,chapakota,Syangja
4,durga,jhapa,,Jhapa
2,janajyoti,arghakha.nchi,,Arghakhanchi
1,janajyoti,arghakha.nchi,,Arghakhanchi
4,durga,jhapa,,Jhapa
4,vishva jyoti,parvata,kushma,Parbat
4,shri mana smaraka shiksha niketana,tehrathuma,musa~nkhela,Tehrathum
2,jamune,pa.nchathara,subha~na,Panchthar
1,ratamata,arghakha.nchi,,Arghakhanchi
2,samgama,kaski,,Kaski
4,chandika,makavanapura,,Makwanpur
4,jateshvara,kaski,,Kaski
4,jivana jyoti,Syangja,,Syangja
4,sharada mandira,Syangja,a.ndhikhola,Syangja
1,pame,kaski,pame,Kaski
2,kanya,arghakha.nchi,,Arghakhanchi
2,darbare,arghakha.nchi,,Arghakhanchi
3,daravare,arghakha.nchi,thaha,Arghakhanchi
4,ratna jyoti,makavanapura,kailasha,Makwanpur
2,buddha,makavanapura,,Makwanpur
1,vanagamga,arghakha.nchi,shitagamga na pa,Arghakhanchi
1,sarasvati,kapilavastu,shivapura na pa,Kapilbastu
3,jjotimandala,gorakha,,Gorkha
2,tribhuvana jana,da~na,,Dang
1,surya jyoti,myagdi,,Myagdi
4,mamgala,myagdi,mamgala ga pa,Myagdi
2,namuna sarasvati,parbata,takalaaka,Parbat
4,shanti udaya,kaski,,Kaski
4,pitambara,Syangja,harinasa gau.npalika,Syangja
2,lokapriya,Syangja,,Syangja
2,gandaki,Syangja,,Syangja
2,gandaki,Syangja,,Syangja
1,sidhane,kaski,,Kaski
4,jana jagrriti,kaski,pokhara,Kaski
1,janata,kaski,,Kaski
3,adarsha,ilama,kajani,Ilam
2,najajyoti,makavanapura,makavanapuragadhi,Makwanpur
4,nepala rashtra,Syangja,,Syangja
4,araniko,Syangja,,Syangja
4,shiva,jhapa,balubadi,Jhapa
4,gopala,sunasari,,Sunsari
4,devi,mora~na,tetariya,Morang
4,gramaprakasha,parvata,lekhapha.nta,Parbat
4,kalika,parvata,kushma khurakota,Parbat
1,krrishna mandira,kathamadaum,nhayaukha tola,Kathmandu
1,kamala,Rukum,hardigau.n aathabisakota,Rukum Purba
2,pravi,da~na,pipari,Dang
4,mavi,da~na,maurighata,Dang
4,jana chetana,kaski,,Kaski
4,shaligrama,parvata,,Parbat
1,janata,arghakha.nchi,,Arghakhanchi
1,janata,arghakha.nchi,sandhikharka,Arghakhanchi
2,ganesha,Syangja,rapakota,Syangja
2,shri buddha,gejha,,Jhapa
2,shri shamkaranaresha,palpa,,Palpa
4,krrishna,palpa,vi pipaladada,Palpa
2,himalaya da.nphe,kaski,,Kaski
1,j~nanodaya,kaski,machapuchchre,Kaski
4,janabikasa,parvata,,Parbat
4,janavikasa,parvata,,Parbat
1,ganesha,Syangja,galya~nga na pa,Syangja
2,kamakshya devi,Syangja,rapakota,Syangja
4,pragati,makavanapura,,Makwanpur
1,vamachandrakala,kaski,madibesi,Kaski
2,ratna devi,makavanapura,,Makwanpur
2,hamshavahini,arghakha.nchi,siddhara,Arghakhanchi
2,pravi,da~na,paharuva,Dang
1,balajagrriti,makavanapura,makavanapuragadhi,Makwanpur
2,janahita,Syangja,,Syangja
4,andhaandhi prakasha,Syangja,,Syangja
2,mahendri,lamju~na,,Lamjung
2,milana,lamju~na,,Lamjung
2,deurali,tehrathuma,,Tehrathum
2,simhadebi,tehrathuma,,Tehrathum
2,ratri,da~na,gaurighata,Dang
2,kalika,mugu,shrikota,Mugu
2,sarasvati,baitadi,panona,Baitadi
2,mahendrajyoti,lamju~na,,Lamjung
2,pamchakanya,tehrathuma,,Tehrathum
1,vishnu jyoti,makavanapura,,Makwanpur
2,pravi,da~na,raikhalipana,Dang
1,avi,da~na,kothari,Dang
2,uma shamkara,kaski,,Kaski
2,taruna,kaski,lekhanatha,Kaski
4,janajyoti,arghakha.nchi,,Arghakhanchi
2,janata,Syangja,aruchaura,Syangja
3,janata,tehrathuma,puranada.nda,Tehrathum
2,janakalyana,tehrathuma,,Tehrathum
4,ratnapura,da~na,,Dang
2,durga,kaski,,Kaski
2,bhumiraja dogada,baitadi,,Baitadi
1,sahastrali~na,baitadi,patana,Baitadi
2,gura.nse,kaski,,Kaski
2,ganosha,kaski,,Kaski
3,janakalyana,arghakha.nchi,,Arghakhanchi
3,sthanapati,kaski,parche khila~na,Kaski
2,janabikasa,parbata,,Parbat
4,shiddha,parbata,,Parbat
1,yamuna devi,Syangja,,Syangja
4,araniko,Syangja,ra~nbha~n,Syangja
2,ghara,surakha~na,,Siraha
4,annapurna,kaski,armala,Kaski
2,pravi,baitadi,dharudi,Baitadi
2,janaseva,parbata,,Parbat
2,kalika,tehthuma,phedapa,Tehrathum
3,harihara,tehrathuma,,Tehrathum
2,valeshvara,baitadi,,Baitadi
2,pravi,baitadi,deukota,Baitadi
2,navodaya,Syangja,,Syangja
4,virendra,Syangja,,Syangja
4,virendra,Syangja,shrikrrishna gandaki,Syangja
2,dipendra,kaski,bhachoka kayare,Kaski
2,janashanti,arghakha.nchi,,Arghakhanchi
2,chandika,parbata,,Parbat
4,sudha,da~na,,Dang
3,tribhuvana,jhapa,,Jhapa
3,chakra kamala,Syangja,,Syangja
3,ardasha,arghakha.nchi,argha,Arghakhanchi
1,bhrrikuti,arghakha.nchi,,Arghakhanchi
2,virendra,palpa,khalivana,Palpa
4,gamga,palpa,khalivana,Palpa
4,navajyoti,Syangja,,Syangja
4,jivana jyoti,Syangja,viruva,Syangja
2,pravi,da~na,soreti ratamata,Dang
1,navadurga,jhapa,,Jhapa
3,bala suvodhini,jhapa,,Jhapa
2,dipendra,arghakha.nchi,,Arghakhanchi
2,mukti,arghakha.nchi,khanadaha,Arghakhanchi
2,mukti,arghakha.nchi,kha.nchikota,Arghakhanchi
2,kalika,sindhupalchoka,sindhukota,Sindhupalchok
4,melamchighya~nga,sindhupalchoka,,Sindhupalchok
1,labhagau.n,sindhupalchoka,melamchi,Sindhupalchok
2,naresha,arghakha.nchi,,Arghakhanchi
1,dhuseni,dhadi~na,,Dhading
2,vala vikasa,lamaju~na,sundarabajara na pa,Lamjung
4,balakalyana,lamaju~na,,Lamjung
2,shanti sadana,lamju~na,,Lamjung
4,adarsha bala,lamaju~na,sundarabajara,Lamjung
2,jalpadevi,dhadi~na,kalleri,Dhading
2,laligurasa,arghakha.nchi,,Arghakhanchi
4,sharada,dhikuura,,Dhankuta
2,dhu.nvakota,makavanapura,,Makwanpur
4,sa,saptari,ka~nchanapura,Saptari
2,ne ra,gulmi,,Gulmi
4,bajrebha~nya~na,Syangja,,Syangja
2,jana samuhika,Syangja,,Syangja
2,gaumpharka janahita,Syangja,daaru,Syangja
3,janamamdira,lamju~na,,Lamjung
2,suryadaya,lamju~na,,Lamjung
4,dadhuva durcha,lamaju~na,,Lamjung
2,sarasvati,odara,,Bara
1,simgeshvari,sindhupalchoka,,Sindhupalchok
1,kalyani,palpa,,Palpa
4,shrirama,rupandehi,padarahava,Rupandehi
2,devisthana,Syangja,arjunachaupari ga pa,Syangja
4,sarvodaya,Syangja,,Syangja
4,kira~nchoka katunje,dhadi~na,,Dhading
4,ne ra,arghakha.nchi,,Arghakhanchi
4,bhairavakali,lamaju~na,ramgha,Lamjung
4,tala barahi,kaski,,Kaski
3,deurali,dhadi~na,,Dhading
2,shri charachare,palpa,,Palpa
2,tinti a.npa,palpa,madanapokhara,Palpa
4,janasahayoga,sindhupalchaeka,,Sindhupalchok
1,rashtiya,mahottari,,Mahottari
4,dahathuma,Syangja,dahathuma,Syangja
4,sarasvatimata,arghakha.nchi,arghatosha,Arghakhanchi
2,jaleshvara,makavanapura,,Makwanpur
1,janata,makavanapura,,Makwanpur
1,valeva~nga,arghakha.nchi,sandhikharka,Arghakhanchi
2,baleghata,arghakha.nchi,,Arghakhanchi
2,sarasvati,pyuthana,,Pyuthan
2,bala mandira,pyuthana,vijayanagara,Pyuthan
4,janaseva,pyuthana,,Pyuthan
4,kshetravikasa,pyuthana,punyakhola,Pyuthan
2,balasudhara,sindhupalchoka,chautara,Sindhupalchok
2,mitra,bhaktapura,,Bhaktapur
1,dipaka,makavanapura,bhimaphedi,Makwanpur
2,gadhi bhagavati,parsa,,Parsa
4,sharada,palpa,madanapokhara,Palpa
4,kamaladevi sa,sindhupalchoka,,Sindhupalchok
2,mahendra sarasvati,makavanapa,,Makwanpur
3,saubhagya sadana,lamju~na,,Lamjung
4,bhavishya nirmana,lamaju~na,bhoteodara,Lamjung
4,janajagrriti,makavanapura,hetauda,Makwanpur
2,kamala,sindhuli,,Sindhuli
1,~navala,mana~na,~navala,Manang
