school_id,school_1,school_id_B,name,district_id,district_id,Matched_District,root_school_name,School_name_transliterated,School_level,school_levels,School_name,Fuzzy_match_score,Match_Type
1823,सान्थाक्रा आवि सान्थाक्रा ताप्लेजुङ,15324,santhakra  basic school,12,12,taplejung,santhakra,santhakra,आवि,avi,सान्थाक्रा,3.0,"District: complete, School level: complete, Root name: complete"
1822,आदर्श मावि लायकु ठिमी भक्तपुर,131,adarsa basic school,24,6,bhaktapur,adarsa,adarsha,मावि,avi,आदर्श,2.0,"District: no match, School level: no match, Root name: complete"
1824,पार्वती मावि ताप्लेजुङ,14602,parwati basic school,12,5,taplejung,parwati,parvati,मावि,avi,पार्वती,2.0,"District: no match, School level: no match, Root name: complete"
1825,खेजेनिम निमावि ताप्लेजुङ,13193,khejenim  secondary school,12,12,taplejung,khejenim ma vi,khejenima,निमावि,,खेजेनिम,1.5,"District: complete, School level: no match, Root name: partial"
1826,मोती मावि खोक्लिङ ताप्लेजुङ,14023,moti basic school,12,4,taplejung,moti,moti,मावि,avi,मोती,2,"District: no match, School level: no match, Root name: complete"
1827,बासु मावि ब्यासी भक्तपुर,1579,basuki basic school,24,10,bhaktapur,basuki,basu,मावि,avi,बासु,2,"District: no match, School level: no match, Root name: complete"
1828,राम निमावि भक्तपुर,31142,bramha ni ma v,24,28,bhaktapur,bramha,rama,निमावि,nimavi,राम,2.5,"District: no match, School level: complete, Root name: complete"
1829,श्री देवी प्रावि ताप्लेजुङ,11890,hari dev pra v,12,6,taplejung,hari dev,shri devi,प्रावि,pravi,श्री देवी,2.5,"District: no match, School level: complete, Root name: complete"
1830,गणेश प्रावि सावादिन ताप्लेजुङ,11617,ganesh basic school,12,12,taplejung,ganesh,ganesha,प्रावि,avi,गणेश,2.5,"District: complete, School level: no match, Root name: complete"
1831,गौरीशंकर मावि डोटी,71246,gauri shankar basic school,75,75,doti,gauri shankar,gaurishamkara,मावि,avi,गौरीशंकर,2.5,"District: complete, School level: no match, Root name: complete"
1832,पञ्चासे मावि नुवाकोट,14489,pancha pra v,30,5,nuwakot,pancha,pa~nchase,मावि,pravi,पञ्चासे,2.0,"District: no match, School level: no match, Root name: complete"
1833,विकास निमावि नुवाकोट,31028,bikas basic school,30,30,nuwakot,bikas,vikasa,निमावि,avi,विकास,1.5,"District: complete, School level: no match, Root name: partial"
1835,बाराहि प्रावि धादिङ,1535,baraha primary school,31,2,dhading,baraha,barahi,प्रावि,pravi,बाराहि,2.5,"District: no match, School level: complete, Root name: complete"
1834,केवलपुर प्रावि धादिङ,33218,kalika pra v,31,31,dhading,kalika,kevalapura,प्रावि,pravi,केवलपुर,2.0,"District: complete, School level: complete, Root name: partial"
1836,जनकल्याण्ा प्रावि झापा,12399,jana kalyan pra v,4,4,jhapa,jana kalyan,janakalyana,प्रावि,pravi,जनकल्याण्ा,3.0,"District: complete, School level: complete, Root name: complete"
1837,रामसीता शिरा विद्दा मन्दिर प्रावि सुनसरी,15049,rastriya sarada pra v,11,11,sunsari,rastriya sarada,ramasita shira vidda mandira,प्रावि,pravi,रामसीता शिरा विद्दा मन्दिर,2.0,"District: complete, School level: complete, Root name: partial"
1838,चण्डिका भवानी आवि सुनसरी,11074,chandika bhawani pra v,11,11,sunsari,chandika bhawani,chandika bhavani,आवि,pravi,चण्डिका भवानी,2.5,"District: complete, School level: no match, Root name: complete"
1839,ज्वालामुखी निमावि सुनसरी,33019,jwalamukhi ni ma v,11,34,sunsari,jwalamukhi,jvalamukhi,निमावि,nimavi,ज्वालामुखी,2.5,"District: no match, School level: complete, Root name: complete"
1840,सरस्वती मावि विर्तामोड झापा,15383,saraswati  aadharbhut bidhyalaya,4,4,jhapa,saraswati,sarasvati,मावि,avi,सरस्वती,2.5,"District: complete, School level: no match, Root name: complete"
1841,जनज्यौति मावि ताप्लेजुङ,12357,jana jyoti basic school,12,12,taplejung,jana jyoti,janajyauti,मावि,avi,जनज्यौति,2.5,"District: complete, School level: no match, Root name: complete"
1843,सेतीदेबी प्रावि धादिङ,35980,setidevi pra v,31,31,dhading,setidevi,setidebi,प्रावि,pravi,सेतीदेबी,3.0,"District: complete, School level: complete, Root name: complete"
1842,श्रीदेवी प्रावि झापा,11322,devi pra v,4,4,jhapa,devi,shridevi,प्रावि,pravi,श्रीदेवी,2.0,"District: complete, School level: complete, Root name: partial"
1844,राधा कृष्ण मावि शिखर न पा डोटी,73268,radhakrishna pra v,75,75,doti,radhakrishna,radha krrishna,मावि,pravi,राधा कृष्ण,2.5,"District: complete, School level: no match, Root name: complete"
1845,मैवाखोला मावि मैवाखोला गा पा ताप्लेजुङ,41233,gairakhola basic school,12,45,taplejung,gairakhola,maivakhola,मावि,avi,मैवाखोला,2.0,"District: no match, School level: no match, Root name: complete"
1847,देउराली प्रावि सल्यानकोट,6671,deurali pravi,66,66,salyan,deurali,deurali,प्रावि,pravi,देउराली,3.0,"District: complete, School level: complete, Root name: complete"
1846,हिमालय निमावि नाङखोल्याङ ताप्लेजुङ,11953,himalaya basic school,12,12,taplejung,himalaya,himalaya,निमावि,avi,हिमालय,2.5,"District: complete, School level: no match, Root name: complete"
1849,कालीदेवी आवि धादिङ,3568,baldevi basic school,31,31,dhading,baldevi,kalidevi,आवि,avi,कालीदेवी,3.0,"District: complete, School level: complete, Root name: complete"
1848,देउराली मावि नीलकण्ठ न पा धादिङ,31564,deurali basic school,31,31,dhading,deurali,deurali,मावि,avi,देउराली,2.5,"District: complete, School level: no match, Root name: complete"
1850,सरश्वती निमावि डोटी,15514,saraswati ni ma v,75,11,doti,saraswati,sarashvati,निमावि,nimavi,सरश्वती,2.5,"District: no match, School level: complete, Root name: complete"
1851,मेची विद्योदय प्रावि मेचीनगर झापा,13918,mechi pra v,4,4,jhapa,mechi,mechi vidyodaya,प्रावि,pravi,मेची विद्योदय,2.0,"District: complete, School level: complete, Root name: partial"
1852,जागृती मावि चितवन,12126,jagriti basic school,29,6,chitwan,jagriti,jagrriti,मावि,avi,जागृती,2.0,"District: no match, School level: no match, Root name: complete"
1853,मेची विद्योदय प्रावि झापा,13918,mechi pra v,4,4,jhapa,mechi,mechi vidyodaya,प्रावि,pravi,मेची विद्योदय,2.0,"District: complete, School level: complete, Root name: partial"
1854,चना देवी प्रावि भक्तपुर,11037,champa devi pra v,24,10,bhaktapur,champa devi,chana devi,प्रावि,pravi,चना देवी,2.5,"District: no match, School level: complete, Root name: complete"
1855,शोभा प्रावि डोटी,73882,shobha basic school,75,75,doti,shobha,shobha,प्रावि,avi,शोभा,2.5,"District: complete, School level: no match, Root name: complete"
1856,सगरमाथा मावि झापा,15160,sagarmatha basic school,4,4,jhapa,sagarmatha,sagaramatha,मावि,avi,सगरमाथा,2.5,"District: complete, School level: no match, Root name: complete"
1857,पाथीभरा प्रावि झापा,14655,pathibhara basic school,4,4,jhapa,pathibhara,pathibhara,प्रावि,avi,पाथीभरा,2.5,"District: complete, School level: no match, Root name: complete"
1858,दीपेन्द्र प्रावि लोधाबारी झापा,11422,dipendra pra v,4,4,jhapa,dipendra,dipendra,प्रावि,pravi,दीपेन्द्र,3.0,"District: complete, School level: complete, Root name: complete"
1859,राष्ट्रिय आवि धुषा चितवन,15027,rastriya adharbhut v,29,11,chitwan,rastriya,rashtriya,आवि,avi,राष्ट्रिय,2.5,"District: no match, School level: complete, Root name: complete"
1860,राष्टिय आवि रातमाटे चितवन,15027,rastriya adharbhut v,29,11,chitwan,rastriya,rashtiya,आवि,avi,राष्टिय,2.5,"District: no match, School level: complete, Root name: complete"
1861,सगरमाथा प्रावि ताप्लेजुङ,15156,sagarmatha adharbhut pra v,12,2,taplejung,sagarmatha a,sagaramatha,प्रावि,pravi,सगरमाथा,2.5,"District: no match, School level: complete, Root name: complete"
1862,शहिद धर्मभक्त मावि झापा,35995,shahid dharma bhakta ebs,4,25,jhapa,shahid dharma bhakta ebs,shahida dharmabhakta,मावि,,शहिद धर्मभक्त,2,"District: no match, School level: no match, Root name: complete"
1863,महेन्द्र जनता मावि झापा,42503,mahendra janasahayog basic school,4,45,jhapa,mahendra janasahayog,mahendra janata,मावि,avi,महेन्द्र जनता,2,"District: no match, School level: no match, Root name: complete"
1864,जनकल्याण मावि कल्याणपुर चितवन,32859,janakalyan secondary school,29,29,chitwan,janakalyan ma vi,janakalyana,मावि,,जनकल्याण,2.5,"District: complete, School level: no match, Root name: complete"
1865,राष्ट्रिय प्रावि अमिलिया रत्ननगर चितवन,15041,rastriya pra v,29,3,chitwan,rastriya,rashtriya,प्रावि,pravi,राष्ट्रिय,2.5,"District: no match, School level: complete, Root name: complete"
1866,जनजागृती मावि चितवन,32930,janjagriti pra v,29,29,chitwan,janjagriti,janajagrriti,मावि,pravi,जनजागृती,2.5,"District: complete, School level: no match, Root name: complete"
1867,श्रम राष्ट्रिय मावि काठमाडौं,36147,shram rashtriya ma vi,23,23,kathmandu,shram rashtriya ma vi,shrama rashtriya,मावि,,श्रम राष्ट्रिय,2.5,"District: complete, School level: no match, Root name: complete"
1868,शिबजी निमावि डोटी,73796,shibajee basic school,75,75,doti,shibajee,shibaji,निमावि,avi,शिबजी,2.5,"District: complete, School level: no match, Root name: complete"
1869,अमर आवि गौरादह झापा,1135,amar pra v,4,4,jhapa,amar,amara,आवि,pravi,अमर,2.5,"District: complete, School level: no match, Root name: complete"
1870,बुद्ध आवि झापा,1979,buddha basic school,4,4,jhapa,buddha,buddha,आवि,avi,बुद्ध,3.0,"District: complete, School level: complete, Root name: complete"
1871,भगवती मावि शिवसताक्षी झापा,1635,bhagawati basic school,4,4,jhapa,bhagawati,bhagavati,मावि,avi,भगवती,2.5,"District: complete, School level: no match, Root name: complete"
1872,सरस्वती मावि गोलधाप झापा,15383,saraswati  aadharbhut bidhyalaya,4,4,jhapa,saraswati,sarasvati,मावि,avi,सरस्वती,2.5,"District: complete, School level: no match, Root name: complete"
1873,फिमे मालिका मावि डोटी,7483,bhamdeali basic school,75,75,doti,bhamdeali,phime malika,मावि,avi,फिमे मालिका,1.5,"District: complete, School level: no match, Root name: partial"
1874,भुवनेश्वरी प्रावि डोटी,7664,bhuvaneshwori pra v,75,75,doti,bhuvaneshwori,bhuvaneshvari,प्रावि,pravi,भुवनेश्वरी,3.0,"District: complete, School level: complete, Root name: complete"
1875,नुडुवादेवी प्रावि धादिङ,37599,uduwa devi basic school,31,31,dhading,uduwa devi,nuduvadevi,प्रावि,avi,नुडुवादेवी,2.5,"District: complete, School level: no match, Root name: complete"
1876,शारदा आवि झापा,15770,sharada basic school,4,4,jhapa,sharada,sharada,आवि,avi,शारदा,3.0,"District: complete, School level: complete, Root name: complete"
1877,सिंहद्धकाली निमावि ताप्लेजुङ,16554,siddakali basic school,12,14,taplejung,siddakali,simhaddhakali,निमावि,avi,सिंहद्धकाली,2.0,"District: no match, School level: no match, Root name: complete"
1879,फुगुवा आवि निघुरादिन ताप्लेजुङ,14732,phuguwa basic school,12,12,taplejung,phuguwa,phuguva,आवि,avi,फुगुवा,3.0,"District: complete, School level: complete, Root name: complete"
1878,सिंहदेवी प्रावि ताप्लेजुङ,16575,siddha devi pra v,12,9,taplejung,siddha devi,simhadevi,प्रावि,pravi,सिंहदेवी,2.5,"District: no match, School level: complete, Root name: complete"
1880,जनकल्याण आवि निघुरादिन ताप्लेजुङ,12506,janakalyan basic school,12,12,taplejung,janakalyan,janakalyana,आवि,avi,जनकल्याण,3.0,"District: complete, School level: complete, Root name: complete"
1881,वलमँन्दिर प्रावि धनकुटा,11089,chandra primary school,2,2,dhankuta,chandra,valama.nndira,प्रावि,pravi,वलमँन्दिर,2.0,"District: complete, School level: complete, Root name: partial"
1884,नारायणी देवी आवि कटुन्जे बजार धादिङ,34369,narayani devi basic school,31,31,dhading,narayani devi,narayani devi,आवि,avi,नारायणी देवी,3.0,"District: complete, School level: complete, Root name: complete"
1882,काली मावि काशीजान मोरङ,12968,kalika basic school,6,6,morang,kalika,kali,मावि,avi,काली,2.5,"District: complete, School level: no match, Root name: complete"
1885,दुर्गा मावि पुर्नवास जनकवस्ती कञ्चनपुर,71073,durga adharbhut school,77,77,kanchanpur,durga,durga,मावि,avi,दुर्गा,2.5,"District: complete, School level: no match, Root name: complete"
1886,नव ज्योती प्रावि भक्तपुर,1132,amar jyoti pra v,24,2,bhaktapur,amar jyoti,nava jyoti,प्रावि,pravi,नव ज्योती,2.5,"District: no match, School level: complete, Root name: complete"
1888,सिता प्रावि झापा,16909,sitala pra v,4,5,jhapa,sitala,sita,प्रावि,pravi,सिता,2.5,"District: no match, School level: complete, Root name: complete"
1887,डोलेश्वर आवि भक्तपुर,31675,dhyola basic school,24,24,bhaktapur,dhyola,doleshvara,आवि,avi,डोलेश्वर,2.0,"District: complete, School level: complete, Root name: partial"
1889,राधा कृष्ण आवि रिठाभूवाँ डोटी,25002,sudha krishna adharbhut vidyalaya,75,18,doti,sudha krishna,radha krrishna,आवि,avi,राधा कृष्ण,2.5,"District: no match, School level: complete, Root name: complete"
1890,महेन्द्र ग्राम मावि सुडाल भक्तपुर,33951,mahendra gram secondary school,24,24,bhaktapur,mahendra gram ma vi,mahendra grama,मावि,,महेन्द्र ग्राम,2.5,"District: complete, School level: no match, Root name: complete"
1891,पञ्चकन्या मावि चाँगुनारायण भक्तपुर,34828,pancha kanya basic school,24,24,bhaktapur,pancha kanya,pa~nchakanya,मावि,avi,पञ्चकन्या,2.5,"District: complete, School level: no match, Root name: complete"
1892,महाकालेश्वरी प्रा निमावि धादिङ,13683,mahakali ni ma v,31,9,dhading,mahakali,mahakaleshvari pra,निमावि,nimavi,महाकालेश्वरी प्रा,1.5,"District: no match, School level: complete, Root name: partial"
1893,शिशु कल्याण्ा प्रावि झापा,16896,sishu kalyan pra v,4,4,jhapa,sishu kalyan,shishu kalyana,प्रावि,pravi,शिशु कल्याण्ा,3.0,"District: complete, School level: complete, Root name: complete"
1894,सरस्वती विद्या मन्दिर प्रावि झापा,15488,saraswati bidya mandir pra v,4,4,jhapa,saraswati bidya mandir,sarasvati vidya mandira,प्रावि,pravi,सरस्वती विद्या मन्दिर,3.0,"District: complete, School level: complete, Root name: complete"
1895,भगवती आवि झापा,1635,bhagawati basic school,4,4,jhapa,bhagawati,bhagavati,आवि,avi,भगवती,3.0,"District: complete, School level: complete, Root name: complete"
1896,भगवती प्रावि भक्तपुर,3796,bhagawati pra v,24,24,bhaktapur,bhagawati,bhagavati,प्रावि,pravi,भगवती,3.0,"District: complete, School level: complete, Root name: complete"
1897,निमलच्यत आवि खनियावास धादिङ,34688,nimalchyat basic school,31,31,dhading,nimalchyat,nimalachyata,आवि,avi,निमलच्यत,3.0,"District: complete, School level: complete, Root name: complete"
1898,सत्यवती मावि सिद्धलेक धदिङ,37189,sthanapati secondaryschool,31,31,dhading,sthanapati,satyavati,मावि,mavi,सत्यवती,2.0,"District: complete, School level: complete, Root name: partial"
1899,गिरी चौकी प्रावि डोटी,72292,krishna dhuchadi pra v,75,75,doti,krishna dhuchadi,giri chauki,प्रावि,pravi,गिरी चौकी,2.0,"District: complete, School level: complete, Root name: partial"
1900,काँडामाण्डौ मावि पुर्विचौकी गा पा डोटी,7894,dadamandu basic school,75,75,doti,dadamandu,ka.ndamandau,मावि,avi,काँडामाण्डौ,1.5,"District: complete, School level: no match, Root name: partial"
1901,नवदुर्गा रा प्रावि लक्ष्मी निवास चितवन,14183,navadurga pra v,29,7,chitwan,navadurga,navadurga ra,प्रावि,pravi,नवदुर्गा रा,2.5,"District: no match, School level: complete, Root name: complete"
1902,भानुभक्त प्रावि धादिङ,1706,bhanu bhakta pra v,31,8,dhading,bhanu bhakta,bhanubhakta,प्रावि,pravi,भानुभक्त,2.5,"District: no match, School level: complete, Root name: complete"
1903,पथरिया मावि कचनकवल झापा,2195,adhar v pathara,4,17,jhapa,pathara,pathariya,मावि,avi,पथरिया,2,"District: no match, School level: no match, Root name: complete"
1904,नबिन निमावि भक्तपुर,34291,nabin pra v,24,26,bhaktapur,nabin,nabina,निमावि,pravi,नबिन,2,"District: no match, School level: no match, Root name: complete"
1905,पिपलटार निमावि धादिङ,35031,pipaltar basic  school,31,31,dhading,pipaltar,pipalatara,निमावि,avi,पिपलटार,2.5,"District: complete, School level: no match, Root name: complete"
1906,महेन्द्रोदय कालिका निमावि धादिङ,33974,mahendrodaya  secondary school,31,31,dhading,mahendrodaya ma vi,mahendrodaya kalika,निमावि,,महेन्द्रोदय कालिका,2.5,"District: complete, School level: no match, Root name: complete"
1908,महादेवस्थान मावि धादिङ,33877,mahadevsthan secondary school,31,31,dhading,mahadevsthan ma vi,mahadevasthana,मावि,,महादेवस्थान,2.5,"District: complete, School level: no match, Root name: complete"
1907,निमाविार्चोक निमावि मार्पाक धादिङ,34664,nic secondary school,74,23,darchula,nic ma vi,nimavi,निमावि,,निमावि,2.0,"District: no match, School level: no match, Root name: complete"
1910,समाज सुधार मावि भक्तपुर,35561,samaj sudhar secondary school,24,24,bhaktapur,samaj sudhar ma vi,samaja sudhara,मावि,,समाज सुधार,2.5,"District: complete, School level: no match, Root name: complete"
1909,जनता मावि पालुङटार आँपपिपल गोरखा,1177,ananta pra v,37,6,gorkha,ananta,janata,मावि,pravi,जनता,2.0,"District: no match, School level: no match, Root name: complete"
1912,पथरिया मावि पथरिया झापा,2195,adhar v pathara,4,17,jhapa,pathara,pathariya,मावि,avi,पथरिया,2.0,"District: no match, School level: no match, Root name: complete"
1911,लक्ष्मीप्रसाद देवको प्रावि झापा,1112,akash devi pra vi,4,5,jhapa,akash devi,lakshmiprasada devako,प्रावि,pravi,लक्ष्मीप्रसाद देवको,1.5,"District: no match, School level: complete, Root name: partial"
1913,पञ्चकन्या प्रावि धादिङ,34849,pancha kanya pra v,31,31,dhading,pancha kanya,pa~nchakanya,प्रावि,pravi,पञ्चकन्या,3.0,"District: complete, School level: complete, Root name: complete"
1914,कालीका प्रावि धादिङ,33218,kalika pra v,31,31,dhading,kalika,kalika,प्रावि,pravi,कालीका,3.0,"District: complete, School level: complete, Root name: complete"
1916,रामज्योती प्रावि झापा,1132,amar jyoti pra v,4,2,jhapa,amar jyoti,ramajyoti,प्रावि,pravi,रामज्योती,2.5,"District: no match, School level: complete, Root name: complete"
1915,च्यानडांडां आवि गुल्मी,51012,chandi devi basic school,51,51,gulmi,chandi devi,chyanadamdam,आवि,avi,च्यानडांडां,2.0,"District: complete, School level: complete, Root name: partial"
1917,कल्लेरी प्र निमावि धादिङ,13066,kalikhola ni ma v,31,12,dhading,kalikhola,kalleri pra,निमावि,nimavi,कल्लेरी प्र,1.5,"District: no match, School level: complete, Root name: partial"
1918,तर्मेरातमाटे प्रावि ताप्लेजुङ,196,aekata gyan maithil pra v,12,11,taplejung,aekata gyan maithil,tarmeratamate,प्रावि,pravi,तर्मेरातमाटे,1.5,"District: no match, School level: complete, Root name: partial"
1920,धादिङ आवि गल्छी धादिङ,31622,dhading basic school,31,31,dhading,dhading,dhadi~na,आवि,avi,धादिङ,3.0,"District: complete, School level: complete, Root name: complete"
1919,शिशु कल्याण निमावि कल्याणपुर चितवन,36111,shishukalyan basic school,29,29,chitwan,shishukalyan,shishu kalyana,निमावि,avi,शिशु कल्याण,2.5,"District: complete, School level: no match, Root name: complete"
1922,भगवती मावि दर्बुङ गोर्खा,4468,bhagawati pra v,37,37,gorkha,bhagawati,bhagavati,मावि,pravi,भगवती,2.5,"District: complete, School level: no match, Root name: complete"
1921,भद्रकालि मावि भुम्लिचोक गोरखा,1615,bhadrakali basic school,37,9,gorkha,bhadrakali,bhadrakali,मावि,avi,भद्रकालि,2.0,"District: no match, School level: no match, Root name: complete"
1923,कालिका प्रावि गण्डकी गा पा गोरखा,42126,kalika pra vi,37,37,gorkha,kalika,kalika,प्रावि,pravi,कालिका,3.0,"District: complete, School level: complete, Root name: complete"
1924,सोमर भोमर मावि धुर्कोट गा पा गुल्मी,56026,somar bhomar ma v,51,51,gulmi,somar bhomar ma vi,somara bhomara,मावि,,सोमर भोमर,2.5,"District: complete, School level: no match, Root name: complete"
1925,नेपाल राष्ट्रिय आवि गुल्मी,14267,nepal rastriya adharbhut school,51,11,gulmi,nepal rastriya,nepala rashtriya,आवि,avi,नेपाल राष्ट्रिय,2.5,"District: no match, School level: complete, Root name: complete"
1926,जनता मावि वि गुल्मी,52333,janata  basic school,51,51,gulmi,janata,janata,मावि,avi,जनता,2.5,"District: complete, School level: no match, Root name: complete"
1927,सरस्वती मावि लिम्घा गुल्मी,54870,saraswati basic school,51,51,gulmi,saraswati,sarasvati,मावि,avi,सरस्वती,2.5,"District: complete, School level: no match, Root name: complete"
1928,प्रावि राजवाडा रौतहट,15080,ravi basic school,17,6,rautahat,ravi,pravi,प्रावि,avi,प्रावि,2.0,"District: no match, School level: no match, Root name: complete"
1929,ने रा दर्लि मावि गुल्मी,22751,ne ra adhar v beldari,51,16,gulmi,ne ra  beldari,ne ra darli,मावि,avi,ने रा दर्लि,2.0,"District: no match, School level: no match, Root name: complete"
1930,युवा स्वयं सेवक प्रावि गुल्मी,56406,yuwa swayamsewi primary school,51,51,gulmi,yuwa swayamsewi,yuva svayam sevaka,प्रावि,pravi,युवा स्वयं सेवक,2.0,"District: complete, School level: complete, Root name: partial"
1932,भैरवपुर निमावि चितवन,34661,ni ma v bhairabpur,29,29,chitwan,bhairabpur,bhairavapura,निमावि,nimavi,भैरवपुर,3.0,"District: complete, School level: complete, Root name: complete"
1933,पञ्चकनया निमावि चितवन,14421,pancha kanya  basic school,29,13,chitwan,pancha kanya,pa~nchakanaya,निमावि,avi,पञ्चकनया,2.0,"District: no match, School level: no match, Root name: complete"
1934,ुसरस्वत प्रावि कैलाली,15381,saraswata pra v,76,5,kailali,saraswata,usarasvata,प्रावि,pravi,ुसरस्वत,2.5,"District: no match, School level: complete, Root name: complete"
1935,रा प्रावि रामराज्यपुर चितवन,14948,ram  primary school,29,2,chitwan,ram,ra,प्रावि,pravi,रा,2.5,"District: no match, School level: complete, Root name: complete"
1937,बालज्योती प्रावि धादिङ,1357,bal jyoti pra v,31,4,dhading,bal jyoti,balajyoti,प्रावि,pravi,बालज्योती,2.5,"District: no match, School level: complete, Root name: complete"
1936,ने रा निमावि प्रावि बसन्तपुर,22761,ne ra basic school,24,15,bhaktapur,ne ra,ne ra,निमावि,avi,ने रा,2.0,"District: no match, School level: no match, Root name: complete"
1939,भैरब प्रावि कैलाली,7472,bhairab primary school,76,76,kailali,bhairab,bhairaba,प्रावि,pravi,भैरब,3.0,"District: complete, School level: complete, Root name: complete"
1938,ककसी प्रावि कैलाली,13116,kankai primary school,76,4,kailali,kankai,kakasi,प्रावि,pravi,ककसी,2.5,"District: no match, School level: complete, Root name: complete"
1941,भवानी आवि गण्डकी गा पा गोरखा,4536,bhawani basic school,37,37,gorkha,bhawani,bhavani,आवि,avi,भवानी,3.0,"District: complete, School level: complete, Root name: complete"
1940,नवलपुर प्रावि धादिङ,33634,laligurans pra v,31,31,dhading,laligurans,navalapura,प्रावि,pravi,नवलपुर,2.0,"District: complete, School level: complete, Root name: partial"
1942,जनकल्याण मावि गोरखा,41737,jana kalyan basic school,37,37,gorkha,jana kalyan,janakalyana,मावि,avi,जनकल्याण,2.5,"District: complete, School level: no match, Root name: complete"
1943,मोहन रा प्राविचितवन,23303,pra v manara,29,22,chitwan,manara,mohana ra,प्रावि,pravi,मोहन रा,2.5,"District: no match, School level: complete, Root name: complete"
1944,सोह्रघर आवि निलकण्ठ धादिङ,36143,shoraghar basic school,31,31,dhading,shoraghar,sohraghara,आवि,avi,सोह्रघर,3.0,"District: complete, School level: complete, Root name: complete"
1945,सर्वशान्ति मावि इच्छाकामना चितवन,15382,saraswati  aa v,29,6,chitwan,saraswati,sarvashanti,मावि,avi,सर्वशान्ति,2.0,"District: no match, School level: no match, Root name: complete"
1947,जनता मावि सोनरनियाँ रौतहट,21364,janata adhar v,17,17,rautahat,janata,janata,मावि,avi,जनता,2.5,"District: complete, School level: no match, Root name: complete"
1946,नमूना राष्टिय प्रावि प्रतापुर चितवन,366,adarsha pra v,29,29,chitwan,adarsha,namuna rashtiya,प्रावि,pravi,नमूना राष्टिय,2.0,"District: complete, School level: complete, Root name: partial"
1949,जनकल्याण प्रावि गुल्मी,52078,jana kalyan pra v,51,51,gulmi,jana kalyan,janakalyana,प्रावि,pravi,जनकल्याण,3.0,"District: complete, School level: complete, Root name: complete"
1948,भपुरी प्रावि धादिङ,3288,ashapuri pra v,31,24,dhading,ashapuri,bhapuri,प्रावि,pravi,भपुरी,2.5,"District: no match, School level: complete, Root name: complete"
1950,देउराली प्रावि प्युटार,11294,deurali  primary school,54,2,pyuthan,deurali,deurali,प्रावि,pravi,देउराली,2.5,"District: no match, School level: complete, Root name: complete"
1951,वावसेवक निमावि हनुमानघाट भक्तपुर,32876,janasewa basic school,24,24,bhaktapur,janasewa,vavasevaka,निमावि,avi,वावसेवक,1.5,"District: complete, School level: no match, Root name: partial"
1953,थुम्का प्रावि भुङलोचोक गोर्खा,44465,thumka pravi,37,37,gorkha,thumka,thumka,प्रावि,pravi,थुम्का,3.0,"District: complete, School level: complete, Root name: complete"
1952,यशोधरा बौद्ध मावि ललितपुर,37762,yashodhara bouddha ma v,25,25,lalitpur,yashodhara bouddha ma vi,yashodhara bauddha,मावि,,यशोधरा बौद्ध,2.5,"District: complete, School level: no match, Root name: complete"
1954,सूर्यज्योति निमावि श्रीनाथकोट गोरखा,37316,surya jyoti ni ma v,37,26,gorkha,surya jyoti,suryajyoti,निमावि,nimavi,सूर्यज्योति,2.5,"District: no match, School level: complete, Root name: complete"
1955,चण्डी राष्टिय आवि चितवन,387,adharbhut vidyalaya  kanchan basti,29,29,chitwan,kanchan basti,chandi rashtiya,आवि,avi,चण्डी राष्टिय,2.0,"District: complete, School level: complete, Root name: partial"
1956,आदर्श रा प्रावि चितवन,366,adarsha pra v,29,29,chitwan,adarsha,adarsha ra,प्रावि,pravi,आदर्श रा,3.0,"District: complete, School level: complete, Root name: complete"
1957,नवीन आवि भक्तपुर,72843,nain basic school,24,76,bhaktapur,nain,navina,आवि,avi,नवीन,2.5,"District: no match, School level: complete, Root name: complete"
1958,बाझँकटेरी मावि गुल्मी,5593,banjh kateri pra v,51,51,gulmi,banjh kateri,bajha.nkateri,मावि,pravi,बाझँकटेरी,2.5,"District: complete, School level: no match, Root name: complete"
1959,सिद्धार्थ आवि सिर्सेनी गुल्मी,16620,siddhartha adharbhut vidhyalaya,51,11,gulmi,siddhartha,siddhartha,आवि,avi,सिद्धार्थ,2.5,"District: no match, School level: complete, Root name: complete"
1960,भपुरी सानाकिसान प्रावि धादिङ,3782,bhadrapuri sanakishan basic school,31,31,dhading,bhadrapuri sanakishan,bhapuri sanakisana,प्रावि,avi,भपुरी सानाकिसान,2.5,"District: complete, School level: no match, Root name: complete"
1961,मनकामना प्रावि भक्तपुर,13871,manokamana pra v,24,7,bhaktapur,manokamana,manakamana,प्रावि,pravi,मनकामना,2.5,"District: no match, School level: complete, Root name: complete"
1963,राष्टि्य आवि चितवन,15027,rastriya adharbhut v,29,11,chitwan,rastriya,rashtiya,आवि,avi,राष्टि्य,2.5,"District: no match, School level: complete, Root name: complete"
1962,चुनादेवी मावि चाँगुनारायण भक्तपुर,13202,khuna devi pra v,24,9,bhaktapur,khuna devi,chunadevi,मावि,pravi,चुनादेवी,2.0,"District: no match, School level: no match, Root name: complete"
1965,दत्तात्रय आवि तचपाल भक्तपुर,3641,baradayani basic school,24,24,bhaktapur,baradayani,dattatraya,आवि,avi,दत्तात्रय,2.0,"District: complete, School level: complete, Root name: partial"
1964,लक्ष्मी मावि वि जगतपुर चितवन,31508,dakshinkalika pra v,29,29,chitwan,dakshinkalika,lakshmi,मावि,pravi,लक्ष्मी,1.5,"District: complete, School level: no match, Root name: partial"
