school_id,school_1,school_id_B,name,district_id,district_id,Matched_District,root_school_name,School_name_transliterated,School_level,school_levels,School_name,Fuzzy_match_score,Match_Type
1194,कुमालीकोट मावि कुमालीकोट डोटी,7208,bal bikash basic school,75,75,doti,bal bikash,kumalikota,मावि,avi,कुमालीकोट,1.5,"District: complete, School level: no match, Root name: partial"
1197,भृकुति प्रावि झापा,1780,bhrikuti adharbhut bidyalaya,4,4,jhapa,bhrikuti,bhrrikuti,प्रावि,avi,भृकुति,2.5,"District: complete, School level: no match, Root name: complete"
1196,डिगेन प्रावि ज्यामिर गी झापा,11403,digen jana jyoti pra v,4,4,jhapa,digen jana jyoti,digena,प्रावि,pravi,डिगेन,2.0,"District: complete, School level: complete, Root name: partial"
1198,चण्डेश्वरी आवि थेचम्वु ताप्लेजुङ,11057,chandeshwari basic school,12,12,taplejung,chandeshwari,chandeshvari,आवि,avi,चण्डेश्वरी,3.0,"District: complete, School level: complete, Root name: complete"
1199,कुम्भकर्ण आवि ताप्लेजुङ,13286,kumbhakarna basic school,12,12,taplejung,kumbhakarna,kumbhakarna,आवि,avi,कुम्भकर्ण,3.0,"District: complete, School level: complete, Root name: complete"
1200,सिद्धकुमारी निमावि तिरिङ्गे ताप्लेजुङ,16597,siddha kumari basic school,12,12,taplejung,siddha kumari,siddhakumari,निमावि,avi,सिद्धकुमारी,2.5,"District: complete, School level: no match, Root name: complete"
1201,ज्ञानोदय प्रावि सुनसरी,11709,gnyanodaya pra v,11,9,sunsari,gnyanodaya,j~nanodaya,प्रावि,pravi,ज्ञानोदय,2.5,"District: no match, School level: complete, Root name: complete"
1203,गौमति प्रावि गुल्मी,41295,gaumati pra v,51,39,gulmi,gaumati,gaumati,प्रावि,pravi,गौमति,2.5,"District: no match, School level: complete, Root name: complete"
1202,श्री ज्याेति मावि इटहरी हरगडा सुनसरी,11891,hari jana basic school,11,11,sunsari,hari jana,shri jyaeti,मावि,avi,श्री ज्याेति,1.5,"District: complete, School level: no match, Root name: partial"
1204,टिमुरखर्क प्रावि गुल्मी,56267,timurkharka basic school,51,51,gulmi,timurkharka,timurakharka,प्रावि,avi,टिमुरखर्क,2.5,"District: complete, School level: no match, Root name: complete"
1205,बगल गाउ प्रावि डोटी,7349,bayal gaun basic school,75,75,doti,bayal gaun,bagala gau,प्रावि,avi,बगल गाउ,2.5,"District: complete, School level: no match, Root name: complete"
1206,शिबशत्ती प्रावि डोटी,73866,shivashakti basic school,75,75,doti,shivashakti,shibashatti,प्रावि,avi,शिबशत्ती,2.5,"District: complete, School level: no match, Root name: complete"
1207,मावि बसविट्टी जनकपुरधाम धनुषा,13490,ma v,20,11,dhanusha,ma vi,mavi,मावि,,मावि,2.0,"District: no match, School level: no match, Root name: complete"
1208,कृष्ण प्रावि ताप्लेजुङ्ग,13260,krishna basic school,12,12,taplejung,krishna,krrishna,प्रावि,avi,कृष्ण,2.5,"District: complete, School level: no match, Root name: complete"
1209,सुर्के मावि थुकिमा ताप्लेजुङ,17100,surke basic school,12,3,taplejung,surke,surke,मावि,avi,सुर्के,2.0,"District: no match, School level: no match, Root name: complete"
1210,नाङ्गे आवि फुङलिङ्ग ताप्लेजुङ,14143,nange basic school,12,12,taplejung,nange,na~nge,आवि,avi,नाङ्गे,3.0,"District: complete, School level: complete, Root name: complete"
1211,भैरव आवि डोटी,7449,bhairab  basic school,75,75,doti,bhairab,bhairava,आवि,avi,भैरव,3.0,"District: complete, School level: complete, Root name: complete"
1213,जनज्योती प्रावि उजुङ गुल्मी,52042,jana jyoti pra v,51,51,gulmi,jana jyoti,janajyoti,प्रावि,pravi,जनज्योती,3.0,"District: complete, School level: complete, Root name: complete"
1212,मष्टेश्वर मावि गगुडा डोटी,72685,mashteshor pra v,75,75,doti,mashteshor,mashteshvara,मावि,pravi,मष्टेश्वर,2.5,"District: complete, School level: no match, Root name: complete"
1215,ग्वासी मावि कैलाली,71365,gwasi basic school,76,77,kailali,gwasi,gvasi,मावि,avi,ग्वासी,2.0,"District: no match, School level: no match, Root name: complete"
1214,दर्जाकोट मावि डोटी,730,adarsha basic school,75,75,doti,adarsha,darjakota,मावि,avi,दर्जाकोट,1.5,"District: complete, School level: no match, Root name: partial"
1217,जनता प्रावि कैलाली,71623,janaekta primary school,76,76,kailali,janaekta,janata,प्रावि,pravi,जनता,3.0,"District: complete, School level: complete, Root name: complete"
1216,भैरबमाला प्रावि कैलाली,7318,barma pra v,76,76,kailali,barma,bhairabamala,प्रावि,pravi,भैरबमाला,2.0,"District: complete, School level: complete, Root name: partial"
1218,जनता आवि हाङपाङ ताप्लेजुङ,12623,janata basic school,12,12,taplejung,janata,janata,आवि,avi,जनता,3.0,"District: complete, School level: complete, Root name: complete"
1219,सरस्वती प्रावि प्रावि सोबुवा,15391,saraswati  primary school,18,2,sarlahi,saraswati,sarasvati,प्रावि,pravi,सरस्वती,2.5,"District: no match, School level: complete, Root name: complete"
1220,सरस्वती निमावि तापेथोक ताप्लेजुङ,15397,saraswati aa vi,12,12,taplejung,saraswati,sarasvati,निमावि,avi,सरस्वती,2.5,"District: complete, School level: no match, Root name: complete"
1221,भादगाउं निमावि श्रीपूर सुनसरी,143,adarsha basic school,11,11,sunsari,adarsha,bhadagaum,निमावि,avi,भादगाउं,1.5,"District: complete, School level: no match, Root name: partial"
1222,रत्न आवि गुल्मी,15057,ratna basic school,51,7,gulmi,ratna,ratna,आवि,avi,रत्न,2.5,"District: no match, School level: complete, Root name: complete"
1223,भृकुटी प्रावि झापा,1780,bhrikuti adharbhut bidyalaya,4,4,jhapa,bhrikuti,bhrrikuti,प्रावि,avi,भृकुटी,2.5,"District: complete, School level: no match, Root name: complete"
1224,भानु प्रावि खुदुनावारी झापा,1718,bhanu pra v,4,3,jhapa,bhanu,bhanu,प्रावि,pravi,भानु,2.5,"District: no match, School level: complete, Root name: complete"
1225,ठोट्ने निमावि बरडाँडा ताप्लेजुङ,1163,ambote basic school,12,12,taplejung,ambote,thotne,निमावि,avi,ठोट्ने,1.5,"District: complete, School level: no match, Root name: partial"
1226,मंगलादेवी प्रावि ताप्लेजुङ,13853,mangala devi pra vi,12,12,taplejung,mangala devi,mamgaladevi,प्रावि,pravi,मंगलादेवी,3.0,"District: complete, School level: complete, Root name: complete"
1227,सिद्धबाबा प्रावि गुल्मी,55862,siddha baba pra v,51,51,gulmi,siddha baba,siddhababa,प्रावि,pravi,सिद्धबाबा,3.0,"District: complete, School level: complete, Root name: complete"
1229,भुवनेश्वरी प्रावि बझाङ,7668,bhuvaneshwori primary school,71,71,bajhang,bhuvaneshwori,bhuvaneshvari,प्रावि,pravi,भुवनेश्वरी,3.0,"District: complete, School level: complete, Root name: complete"
1228,सिद्धबाबा मावि गुल्मी,55862,siddha baba pra v,51,51,gulmi,siddha baba,siddhababa,मावि,pravi,सिद्धबाबा,2.5,"District: complete, School level: no match, Root name: complete"
1231,हिमालय प्रावि बझाङ,71441,himalaya pra v,71,71,bajhang,himalaya,himalaya,प्रावि,pravi,हिमालय,3.0,"District: complete, School level: complete, Root name: complete"
1230,जाल्पा प्रावि गुल्मी,12256,jalpa pra v,51,12,gulmi,jalpa,jalpa,प्रावि,pravi,जाल्पा,2.5,"District: no match, School level: complete, Root name: complete"
1233,सप्तकन्या प्रावि बगुवा लमजुङ,43376,sapta kanya pra v,39,39,lamjung,sapta kanya,saptakanya,प्रावि,pravi,सप्तकन्या,3.0,"District: complete, School level: complete, Root name: complete"
1232,शान्ति निमावि हाङपाङ ताप्लेजुङ,15742,shanti basic school,12,12,taplejung,shanti,shanti,निमावि,avi,शान्ति,2.5,"District: complete, School level: no match, Root name: complete"
1234,माधा प्रावि गुल्मी,53014,madan pra v,51,51,gulmi,madan,madha,प्रावि,pravi,माधा,3.0,"District: complete, School level: complete, Root name: complete"
1235,सरस्वती मावि हर्दिनेटा गुल्मी,54870,saraswati basic school,51,51,gulmi,saraswati,sarasvati,मावि,avi,सरस्वती,2.5,"District: complete, School level: no match, Root name: complete"
1236,जानकी प्रावि बझाङ,71666,janaki primary school,71,71,bajhang,janaki,janaki,प्रावि,pravi,जानकी,3.0,"District: complete, School level: complete, Root name: complete"
1237,भैरव प्रावि बझाङ,7470,bhairab pra v,71,71,bajhang,bhairab,bhairava,प्रावि,pravi,भैरव,3.0,"District: complete, School level: complete, Root name: complete"
1238,देउराली आवि ललितपुर,31562,deurali basic school,25,25,lalitpur,deurali,deurali,आवि,avi,देउराली,3.0,"District: complete, School level: complete, Root name: complete"
1239,महेन्द्र आवि ताप्लेजुङ,13711,mahendra  basic school,12,12,taplejung,mahendra,mahendra,आवि,avi,महेन्द्र,3.0,"District: complete, School level: complete, Root name: complete"
1240,सिरेनी प्रावि गुल्मी,55969,sireni pra v,51,51,gulmi,sireni,sireni,प्रावि,pravi,सिरेनी,3.0,"District: complete, School level: complete, Root name: complete"
1241,स्वोरा प्रावि गुल्मी,55208,shiva pra v,51,51,gulmi,shiva,svora,प्रावि,pravi,स्वोरा,2.0,"District: complete, School level: complete, Root name: partial"
1242,शारदा प्रावि गुल्मी,15368,sarada pra v,51,3,gulmi,sarada,sharada,प्रावि,pravi,शारदा,2.5,"District: no match, School level: complete, Root name: complete"
1243,हर्मिचौर मावि गुल्मी,51767,harmichaur english boarding school,51,51,gulmi,harmichaur ebs,harmichaura,मावि,,हर्मिचौर,2.5,"District: complete, School level: no match, Root name: complete"
1246,धौलदउ प्रावि बझाङ,6724,dhaulapada pra v,71,59,bajhang,dhaulapada,dhauladau,प्रावि,pravi,धौलदउ,2.5,"District: no match, School level: complete, Root name: complete"
1244,विशंखुनारायाण मावि गोदामचौर ललितपुर,31065,bishankhu narayan ma vi,25,25,lalitpur,bishankhu narayan ma vi,vishamkhunarayana,मावि,,विशंखुनारायाण,1.5,"District: complete, School level: no match, Root name: partial"
1247,देवस्थली प्रावि बझाङ,7965,devastali pra v,71,71,bajhang,devastali,devasthali,प्रावि,pravi,देवस्थली,3.0,"District: complete, School level: complete, Root name: complete"
1248,काली वन प्रावि बझाङ,33121,kali ganga pra v,71,26,bajhang,kali ganga,kali vana,प्रावि,pravi,काली वन,2.5,"District: no match, School level: complete, Root name: complete"
1250,आदर्श मावि गौरीगंज झापा,135,adarsha adhar v,4,4,jhapa,adarsha,adarsha,मावि,avi,आदर्श,2.5,"District: complete, School level: no match, Root name: complete"
1249,बालविकास निमावि बझाङ,1463,balbikasha pra v,71,5,bajhang,balbikasha,balavikasa,निमावि,pravi,बालविकास,2.0,"District: no match, School level: no match, Root name: complete"
1251,सारदा प्रावि बझाङ,73508,sarada pra v,71,71,bajhang,sarada,sarada,प्रावि,pravi,सारदा,3.0,"District: complete, School level: complete, Root name: complete"
1252,श्रमिक बाल विज्ञान निमावि ललितपुर,1143,amar shanti srijana ni ma v,25,11,lalitpur,amar shanti srijana,shramika bala vij~nana,निमावि,nimavi,श्रमिक बाल विज्ञान,1.5,"District: no match, School level: complete, Root name: partial"
1254,सुरमा प्रावि बझाङ,74428,surma adharbhut vidyalaya,71,71,bajhang,surma,surama,प्रावि,avi,सुरमा,2.5,"District: complete, School level: no match, Root name: complete"
1253,महेन्द्र मावि झापा,13711,mahendra  basic school,4,12,jhapa,mahendra,mahendra,मावि,avi,महेन्द्र,2.0,"District: no match, School level: no match, Root name: complete"
1256,पृथ्वी मावि खाम्लुङ ताप्लेजुङ,14847,prithvi pra v,12,12,taplejung,prithvi,prrithvi,मावि,pravi,पृथ्वी,2.5,"District: complete, School level: no match, Root name: complete"
1255,सिंहेश्वरी आवि ताप्लेजुङ,11057,chandeshwari basic school,12,12,taplejung,chandeshwari,simheshvari,आवि,avi,सिंहेश्वरी,2.0,"District: complete, School level: complete, Root name: partial"
1258,सरस्वती प्रावि उदिना गुल्मी,54918,saraswati pra v,51,51,gulmi,saraswati,sarasvati,प्रावि,pravi,सरस्वती,3.0,"District: complete, School level: complete, Root name: complete"
1257,आदर्श कन्या निकेतन मावि ललितपुर,362,adarsha kanya niketan secondary school,25,25,lalitpur,adarsha kanya niketan ma vi,adarsha kanya niketana,मावि,,आदर्श कन्या निकेतन,2.5,"District: complete, School level: no match, Root name: complete"
1259,जनसहयोग मावि गुल्मी,52135,jana sahayog basic school,51,51,gulmi,jana sahayog,janasahayoga,मावि,avi,जनसहयोग,2.5,"District: complete, School level: no match, Root name: complete"
1260,महेन्द्र आदर्श मावि इमाडोल ललितपुर,33940,mahendra adarsa secondary school,25,25,lalitpur,mahendra adarsa ma vi,mahendra adarsha,मावि,,महेन्द्र आदर्श,2.5,"District: complete, School level: no match, Root name: complete"
1261,बालमन्दिर प्रावि बझाङ,1407,bal mandir pra v,71,3,bajhang,bal mandir,balamandira,प्रावि,pravi,बालमन्दिर,2.5,"District: no match, School level: complete, Root name: complete"
1262,बर्थ पाली प्रावि,7345,bathapali pra v,16,71,bara,bathapali,bartha pali,प्रावि,pravi,बर्थ पाली,2.5,"District: no match, School level: complete, Root name: complete"
1263,सरस्वती मावि लखनपुर झापा,15383,saraswati  aadharbhut bidhyalaya,4,4,jhapa,saraswati,sarasvati,मावि,avi,सरस्वती,2.5,"District: complete, School level: no match, Root name: complete"
1264,मालिका मावि मार्तडी बाजुरा,71957,kalika basic school,72,72,bajura,kalika,malika,मावि,avi,मालिका,2.5,"District: complete, School level: no match, Root name: complete"
1267,रा प्रावि सहपुर चितवन,14948,ram  primary school,29,2,chitwan,ram,ra,प्रावि,pravi,रा,2.5,"District: no match, School level: complete, Root name: complete"
1266,लक्ष्मी राष्टि्य प्रावि इलाम,13347,lamitar pra vi,3,3,ilam,lamitar,lakshmi rashtiya,प्रावि,pravi,लक्ष्मी राष्टि्य,2.0,"District: complete, School level: complete, Root name: partial"
1269,जसखानी मावि गुल्मी,52668,kansakhani pra v,51,55,gulmi,kansakhani,jasakhani,मावि,pravi,जसखानी,2.0,"District: no match, School level: no match, Root name: complete"
1268,वी पी प्रावि सुनसरी,1288,bp adharbhut vidhyalaya,11,11,sunsari,b p,vi pi,प्रावि,avi,वी पी,1.5,"District: complete, School level: no match, Root name: partial"
1270,राष्ट्रिय आवि दोनौली पिपरा गा पा महोत्तरी,15027,rastriya adharbhut v,22,11,mahottari,rastriya,rashtriya,आवि,avi,राष्ट्रिय,2.5,"District: no match, School level: complete, Root name: complete"
1271,गायत्री प्रावि गुल्मी,15654,sayaptri pra v,51,8,gulmi,sayaptri,gayatri,प्रावि,pravi,गायत्री,2.5,"District: no match, School level: complete, Root name: complete"
1272,कालिका प्रावि बझाङ,72034,kalika pra v,71,71,bajhang,kalika,kalika,प्रावि,pravi,कालिका,3.0,"District: complete, School level: complete, Root name: complete"
1273,महादेव प्रावि बझाङ,72489,mahadev pra v,71,71,bajhang,mahadev,mahadeva,प्रावि,pravi,महादेव,3.0,"District: complete, School level: complete, Root name: complete"
1274,भगवती प्रावि बझाङ,7407,bhagawati pra v,71,71,bajhang,bhagawati,bhagavati,प्रावि,pravi,भगवती,3.0,"District: complete, School level: complete, Root name: complete"
1275,वालकुमारी मावि सुनाकोठी ललितपुर,3501,bal kumari basic school,25,25,lalitpur,bal kumari,valakumari,मावि,avi,वालकुमारी,2.5,"District: complete, School level: no match, Root name: complete"
1276,जनता मावि लम्कीचुहा न पा कैलाली,71623,janaekta primary school,76,76,kailali,janaekta,janata,मावि,pravi,जनता,2.5,"District: complete, School level: no match, Root name: complete"
1277,नवनीवन प्रावि कैलाली,789,ananda  primary school,76,76,kailali,ananda,navanivana,प्रावि,pravi,नवनीवन,2.0,"District: complete, School level: complete, Root name: partial"
1279,वालज्योती प्रावि पल्लीकोट गुल्मी,4348,baljyoti primary school,51,46,gulmi,baljyoti,valajyoti,प्रावि,pravi,वालज्योती,2.5,"District: no match, School level: complete, Root name: complete"
1278,मजखोरी मावि लेकगाउँ बझाङ,7156,bageshwori basic school,71,71,bajhang,bageshwori,majakhori,मावि,avi,मजखोरी,1.5,"District: complete, School level: no match, Root name: partial"
1280,आवि जगन्नाथपुरी चितवन,15080,ravi basic school,29,6,chitwan,ravi,avi,आवि,avi,आवि,2.5,"District: no match, School level: complete, Root name: complete"
1281,दक्षिण कालिका राष्टिय आवि माडी चितवन,355,"adarsha basic school, laymdar",29,29,chitwan,adarsha  laymdar,dakshina kalika rashtiya,आवि,avi,दक्षिण कालिका राष्टिय,2.0,"District: complete, School level: complete, Root name: partial"
1282,जनजीव्न मावि माडी चितवन,32697,jana jivan pra v,29,28,chitwan,jana jivan,janajivna,मावि,pravi,जनजीव्न,2.0,"District: no match, School level: no match, Root name: complete"
1283,काँकरभिट्टा मावि मेचीनगर काँकरभिट्टा झापा,1181,anarmani adharbhut bidhyalaya,4,4,jhapa,anarmani a via,ka.nkarabhitta,मावि,,काँकरभिट्टा,1.5,"District: complete, School level: no match, Root name: partial"
1284,पंचकन्या निमावि तेह्रथुम,14421,pancha kanya  basic school,13,13,tehrathum,pancha kanya,pamchakanya,निमावि,avi,पंचकन्या,2.5,"District: complete, School level: no match, Root name: complete"
1285,सहिद स्मृति मावि सुनसरी,15214,sahid smriti adharbhut vidyalaya,11,10,sunsari,sahid smriti,sahida smrriti,मावि,avi,सहिद स्मृति,2.0,"District: no match, School level: no match, Root name: complete"
1286,शहीद स्मृति आवि इटहरी सुनसरी,15214,sahid smriti adharbhut vidyalaya,11,10,sunsari,sahid smriti,shahida smrriti,आवि,avi,शहीद स्मृति,2.5,"District: no match, School level: complete, Root name: complete"
1287,शारदा विद्यामन्दिर प्रावि गुल्मी,2245,akshar vidya mandir,51,20,gulmi,akshar vidya mandir,sharada vidyamandira,प्रावि,,शारदा विद्यामन्दिर,2.0,"District: no match, School level: no match, Root name: complete"
1289,आर्दश मावि वि दिगामकोट गुल्मी,551,adarsha basic school,51,51,gulmi,adarsha,ardasha,मावि,avi,आर्दश,2.5,"District: complete, School level: no match, Root name: complete"
1288,रुन्खादह मावि गुल्मी,551,adarsha basic school,51,51,gulmi,adarsha,runkhadaha,मावि,avi,रुन्खादह,1.5,"District: complete, School level: no match, Root name: partial"
1291,भवानी प्रावि बझाङ,7540,bhawani pra v,71,71,bajhang,bhawani,bhavani,प्रावि,pravi,भवानी,3.0,"District: complete, School level: complete, Root name: complete"
1290,महेन्द्र विद्या बोध मावि बलकोट अर्घाखाँची,53563,mahendra vidyabodh secondary school,50,50,arghakhanchi,mahendra vidyabodh ma vi,mahendra vidya bodha,मावि,,महेन्द्र विद्या बोध,2.5,"District: complete, School level: no match, Root name: complete"
1292,हरिमाया अयोध्या देवी कन्या आवि महोत्तरी,24310,shree harimaya ayodhya devi kanya basic school,22,22,mahottari,shree harimaya ayodhya devi kanya,harimaya ayodhya devi kanya,आवि,avi,हरिमाया अयोध्या देवी कन्या,3.0,"District: complete, School level: complete, Root name: complete"
1293,बाखेल कुमारी आवि ललितपुर,3419,bakhel kumari basic school,25,25,lalitpur,bakhel kumari,bakhela kumari,आवि,avi,बाखेल कुमारी,3.0,"District: complete, School level: complete, Root name: complete"
1294,पंच रत्न प्रावि,23329,pra v pacharauta,8,16,panchthar,pacharauta,pamcha ratna,प्रावि,pravi,पंच रत्न,2.5,"District: no match, School level: complete, Root name: complete"
1295,मालिका निमावि कैलाली,33205,kalika ni ma v,76,33,kailali,kalika,malika,निमावि,nimavi,मालिका,2.5,"District: no match, School level: complete, Root name: complete"
1296,युवा वर्ष प्रावि,44585,yuba barsha pra v,15,36,parsa,yuba barsha,yuva varsha,प्रावि,pravi,युवा वर्ष,2.5,"District: no match, School level: complete, Root name: complete"
1297,आदिनाथ मावि चाेभार काठमाडौं,351,adarsha adhar v,23,23,kathmandu,adarsha,adinatha,मावि,avi,आदिनाथ,1.5,"District: complete, School level: no match, Root name: partial"
1298,दर्लामचौर प्रावि गुल्मी,51123,darlamchaur primary school,51,51,gulmi,darlamchaur,darlamachaura,प्रावि,pravi,दर्लामचौर,3.0,"District: complete, School level: complete, Root name: complete"
1299,माहोनपाल प्रावि कैलाली,789,ananda  primary school,76,76,kailali,ananda,mahonapala,प्रावि,pravi,माहोनपाल,2.0,"District: complete, School level: complete, Root name: partial"
1301,ज्वालादेवी प्रावि देवीचौर ललितपुर,33012,jwala devi pra v,25,25,lalitpur,jwala devi,jvaladevi,प्रावि,pravi,ज्वालादेवी,3.0,"District: complete, School level: complete, Root name: complete"
1300,राष्टि्र्रय निमावि कैलाली,73310,rashtriya basic school,76,76,kailali,rashtriya,rashtirraya,निमावि,avi,राष्टि्र्रय,2.5,"District: complete, School level: no match, Root name: complete"
1302,राष्टिय प्रावि तिलाठी सप्तरी,23715,rashtriy primary school,21,21,saptari,rashtriy,rashtiya,प्रावि,pravi,राष्टिय,3.0,"District: complete, School level: complete, Root name: complete"
1303,रा प्रावि हात्तीसुडे चितवन,14948,ram  primary school,29,2,chitwan,ram,ra,प्रावि,pravi,रा,2.5,"District: no match, School level: complete, Root name: complete"
1304,वुद्ध मावि छम्पी ललितपुर,31188,buddha basic school,25,25,lalitpur,buddha,vuddha,मावि,avi,वुद्ध,2.5,"District: complete, School level: no match, Root name: complete"
1305,घोर्ले मावि गुल्मी,51756,harewa basic school,51,51,gulmi,harewa,ghorle,मावि,avi,घोर्ले,1.5,"District: complete, School level: no match, Root name: partial"
1307,सिद्धिगण्ोश प्रावि बझाङ,37015,siddhi ganesh pra v,71,27,bajhang,siddhi ganesh,siddhiganosha,प्रावि,pravi,सिद्धिगण्ोश,2.5,"District: no match, School level: complete, Root name: complete"
1306,थलारा मावि बझाङ,17216,thalaha pra v,71,11,bajhang,thalaha,thalara,मावि,pravi,थलारा,2.0,"District: no match, School level: no match, Root name: complete"
1309,दुर्गा महालिङ्ग मावि चौका छान्ना बझाङ,71129,durgamahaling secondary school,71,71,bajhang,durgamahaling ma vi,durga mahali~nga,मावि,,दुर्गा महालिङ्ग,2.5,"District: complete, School level: no match, Root name: complete"
1308,चौधारी मावि बझाङ,738,adarsha pra v,71,71,bajhang,adarsha,chaudhari,मावि,pravi,चौधारी,1.5,"District: complete, School level: no match, Root name: partial"
1310,जनता आवि इनरुवा सुनसरी,12307,jana adharbhut vidhyalaya,11,11,sunsari,jana,janata,आवि,avi,जनता,3.0,"District: complete, School level: complete, Root name: complete"
1311,विश्वनाथ प्रा लि बझाङ,2327,baba vaidhnath aadharbhut vidhalay gadhaiya,15,15,parsa,baba vaidhnath aa viidhalay gadhaiya,vishvanatha pra li bajha~na,,,विश्वनाथ प्रा लि बझाङ,2.0,"District: complete, School level: complete, Root name: partial"
1312,भगवती मावि बझाङ,7382,bhagabati basic school,71,71,bajhang,bhagabati,bhagavati,मावि,avi,भगवती,2.5,"District: complete, School level: no match, Root name: complete"
1313,बुद्ध भगवान मावि मानिखेल ललितपुर,3425,bal bagaicha pre school,25,25,lalitpur,bal bagaicha,buddha bhagavana,मावि,avi,बुद्ध भगवान,1.5,"District: complete, School level: no match, Root name: partial"
1314,बालमुकुन्द निमावि वुखेल ललितपुर,3602,balmukunda  basic school,25,25,lalitpur,balmukunda,balamukunda,निमावि,avi,बालमुकुन्द,2.5,"District: complete, School level: no match, Root name: complete"
1315,विधादेवी प्रावि गुल्मी,16575,siddha devi pra v,51,9,gulmi,siddha devi,vidhadevi,प्रावि,pravi,विधादेवी,2.5,"District: no match, School level: complete, Root name: complete"
1316,कृष्ण्ा प्रावि बझाङ,13268,krishna pra v,71,8,bajhang,krishna,krrishna,प्रावि,pravi,कृष्ण्ा,2.5,"District: no match, School level: complete, Root name: complete"
1317,लक्ष्मी प्रावि छत्रकोट गुल्मी,52883,laxmi primary school,51,51,gulmi,laxmi,lakshmi,प्रावि,pravi,लक्ष्मी,2.0,"District: complete, School level: complete, Root name: partial"
1318,सबौदय प्रावि कैलाली,15283,samudaya pra v,76,2,kailali,samudaya,sabaudaya,प्रावि,pravi,सबौदय,2.5,"District: no match, School level: complete, Root name: complete"
1319,सार्वजनिक मावि भिमगढ महोत्तरी,15603,sarbajanik  adhar v,22,1,mahottari,sarbajanik,sarvajanika,मावि,avi,सार्वजनिक,2.0,"District: no match, School level: no match, Root name: complete"
1322,साबधारा प्रावि धुर्कोट गा पा गुल्मी,54703,sabdhara pra vi,51,51,gulmi,sabdhara,sabadhara,प्रावि,pravi,साबधारा,3.0,"District: complete, School level: complete, Root name: complete"
1321,साउनेयुभ प्रावि गुल्मी,51322,dobhan purbha pra v,51,51,gulmi,dobhan purbha,sauneyubha,प्रावि,pravi,साउनेयुभ,2.0,"District: complete, School level: complete, Root name: partial"
1323,हिमालय प्रावि बगिरखान बझाङ,71441,himalaya pra v,71,71,bajhang,himalaya,himalaya,प्रावि,pravi,हिमालय,3.0,"District: complete, School level: complete, Root name: complete"
1324,श्री कैलाडा प्रावि लोकन्ड बझाङ,71441,himalaya pra v,71,71,bajhang,himalaya,shri kailada,प्रावि,pravi,श्री कैलाडा,2.0,"District: complete, School level: complete, Root name: partial"
1325,बालविकास प्रावि बझाङ,1463,balbikasha pra v,71,5,bajhang,balbikasha,balavikasa,प्रावि,pravi,बालविकास,2.5,"District: no match, School level: complete, Root name: complete"
1326,श्री गोचण्डेश्वरी प्रावि ललितपुर,31335,chandevi pra v,25,25,lalitpur,chandevi,shri gochandeshvari,प्रावि,pravi,श्री गोचण्डेश्वरी,2.0,"District: complete, School level: complete, Root name: partial"
1328,सिद्धशान्ति आवि बझाङ,16640,siddhasthan basic school,71,7,bajhang,siddhasthan,siddhashanti,आवि,avi,सिद्धशान्ति,2.5,"District: no match, School level: complete, Root name: complete"
1327,विश्वामित्र गणेश मावि महालक्ष्मी न पा ललितपुर,3297,asmita english school,25,25,lalitpur,asmita ebs,vishvamitra ganesha,मावि,,विश्वामित्र गणेश,1.5,"District: complete, School level: no match, Root name: partial"
1329,कैलाश मावि लोतु बझाङ,71877,kailash basic school,71,71,bajhang,kailash,kailasha,मावि,avi,कैलाश,2.5,"District: complete, School level: no match, Root name: complete"
1330,पदम पुर प्रावि बझाङ,287,aa vi padampur,71,19,bajhang,padampur,padama pura,प्रावि,avi,पदम पुर,2.0,"District: no match, School level: no match, Root name: complete"
1332,मदनादेव प्रावि गुल्मी,53015,madana devi pra v,51,52,gulmi,madana devi,madanadeva,प्रावि,pravi,मदनादेव,2.5,"District: no match, School level: complete, Root name: complete"
1331,माईतीववन प्रावि बझाङ,72311,kul mastajan pra v,71,71,bajhang,kul mastajan,maitivavana,प्रावि,pravi,माईतीववन,2.0,"District: complete, School level: complete, Root name: partial"
1333,देउराली प्रावि गुल्मी,51198,deurali pra v,51,51,gulmi,deurali,deurali,प्रावि,pravi,देउराली,3.0,"District: complete, School level: complete, Root name: complete"
1334,भुमेश्वरी निमावि बझाङ,7586,bhumeshwori aav,71,71,bajhang,bhumeshwori,bhumeshvari,निमावि,avi,भुमेश्वरी,2.5,"District: complete, School level: no match, Root name: complete"
1335,चुनीदेवी शिक्षामन्दिर निमावि बुझती ललितपुर,31458,chunidevi siksha mandir basic school,25,25,lalitpur,chunidevi siksha mandir,chunidevi shikshamandira,निमावि,avi,चुनीदेवी शिक्षामन्दिर,2.5,"District: complete, School level: no match, Root name: complete"
1336,बालेश्वरी मावि भारदेउ ललितपुर,33068,kaleshwari basic school,25,25,lalitpur,kaleshwari,baleshvari,मावि,avi,बालेश्वरी,2.5,"District: complete, School level: no match, Root name: complete"
1338,शारदाशिक्षा सदन मावि इकुडोल ललितपुर,15591,saraswati shiksha sadan,25,4,lalitpur,saraswati shiksha sadan,sharadashiksha sadana,मावि,,शारदाशिक्षा सदन,2.0,"District: no match, School level: no match, Root name: complete"
1337,गोठभन्ञ्याङ्ग मावि दलचोकी ललितपुर,31876,gadhi bhanjyang basic school,25,25,lalitpur,gadhi bhanjyang,gothabhan~nya~nga,मावि,avi,गोठभन्ञ्याङ्ग,1.5,"District: complete, School level: no match, Root name: partial"
