school_id_A,school_id_B,root_school_name_A,root_school_old_name2_B,school_level_A,school_level_old_name2_B,district_A,district_B,Fuzzy_match_score,Match_Type
26512,21791,krrishna,krishna,pravi,pravi,salyan,siraha,2.5,"District: no match, School level: complete, Root name: complete"
26509,16437,shiva,shiva,avi,pravi,rukum paschim,sankhuwasabha,2.0,"District: no match, School level: no match, Root name: complete"
26524,7258,balajyoti,baljoti,avi,avi,chitwan,kailali,2.5,"District: no match, School level: complete, Root name: complete"
26514,21117,janashrama,hangshabahini,avi,avi,bara,bara,2.0,"District: complete, School level: complete, Root name: partial"
26526,12615,siddhasthani,janatani,mavi,mavi,gorkha,khotang,1.5,"District: no match, School level: complete, Root name: partial"
26528,14,,,mavi,,udayapur,udayapur,2.5,"District: complete, School level: no match, Root name: complete"
26530,11073,chandi,chandika,pravi,pravi,tanahun,bhojpur,2.5,"District: no match, School level: complete, Root name: complete"
26531,12870,shri shilkepokhari,jor pokhari,pravi,pravi,rolpa,ilam,1.5,"District: no match, School level: complete, Root name: partial"
26533,1144,ammarasimha,amar singh,avi,avi,myagdi,tehrathum,1.5,"District: no match, School level: complete, Root name: partial"
26535,44371,suryajyoti,suryajyoti,avi,avi,syangja,nawalpur,2.5,"District: no match, School level: complete, Root name: complete"
26534,41195,hupsekota,ekta,pravi,pravi,gulmi,baglung,1.5,"District: no match, School level: complete, Root name: partial"
26537,16437,shiva,shiva,mavi,pravi,nawalparasi,sankhuwasabha,2.0,"District: no match, School level: no match, Root name: complete"
26538,37509,gajuri pinda,thumki danda,nimavi,nimavi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
26540,43818,balashiksha niketana,bidhya nikunga u,mavi,mavi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
26541,15958,rashtriya pustakalaya va su purva navalaparasi,barpipal  rampur kamalabari,,mavi,nawalparasi,udayapur,1.0,"District: no match, School level: no match, Root name: partial"
26542,43230,rashtriya,rastriya,mavi,avi,nawalparasi,nawalpur,2.0,"District: no match, School level: no match, Root name: complete"
26544,15818,kusheshvara,shiksha premi,avi,avi,ramechhap,bhojpur,1.5,"District: no match, School level: complete, Root name: partial"
26545,32800,janaseva,jana jagaran,mavi,mavi,sindhuli,sindhuli,2.0,"District: complete, School level: complete, Root name: partial"
26546,1181,ha~nama pokhari,anarmani,pravi,pravi,panchthar,jhapa,1.5,"District: no match, School level: complete, Root name: partial"
26547,10,,,mavi,,morang,morang,2.5,"District: complete, School level: no match, Root name: complete"
26548,15216,gayatri samskrrita,sahid smriti,mavi,mavi,morang,sunsari,1.5,"District: no match, School level: complete, Root name: partial"
26553,16465,lakshmidevi,singha devi,avi,avi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
