school_id,school_1,school_name_transliterate,school_level_transliterate,matched_district
21573,बालकन्या निमावि भोजपुर,balakanya,nimavi,Bhojpur
21574,कन्या आवि संखुवासभा,kanya,avi,Sankhuwasabha
21575,हरेलो प्रावि हरेलो सुंखुवासभा,harelo,pravi,Sankhuwasabha
21576,वानेश्वर आवि खहरे संखुवासभा,vaneshvara,avi,Sankhuwasabha
21577,भद्रकाली आवि संखुवासभा,bhadrakali,avi,Sankhuwasabha
21578,भिरेश्वर आवि खाँदबारी संखुवासभा,bhireshvara,avi,Sankhuwasabha
21579,हेवा आवि कल्लेरी पाँचखपन संखुवासभा,heva,avi,Sankhuwasabha
21580,अमरुवा मावि आखीभुई संखुवासभा,amaruva,mavi,Sankhuwasabha
21581,मनकामना प्रावि संखुवासभा,manakamana,pravi,Sankhuwasabha
21582,जनोदय भूमिका प्रावि भोजपुर,janodaya bhumika,pravi,Bhojpur
21583,विष्णु आवि संखुवासभा,vishnu,avi,Sankhuwasabha
21584,जाल्पा प्रावि आमचोक भोजपुर,jalpa,pravi,Bhojpur
21585,महाकाली आवि संखुवासभा,mahakali,avi,Sankhuwasabha
21586,भाटभोटनी आवि संखुवासभा,bhatabhotani,avi,Sankhuwasabha
21587,श्री निमावि फाक्सी आँखीभूई संखुवासभा,shri,nimavi,Sankhuwasabha
21588,हिमालय निमावि इन्द्रपुर मोरङ,himalaya,nimavi,Morang
21589,मधवलिया मावि मधवलिया रुपन्देही,madhavaliya,mavi,Rupandehi
21590,प रा वि आवि साँढा महोत्तरी,pa ra vi,avi,Mahottari
21591,इच्छावति प्रावि भोजपुर,ichchavati,pravi,Bhojpur
21592,सरस्वती प्रावि सापा भोजपुर,sarasvati,pravi,Bhojpur
21593,बालकल्याण्ा प्रावि दोलखा,balakalyana,pravi,Dolakha
21594,कालिनाग निमावि दोलखा,kalinaga,nimavi,Dolakha
21595,कालिदेवी प्रावि दोलखा,kalidevi,pravi,Dolakha
21596,बुद्ध प्रावि झाँक्रीचौर दोलखा,buddha,pravi,Dolakha
21597,कालिनचोक मावि दोलखा,kalinachoka,mavi,Dolakha
21598,विष्णु मावि बैतेश्वर दोलखा,vishnu,mavi,Dolakha
21599,जनज्योती दोलखा,janajyoti dolakha,,Dolakha
21600,मानेडाँडा प्रावि दोलखा,maneda.nda,pravi,Dolakha
21601,सानोदय निमावि भोजपुर,sanodaya,nimavi,Bhojpur
21602,देवी मावि वि बोच दोलखा,devi,mavi,Dolakha
21603,मण्डीलाश्वरी प्रावि पाङ्चा भोजपुर,mandilashvari,pravi,Bhojpur
21604,बज्यूस्थान प्रावि जिरी दोलखा,bajyusthana,pravi,Dolakha
21605,शान्ति प्रावि जलथल झापा,shanti,pravi,Jhapa
21606,प्रावि हथिखऔल सर्लाही,,pravi,Sarlahi
21607,पञ्चकन्या आवि सिद्धेश्वर भोजपुर,pa~nchakanya,avi,Bhojpur
21608,जनचेतना आवि विराटनगर मोरङ,janachetana,avi,Morang
21609,विद्यापोखरी मावि भोजपुर,vidyapokhari,mavi,Bhojpur
21610,दुर्गा मावि पथरी शनिश्चरे मोरङ,durga,mavi,Morang
21611,भानुभक्त आदर्श निमावि भोजपुर,bhanubhakta adarsha,nimavi,Bhojpur
21612,सिद्देश्वर प्रावि भोजपुर,siddeshvara,pravi,Bhojpur
21613,शिक्षाप्रकाश प्रावि भोजपुर,shikshaprakasha,pravi,Bhojpur
21614,हिमालय मावि म्याङलुङ्ग तेह्रथुम,himalaya,mavi,Tehrathum
21615,चण्द्रेश्वर मावि नागी भोजपुर,chandreshvara,mavi,Bhojpur
21616,शारदा प्रावि मुलपानी भोजपुर,sharada,pravi,Bhojpur
21617,बालशक्ति प्रावि कटहरे आमचोक भोजपुर,balashakti,pravi,Bhojpur
21618,हुलाक प्रावि चंखु दोलखा,hulaka,pravi,Dolakha
21619,लक्ष्मी आवि सिलिचोङ संखुवासभा,lakshmi,avi,Sankhuwasabha
21620,चराङ निमावि मुस्ताङ,chara~na,nimavi,Mustang
21621,शिव प्रावि पर्बत,shiva,pravi,Parbat
21622,नवज्योती प्रावि कास्की,navajyoti,pravi,Kaski
21623,जालापादेवी प्रावि दोलखा,jalapadevi,pravi,Dolakha
21624,श्री राम प्राविपर्बत,shri rama,pravi,Parbat
21625,नेपाल राष्ट्रिय प्रावि तीनडोभिया पर्सा,nepala rashtriya,pravi,Parsa
21626,बालबालिका आवि जितपुरसिमारा बारा,balabalika,avi,Bara
21627,नेपाल राष्टि्रय प्रावि मलाहि बारा,nepala rashtiraya,pravi,Bara
21628,महाङ्काल प्रावि चोथाङ दोलखा,maha~nkala,pravi,Dolakha
21629,सिंहदेवी मावि भोजपु्र,simhadevi,mavi,Bhojpur
21630,नरग्राम नमूना मावि मोरङ,naragrama namuna,mavi,Morang
21631,सन्यासी प्रावि गोविन्दपुर मोरङ,sanyasi,pravi,Morang
21632,सिंहदेवी मावि कानेपोखरी मोरङ,simhadevi,mavi,Morang
21633,विराट बहिरा मावि विराटनगर मोरङ,virata bahira,mavi,Morang
21634,मण्डली मावि सिरानचोक गोरखा,mandali,mavi,Gorkha
21635,शिक्षाज्योती आवि मोरङ,shikshajyoti,avi,Morang
21636,जाल्पाश्वरी मावि बाबरे दोलखा,jalpashvari,mavi,Dolakha
21637,माहेश्वरी मावि याफु,maheshvari,mavi,Mahottari
21638,सार्वजनिक प्रावि दर्वेशा माेरङ,sarvajanika,pravi,Morang
21639,राजारानी निमावि संखुवासभा,rajarani,nimavi,Sankhuwasabha
21640,सिद्दार्थ प्रावि संखुवासभा,siddartha,pravi,Sankhuwasabha
21641,सङखुवा आवि सङखुवासभा,sa~nakhuva,avi,Sankhuwasabha
21642,निगाशे प्रावि दोलखा,nigashe,pravi,Dolakha
21643,आजडी मावि विरौट दोलखा,ajadi,mavi,Dolakha
21644,सिद्धकाली आवि राप्सा भोटखोला गा पा संखुवासभा,siddhakali,avi,Sankhuwasabha
21645,सूर्योदय आवि दोलखा,suryodaya,avi,Dolakha
21646,सरस्वती आवि दोलखा,sarasvati,avi,Dolakha
21647,जल्पा देवी प्रावि दोलखा,jalpa devi,pravi,Dolakha
21648,वाना मावि संखुवासभा,vana,mavi,Sankhuwasabha
21649,जालपादेवी आवि तेह्रथुम,jalapadevi,avi,Tehrathum
21650,खर्सु आवि संखुवासभा,kharsu,avi,Sankhuwasabha
21651,शारदा प्रावि बरला सल्यान,sharada,pravi,Salyan
21652,मयूर नेपाल राष्टिय मावि बर्दिया,mayura nepala rashtiya,mavi,Bardiya
21653,श्री कालिञ्चोक मावि चरिकोट दोलखा,shri kali~nchoka,mavi,Dolakha
21654,ओईराङ्ग आवि ओईराङ्ग संखुवासभा,oira~nga,avi,Sankhuwasabha
21655,मनशान्त प्रावि नुनढाकी,manashanta,pravi,Manang
21656,भिमेश्ववरी निमावि रानीवास भोजपुर,bhimeshvavari,nimavi,Bhojpur
21657,लोक कल्याणकारी आवि मोरङ,loka kalyanakari,avi,Morang
21658,जालपा मावि दिदिङ संखुवासभा,jalapa,mavi,Sankhuwasabha
21659,महेद्र प्रावि मोर,mahedra,pravi,Morang
21660,त्रिभुवन मावि गोहीगाडा ववियाविर्ता मोरङ,tribhuvana,mavi,Morang
21661,वौंडेश्वर मावि टोखा काठमाडों,vaumdeshvara,mavi,Kathmandu
21662,प्रभाहरी मावि उदयपुर,prabhahari,mavi,Udayapur
21663,आर्दश निमावि उदयपुर,ardasha,nimavi,Udayapur
21664,विष्णु प्रावि विराटनगर मोरङ,vishnu,pravi,Morang
21665,राम जानकी प्रावि मोर,rama janaki,pravi,Morang
21666,हिमालय निमावि इटहरा मोरङ,himalaya,nimavi,Morang
21667,नेपाल राष्ट्रिय प्रावि रामपुर्वा बारा,nepala rashtriya,pravi,Bara
21668,पकली निमावि सुनसरी,pakali,nimavi,Sunsari
21669,महालक्ष्मी प्रावि गोरखा,mahalakshmi,pravi,Gorkha
21670,गोगनपानी मावि धादिङ,goganapani,mavi,Dhading
21671,बाल शिक्षा मावि मांखा सिन्धुपाल्चोक,bala shiksha,mavi,Sindhupalchok
21672,प्रावि पिरगाउँऽ दाङ,,pravi,Dang
21673,भानुभक्त प्रावि जुकेपानी मानेभञ्ज्याङ भोजपुर,bhanubhakta,pravi,Bhojpur
21674,दामोदर निमावि धनकुटा,damodara,nimavi,Dhankuta
21675,श्री प्रावि लेती मोर,shri,pravi,Morang
21676,जोरपाटी मावि भक्तपुर,jorapati,mavi,Bhaktapur
21677,वाँझोगामावि चुलाचुली इलाम,va.njhoga,mavi,Ilam
21678,राजेश्वरी प्रावि ताप्लेजुङ,rajeshvari,pravi,Taplejung
21679,ने रा प्रावि जगन्नाथपुर पर्सा,ne ra,pravi,Parsa
21680,पब्लिक मावि बनिगामा मोरङ,pablika,mavi,Morang
21681,महेन्द्र निमावि कुढेली मोरङ,mahendra,nimavi,Morang
21682,शारदा मावि चैनपुर न पा संखुवासभा,sharada,mavi,Sankhuwasabha
21683,बाफी केाट मावि रुकुम,baphi keata,mavi,Rukum Purba
21684,आवि नयाँढाँका रुकुम,,avi,Rukum Purba
21685,श्री मावि पशुपतिनगर महोत्तरी,shri,mavi,Mahottari
21686,विद्योदय मावि भोजपुर,vidyodaya,mavi,Bhojpur
21687,शिद्धेश्वरी प्रावि सुनसरी,shiddheshvari,pravi,Sunsari
21688,जनता मावि गिद्धा बेलापट्टी धनुषा,janata,mavi,Dhanusha
21689,विष्णु आवि गोरखा,vishnu,avi,Gorkha
21690,आवि बाँके,,avi,Banke
21691,जनसेवा प्रावि अर्घातोष,janaseva,pravi,Arghakhanchi
21692,सेमरा मावि रुपन्देही,semara,mavi,Rupandehi
21693,जन ज्योति मावि रुपन्देही,jana jyoti,mavi,Rupandehi
21694,निमावि कालिकोट,,nimavi,Kalikot
21695,ढुागाउं निमावि फिनाम गोर्खा,dhuagaum,nimavi,Gorkha
21696,कालिका आवि हेटौडा मकवानपुर,kalika,avi,Kalikot
21697,अकला निमावि गोर्खा,akala,nimavi,Gorkha
21698,हर्मन माइनर मावि सानोठिमी भक्तपुर,harmana mainara,mavi,Bhaktapur
21699,प्रावि सवारी कोट दाङ,,pravi,Saptari
21700,ने ना प्रावि चल्की विजलपुरा महोत्तरी,ne na,pravi,Mahottari
21701,नेत्रज्योती मावि सौनहवा कपिलवस्तु,netrajyoti,mavi,Kapilbastu
21702,लक्ष्मीदेवी प्रावि वोलीङ गोर्खा,lakshmidevi,pravi,Gorkha
21703,प्रावि ढेक महोत्तरी,,pravi,Mahottari
21704,सरस्वती आवि ढुङ्गेसाघु ताप्लेजुङ,sarasvati,avi,Taplejung
21705,शैलुङ्गेश्वरी निमावि शैलुङ्गेश्वर दोलखा,shailu~ngeshvari,nimavi,Dolakha
21706,जल कन्या प्रावि इलाम,jala kanya,pravi,Ilam
21707,कालिका प्रावि सिम्जुङ्ग गोरखा,kalika,pravi,Gorkha
21708,सुनिपिपलचौर मावि सुवेडा बझाङ,sunipipalachaura,mavi,Bajhang
21709,वीण्ाा प्रावि खोटाङ,vinaa,pravi,Khotang
21710,प्रावि हरेचिण्ड रामेछाप,,pravi,Ramechhap
21711,गोरखा मावि कपिलबस्तु,gorakha,mavi,Kapilbastu
21712,काली देवी प्रावि दार्खा दोलखा,kali devi,pravi,Dolakha
21713,बौधीदेवि प्रावि रौतहट,baudhidevi,pravi,Rautahat
21714,श्री प्रावि कर्कच कर्मैया रौतहट,shri,pravi,Rautahat
21715,जनता प्रावि जलुकेनी सिन्धुली,janata,pravi,Sindhuli
21716,जनसेवा मावि इनव सर्लाही,janaseva,mavi,Sarlahi
21717,ने रा आवि पर्सा,ne ra,avi,Parsa
21718,जन सेवा प्रावि जगरनाथपुर सिरा पर्सा,jana seva,pravi,Parsa
21719,राष्ट्रिय आवि देउजर चितवन,rashtriya,avi,Chitwan
21720,जनता आवि सहसौला रामगोपालपुर महोत्तरी,janata,avi,Mahottari
21721,रम्घा प्रावि गुल्मी,ramgha,pravi,Gulmi
21722,मावि महम्मदपुर गरुडा रौतहट,,mavi,Rautahat
21723,मावि गौर रौतहट,,mavi,Rautahat
21724,मावि बसतपुर रौतहट,,mavi,Rautahat
21725,कृष्ण मावि रौतहट,krrishna,mavi,Rautahat
21726,रा निमावि सखुवा बजार धनुषा,ra,nimavi,Dhanusha
21727,विधाज्योति प्रावि जमुनी बर्दिया,vidhajyoti,pravi,Bardiya
21728,प्रावि पिपरा गौश रौतहट,,pravi,Rautahat
21729,रा प्रावि किसान नगर,ra,pravi,Bara
21730,पशुपतिनाथ प्रावि भवानीपुर पर्सा,pashupatinatha,pravi,Parsa
21731,खाटमन्दिर आवि उदयपुर,khatamandira,avi,Udayapur
21732,कुभिन्डे प्रावि उदयपुर,kubhinde,pravi,Udayapur
21733,बुद्ध आवि सुन्दरहरैंचा न पा मोरङ,buddha,avi,Morang
21734,महेन्द्र मावि पौराई रौतहट,mahendra,mavi,Rautahat
21735,मावि मुलाछारी भिमान धनुषा,,mavi,Dhanusha
21736,प्रावि कर्कच रौतहट,,pravi,Rautahat
21737,प्रावि इनरवा ख रौतहट,,pravi,Rautahat
21738,ने रा निमावि पर्सा,ne ra,nimavi,Parsa
21739,पंच आवि चेतनगर विर्ता चन्द्रपुर रौतहट,pamcha,avi,Rautahat
21740,मावि स विश्रामपुर रौतहट,,mavi,Rautahat
21741,प्रावि शिवनगर रौतहट,,pravi,Rautahat
21742,विन्देश्वरी निमावि नवलपरासी,vindeshvari,nimavi,Nawalparasi
21743,प्रावि मल्लादेही बैतडी,,pravi,Baitadi
21744,रा मावि भैसे मकवानपुर,ra,mavi,Makwanpur
21745,कालिका मावि बनवहुअरी रौतहट,kalika,mavi,Rautahat
21746,राघोबाबा आवि धनुषा,raghobaba,avi,Dhanusha
21747,श्री प्रावि सर्वैया पिपरा रौतहट,shri,pravi,Rautahat
21748,नेपाल राष्ट्रिय आवि करैयामाई गा पा बारा,nepala rashtriya,avi,Bara
21749,मावि चिकना जेठरहिया रौतहट,,mavi,Rautahat
21750,प्रावि दयालपुर रौतहट,,pravi,Rautahat
21751,मनोहरा आवि चाँगुनारायण न पा भक्तपुर,manohara,avi,Bhaktapur
21752,नेपाल राष्टि्रय प्रावि झुरझुर बारा,nepala rashtiraya,pravi,Bara
21753,महेन्द्र निमावि रौतहट,mahendra,nimavi,Rautahat
21754,प्रावि सुन्दरपु चुहडवा,,pravi,Udayapur
21755,मावि विश्रामपुर रौतहट,,mavi,Rautahat
21756,बारही देवी प्रावि लेखर्क सिन्धुली,barahi devi,pravi,Sindhuli
21757,प्रावि राजघाट भवानीपुर सर्लाही,,pravi,Sarlahi
21758,फटकशिला मावि सिन्धुपाल्चोक,phatakashila,mavi,Sindhupalchok
21759,चण्िडदेवी प्रावि दोलखा,chanidadevi,pravi,Dolakha
21760,श्री मावि लक्ष्मीनिया रौतहट,shri,mavi,Rautahat
21761,प्रावि थीललपुर रौतहट,,pravi,Rautahat
21762,नमुना सिमसार आवि सिन्धुपाल्चोक,namuna simasara,avi,Sindhupalchok
21763,खिरौंले प्रावि सोलुखुम्बु,khiraumle,pravi,Solukhumbu
21764,वीरेन्द्र मावि ग्रामथान मोरङ,virendra,mavi,Morang
21765,राष्ट्रिय प्रावि बनौली सप्तरी,rashtriya,pravi,Saptari
21766,मावि बनौली महोत्तरी,,mavi,Mahottari
21767,रामजानकी मावि रौतहट,ramajanaki,mavi,Rautahat
21768,सिमास प्रावि सिन्धुली,simasa,pravi,Sindhuli
21769,श्री वितेश निमावि भार्पाङ जोगिमारा धादिङ,shri vitesha,nimavi,Dhading
21770,मुक्रापदेवी मावि सेर्तुङ धादिङ,mukrapadevi,mavi,Dhading
21771,शैलुङ प्रावि दोलखा,shailu~na,pravi,Dolakha
21772,मावि डुमरिया रौतहट,,mavi,Rautahat
21773,ज्ञान वाटिका मावि सुवर्णपुर पर्सा,j~nana vatika,mavi,Parsa
21774,मेघराज आवि घाचोक कास्की,megharaja,avi,Kaski
21775,राम जानकी जनता प्रावि सलेमपुर सर्लाही,rama janaki janata,pravi,Sarlahi
21776,जन जागृति प्रावि घुरकौली सर्लाही,jana jagrriti,pravi,Sarlahi
21777,कोलचौर प्रावि ओखलढुगा,kolachaura,pravi,Okhaldhunga
21778,हरिहर जनता आवि सर्लाही,harihara janata,avi,Sarlahi
21779,बाल गोविन्द जनता मावि पिपरिया सर्लाही,bala govinda janata,mavi,Sarlahi
21780,ने रा आवि धोरे पर्सा,ne ra,avi,Parsa
21781,रामजानकी आवि वगदह सर्लाही,ramajanaki,avi,Sarlahi
21782,प्रावि कोल्हुव महोत्तरी,,pravi,Mahottari
21783,बालकल्याण आवि सन्तपुर रौतहट,balakalyana,avi,Rautahat
21784,निमावि खजुरी चन्हा धनुषा,,nimavi,Dhanusha
21785,सन्यासी आवि सुनवर्षी मोरङ,sanyasi,avi,Morang
21786,श्री नव जागृति चण्डी निमावि गोर्खा,shri nava jagrriti chandi,nimavi,Gorkha
21787,सिद्धार्थ मावि वीरगंज पर्सा,siddhartha,mavi,Parsa
21788,शंकर नेपाल राष्ट्रिय प्रावि भगवानपुर बारा,shamkara nepala rashtriya,pravi,Bara
21789,स मो दे रा रा मावि वि,sa mo de ra ra,mavi,Bara
21790,नेपाल राष्ट्रिय प्रावि कचोर्वा बारा,nepala rashtriya,pravi,Bara
21791,गिनगर निमावि बाजुरा,ginagara,nimavi,Bajura
21792,नेपाल राष्टि्रय प्रावि झिटकैया,nepala rashtiraya,pravi,Palpa
21793,राष्टिय आवि भुचक्रपुर धनुषा,rashtiya,avi,Dhanusha
21794,प्रगतिशील रा प्रावि हठीपुर धनुषा,pragatishila ra,pravi,Dhanusha
21795,महेन्द्र लिला मावि सिरानचोक गा पा गोरखा,mahendra lila,mavi,Gorkha
21796,कन्यादेवी मावि कलैय बारा,kanyadevi,mavi,Bara
21797,जनता प्रावि मृगौलिया मोरङ,janata,pravi,Morang
21798,जम्मभूमि प्रावि मोरङ्ग,jammabhumi,pravi,Morang
21799,सिर्जनशील आवि सुन्दरहरैचा मोरङ,sirjanashila,avi,Morang
21800,बालउज्जवल प्रावि काठमाडौं,balaujjavala,pravi,Kathmandu
21801,ग्यासी प्रावि कैलाली,gyasi,pravi,Kailali
21802,प्रावि सन्तपुर रौतहट,,pravi,Rautahat
21803,वि प्र कोइराल आर्दश मावि रौतहट,vi pra koirala ardasha,mavi,Rautahat
21804,पार्वती प्रावि अर्घाखाँची,parvati,pravi,Arghakhanchi
21805,जनजागृत आवि सिद्धलेक धादिङ,janajagrrita,avi,Dhading
21806,बम्घा टाहाटिम प्रावि गुल्मी,bamgha tahatima,pravi,Gulmi
21807,नेपल राष्टिय प्रावि मनसगरा ढाट बारा,nepala rashtiya,pravi,Bara
21808,जनजागृति आवि भालुखोला चितवन,janajagrriti,avi,Chitwan
21809,प्रावि पिप्रा रौतहट,,pravi,Rautahat
21810,रा ज प्रावि मरुआही महोत्तरी,ra ja,pravi,Mahottari
21811,माथिल्लो माटी आवि भि न पा दोलखा,mathillo mati,avi,Dolakha
21812,चम्का देवी प्रावि तनहुँ,chamka devi,pravi,Tanahun
21813,नेपाल राष्टि्रय प्रावि लंगडाटोल बारा,nepala rashtiraya,pravi,Bara
21814,नेपाल राष्टि्रय निमावि वसतपु बारा,nepala rashtiraya,nimavi,Bara
21815,प्रावि दियटोल सर्लाही,,pravi,Sarlahi
21816,ठूलोचौर मावि धादिङ,thulochaura,mavi,Dhading
21817,जनता आवि खुट्टा महोत्तरी,janata,avi,Mahottari
21818,मावि पिपरिय सर्लाही,,mavi,Sarlahi
21819,वीरेन्द्र मावि भद्रपुर झापा,virendra,mavi,Jhapa
21820,निमावि धोविनिया सर्लाही,,nimavi,Sarlahi
21821,हिमालचुली प्रावि धादिङ,himalachuli,pravi,Dhading
21822,नेपाल राष्टि्रय प्रावि सन्तगंज बारा,nepala rashtiraya,pravi,Bara
21823,निमावि कुम्हरौडा धनुषा,,nimavi,Dhanusha
21824,राघोबाबा आवि राघोपुर नगराईन न पा धनुषा,raghobaba,avi,Dhanusha
21825,प्रावि साहपुर डमरिय सर्लाही,,pravi,Sarlahi
21826,हिमालय मावि देउराली पर्वत,himalaya,mavi,Parbat
21827,भुमे स्थान प्रावि सिन्धुपाल्चोक,bhume sthana,pravi,Sindhupalchok
21828,टाँसिनाम आवि गौरीशंकर गा पा दोलखा,ta.nsinama,avi,Dolakha
21829,प्रावि घोरतेरी दाङ,,pravi,Dang
21830,रा प्रावि कठपुल्ल धनुषा,ra,pravi,Dhanusha
21831,रा प्रावि हँसपुर कठपुल्ला धनुषा,ra,pravi,Dhanusha
21832,वैजनाथ मावि वेदकोट न पा कञ्चनपुर,vaijanatha,mavi,Kanchanpur
21833,प्रावि माधवनारायण न पा माधोपुर रोतहट,,pravi,Rautahat
21834,मावि टिकुलिया गौर रौतहट,,mavi,Rautahat
21835,भृकुटी आवि झापा गा पा झापा,bhrrikuti,avi,Jhapa
21836,ज्ञानज्योती लडुवती देव ना यादव राष्ट्रिय प्रावि भलही सप्तरी,j~nanajyoti laduvati deva na yadava rashtriya,pravi,Saptari
21837,प्रावि खतरिया प्रावि,,pravi,Saptari
21838,जनता प्रावि दोलखा,janata,pravi,Dolakha
21839,सेकार सिङ प्रावि गार्मा सोलुखुम्बु,sekara si~na,pravi,Solukhumbu
21840,शिवशक्तेश्वर आवि निजगढ न पा बारा,shivashakteshvara,avi,Bara
21841,हिमालय मावि भानु तनहुँँ,himalaya,mavi,Tanahun
21842,गुप्तेश्वर मावि तामाकोशी दोलखा,gupteshvara,mavi,Dolakha
21843,गौरीशङ्कर प्रावि लामावगर दोलखा,gaurisha~nkara,pravi,Dolakha
21844,जनता प्रावि मिर्जा हथिऔल सर्लाही,janata,pravi,Sarlahi
21845,मावि दुहबीगीबराही धनुषा,,mavi,Dhanusha
21846,ेनेरा किसान प्रावि नवलपरासी,enera kisana,pravi,Nawalparasi
21848,जलापा प्रावि कैलाली,jalapa,pravi,Kailali
21849,राष्ट्रिय आवि भरतपुर म न पा चितवन,rashtriya,avi,Bhaktapur
21850,आवि ठेगही सिरहा,,avi,Siraha
21851,पुष्प प्रावि भोजपुर,pushpa,pravi,Bhojpur
21852,तिलेश्वरी आवि खिरौना सिरहा,tileshvari,avi,Siraha
21853,अमर आवि डोटी,amara,avi,Doti
21854,जनता तेज नारायण दयावती मावि सर्लाही,janata teja narayana dayavati,mavi,Sarlahi
21855,वासाखाली मावि सोलुखुम्बु,vasakhali,mavi,Solukhumbu
21856,त्रिभुवन निमाविनवलपरासी,tribhuvana,nimavi,Nawalparasi
21857,नेपाल राष्ट्रिय आवि बेल्वाटोल बारा,nepala rashtriya,avi,Bara
21858,दिपेन्द्र मावि कैलाली,dipendra,mavi,Kailali
21859,भवानी आवि डोल्पा,bhavani,avi,Dolpa
21860,शहिद दिनेश प्रावि गम्हरिया सर्लाही,shahida dinesha,pravi,Sarlahi
21861,देवी चौर आवि जुम्ला,devi chaura,avi,Jumla
21862,गर्जेपानी मावि रायल बझाङ,garjepani,mavi,Bajhang
21863,जनल्याण प्रावि छानेढुङ्गा,janalyana,pravi,Okhaldhunga
21864,सरस्वती आवि आठराइ तेह्थुम,sarasvati,avi,Tehrathum
21865,शं ज निमावि धनुषा,sham ja,nimavi,Dhanusha
21866,पुर्णज्योती आवि इलाम,purnajyoti,avi,Ilam
21867,अरनिको प्रावि अर्घाखाँची,araniko,pravi,Arghakhanchi
21868,राष्ट्रिय प्रावि गौरीगंज झापा,rashtriya,pravi,Jhapa
21869,नेपाल राष्ट्रिय आवि इनर्वा वीरगंज पर्सा,nepala rashtriya,avi,Parsa
21870,प्रावि थालाकाडा बैतडी,,pravi,Baitadi
21871,सानथाने प्रावि सिन्धुली,sanathane,pravi,Sindhuli
21872,ज्ञानोदय आवि इटहरी सुनसरी,j~nanodaya,avi,Sunsari
21873,सिद्धेश्वर मावि मिनभवन काठमाडौं,siddheshvara,mavi,Kathmandu
21874,यज्ञमति निमावि काठमाडौं,yaj~namati,nimavi,Kathmandu
21875,जनता प्रावि भक्तिपुर सर्लाही,janata,pravi,Sarlahi
21876,जनता आवि पुरुषोत्तमपुर कपिलवस्तु,janata,avi,Kapilbastu
21877,मावि विजयपुर फतुवा विजयपुर न पा रौतहट,,mavi,Rautahat
21878,शहीद धर्मभक्त मावि तोपगाछी केरखा झापा,shahida dharmabhakta,mavi,Jhapa
21879,राष्टि्रय निमावि पेदा,rashtiraya,nimavi,Siraha
21880,जलकन्या निमावि हाङपाङ ताप्लेजुङ,jalakanya,nimavi,Taplejung
21881,देवनन्दन देवराज मावि बहुदरमाई पर्सा,devanandana devaraja,mavi,Parsa
21882,क्षितिज जनजागृती प्रावि काठमाडौं,kshitija janajagrriti,pravi,Kathmandu
21883,सार्वजनिक प्रावि सर्लाही,sarvajanika,pravi,Sarlahi
21884,गौरी भवानी मावि कपिलवस्तु,gauri bhavani,mavi,Kapilbastu
21885,ने रा प्रावि प्रावि कोल्ही बाँके,ne ra,pravi,Banke
21886,नेपाल राष्टिय प्रावि बसडिलवा पर्सा,nepala rashtiya,pravi,Parsa
21887,लम्ाजुङ मावि लम्जुङ,lamaju~na,mavi,Lamjung
21888,सुम्नाम पोखरी प्रावि सिन्धुली,sumnama pokhari,pravi,Sindhuli
21889,उतपीडित समुदाय प्रावि चन्द्रनगर सर्लाही,utapidita samudaya,pravi,Sarlahi
21890,सिंहेश्वरी प्रावि अर्जुनधारा न पा झापा,simheshvari,pravi,Jhapa
21891,सिंहवाहिनी प्रावि झापा,simhavahini,pravi,Jhapa
21892,भानु आवि झापा,bhanu,avi,Jhapa
21893,राष्ट्रिय प्रावि बसहिया धनुषा,rashtriya,pravi,Dhanusha
21894,रा प्रावि गोविन्दपुर सप्तरी,ra,pravi,Saptari
21895,नेपाल राष्टिय प्रावि सिरसिया बारा,nepala rashtiya,pravi,Bara
21896,इभाङ्ग मावि माङसेबुङ्ग इलाम,ibha~nga,mavi,Ilam
21897,सरस्वती मावि निस्दी गा पा पाल्पा,sarasvati,mavi,Palpa
21898,मावि राजपुर फ रौतहट,,mavi,Rautahat
21899,सार्वजनिक जनता प्रावि जानकीनगर सर्लाही,sarvajanika janata,pravi,Sarlahi
21900,भवानी आवि सूर्योदय न पा माघे इलाम,bhavani,avi,Ilam
21901,जनता प्रावि ब्रम्हस्थान सर्लाही,janata,pravi,Sarlahi
21902,बाढिपिडीत सुकुम्बासी बाल प्रावि हरिवन सर्लाही,badhipidita sukumbasi bala,pravi,Sarlahi
21903,बालबिकास प्रावि सोलुखुम्बु,balabikasa,pravi,Solukhumbu
21904,फुलवारी आवि कैलाली,phulavari,avi,Kailali
21905,नेपाल आदर्श प्रावि वारपाक गोरखा,nepala adarsha,pravi,Gorkha
21906,राष्टिय मावि रतवाला अग्निसर सप्तरी,rashtiya,mavi,Saptari
21907,सत्येश्वर मावि पवटी दोलखा,satyeshvara,mavi,Dolakha
21908,बाल शिक्षा मावि सिन्धुपाल्चोक,bala shiksha,mavi,Sindhupalchok
21909,नवज्योति तेह्रथुम,navajyoti tehrathuma,,Tehrathum
21911,जनसेवा प्रावि संखुवासभा,janaseva,pravi,Sankhuwasabha
21913,रा प्रावि लादो बेला प्रावि धनुषा,ra,pravi,Dhanusha
21914,जनज्योति प्रावि मोर,janajyoti,pravi,Morang
21915,नेपाल राष्ट्रिय आवि पटेवा सुगौली गा पा पर्सा,nepala rashtriya,avi,Parsa
21916,ने रा प्रावि उत्तरवारी,ne ra,pravi,Bara
21917,कालिका प्रावि कैलाली,kalika,pravi,Kailali
21918,जनता प्रावि हजरिया सर्लाही,janata,pravi,Sarlahi
21919,कुमाल खाण्ड प्रावि दैलेख,kumala khanda,pravi,Dailekh
