school_id,district,modified_name,modified_name_school_level,modified_name_root,modified_old_name1,modified_old_name1_school_level,modified_old_name1_root,modified_old_name2,modified_old_name2_school_level,modified_old_name2_root,district
35651,nuwakot,sanu kimtang mavi,mavi,sanu kimtang,sanu kintang mavi,mavi,sanu kintang,,,,nuwakot
35652,chitwan,sapana school,,sapana school,,,,,,,chitwan
35653,kavrepalanchok,sapaneshwor mavi,mavi,sapaneshwor,sapaneshwor mavi,mavi,sapaneshwor,,,,kavrepalanchok
35654,nuwakot,sapchet pravi,pravi,sapchet,,,,,,,nuwakot
35655,kathmandu,saphalta hiv shikshya sadan,,saphalta hiv shikshya sadan,,,,,,,kathmandu
35656,kavrepalanchok,saping medaka family ebs,,saping medaka family ebs,,,,,,,kavrepalanchok
35657,nuwakot,sapta kanya avi,avi,sapta kanya,sapta kanya pravi,pravi,sapta kanya,,,,nuwakot
35658,dhading,sapta kanya avi,avi,sapta kanya,sapta kanya avi,avi,sapta kanya,sapta kanya pravi,pravi,sapta kanya,dhading
35659,sindhuli,sapta kanya pravi,pravi,sapta kanya,,,,,,,sindhuli
35660,makwanpur,sapta kanya pravi,pravi,sapta kanya,,,,,,,makwanpur
35661,chitwan,saptagandaki multipale campus,,saptagandaki multipale campus,,,,,,,chitwan
35662,nuwakot,saptakanya avi,avi,saptakanya,sapta kanya pravi,pravi,sapta kanya,,,,nuwakot
35663,nuwakot,saptakanya pravi,pravi,saptakanya,,,,,,,nuwakot
35664,kathmandu,saptarishi pathsala,,saptarishi pathsala,,,,,,,kathmandu
35665,kathmandu,saptashri gyanpeeth,,saptashri gyanpeeth,saptashree gyanpith,,saptashree gyanpith,,,,kathmandu
35666,kathmandu,sarada academy,,sarada academy,,,,,,,kathmandu
35667,kathmandu,sarada avi,avi,sarada,,,,,,,kathmandu
35668,dhading,sarada basic schools,,sarada basic schools,sarada pravi,pravi,sarada,,,,dhading
35669,ramechhap,sarada devi pravi,pravi,sarada devi,,,,,,,ramechhap
35670,bhaktapur,sarada mavi,mavi,sarada,,,,,,,bhaktapur
35671,kathmandu,sarada mavi,mavi,sarada,,,,,,,kathmandu
35672,dhading,sarada nimavi,nimavi,sarada,,,,,,,dhading
35673,bhaktapur,sarada pravi,pravi,sarada,sarada pravi,pravi,sarada,,,,bhaktapur
35674,ramechhap,sarada sanskrit mavi,mavi,sarada sanskrit,sarada sanskrit mavi,mavi,sarada sanskrit,,,,ramechhap
35675,dolakha,sarada mavi,mavi,sarada,sarada mavi,mavi,sarada,,,,dolakha
35676,sindhupalchok,sarada mavi,mavi,sarada,sarada mavi,mavi,sarada,,,,sindhupalchok
35677,dhading,sarah devi avi,avi,sarah devi,sarah devi pravi,pravi,sarah devi,,,,dhading
35678,bhaktapur,saras pathashala,,saras pathashala,saras pathsala,,saras pathsala,,,,bhaktapur
35679,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35680,ramechhap,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,ramechhap
35681,rasuwa,saraswati avi,avi,saraswati,saraswati nimavi,nimavi,saraswati,,,,rasuwa
35682,kathmandu,saraswati academy,,saraswati academy,,,,,,,kathmandu
35683,makwanpur,saraswati avi,avi,saraswati,,,,,,,makwanpur
35684,lalitpur,saraswati avi,avi,saraswati,saraswati nimavi,nimavi,saraswati,,,,lalitpur
35685,bhaktapur,saraswati avi,avi,saraswati,sraswati adhar bidhyalaya,,sraswati adhar bidhyalaya,sraswati avi,avi,sraswati,bhaktapur
35686,kathmandu,saraswati alternative school,,saraswati alternative school,,,,,,,kathmandu
35687,kathmandu,saraswati awasiya ebs,,saraswati awasiya ebs,,,,,,,kathmandu
35688,makwanpur,saraswati bal bodhinee mavi,mavi,saraswati bal bodhinee,saraswati bal bodhini mavi,mavi,saraswati bal bodhini,,,,makwanpur
35689,ramechhap,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,ramechhap
35690,ramechhap,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,ramechhap
35691,ramechhap,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,ramechhap
35692,dolakha,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dolakha
35693,dolakha,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dolakha
35694,dolakha,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dolakha
35695,dolakha,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dolakha
35696,sindhupalchok,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,sindhupalchok
35697,sindhupalchok,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,sindhupalchok
35698,sindhupalchok,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,sindhupalchok
35699,kavrepalanchok,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,kavrepalanchok
35700,kavrepalanchok,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,kavrepalanchok
35701,kavrepalanchok,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,kavrepalanchok
35702,kavrepalanchok,saraswati avi,avi,saraswati,saraswati nimavi,nimavi,saraswati,,,,kavrepalanchok
35703,lalitpur,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,lalitpur
35704,kathmandu,saraswati avi,avi,saraswati,saraswati avi,avi,saraswati,,,,kathmandu
35705,nuwakot,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,nuwakot
35706,nuwakot,saraswati avi,avi,saraswati,saraswati avi,avi,saraswati,,,,nuwakot
35707,nuwakot,saraswati avi,avi,saraswati,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,nuwakot
35708,nuwakot,saraswati avi,avi,saraswati,saraswati avi,avi,saraswati,,,,nuwakot
35709,rasuwa,saraswati avi,avi,saraswati,saraswati nimavi,nimavi,saraswati,,,,rasuwa
35710,rasuwa,saraswati avi,avi,saraswati,saraswati nimavi,nimavi,saraswati,,,,rasuwa
35711,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35712,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35713,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35714,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35715,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35716,dhading,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,,,,dhading
35717,makwanpur,saraswati avi,avi,saraswati,saraswati pravi,pravi,saraswati,saraswati pravi,pravi,saraswati,makwanpur
35718,chitwan,saraswati avi mailesh,avi,saraswati  mailesh,saraswati pravi,pravi,saraswati,,,,chitwan
35719,sindhuli,saraswati avi mangalpur,avi,saraswati  mangalpur,saraswati avi,avi,saraswati,,,,sindhuli
35720,sindhupalchok,saraswati avi dhakalthok,avi,saraswati  dhakalthok,saraswati pravi,pravi,saraswati,,,,sindhupalchok
35721,ramechhap,saraswati avi nigalpani,avi,saraswati  nigalpani,saraswati nimavi,nimavi,saraswati,,,,ramechhap
35722,sindhuli,saraswati avi ritthabote,avi,saraswati  ritthabote,saraswoti avi riththabote,avi,saraswoti  riththabote,sarasoti nima v,,sarasoti nima v,sindhuli
35723,sindhuli,saraswati avi shakhajor,avi,saraswati  shakhajor,saraswati pravi shakhajor,pravi,saraswati  shakhajor,saraswati pravi,pravi,saraswati,sindhuli
35724,lalitpur,saraswati bidya mandir,,saraswati bidya mandir,,,,,,,lalitpur
35725,dolakha,saraswati bidya mandir pravi,pravi,saraswati bidya mandir,,,,,,,dolakha
35726,bhaktapur,saraswati bidyagriha mavi,mavi,saraswati bidyagriha,saraswati bidya griha,,saraswati bidya griha,,,,bhaktapur
35727,lalitpur,saraswati bidyashram mavi,mavi,saraswati bidyashram,saraswati bidyashram mavi,mavi,saraswati bidyashram,,,,lalitpur
35728,dolakha,saraswati community ebs,,saraswati community ebs,,,,,,,dolakha
35729,dolakha,saraswati ebs,,saraswati ebs,,,,,,,dolakha
35730,bhaktapur,saraswati ebs,,saraswati ebs,,,,,,,bhaktapur
35731,dolakha,saraswati english school,,saraswati english school,,,,,,,dolakha
35732,kathmandu,saraswati kunj ebs,,saraswati kunj ebs,,,,,,,kathmandu
35733,ramechhap,saraswati mavi,mavi,saraswati,,,,,,,ramechhap
35734,makwanpur,saraswati mavi,mavi,saraswati,,,,,,,makwanpur
35735,sindhuli,saraswati mavi shankhatar,mavi,saraswati  shankhatar,saraswati mavi shankhtar,mavi,saraswati  shankhtar,saraswati mavi shankhtar,mavi,saraswati  shankhtar,sindhuli
35736,chitwan,saraswati mavi bharatpur,mavi,saraswati  bharatpur,saraswati mavi baratpur,mavi,saraswati  baratpur,saraswati mavi,mavi,saraswati,chitwan
35737,chitwan,saraswati mavi bharatpur,mavi,saraswati  bharatpur,saraswati mavi bharatpur,mavi,saraswati  bharatpur,saraswati mavi,mavi,saraswati,chitwan
35738,bhaktapur,saraswati mavi vidyalaya,mavi,saraswati  vidyalaya,saraswati mavi,mavi,saraswati,,,,bhaktapur
35739,kathmandu,saraswati mahila bidhya mandir,,saraswati mahila bidhya mandir,,,,,,,kathmandu
35740,kathmandu,saraswati niketan mavi,mavi,saraswati niketan,,,,,,,kathmandu
35741,sindhuli,saraswati pravi,pravi,saraswati,,,,,,,sindhuli
35742,dolakha,saraswati pravi,pravi,saraswati,,,,,,,dolakha
35743,dolakha,saraswati pravi,pravi,saraswati,,,,,,,dolakha
35744,dolakha,saraswati pravi,pravi,saraswati,,,,,,,dolakha
35745,dolakha,saraswati pravi,pravi,saraswati,,,,,,,dolakha
35746,sindhupalchok,saraswati pravi,pravi,saraswati,,,,,,,sindhupalchok
35747,sindhupalchok,saraswati pravi,pravi,saraswati,,,,,,,sindhupalchok
35748,sindhupalchok,saraswati pravi,pravi,saraswati,,,,,,,sindhupalchok
35749,kavrepalanchok,saraswati pravi,pravi,saraswati,,,,,,,kavrepalanchok
35750,kavrepalanchok,saraswati pravi,pravi,saraswati,,,,,,,kavrepalanchok
35751,kavrepalanchok,saraswati pravi,pravi,saraswati,,,,,,,kavrepalanchok
35752,kavrepalanchok,saraswati pravi,pravi,saraswati,,,,,,,kavrepalanchok
35753,kathmandu,saraswati pravi,pravi,saraswati,,,,,,,kathmandu
35754,nuwakot,saraswati pravi,pravi,saraswati,,,,,,,nuwakot
35755,makwanpur,saraswati pravi,pravi,saraswati,,,,,,,makwanpur
35756,makwanpur,saraswati pravi,pravi,saraswati,,,,,,,makwanpur
35757,makwanpur,saraswati pravi,pravi,saraswati,,,,,,,makwanpur
35758,makwanpur,saraswati pravi,pravi,saraswati,,,,,,,makwanpur
35759,makwanpur,saraswati pravi,pravi,saraswati,,,,,,,makwanpur
35760,sindhuli,saraswati pravi arubot,pravi,saraswati  arubot,saraswati pravi,pravi,saraswati,,,,sindhuli
35761,sindhuli,saraswati pravi lamidanda,pravi,saraswati  lamidanda,,,,,,,sindhuli
35762,sindhuli,saraswati pravi ratmate,pravi,saraswati  ratmate,saraswati pravi,pravi,saraswati,,,,sindhuli
35763,sindhuli,saraswati pravi sukachaur,pravi,saraswati  sukachaur,saraswati pravi,pravi,saraswati,,,,sindhuli
35764,sindhuli,saraswati pravi thakurdamar,pravi,saraswati  thakurdamar,saraswati pravi thakurdamar,pravi,saraswati  thakurdamar,saraswati pravi,pravi,saraswati,sindhuli
35765,kavrepalanchok,saraswati pravi,pravi,saraswati,saraswati pravi,pravi,saraswati,,,,kavrepalanchok
35766,chitwan,saraswati sadan english boarding school bharatpur,,saraswati sadan english boarding school bharatpur,saraswati sadan english boarding school,,saraswati sadan english boarding school,saraswati sadan ebs,,saraswati sadan ebs,chitwan
35767,ramechhap,saraswati mavi,mavi,saraswati,,,,,,,ramechhap
35768,sindhupalchok,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,sindhupalchok
35769,sindhupalchok,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,sindhupalchok
35770,sindhupalchok,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,sindhupalchok
35771,lalitpur,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,lalitpur
35772,lalitpur,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,lalitpur
35773,kathmandu,saraswati mavi,mavi,saraswati,saraswati ebs,,saraswati ebs,,,,kathmandu
35774,kathmandu,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,kathmandu
35775,nuwakot,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,nuwakot
35776,dhading,saraswati mavi,mavi,saraswati,saraswoti mavi,mavi,saraswoti,,,,dhading
35777,dhading,saraswati mavi,mavi,saraswati,saraswati mavi,mavi,saraswati,,,,dhading
35778,sindhuli,saraswati mavi dakaha,mavi,saraswati  dakaha,saraswati mavi dakaha,mavi,saraswati  dakaha,saraswati mavi,mavi,saraswati,sindhuli
35779,sindhupalchok,saraswati shankar mavi,mavi,saraswati shankar,saraswati shankar mavi,mavi,saraswati shankar,saraswati avi,avi,saraswati,sindhupalchok
35780,kavrepalanchok,saraswati shiksha griha mavi,mavi,saraswati shiksha griha,saraswati siksha griha ebs,,saraswati siksha griha ebs,,,,kavrepalanchok
35781,sindhuli,saraswati sishu bal avi,avi,saraswati sishu bal,saraswati pravi,pravi,saraswati,,,,sindhuli
35782,kavrepalanchok,saraswati mavi,mavi,saraswati,,,,,,,kavrepalanchok
35783,makwanpur,saraswati vidhya mandir,,saraswati vidhya mandir,saraswati bidya mandir,,saraswati bidya mandir,,,,makwanpur
35784,bhaktapur,saraswoti avi,avi,saraswoti,shree saraswoti avi,avi,shree saraswoti,saraswati avi,avi,saraswati,bhaktapur
35785,dhading,saraswoti avi,avi,saraswoti,saraswoti pravi,pravi,saraswoti,saraswati pravi,pravi,saraswati,dhading
35786,dhading,saraswoti children park english medium school,,saraswoti children park english medium school,,,,,,,dhading
35787,kavrepalanchok,saraswoti kunj boarding school,,saraswoti kunj boarding school,saraswati kunja ebs,,saraswati kunja ebs,,,,kavrepalanchok
35788,bhaktapur,saraswoti mavi,mavi,saraswoti,saraswati mavi,mavi,saraswati,,,,bhaktapur
35789,nuwakot,saraswoti mavi,mavi,saraswoti,sarswoti mavi,mavi,sarswoti,,,,nuwakot
35790,makwanpur,saraswoti pravi,pravi,saraswoti,,,,,,,makwanpur
35791,sindhupalchok,saraswoti pravi sunkhani silkhu,pravi,saraswoti  sunkhani silkhu,,,,,,,sindhupalchok
35792,kavrepalanchok,saraswoti mavi,mavi,saraswoti,saraswati mavi,mavi,saraswati,,,,kavrepalanchok
35793,nuwakot,saraswoti mavi,mavi,saraswoti,saraswoti mavi,mavi,saraswoti,,,,nuwakot
35794,bhaktapur,saraswoti sikshya sadan mavi,mavi,saraswoti sikshya sadan,saraswati shiksha sadan ebs,,saraswati shiksha sadan ebs,,,,bhaktapur
35795,kathmandu,saraswoti vidhya mandir mavi,mavi,saraswoti vidhya mandir,,,,,,,kathmandu
35796,kathmandu,sarathi pathshala,,sarathi pathshala,sarathi pathsala,,sarathi pathsala,,,,kathmandu
35797,makwanpur,sarathi shiksha niketan english boarding school,,sarathi shiksha niketan english boarding school,,,,,,,makwanpur
35798,kavrepalanchok,sarba bijaya pravi,pravi,sarba bijaya,sarba bijaya pravi,pravi,sarba bijaya,,,,kavrepalanchok
35799,dolakha,sarba mavi,mavi,sarba,sharba mavi,mavi,sharba,,,,dolakha
35800,sindhupalchok,sarba sudhar pravi,pravi,sarba sudhar,,,,,,,sindhupalchok
35801,kavrepalanchok,sarbajanik pravi,pravi,sarbajanik,,,,,,,kavrepalanchok
35802,dolakha,sarbakhasa gumba,,sarbakhasa gumba,,,,,,,dolakha
35803,kavrepalanchok,sarbamangala mavi,mavi,sarbamangala,sarbamangala mavi,mavi,sarbamangala,,,,kavrepalanchok
35804,kathmandu,sarbanam shikshyalaya,,sarbanam shikshyalaya,children liberty ebs,,children liberty ebs,,,,kathmandu
35805,kathmandu,sarbashakti mahila bidyalaya,,sarbashakti mahila bidyalaya,,,,,,,kathmandu
35806,sindhupalchok,sarbodaya mavi,mavi,sarbodaya,sarbodaya mavi,mavi,sarbodaya,,,,sindhupalchok
35807,kavrepalanchok,sarboddhwar mavi,mavi,sarboddhwar,,,,,,,kavrepalanchok
35808,sindhupalchok,sarkathali avi,avi,sarkathali,sarkathali pravi,pravi,sarkathali,,,,sindhupalchok
35809,sindhupalchok,sarki gaun babike,,sarki gaun babike,,,,,,,sindhupalchok
35810,sindhupalchok,sarmathali pravi,pravi,sarmathali,,,,,,,sindhupalchok
35811,dolakha,sarsepu avi,avi,sarsepu,,,,,,,dolakha
35812,chitwan,sarva shanti mavi,mavi,sarva shanti,sarba shanti mavi,mavi,sarba shanti,,,,chitwan
35813,chitwan,sarvodaya english boarding school bharatpur,,sarvodaya english boarding school bharatpur,sarvodaya ebs bharatpur,,sarvodaya ebs bharatpur,sarvodaya ebs,,sarvodaya ebs,chitwan
35814,makwanpur,saskrit bed avi,avi,saskrit bed,bed bidyalaya avi,avi,bed bidyalaya,,,,makwanpur
35815,dhading,sat kanya avi,avi,sat kanya,sapta kanya devi pravi,pravi,sapta kanya devi,,,,dhading
35816,sindhupalchok,sat kanya kalika devi aadharvut bidyalaay,,sat kanya kalika devi aadharvut bidyalaay,sat kanya kalika devi pravi,pravi,sat kanya kalika devi,,,,sindhupalchok
35817,sindhupalchok,sat kanya kalika pravi,pravi,sat kanya kalika,,,,,,,sindhupalchok
35818,nuwakot,sat kanya pravi,pravi,sat kanya,,,,,,,nuwakot
35819,makwanpur,sat kanya pravi,pravi,sat kanya,,,,,,,makwanpur
35820,makwanpur,sat kanya primary,,sat kanya primary,sat kanya pravi,pravi,sat kanya,,,,makwanpur
35821,makwanpur,sat kanya pravi,pravi,sat kanya,sat kanya pravi,pravi,sat kanya,,,,makwanpur
35822,dhading,satathar avi,avi,satathar,sather avi,avi,sather,sather nimavi,nimavi,sather,dhading
35823,sindhuli,satbise pravi saktepokhari,pravi,satbise  saktepokhari,pravi satabise saktepokhari,pravi,satabise saktepokhari,,,,sindhuli
35824,sindhupalchok,satdhara avi,avi,satdhara,satdhara pravi,pravi,satdhara,,,,sindhupalchok
35825,kathmandu,sathya sai school,,sathya sai school,satya sai school,,satya sai school,,,,kathmandu
35826,kathmandu,sathya sai shiksha sadan,,sathya sai shiksha sadan,sathya sai sikshya sadan,,sathya sai sikshya sadan,satya sai sikshya sadan,,satya sai sikshya sadan,kathmandu
35827,sindhuli,sati devi pravi tamling,pravi,sati devi  tamling,sati devi pravi,pravi,sati devi,,,,sindhuli
35828,sindhupalchok,satkanya babike,,satkanya babike,,,,,,,sindhupalchok
35829,sindhupalchok,satkanya avi,avi,satkanya,satkanya avi,avi,satkanya,,,,sindhupalchok
35830,sindhuli,satkanya avi thuldanda,avi,satkanya  thuldanda,satkanya pravi thuldanda,pravi,satkanya  thuldanda,sat kanya pravi,pravi,sat kanya,sindhuli
35831,sindhupalchok,satkanya mavi,mavi,satkanya,sat kanya avi,avi,sat kanya,,,,sindhupalchok
35832,sindhupalchok,satkanyadevi avi,avi,satkanyadevi,satkanyadevi pravi,pravi,satkanyadevi,,,,sindhupalchok
35833,sindhupalchok,satkanyamati mavi,mavi,satkanyamati,sat kanyamati avi,avi,sat kanyamati,,,,sindhupalchok
35834,kavrepalanchok,satmul mavi,mavi,satmul,satmul mavi,mavi,satmul,,,,kavrepalanchok
35835,chitwan,satya aadarsha academy,,satya aadarsha academy,satya adarsh academy,,satya adarsh academy,,,,chitwan
35836,dhading,satya devi basic schol,,satya devi basic schol,satya devi pravi,pravi,satya devi,,,,dhading
35837,makwanpur,satya devi pravi,pravi,satya devi,satya devi pravi,pravi,satya devi,,,,makwanpur
35838,sindhuli,satya devi pravi,pravi,satya devi,satya devi pravi,pravi,satya devi,,,,sindhuli
35839,kavrepalanchok,satya kali pravi,pravi,satya kali,,,,,,,kavrepalanchok
35840,kathmandu,satya sai academy,,satya sai academy,,,,,,,kathmandu
35841,lalitpur,satya uddhya ebs,,satya uddhya ebs,,,,,,,lalitpur
35842,chitwan,satyam xaviers ebs,avi,satyam xers ebs,,,,,,,chitwan
35843,makwanpur,satyam xaviers english mavi,mavi,satyam xaviers english,,,,,,,makwanpur
35844,dolakha,satyashwar mavi,mavi,satyashwar,satyashwar mavi,mavi,satyashwar,satyeshwor mavi,mavi,satyeshwor,dolakha
35845,dhading,satyawati mavi,mavi,satyawati,satyabati mavi,mavi,satyabati,,,,dhading
35846,kathmandu,saugaat montessori school,,saugaat montessori school,saugat montessory school,,saugat montessory school,,,,kathmandu
35847,kathmandu,saurdeep boarding school,,saurdeep boarding school,saur deep ebs,,saur deep ebs,,,,kathmandu
35848,kathmandu,sauryakunja academy,,sauryakunja academy,aakash ganga ebs,,aakash ganga ebs,,,,kathmandu
35849,kathmandu,savyata pathshala,,savyata pathshala,savyata pathsala,,savyata pathsala,,,,kathmandu
35850,kathmandu,sawal dhola pravi,pravi,sawal dhola,,,,,,,kathmandu
35851,dhading,sayapatri pravi,pravi,sayapatri,,,,,,,dhading
35852,nuwakot,saye boarding school,,saye boarding school,sei ebs,,sei ebs,,,,nuwakot
35853,kathmandu,schems public school,,schems public school,scheme public school,,scheme public school,,,,kathmandu
35854,kathmandu,scholars home academy,,scholars home academy,,,,,,,kathmandu
35855,sindhuli,scholars' academy,,scholars' academy,scholars academy,,scholars academy,,,,sindhuli
35856,bhaktapur,scholars' home academy,,scholars' home academy,scholars home academy,,scholars home academy,,,,bhaktapur
35857,kathmandu,scholastic national academy,,scholastic national academy,nepal matrigriha ebs,,nepal matrigriha ebs,,,,kathmandu
35858,kathmandu,school of national academic square,,school of national academic square,,,,,,,kathmandu
35859,bhaktapur,seabird international mavi,mavi,seabird international,,,,,,,bhaktapur
35860,lalitpur,season english premium school,,season english premium school,,,,,,,lalitpur
35861,sindhuli,mavi tallo khanjani,mavi,tallo khanjani,avi tallo khanjani ghata,avi,tallo khanjani ghata,avi tallo khanjani ghata,avi,tallo khanjani ghata,sindhuli
35862,sindhuli,mavi thulidamar,mavi,thulidamar,mavi thulidamar,mavi,thulidamar,,,,sindhuli
35863,sindhuli,mavi basbote,mavi,basbote,mavi basbote,mavi,basbote,,,,sindhuli
35864,chitwan,mavi ganganagar bharatpur,mavi,ganganagar bharatpur,mavi ganganagar,mavi,ganganagar,mavi ganganagar bharatpur,mavi,ganganagar bharatpur,chitwan
35865,chitwan,mavi gawai,mavi,gawai,gawai mavi kumroj,mavi,gawai  kumroj,,,,chitwan
35866,sindhuli,mavi jinakhu,mavi,jinakhu,mavi jinakhu,mavi,jinakhu,mavi jinakhu,mavi,jinakhu,sindhuli
35867,sindhuli,mavi kartike,mavi,kartike,mavi kartike,mavi,kartike,mavi kartike,mavi,kartike,sindhuli
35868,sindhuli,mavi khalanga,mavi,khalanga,avi khalanga,avi,khalanga,pravi khalanga,pravi,khalanga,sindhuli
35869,sindhuli,mavi marin khayarsal,mavi,marin khayarsal,mavi marin khayarsal,mavi,marin khayarsal,mavi khayarsal,mavi,khayarsal,sindhuli
35870,sindhuli,mavi nayakharka golanjor,mavi,nayakharka golanjor,mavi nayakharka,mavi,nayakharka,,,,sindhuli
35871,sindhuli,mavi sirthauli,mavi,sirthauli,mavi sirthauli,mavi,sirthauli,mavi sirthauli,mavi,sirthauli,sindhuli
35872,sindhuli,mavi tandipatringa,mavi,tandipatringa,mavi tandi patringa,mavi,tandi patringa,mavi tadi,mavi,tadi,sindhuli
35873,sindhuli,mavi gadauli,mavi,gadauli,mavi gadauli,mavi,gadauli,,,,sindhuli
35874,sindhuli,mavi pipalbhanjyang,mavi,pipalbhanjyang,mavi pipalbhanjyang,mavi,pipalbhanjyang,,,,sindhuli
35875,sindhuli,mavi sindure ratamata,mavi,sindure ratamata,mavi sindure ratamata,mavi,sindure ratamata,,,,sindhuli
35876,kathmandu,secred heart ebs,,secred heart ebs,sacred heart mavi,mavi,sacred heart,secred heart ebs,,secred heart ebs,kathmandu
35877,kathmandu,segyu monastery national school,,segyu monastery national school,,,,,,,kathmandu
35878,sindhupalchok,selang avi,avi,selang,selang pravi,pravi,selang,,,,sindhupalchok
35879,sindhupalchok,selang mavi,mavi,selang,,,,,,,sindhupalchok
35880,kathmandu,selestiyal homes ebs,,selestiyal homes ebs,,,,,,,kathmandu
35881,makwanpur,seminary academic council mavi,mavi,seminary academic council,,,,,,,makwanpur
35882,rasuwa,semjong pravi,pravi,semjong,,,,,,,rasuwa
35883,kathmandu,sentpal ebs,,sentpal ebs,,,,,,,kathmandu
35884,dolakha,sepding pravi,pravi,sepding,,,,,,,dolakha
35885,dolakha,serabensi pravi,pravi,serabensi,,,,,,,dolakha
35886,kathmandu,seraphims public school,,seraphims public school,,,,,,,kathmandu
35887,kathmandu,serene hill english school,,serene hill english school,serene hill english mavi,mavi,serene hill english,serene hil ebs,,serene hil ebs,kathmandu
35888,bhaktapur,serene ken english school,,serene ken english school,sirin ken ebs,,sirin ken ebs,,,,bhaktapur
35889,kathmandu,sesame world int school,,sesame world int school,,,,,,,kathmandu
35890,kathmandu,sesame world school,,sesame world school,,,,,,,kathmandu
35891,sindhupalchok,seti avi,avi,seti,seti devi pravi,pravi,seti devi,,,,sindhupalchok
35892,ramechhap,seti davi bal bikash kendra,avi,seti d bal bikash kendra,seti devi nimavi,nimavi,seti devi,,,,ramechhap
35893,ramechhap,seti devi avi,avi,seti devi,seti devi nimavi,nimavi,seti devi,,,,ramechhap
35894,ramechhap,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,ramechhap
35895,ramechhap,seti devi addharbhut bidyalaya,,seti devi addharbhut bidyalaya,seti devi pravi,pravi,seti devi,seti devi pravi,pravi,seti devi,ramechhap
35896,ramechhap,seti devi avi,avi,seti devi,seti devi nimavi,nimavi,seti devi,,,,ramechhap
35897,ramechhap,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,ramechhap
35898,ramechhap,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,ramechhap
35899,ramechhap,seti devi avi,avi,seti devi,seti devi nimavi,nimavi,seti devi,,,,ramechhap
35900,ramechhap,seti devi avi,avi,seti devi,seti devi nimavi,nimavi,seti devi,,,,ramechhap
35901,ramechhap,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,ramechhap
35902,dolakha,seti devi avi,avi,seti devi,seti devi avi,avi,seti devi,,,,dolakha
35903,dolakha,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,dolakha
35904,dolakha,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,dolakha
35905,dolakha,seti devi avi,avi,seti devi,seti devi avi,avi,seti devi,,,,dolakha
35906,sindhupalchok,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,sindhupalchok
35907,sindhupalchok,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,sindhupalchok
35908,sindhupalchok,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,sindhupalchok
35909,sindhupalchok,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,sindhupalchok
35910,kavrepalanchok,seti devi avi,avi,seti devi,seti devi nimavi,nimavi,seti devi,,,,kavrepalanchok
35911,kavrepalanchok,seti devi avi,avi,seti devi,seti devi pravi,pravi,seti devi,,,,kavrepalanchok
