school_id,district,modified_name,modified_name_school_level,modified_name_root,modified_old_name1,modified_old_name1_school_level,modified_old_name1_root,modified_old_name2,modified_old_name2_school_level,modified_old_name2_root,district
22305,parsa,madrassa dostiya salfiya avi,avi,madrassa dostiya salfiya,madrassa dostiya salfiya,,madrassa dostiya salfiya,,,,parsa
22306,sarlahi,madrassa eman ahamda raja hripur majurwa,,madrassa eman ahamda raja hripur majurwa,madrassa eman ahamda raja laxmipur kodraha,,madrassa eman ahamda raja laxmipur kodraha,,,,sarlahi
22307,saptari,madrassa eshatul fulum fakira,,madrassa eshatul fulum fakira,,,,,,,saptari
22308,mahottari,madrassa eshlamiya gulshen raja,,madrassa eshlamiya gulshen raja,,,,,,,mahottari
22309,saptari,madrassa fai ui,,madrassa fai ui,,,,,,,saptari
22310,sarlahi,madrassa faijan rasa,,madrassa faijan rasa,,,,,,,sarlahi
22311,mahottari,madrassa faijane ahmad raja,,madrassa faijane ahmad raja,,,,,,,mahottari
22312,dhanusha,madrassa faijane reja,,madrassa faijane reja,,,,,,,dhanusha
22313,mahottari,madrassa faijane reja loharpatti,,madrassa faijane reja loharpatti,,,,,,,mahottari
22314,sarlahi,madrassa faijul gurwa,,madrassa faijul gurwa,,,,,,,sarlahi
22315,mahottari,madrassa faijul islami pravi,pravi,madrassa faijul islami,,,,,,,mahottari
22316,mahottari,madrassa faijul kuran,,madrassa faijul kuran,,,,,,,mahottari
22317,dhanusha,madrassa farjan suleman ahale hadish,,madrassa farjan suleman ahale hadish,,,,,,,dhanusha
22318,sarlahi,madrassa faujane mustafa thulo musaili,,madrassa faujane mustafa thulo musaili,madrassa faujane mustafa,,madrassa faujane mustafa,,,,sarlahi
22319,sarlahi,madrassa faujul nawi piparnatha,,madrassa faujul nawi piparnatha,,,,,,,sarlahi
22320,saptari,madrassa fulwadiya,,madrassa fulwadiya,,,,,,,saptari
22321,mahottari,madrassa gaushaya barkatul olum,,madrassa gaushaya barkatul olum,,,,,,,mahottari
22322,dhanusha,madrassa gaushiya banigama,,madrassa gaushiya banigama,,,,,,,dhanusha
22323,sarlahi,madrassa gaushiya islahul muslemani sundarpur,,madrassa gaushiya islahul muslemani sundarpur,,,,,,,sarlahi
22324,mahottari,madrassa gaushiya mashlehudin,,madrassa gaushiya mashlehudin,,,,,,,mahottari
22325,sarlahi,madrassa gaushiya pravi,pravi,madrassa gaushiya,,,,,,,sarlahi
22326,mahottari,madrassa gausiya madinatul barkat,,madrassa gausiya madinatul barkat,,,,,,,mahottari
22327,mahottari,madrassa gausiya raujatul uloom,,madrassa gausiya raujatul uloom,,,,,,,mahottari
22328,mahottari,madrassa gausulwara,,madrassa gausulwara,,,,,,,mahottari
22329,mahottari,madrassa golshane madina padariya,,madrassa golshane madina padariya,madrassa golshane reja padariya,,madrassa golshane reja padariya,,,,mahottari
22330,sarlahi,madrassa gulasane taiyawa sano,,madrassa gulasane taiyawa sano,,,,,,,sarlahi
22331,mahottari,madrassa gulsane nuri pravi,pravi,madrassa gulsane nuri,,,,,,,mahottari
22332,dhanusha,madrassa gulsen madina,,madrassa gulsen madina,,,,,,,dhanusha
22333,dhanusha,madrassa gulshane madina duhabi,,madrassa gulshane madina duhabi,,,,,,,dhanusha
22334,sarlahi,madrassa hanfiya faijul islam,,madrassa hanfiya faijul islam,,,,,,,sarlahi
22335,siraha,madrassa hanfiya gausiya shobhapur,,madrassa hanfiya gausiya shobhapur,,,,,,,siraha
22336,siraha,madrassa hanfiya mohammad reja shobhapur,,madrassa hanfiya mohammad reja shobhapur,,,,,,,siraha
22337,dhanusha,madrassa hanphiya phaijane madina,,madrassa hanphiya phaijane madina,,,,,,,dhanusha
22338,parsa,madrassa harmain darul ulum,,madrassa harmain darul ulum,,,,,,,parsa
22339,bara,madrassa husainiya,,madrassa husainiya,,,,,,,bara
22340,parsa,madrassa husnul ulam semarbari barwa,,madrassa husnul ulam semarbari barwa,,,,,,,parsa
22341,bara,madrassa isalamiy sarajul,,madrassa isalamiy sarajul,,,,,,,bara
22342,parsa,madrassa isalamiya darul kuran dhobini,,madrassa isalamiya darul kuran dhobini,,,,,,,parsa
22343,parsa,madrassa isalamiya darul ulum jame masjid isalampur,,madrassa isalamiya darul ulum jame masjid isalampur,,,,,,,parsa
22344,parsa,madrassa isalamiya nurul ulum kauwaban kataiya,,madrassa isalamiya nurul ulum kauwaban kataiya,,,,,,,parsa
22345,parsa,madrassa ishlahul muslemin,,madrassa ishlahul muslemin,,,,,,,parsa
22346,mahottari,madrassa ishlamiya bairgiya,,madrassa ishlamiya bairgiya,,,,,,,mahottari
22347,mahottari,madrassa ishlamiya ishlahul muslemin,,madrassa ishlamiya ishlahul muslemin,,,,,,,mahottari
22348,mahottari,madrassa ishlamiya salamul olum,,madrassa ishlamiya salamul olum,,,,,,,mahottari
22349,parsa,madrassa islahhul muslemin islam,,madrassa islahhul muslemin islam,,,,,,,parsa
22350,bara,madrassa islahul mu,,madrassa islahul mu,,,,,,,bara
22351,dhanusha,madrassa islahul muslemin pachhbaritol,,madrassa islahul muslemin pachhbaritol,,,,,,,dhanusha
22352,sarlahi,madrassa islamiya,,madrassa islamiya,,,,,,,sarlahi
22353,sarlahi,madrassa islamiya,,madrassa islamiya,,,,,,,sarlahi
22354,bara,madrassa islamiya bahrul ulum,,madrassa islamiya bahrul ulum,,,,,,,bara
22355,parsa,madrassa islamiya darul ulm padeypur,,madrassa islamiya darul ulm padeypur,madrassa islamiya darul ulm,,madrassa islamiya darul ulm,,,,parsa
22356,saptari,madrassa islamiya dawatnagar sarpa,,madrassa islamiya dawatnagar sarpa,,,,,,,saptari
22357,bara,madrassa islamiya fajunnabi parwanipurlipani,,madrassa islamiya fajunnabi parwanipurlipani,madrassa islamiya lipani,,madrassa islamiya lipani,,,,bara
22358,siraha,madrassa islamiya gulshane madina,,madrassa islamiya gulshane madina,,,,,,,siraha
22359,siraha,madrassa islamiya khoriya,,madrassa islamiya khoriya,,,,,,,siraha
22360,mahottari,madrassa islamiya loharpatti,,madrassa islamiya loharpatti,,,,,,,mahottari
22361,parsa,madrassa islamiya pravi,pravi,madrassa islamiya,,,,,,,parsa
22362,bara,madrassa islamiya sidikiya pakadiya,,madrassa islamiya sidikiya pakadiya,,,,,,,bara
22363,saptari,madrassa islamiya talimul kuran basbiti,,madrassa islamiya talimul kuran basbiti,,,,,,,saptari
22364,mahottari,madrassa islamiya thfisur quran,,madrassa islamiya thfisur quran,,,,,,,mahottari
22365,bara,madrassa islammiya inarwa,,madrassa islammiya inarwa,,,,,,,bara
22366,parsa,madrassa islomiya phaijul ulum dewarbana,,madrassa islomiya phaijul ulum dewarbana,,,,,,,parsa
22367,mahottari,madrassa jaise islam,,madrassa jaise islam,,,,,,,mahottari
22368,sarlahi,madrassa jame atul banatul momenath jalsa road,,madrassa jame atul banatul momenath jalsa road,,,,,,,sarlahi
22369,mahottari,madrassa jame islamik,,madrassa jame islamik,,,,,,,mahottari
22370,siraha,madrassa jameatul wanat kanya pathashala balkawa bazar,,madrassa jameatul wanat kanya pathashala balkawa bazar,,,,,,,siraha
22371,sarlahi,madrassa jameya hanphiya miyatol,,madrassa jameya hanphiya miyatol,,,,,,,sarlahi
22372,mahottari,madrassa jameyatul islamiya satu reja,,madrassa jameyatul islamiya satu reja,,,,,,,mahottari
22373,mahottari,madrassa jamiya abubakra siddiki,,madrassa jamiya abubakra siddiki,madrassa jamiya abubakra sidhika raija,,madrassa jamiya abubakra sidhika raija,,,,mahottari
22374,rautahat,madrassa jamiya hafiya,,madrassa jamiya hafiya,,,,,,,rautahat
22375,sarlahi,madrassa jisane raza barahathwa,,madrassa jisane raza barahathwa,,,,,,,sarlahi
22376,saptari,madrassa jolhari maleth pravi,pravi,madrassa jolhari maleth,,,,,,,saptari
22377,dhanusha,madrassa kadariya islahul muslim saghara,,madrassa kadariya islahul muslim saghara,,,,,,,dhanusha
22378,saptari,madrassa kashimul ulum pravi bairwa,pravi,madrassa kashimul ulum  bairwa,,,,,,,saptari
22379,parsa,madrassa kasmiya,,madrassa kasmiya,,,,,,,parsa
22380,mahottari,madrassa khadijatul kubra girls school,,madrassa khadijatul kubra girls school,madrassa khadij tul al kuwara girls school,,madrassa khadij tul al kuwara girls school,,,,mahottari
22381,sarlahi,madrassa majahariya wadarul aoluma kala tol,,madrassa majahariya wadarul aoluma kala tol,,,,,,,sarlahi
22382,saptari,madrassa mohmadiya darul hadis banarjhula,,madrassa mohmadiya darul hadis banarjhula,,,,,,,saptari
22383,mahottari,madrassa mophidul yatama,,madrassa mophidul yatama,,,,,,,mahottari
22384,siraha,madrassa najmul hoda al salphiya belaha,,madrassa najmul hoda al salphiya belaha,,,,,,,siraha
22385,saptari,madrassa nijamiya miftaul ulam,,madrassa nijamiya miftaul ulam,,,,,,,saptari
22386,sarlahi,madrassa noori barkati,,madrassa noori barkati,madrassa nuri barkati,,madrassa nuri barkati,madrassa nuri warkati laxmipur kodraha,,madrassa nuri warkati laxmipur kodraha,sarlahi
22387,sarlahi,madrassa nuriya rijbiya f olum,,madrassa nuriya rijbiya f olum,,,,,,,sarlahi
22388,sarlahi,madrassa nurula eshalam rijabiya bayalwash,,madrassa nurula eshalam rijabiya bayalwash,,,,,,,sarlahi
22389,sarlahi,madrassa phaijul olum,,madrassa phaijul olum,,,,,,,sarlahi
22390,dhanusha,madrassa qadriya barkatiya lohana,,madrassa qadriya barkatiya lohana,,,,,,,dhanusha
22391,saptari,madrassa rahmaniya birpur,,madrassa rahmaniya birpur,,,,,,,saptari
22392,saptari,madrassa rahmaniya darul quran maleth,,madrassa rahmaniya darul quran maleth,,,,,,,saptari
22393,sarlahi,madrassa rahmaniya gausiya,,madrassa rahmaniya gausiya,,,,,,,sarlahi
22394,sarlahi,madrassa rahmaniya jeyaul ilam,,madrassa rahmaniya jeyaul ilam,,,,,,,sarlahi
22395,mahottari,madrassa rajae mustufa,,madrassa rajae mustufa,,,,,,,mahottari
22396,parsa,madrassa rajakiya miftahul ulam,,madrassa rajakiya miftahul ulam,,,,,,,parsa
22397,sarlahi,madrassa rajaya mustafa dhankaul pachbari,,madrassa rajaya mustafa dhankaul pachbari,,,,,,,sarlahi
22398,siraha,madrassa rajbiya salokhari,,madrassa rajbiya salokhari,,,,,,,siraha
22399,sarlahi,madrassa rajbiya samsiya jiyaoul olum,,madrassa rajbiya samsiya jiyaoul olum,,,,,,,sarlahi
22400,mahottari,madrassa rifhai,,madrassa rifhai,,,,,,,mahottari
22401,mahottari,madrassa rijbiya eshlahul,,madrassa rijbiya eshlahul,,,,,,,mahottari
22402,sarlahi,madrassa rijbiya garib nawaj,,madrassa rijbiya garib nawaj,,,,,,,sarlahi
22403,sarlahi,madrassa rijviya phalahul musalemin,,madrassa rijviya phalahul musalemin,,,,,,,sarlahi
22404,saptari,madrassa riyajul jannah,,madrassa riyajul jannah,,,,,,,saptari
22405,sarlahi,madrassa sabriya madina tul ulum,,madrassa sabriya madina tul ulum,,,,,,,sarlahi
22406,parsa,madrassa salphiya rahamania khuluchadi,,madrassa salphiya rahamania khuluchadi,,,,,,,parsa
22407,bara,madrassa samsul ulum pravi,pravi,madrassa samsul ulum,,,,,,,bara
22408,mahottari,madrassa sarkare aalla hajrat,,madrassa sarkare aalla hajrat,,,,,,,mahottari
22409,saptari,madrassa sirajalak ishlam fakira,,madrassa sirajalak ishlam fakira,,,,,,,saptari
22410,bara,madrassa snafiya kanmul ulum rangpur,,madrassa snafiya kanmul ulum rangpur,,,,,,,bara
22411,parsa,madrassa sulmaniya darul ulum,,madrassa sulmaniya darul ulum,,,,,,,parsa
22412,parsa,madrassa tahuliya islam mahadevpatti,,madrassa tahuliya islam mahadevpatti,,,,,,,parsa
22413,saptari,madrassa talemul kuraana banarjhula,,madrassa talemul kuraana banarjhula,madrassa lalimul buarna,,madrassa lalimul buarna,,,,saptari
22414,rautahat,madrassa talimul kuraan,,madrassa talimul kuraan,,,,,,,rautahat
22415,mahottari,madrassa talimul kuran,,madrassa talimul kuran,,,,,,,mahottari
22416,mahottari,madrassa talimul kuran bairgiya,,madrassa talimul kuran bairgiya,,,,,,,mahottari
22417,rautahat,madrassa talimul kurwan,,madrassa talimul kurwan,,,,,,,rautahat
22418,mahottari,madrsa gaushiya mushlim tole,,madrsa gaushiya mushlim tole,madrassa gaushiya mushlim tole,,madrassa gaushiya mushlim tole,,,,mahottari
22419,parsa,madrsa isalahul muslemin avi,avi,madrsa isalahul muslemin,mdrsa isahul muslim pravi,pravi,mdrsa isahul muslim,,,,parsa
22420,bara,madrsa salphiya darul islam,,madrsa salphiya darul islam,,,,,,,bara
22421,parsa,maftahul ulum avi,avi,maftahul ulum,maftahul ulum pravi,pravi,maftahul ulum,,,,parsa
22422,saptari,mahabir mavi,mavi,mahabir,,,,,,,saptari
22423,saptari,mahabir mavi hanumannagar,mavi,mahabir  hanumannagar,mahabir mavi,mavi,mahabir,,,,saptari
22424,bara,mahabir ne ra avi bakulahar,avi,mahabir ne ra  bakulahar,mahabir avi,avi,mahabir,,,,bara
22425,rautahat,mahabir pravi,pravi,mahabir,,,,,,,rautahat
22426,sarlahi,mahabir pravi,pravi,mahabir,,,,,,,sarlahi
22427,saptari,mahabir rastraya pravi majhaura,pravi,mahabir rastraya  majhaura,mahabir pravi,pravi,mahabir,,,,saptari
22428,siraha,mahad al banat al salihat kanya school kharukyahi,,mahad al banat al salihat kanya school kharukyahi,mahad al banat al salihat kharukyahi,,mahad al banat al salihat kharukyahi,,,,siraha
22429,rautahat,mahad umul kuran madrassa,,mahad umul kuran madrassa,,,,,,,rautahat
22430,siraha,mahadev avi silorwa,avi,mahadev  silorwa,mahadev pravi silorwa,pravi,mahadev  silorwa,,,,siraha
22431,sarlahi,mahadev janata mavi,mavi,mahadev janata,mahadev janata mavi,mavi,mahadev janata,,,,sarlahi
22432,sarlahi,mahadev janata pravi,pravi,mahadev janata,,,,,,,sarlahi
22433,rautahat,mahadev pra school jetharahiya,,mahadev pra school jetharahiya,,,,,,,rautahat
22434,dhanusha,mahadev ra pravi sinurjoda,pravi,mahadev ra  sinurjoda,,,,,,,dhanusha
22435,parsa,mahadev mavi,mavi,mahadev,mahadev avi,avi,mahadev,,,,parsa
22436,saptari,mahakabi devkota avi,avi,mahakabi devkota,mahakabi devkota avi,avi,mahakabi devkota,,,,saptari
22437,dhanusha,mahakant jha english boarding school,,mahakant jha english boarding school,,,,,,,dhanusha
22438,rautahat,mahalaxmi basic ecd school bairiya,,mahalaxmi basic ecd school bairiya,mahalaxmi basic ecd school,,mahalaxmi basic ecd school,,,,rautahat
22439,saptari,mahalaxmi ebs,,mahalaxmi ebs,,,,,,,saptari
22440,saptari,mahan shahid jan avi sawarnpatti deuri,avi,mahan shahid jan  sawarnpatti deuri,mahan shahid jan pravi sawarnpatti deuri,pravi,mahan shahid jan  sawarnpatti deuri,,,,saptari
22441,parsa,mahanagarpalika avi,avi,mahanagarpalika,birgunj mahanagarpalika avi,avi,birgunj mahanagarpalika,,,,parsa
22442,parsa,mahanand prasad upadhyay mavi vidyalaya bagahi,mavi,mahanand prasad upadhyay  vidyalaya bagahi,mahanand prasad upadhyaya mavi vidyalaya bagahi,mavi,mahanand prasad upadhyaya  vidyalaya bagahi,maha nanda pd upadhyaya mavi,mavi,maha nanda pd upadhyaya,parsa
22443,saptari,mahanta janata pravi barahi birpur chhinnmasta,pravi,mahanta janata  barahi birpur chhinnmasta,mahanta janata pravi,pravi,mahanta janata,,,,saptari
22444,dhanusha,maharani mai pravi,pravi,maharani mai,,,,,,,dhanusha
22445,rautahat,maharshi valmiki mavi,mavi,maharshi valmiki,,,,,,,rautahat
22446,sarlahi,mahasunar sunrise academy,,mahasunar sunrise academy,,,,,,,sarlahi
22447,sarlahi,mahaveer janata mavi,mavi,mahaveer janata,mahabir janta mavi,mavi,mahabir janta,,,,sarlahi
22448,siraha,mahaveer mavi chainpur,mavi,mahaveer  chainpur,mahaveer mavi,mavi,mahaveer,,,,siraha
22449,dhanusha,mahavir school,avi,mahr school,,,,,,,dhanusha
22450,rautahat,mahdul aajam urdu pravi mansri,pravi,mahdul aajam urdu  mansri,,,,,,,rautahat
22451,mahottari,mahendra adarsa mahila mavi jaleshwar,mavi,mahendra adarsa mahila  jaleshwar,mahendra adarsa ma mavi jaleshwor,mavi,mahendra adarsa ma  jaleshwor,,,,mahottari
22452,saptari,mahendra janta mavi baluwa sitapur,mavi,mahendra janta  baluwa sitapur,mahendra ja mavi baluwa sitapur,mavi,mahendra ja  baluwa sitapur,,,,saptari
22453,sarlahi,mahendra pravi,pravi,mahendra,,,,,,,sarlahi
22454,parsa,mahendra pravi,pravi,mahendra,,,,,,,parsa
22455,dhanusha,mahendra pravi mujeliya,pravi,mahendra  mujeliya,,,,,,,dhanusha
22456,mahottari,mahendra rashtriya mavi,mavi,mahendra rashtriya,mahendra rashtriya mavi ramgopalpur,mavi,mahendra rashtriya  ramgopalpur,mahendra rashtriya mavi ramgopalpur,mavi,mahendra rashtriya  ramgopalpur,mahottari
22457,sarlahi,mahendra ratna jagarnath laxminiya mavi,mavi,mahendra ratna jagarnath laxminiya,mahendra ratna jagarnath laxminiya mavi sitapur,mavi,mahendra ratna jagarnath laxminiya  sitapur,mahendra ratna jagannath laxminiya hss sitapur,,mahendra ratna jagannath laxminiya hss sitapur,sarlahi
22458,rautahat,mahendra ray yadav pravi,pravi,mahendra ray yadav,mhendra ray yadav pravi,pravi,mhendra ray yadav,,,,rautahat
22459,rautahat,mahi memorial public school,,mahi memorial public school,,,,,,,rautahat
22460,saptari,mahikar mavi,mavi,mahikar,mahikar mavi prasbani saptari,mavi,mahikar  prasbani saptari,mahikar mavi prasbani saptari,mavi,mahikar  prasbani saptari,saptari
22461,rautahat,mahila pra school bhasedawa,,mahila pra school bhasedawa,,,,,,,rautahat
22462,rautahat,mahila uthan adharbhut vi rajpur,,mahila uthan adharbhut vi rajpur,mahila uthan pravi,pravi,mahila uthan,,,,rautahat
22463,parsa,mahobani padam mavi,mavi,mahobani padam,mohobani padam mavi,mavi,mohobani padam,mohobani avi,avi,mohobani,parsa
22464,mahottari,mahottari glory english boarding school ramgopalpur mahottari,,mahottari glory english boarding school ramgopalpur mahottari,mahottari glory english boarding school ramgopalpur,,mahottari glory english boarding school ramgopalpur,,,,mahottari
22465,mahottari,maina memorial english boarding school,,maina memorial english boarding school,,,,,,,mahottari
22466,sarlahi,maistan janta avi,avi,maistan janta,maistan janta pravi,pravi,maistan janta,,,,sarlahi
22467,parsa,maisthan bal bidya mandir gawah avi,avi,maisthan bal bidya mandir gawah,,,,,,,parsa
22468,mahottari,maisthan public academy,,maisthan public academy,,,,,,,mahottari
22469,rautahat,maisthan samudayik pravi,pravi,maisthan samudayik,,,,,,,rautahat
22470,mahottari,majharul olum madarsa,,majharul olum madarsa,majharul olum madrassa,,majharul olum madrassa,,,,mahottari
22471,parsa,makhtab bhishwaul ulum kauwaban kataiya,,makhtab bhishwaul ulum kauwaban kataiya,,,,,,,parsa
22472,parsa,maktab inarwa,,maktab inarwa,inarwa mktab,,inarwa mktab,,,,parsa
22473,parsa,maktab isalamiya darul kuran madrassa,,maktab isalamiya darul kuran madrassa,,,,,,,parsa
22474,parsa,maktab islamiya azajul ulum jagarnathpur,,maktab islamiya azajul ulum jagarnathpur,makab islamiya azajul ulum,,makab islamiya azajul ulum,,,,parsa
22475,parsa,maktab isslamiya darul bannat,,maktab isslamiya darul bannat,,,,,,,parsa
22476,sarlahi,malangwa greenland mavi english boarding school,mavi,malangwa greenland  english boarding school,malangwa greenland mavi,mavi,malangwa greenland,,,,sarlahi
22477,sarlahi,malangwa vidhya sagar angreji aawasiya vidhyalaya,,malangwa vidhya sagar angreji aawasiya vidhyalaya,,,,,,,sarlahi
22478,parsa,malini academy,,malini academy,,,,,,,parsa
22479,parsa,mamata vidhya mandir,,mamata vidhya mandir,,,,,,,parsa
22480,siraha,manakamana ebs,,manakamana ebs,,,,,,,siraha
22481,dhanusha,manakamana public ebs,,manakamana public ebs,,,,,,,dhanusha
22482,sarlahi,manakamana mavi,mavi,manakamana,,,,,,,sarlahi
22483,bara,manakamana mavi ebs,mavi,manakamana  ebs,,,,,,,bara
22484,parsa,manakamana mavi,mavi,manakamana,manakamana ebs,,manakamana ebs,,,,parsa
22485,sarlahi,manapuran janta mavi school jabdi,mavi,manapuran janta  school jabdi,manapuran janata nimavi,nimavi,manapuran janata,,,,sarlahi
22486,dhanusha,manaslu ebs,,manaslu ebs,,,,,,,dhanusha
22487,parsa,manawa public english school,,manawa public english school,upakar english medium school,,upakar english medium school,,,,parsa
22488,siraha,manelal janta mavi sothiyain,mavi,manelal janta  sothiyain,manelal janta mavi sothiyain,mavi,manelal janta  sothiyain,manelal janta uchcha mavi sothiyain,mavi,manelal janta uchcha  sothiyain,siraha
22489,parsa,mangal mavi vishwa,mavi,mangal  vishwa,mangal mavi,mavi,mangal,,,,parsa
22490,mahottari,mangalnath avi,avi,mangalnath,mangalnath pravi,pravi,mangalnath,,,,mahottari
22491,sarlahi,mangalsthan utpidit utthan pravi,pravi,mangalsthan utpidit utthan,,,,,,,sarlahi
22492,sarlahi,manju pravi atrauli,pravi,manju  atrauli,,,,,,,sarlahi
22493,bara,manjushree avi,avi,manjushree,manjushree avi,avi,manjushree,,,,bara
22494,sarlahi,manokamana academy,,manokamana academy,,,,,,,sarlahi
22495,sarlahi,manokamana awasiya vidyalaya,,manokamana awasiya vidyalaya,,,,,,,sarlahi
22496,saptari,manokamana ebs,,manokamana ebs,manakamana ebs,,manakamana ebs,,,,saptari
22497,siraha,manokamana educational academy pravi,pravi,manokamana educational academy,,,,,,,siraha
22498,rautahat,manokamna bal bikas kendra,,manokamna bal bikas kendra,,,,,,,rautahat
22499,saptari,manoranjana laugi educational academy,,manoranjana laugi educational academy,,,,,,,saptari
22500,bara,mansagara dhath pravi,pravi,mansagara dhath,pravi mansagara dhath,pravi,mansagara dhath,pravi mansagaradh,pravi,mansagaradh,bara
22501,parsa,mansha mai pravi,pravi,mansha mai,,,,,,,parsa
22502,parsa,mardhrasa islam miya neday mital bhisawa,,mardhrasa islam miya neday mital bhisawa,,,,,,,parsa
22503,sarlahi,marichiman singh janata mavi,mavi,marichiman singh janata,marich man singh janata mavi,mavi,marich man singh janata,,,,sarlahi
22504,dhanusha,marigold aca eng boa school,,marigold aca eng boa school,marigold academy english boarding school dhanusha pravi,pravi,marigold academy english boarding school dhanusha,,,,dhanusha
22505,rautahat,marigold mavi english boarding school,mavi,marigold  english boarding school,merigold mavi english boarding school,mavi,merigold  english boarding school,,,,rautahat
22506,mahottari,markaje dawate islami faijane madina,,markaje dawate islami faijane madina,,,,,,,mahottari
22507,bara,markazi madrasa tajweedul quran kishunpur,,markazi madrasa tajweedul quran kishunpur,markaji madrassa bidul kuaryal,,markaji madrassa bidul kuaryal,,,,bara
22508,dhanusha,markzuddarajatis sunniah madarsa gullsane ajmeri,,markzuddarajatis sunniah madarsa gullsane ajmeri,,,,,,,dhanusha
22509,parsa,mascot academy,,mascot academy,,,,,,,parsa
22510,saptari,masilal janata mavi kushaha,mavi,masilal janata  kushaha,ma ja mavi kusha,mavi,ma ja  kusha,,,,saptari
22511,mahottari,mathura avi,avi,mathura,mathura pravi,pravi,mathura,,,,mahottari
22512,siraha,mauje janta avi bharewa sikron,avi,mauje janta  bharewa sikron,mauje janta pravi bharewa sikron,pravi,mauje janta  bharewa sikron,,,,siraha
22513,rautahat,maulbi haque pravi,pravi,maulbi haque,,,,,,,rautahat
22514,saptari,maxell english boarding school,,maxell english boarding school,,,,,,,saptari
22515,parsa,meghraj upadhya smriti dalit pra,,meghraj upadhya smriti dalit pra,,,,,,,parsa
22516,rautahat,menuka simsar pravi,pravi,menuka simsar,,,,,,,rautahat
22517,siraha,meri gold educational academy siraha pravi,pravi,meri gold educational academy siraha,meri gold educational academy siraha pravi,pravi,meri gold educational academy siraha,,,,siraha
22518,parsa,merigold english boarding school,,merigold english boarding school,merigold ebs,,merigold ebs,,,,parsa
22519,sarlahi,merigold english boarding school,,merigold english boarding school,,,,,,,sarlahi
22520,siraha,merry children ebs siraha,,merry children ebs siraha,,,,,,,siraha
22521,bara,merry gold mavi ebs,mavi,merry gold  ebs,,,,,,,bara
22522,parsa,mes public ebs,,mes public ebs,,,,,,,parsa
22523,rautahat,methur paniya avi,avi,methur paniya,methur paniya pravi,pravi,methur paniya,,,,rautahat
22524,sarlahi,migastali pravi kalinjor,pravi,migastali  kalinjor,,,,,,,sarlahi
22525,parsa,milan english school,,milan english school,,,,,,,parsa
22526,siraha,milan public school karjanha,,milan public school karjanha,,,,,,,siraha
22527,mahottari,milestone acedemy,,milestone acedemy,,,,,,,mahottari
22528,dhanusha,milestone ebs,,milestone ebs,,,,,,,dhanusha
22529,siraha,milestone international school,,milestone international school,,,,,,,siraha
22530,mahottari,milky way galaxy english boarding school,,milky way galaxy english boarding school,,,,,,,mahottari
22531,parsa,millenium english boarding school,,millenium english boarding school,,,,,,,parsa
22532,bara,mind light english boarding school,,mind light english boarding school,,,,,,,bara
22533,parsa,miniland english mavi,mavi,miniland english,,,,,,,parsa
22534,parsa,miracle kids,,miracle kids,,,,,,,parsa
22535,mahottari,mirmire avi,avi,mirmire,,,,,,,mahottari
22536,parsa,mission academy,,mission academy,,,,,,,parsa
22537,bara,mission academy uchidi,,mission academy uchidi,mission academy,,mission academy,,,,bara
22538,dhanusha,mission english boarding school,,mission english boarding school,,,,,,,dhanusha
22539,dhanusha,mithila academy,,mithila academy,mithila academy eng board schhol,,mithila academy eng board schhol,,,,dhanusha
22540,dhanusha,mithila bihari pravi pulchowk,pravi,mithila bihari  pulchowk,,,,,,,dhanusha
22541,dhanusha,mithila boarding school,,mithila boarding school,,,,,,,dhanusha
22542,mahottari,mithila child academy,,mithila child academy,,,,,,,mahottari
22543,dhanusha,mithila dalit rastriya avi,avi,mithila dalit rastriya,,,,,,,dhanusha
22544,siraha,mithila educational academy,,mithila educational academy,,,,,,,siraha
22545,mahottari,mithila english boarding school,,mithila english boarding school,,,,,,,mahottari
22546,saptari,mithila gyankunj school,,mithila gyankunj school,,,,,,,saptari
22547,dhanusha,mithila montessori ebs,,mithila montessori ebs,,,,,,,dhanusha
22548,dhanusha,mithila pravi ghodghas,pravi,mithila  ghodghas,,,,,,,dhanusha
22549,saptari,mithila public academy,,mithila public academy,,,,,,,saptari
22550,saptari,mithila public school,,mithila public school,,,,,,,saptari
22551,siraha,mithila saraswati aawasiya mavi bishnupur,mavi,mithila saraswati aawasiya  bishnupur,mithila sarswati aawasiya mavi bishnupur,mavi,mithila sarswati aawasiya  bishnupur,,,,siraha
22552,dhanusha,mithila saraswati ebs,,mithila saraswati ebs,,,,,,,dhanusha
22553,dhanusha,mithila sarbajanik pravi haripur,pravi,mithila sarbajanik  haripur,mithila sarbajanik pravi haripur,pravi,mithila sarbajanik  haripur,mithila sarbajanik pravi umaprempur,pravi,mithila sarbajanik  umaprempur,dhanusha
22554,dhanusha,mithila shiksha sadan,,mithila shiksha sadan,,,,,,,dhanusha
22555,dhanusha,mithila tilak nanda kumari karki sec sch jhatiyahi,,mithila tilak nanda kumari karki sec sch jhatiyahi,shree mithila tilak nanda kumari karki mavi jhatiyahi,mavi,shree mithila tilak nanda kumari karki  jhatiyahi,mithila tilak nanda kumari karki mavi jhatiyahi,mavi,mithila tilak nanda kumari karki  jhatiyahi,dhanusha
22556,siraha,mithila vidya mandir,,mithila vidya mandir,,,,,,,siraha
22557,rautahat,mitra memorial awasiya mavi,mavi,mitra memorial awasiya,mitra memorial ebs,,mitra memorial ebs,,,,rautahat
