school_id	school	velthuis	district1	confidence	all_matches	district_english
161	लक्ष्मी विद्या भवन आधारभूत विद्यालय, माई न॰पा, इलाम	lak.smii vidyaa bhavana aadhaarabhuuta vidyaalaya, maaii na॰paa, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
162	नेपाल ज्योती आधारभूत विद्यालय, नामसालिङ, इलाम	"nepaala jyotii aadhaarabhuuta vidyaalaya, naamasaali""na, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
163	गजुरमुखी आधारभूत विद्यालय, जीतपुर, इलाम	gajuramukhii aadhaarabhuuta vidyaalaya, jiitapura, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
164	ज्ञानोदय प्राथमिक विधालय, वढहरे इलाम	j~naanodaya praathamika vidhaalaya, va.dhahare ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 80.0, 25)]	Ilam
165	सरस्वती प्राथमिक विधालय, समालबुङ, इलाम	"sarasvatii praathamika vidhaalaya, samaalabu""na, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
166	जनता प्राथमिक विधालय प्याङ्ग, इलाम	"janataa praathamika vidhaalaya pyaa""nga, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
167	सिद्धार्थ आधारभूत विद्यालय, इलाम	siddhaartha aadhaarabhuuta vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
168	राष्ट्रिय आधारभूत विद्यालय, माइजोगमाई, इलाम	raa.s.triya aadhaarabhuuta vidyaalaya, maaijogamaaii, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
169	हमालय निम्न माध्यमिक विधालय, चसापानी, इलाम	hamaalaya nimna maadhyamika vidhaalaya, casaapaanii, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
170	पूर्णस्मारक माध्यमिक विद्यालय, इलाम	puur.nasmaaraka maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
171	जनकल्याण प्राथमिक विधालय गोदक, इलाम	janakalyaa.na praathamika vidhaalaya godaka, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
172	सरस्वती उ॰ माध्यमिक विद्यालय, वतासे, इलाम	sarasvatii u॰ maadhyamika vidyaalaya, vataase, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
173	राष्टप्रेमी उ॰ माध्यमिक विधालय, इलाम	raa.s.tapremii u॰ maadhyamika vidhaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
174	वालकन्या नि॰मा॰वि॰, इलाम	vaalakanyaa ni॰maa॰vi॰, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
175	युवावर्ष प्रा॰वि॰, इलाम	yuvaavar.sa praa॰vi॰, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
176	त्रिभुवन प्रा॰वि॰पञ्चकन्या, इलाम	tribhuvana praa॰vi॰pa~ncakanyaa, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
177	अमर ज्योती आधारभूत विद्यालय साङरुम्बा, इलाम	"amara jyotii aadhaarabhuuta vidyaalaya saa""narumbaa, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
178	महेश्वरा निम्न माध्यमिक विधालय, सोयाक इलाम	"mahe""svaraa nimna maadhyamika vidhaalaya, soyaaka ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 80.0, 25), ('सल्यान', 80.0, 64)]	Ilam
179	देउमाई आधारभूत विद्यालय, ईलाम	deumaaii aadhaarabhuuta vidyaalaya, iilaama	इलाम	85.7142857142857	[('इलाम', 85.71428571428572, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
180	सूर्योदय आधारभूत विद्यालय, बरबोटे, इलाम	suuryodaya aadhaarabhuuta vidyaalaya, barabo.te, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
181	बाल कल्याण आधारभूत विद्यालय, इलाम	baala kalyaa.na aadhaarabhuuta vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
182	जाल्पा प्रा॰ वी॰, इलाम	jaalpaa praa॰ vii॰, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
183	नारायण आधारभूत विद्यालय, गोदक इलाम	naaraaya.na aadhaarabhuuta vidyaalaya, godaka ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 80.0, 25), ('कैलाली', 80.0, 75)]	Ilam
184	सरस्वती प्रा॰वि॰, दानाबारी, इलाम	sarasvatii praa॰vi॰, daanaabaarii, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
185	भगवती आधारभूत विद्यालय, जितपुर, इलाम	bhagavatii aadhaarabhuuta vidyaalaya, jitapura, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
186	जालपा नि॰मा॰वि।, इलाम	jaalapaa ni॰maa॰vi|, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
187	कमल देवी आधारभूत विद्यालय, इलाम	kamala devii aadhaarabhuuta vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
188	फलाटे माध्यमिक विद्यालय, इलाम	phalaa.te maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
189	वालमण्डल उ॰ माध्यमिक विधालय, इलाम	vaalama.n.dala u॰ maadhyamika vidhaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
190	वाल्मिकी सिंहदेवी आधारभूत विद्यालय, इलाम	vaalmikii si.mhadevii aadhaarabhuuta vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
191	जनता माध्यमिक विद्यालय माई नगरपालिका, इलाम	janataa maadhyamika vidyaalaya maaii nagarapaalikaa, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
192	थोकफेला प्राथमिक विधालय, इलाम	thokaphelaa praathamika vidhaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
193	नारायण जन माध्यमिक विधालय मच्छेगाउँ, काठमाडौं	naaraaya.na jana maadhyamika vidhaalaya macchegaauँ, kaa.thamaa.dau.m	काठमाडौं	100	[('काठमाडौं', 100.0, 4)]	Kathmandu
194	विणापाणी माध्यमिक विद्यालय, इलाम	vi.naapaa.nii maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
195	बाँझोगाउँ माध्यमिक विद्यालय चुलाचुली, इलाम	baaँjhogaauँ maadhyamika vidyaalaya culaaculii, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
196	सिद्ध देवी प्राथमिक विधालय पुवामजुवा, इलाम	siddha devii praathamika vidhaalaya puvaamajuvaa, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
197	सिद्धदेउमाई निम्न माध्यमिक विधालय चयैता, इलाम	siddhadeumaaii nimna maadhyamika vidhaalaya cayaitaa, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
198	डम्बर देवी माध्यमिक विद्यालय, इलाम	.dambara devii maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
199	माहेन्द्र माध्यमिक विद्यालय, तनहुँ	maahendra maadhyamika vidyaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
200	नारायण्ाचौर प्रा वि, तनहु	naaraaya.naacaura praa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
201	सल्लेरी प्रा॰वि॰, इलाम	sallerii praa॰vi॰, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
202	जनता प्राथमिक विद्यालय चमैता, इलाम	janataa praathamika vidyaalaya camaitaa, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
203	सिंहदेवी माध्यमिक विद्यालय, इलाम	si.mhadevii maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
204	भृकुटी माध्यमिक विधालय, तनहुँ	bh.rku.tii maadhyamika vidhaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
205	जनसहयोगी माध्यमिक विद्यालय भानु न॰पा॰, तनहुँ	janasahayogii maadhyamika vidyaalaya bhaanu na॰paa॰, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
206	दुल्लभ माध्यमिक विद्यालय मसेल, गोरखा	dullabha maadhyamika vidyaalaya masela, gorakhaa	गोरखा	100	[('गोरखा', 100.0, 70), ('सुर्खेत', 75.0, 74)]	Gorkha
207	जीवन ज्योति माध्यमिक विद्यालय, काफलडाँडा, गोरखा	jiivana jyoti maadhyamika vidyaalaya, kaaphala.daaँ.daa, gorakhaa	गोरखा	100	[('गोरखा', 100.0, 70), ('सुर्खेत', 75.0, 74)]	Gorkha
208	हिरामणि आधारभूत विद्यालय, तनहुँ	hiraama.ni aadhaarabhuuta vidyaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
209	चिसोपानी माध्यमिक विद्यालय, माङसेबुङ, इलाम	"cisopaanii maadhyamika vidyaalaya, maa""nasebu""na, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
210	जनता जायसवाल माध्यमिक विद्यालय गोदार, धनुषा	janataa jaayasavaala maadhyamika vidyaalaya godaara, dhanu.saa	धनुषा	100	[('धनुषा', 100.0, 20), ('धनकुटा', 75.0, 44)]	Dhanusa
211	माध्यमिक विद्यालय दिगम्बरपुर धनुषा	maadhyamika vidyaalaya digambarapura dhanu.saa	धनुषा	100	[('धनुषा', 100.0, 20), ('पर्सा', 75.0, 21), ('मोरङ', 75.0, 57)]	Dhanusa
212	बुद्धशान्ति माध्यमिक विद्यालय, राप्ती, चितवन	"buddha""saanti maadhyamika vidyaalaya, raaptii, citavana"	चितवन	100	[('चितवन', 100.0, 62)]	Chitwan
213	बशाहास्थान मा बि, तनहु	"ba""saahaasthaana maa bi, tanahu"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
214	आनन्दज्योति माध्यमिक विद्यालय पोखरा, कास्की	aanandajyoti maadhyamika vidyaalaya pokharaa, kaaskii	कास्की	100	[('कास्की', 100.0, 29), ('कालीकोट', 80.0, 32), ('बाँके', 75.0, 73)]	Kaski
215	लक्ष्मी नि मा वि, तनहु	lak.smii ni maa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
216	गोरख आधारभूत विद्यालय, समालवुङ्ग, इलाम	"gorakha aadhaarabhuuta vidyaalaya, samaalavu""nga, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
217	सिंहआदर्श प्रा॰वि॰, इलाम	"si.mhaaadar""sa praa॰vi॰, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
218	प्याङ्ग माध्यमिक विद्यालय प्याङ कुटीडाँडा, इलाम	"pyaa""nga maadhyamika vidyaalaya pyaa""na ku.tii.daaँ.daa, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
219	ज्योति प्राथमिक विधालय जोगमाई, इलाम	jyoti praathamika vidhaalaya jogamaaii, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
220	माहेन्द्री उ॰ माध्यमिक विधालय, तनहुँ	maahendrii u॰ maadhyamika vidhaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
221	अन्नपूर्ण माध्यमिक विद्यालय, गोरखा	annapuur.na maadhyamika vidyaalaya, gorakhaa	गोरखा	100	[('गोरखा', 100.0, 70), ('सुर्खेत', 75.0, 74)]	Gorkha
222	अमरकल्याण माध्यमिक विद्यालय, माईजाेगमाई, इलाम	amarakalyaa.na maadhyamika vidyaalaya, maaiijaaegamaaii, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
223	कपिया उ॰ माध्यमिक विधालय, कुमरोज चितवन	kapiyaa u॰ maadhyamika vidhaalaya, kumaroja citavana	चितवन	100	[('चितवन', 100.0, 62)]	Chitwan
224	रत्नराज्य माध्यमिक विद्यालय, बानेश्वर, काठमाडौं	"ratnaraajya maadhyamika vidyaalaya, baane""svara, kaa.thamaa.dau.m"	काठमाडौं	100	[('काठमाडौं', 100.0, 4)]	Kathmandu
225	निरनजना प्रा वि	niranajanaa praa vi	पूर्व नवलपरासी	90.9090909090909	[('पूर्व नवलपरासी', 90.9090909090909, 39), ('रुकुम पूर्व', 90.9090909090909, 40), ('पर्सा', 75.0, 21)]	Eastern Nawalparasi
226	बीरेन्द्र उ॰ माध्यमिक विधालय कुमरी-३, नुवाकोट	biirendra u॰ maadhyamika vidhaalaya kumarii-3, nuvaako.ta	नुवाकोट	100	[('नुवाकोट', 100.0, 50), ('डोटी', 80.0, 7), ('कालीकोट', 76.92307692307692, 32)]	Nuwakot
227	अमृत आधारभूत विद्यालय, तनहुँ	am.rta aadhaarabhuuta vidyaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
228	शान्तिपुर माध्यमिक विद्यालय शान्तिपुर, इलाम	"""saantipura maadhyamika vidyaalaya ""saantipura, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
229	कैलाश प्रा॰वि॰, इलाम	"kailaa""sa praa॰vi॰, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
230	चण्िडका प्रा वि, तनहु	ca.ni.dakaa praa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
231	इन्द्रदेवी नि मा वि, तनहु	indradevii ni maa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
232	रा प्रा वि दिवानगर, चितवन	raa praa vi divaanagara, citavana	चितवन	100	[('चितवन', 100.0, 62)]	Chitwan
233	कालिगंगा माध्यमिक विद्यालय, बैदी, तनहुँ	kaaliga.mgaa maadhyamika vidyaalaya, baidii, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
234	अरुणोदय आधारभूत विद्यालय, शान्तिपुर, इलाम	"aru.nodaya aadhaarabhuuta vidyaalaya, ""saantipura, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
235	बालकेश माध्यमिक विद्यालय, देवघाट, तनहुँ	"baalake""sa maadhyamika vidyaalaya, devaghaa.ta, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
236	नारायण प्राथमिक विधालय, सिमलचौर तनहुँ	naaraaya.na praathamika vidhaalaya, simalacaura tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38), ('रौतहट', 80.0, 47)]	Tanahun
237	अमर प्राथमिक विद्यालय, व्यास, तनहुँ	amara praathamika vidyaalaya, vyaasa, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
238	भिमसुन आधारभूत विद्यालय सन्दकपुर, इलाम	bhimasuna aadhaarabhuuta vidyaalaya sandakapura, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
239	शिवमाई माध्यमिक विधालय नयाँबजार -३ इलाम	"""sivamaaii maadhyamika vidhaalaya nayaaँbajaara -3 ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 80.0, 25)]	Ilam
240	गुरुङगाउं प्रा॰वि, इलाम	"guru""nagaau.m praa॰vi, ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
241	कन्काई माध्यमिक विद्यालय, इलाम	kankaaii maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
242	लालीगुराँस प्रा॰वि, खोटाङ	"laaliiguraaँsa praa॰vi, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
243	कमल प्रा वि, तनहु	kamala praa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
244	कृष्णालय आधारभूत विद्यालय, व्यास, तनहुँ	k.r.s.naalaya aadhaarabhuuta vidyaalaya, vyaasa, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
245	प्रबोध माध्यमिक विद्यालय, माबु, इलाम	prabodha maadhyamika vidyaalaya, maabu, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
246	जनज्योती आधारभूत विद्यालय जन्तेढुङ्गा गा॰पा॰, खोटाङ	"janajyotii aadhaarabhuuta vidyaalaya jante.dhu""ngaa gaa॰paa॰, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
247	कामधेनु मा वि, काठमाडौं	kaamadhenu maa vi, kaa.thamaa.dau.m	काठमाडौं	100	[('काठमाडौं', 100.0, 4)]	Kathmandu
248	आधारभूत विद्यालय, धनुषा	aadhaarabhuuta vidyaalaya, dhanu.saa	धनुषा	100	[('धनुषा', 100.0, 20), ('धनकुटा', 75.0, 44)]	Dhanusa
249	गोर्खा कालिका आधारभूत विद्यालय तनहुँ	gorkhaa kaalikaa aadhaarabhuuta vidyaalaya tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
250	कालिका आधारभूत विद्यालय देवघाट, चितवन	kaalikaa aadhaarabhuuta vidyaalaya devaghaa.ta, citavana	चितवन	100	[('चितवन', 100.0, 62)]	Chitwan
251	पार्वती आधारभूत विद्यालय रुपाकोट, खोटाङ	"paarvatii aadhaarabhuuta vidyaalaya rupaako.ta, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
252	माध्यमिक विधालय	maadhyamika vidhaalaya	मुगु	80	[('मुगु', 80.0, 41)]	Mugu
253	आदर्श शिक्षा माध्यमिक विद्यालय, तनहुँ	"aadar""sa ""sik.saa maadhyamika vidyaalaya, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
254	चन्र्दोदय प्रा वि, तनहु	canrdodaya praa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
255	पृथ्वी उ॰ माध्यमिक विधालय, खोटाङ	"p.rthvii u॰ maadhyamika vidhaalaya, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
256	महेन्द्रोदय माध्यमिक विद्यालय हलेसी, खोटाङ	"mahendrodaya maadhyamika vidyaalaya halesii, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
257	सरस्वती नि मा वि, खोटाङ	"sarasvatii ni maa vi, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
258	जन विकास प्रा॰वि, खोटाङ	"jana vikaasa praa॰vi, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
259	सरस्वती, खोटाङ	"sarasvatii, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
260	बौद्ध आधारभूत विद्यालय ऐसेलुखर्क गा॰पा॰, खोटाङ	"bauddha aadhaarabhuuta vidyaalaya aiselukharka gaa॰paa॰, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
261	देउराली उ॰ माध्यमिक विधालय, खोटाङ	"deuraalii u॰ maadhyamika vidhaalaya, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
262	जनता माध्यमिक विद्यालय सुखीपुर, सिरहा	janataa maadhyamika vidyaalaya sukhiipura, sirahaa	सिराहा	85.7142857142857	[('सिराहा', 85.71428571428572, 67), ('सुर्खेत', 85.71428571428572, 74)]	Siraha
263	सरस्वती प्राथमिक विद्यालय, शुक्लागण्डकी न॰पा॰, तनहुँ	"sarasvatii praathamika vidyaalaya, ""suklaaga.n.dakii na॰paa॰, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
264	शान्ति प्राथमिक विद्यालय बन्दीपुर, तनहुँ	"""saanti praathamika vidyaalaya bandiipura, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
265	कृष्ण उ॰ माध्यमिक विधालय, गजरकोट तनहुँ	k.r.s.na u॰ maadhyamika vidhaalaya, gajarako.ta tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38), ('जाजरकोट', 76.92307692307692, 15)]	Tanahun
266	जन कल्याण्ा प्रा वि, मनाङ	"jana kalyaa.naa praa vi, manaa""na"	मनाङ	100	[('मनाङ', 100.0, 51), ('लमजुङ', 75.0, 5), ('मोरङ', 75.0, 57)]	Manang
267	घाटवेशी आधारभूत विद्यालय भिमसेन, गोरखा	"ghaa.tave""sii aadhaarabhuuta vidyaalaya bhimasena, gorakhaa"	गोरखा	100	[('गोरखा', 100.0, 70), ('सुर्खेत', 75.0, 74)]	Gorkha
268	शिखर ज्योति प्राथमिक विद्यालय, वयापानी हर्मी, गोरखा	"""sikhara jyoti praathamika vidyaalaya, vayaapaanii harmii, gorakhaa"	गोरखा	100	[('गोरखा', 100.0, 70), ('सुर्खेत', 75.0, 74)]	Gorkha
269	चण्डिका आधारभूत विद्यालय, वुङकोट, गाेरखा	"ca.n.dikaa aadhaarabhuuta vidyaalaya, vu""nako.ta, gaaerakhaa"	गोरखा	85.7142857142857	[('गोरखा', 85.71428571428572, 70), ('गुल्मी', 75.0, 25)]	Gorkha
270	अमर निम्न माध्यमिक विधालय तल्लो, तनहुँ	amara nimna maadhyamika vidhaalaya tallo, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
271	शंकर प्राथमिक विद्यालय, व्यास, तनहुँ	"""sa.mkara praathamika vidyaalaya, vyaasa, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
272	नयाँ ज्योति प्राथमिक विद्यालय व्यास न॰पा॰, तनहुँ	nayaaँ jyoti praathamika vidyaalaya vyaasa na॰paa॰, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
273	जलदेवी माध्यमिक विद्यालय, व्यास, तनहुँ	jaladevii maadhyamika vidyaalaya, vyaasa, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
274	पेलुङ प्राथमिक विद्यालय निर्मलीडाँडा, खोटाङ	"pelu""na praathamika vidyaalaya nirmalii.daaँ.daa, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
275	जनता माध्यमिक विद्यालय हलेसी तुवाचुङ न॰पा॰, खाेटाङ	"janataa maadhyamika vidyaalaya halesii tuvaacu""na na॰paa॰, khaae.taa""na"	खोटाङ	88.8888888888889	[('खोटाङ', 88.88888888888889, 36)]	Khotang
276	महेन्द्र ज्योती माध्यमिक विद्यालय, शिशाघाट, तनहुँ	"mahendra jyotii maadhyamika vidyaalaya, ""si""saaghaa.ta, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
277	चण्डी निकेतन प्रा॰वि, खोटाङ	"ca.n.dii niketana praa॰vi, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
278	सासु निकेतन प्राथमिक विद्यालय, खामडाडा, याम्खा, खोटाङ	"saasu niketana praathamika vidyaalaya, khaama.daa.daa, yaamkhaa, kho.taa""na"	खोटाङ	100	[('खोटाङ', 100.0, 36)]	Khotang
279	नव ज्योति प्रा वि	nava jyoti praa vi	पूर्व नवलपरासी	90.9090909090909	[('पूर्व नवलपरासी', 90.9090909090909, 39), ('रुकुम पूर्व', 90.9090909090909, 40), ('पर्सा', 75.0, 21)]	Eastern Nawalparasi
