school_id_B,root_school_name_B,school_level_B,root_school_old_name1_B,root_school_old_name2_B,school_level_old_name2_B,school_level_old_name1_B,district_B,Fuzzy_match_score
3835,bhaktapur modern ebs,,new modern ebs,,,,bhaktapur,
3836,bhaktapur nist school,,bhaktapur nist ebs,,,,bhaktapur,
3837,bhaktapur rhombus,mavi,siddhi glorious academy,,,,bhaktapur,
3838,bhakteshwar,mavi,bhakteshwar,bhakteshwar,nimavi,avi,kavrepalanchok,
3839,bhakti bedanta pathshala,,,,,,kathmandu,
3840,bhakti international academy,,,,,,kathmandu,
3841,bhaktivedanta pathshala,,,,,,kathmandu,
3842,bhalepokhari,pravi,,,,,ramechhap,
3843,bhaluwatar,avi,bhaluwatar,,,pravi,sindhuli,
3844,bhamara,avi,bhamara,bhamara,avi,avi,nuwakot,
3845,bhamarkote himalayan,avi,bhamarkote himalayan,,,nimavi,kavrepalanchok,
3846,bhandara,mavi,,,,,chitwan,
3847,bhandarigau balvikas kendra,,,,,,kavrepalanchok,
3848,bhangeri,mavi,bhangeri,,,mavi,dolakha,
3849,bhanjyang,avi,,,,,sindhupalchok,
3850,bhanjyang,avi,bhanjyang,,,pravi,kavrepalanchok,
3851,bhanjyang kharka,pravi,,,,,nuwakot,
3852,bhanjyang,pravi,,,,,sindhupalchok,
3853,bhanodaya,avi,bhanodaya,bhanodaya adharbhut,,avi,lalitpur,
3854,bhanu,mavi,bhanu bhakta,,,mavi,kathmandu,
3855,bhanu,avi,,,,,sindhuli,
3856,bhanu bhakta,avi,bhanu bhakta,,,nimavi,ramechhap,
3857,bhanu bhakta,mavi,,,,,sindhuli,
3858,bhanu bhakta memorial ebs,,,,,,kathmandu,
3859,bhanu bhakta,mavi,shree bhanu bhakta,bhanu bhakta,mavi,mavi,dhading,
3860,bhanu  baratpur,mavi,bhanu  baratpur,bhanu,mavi,mavi,chitwan,
3861,bhanu memorial,mavi,bhanu memorial ebs,,,,chitwan,
3862,bhanu,mavi,bhannu,bhannu,mavi,mavi,makwanpur,
3863,bhanu  ratanpur,mavi,bhanu,bhanu  hatpate,mavi,mavi,sindhuli,
3864,bharatee,mavi,bharati,,,mavi,ramechhap,
3865,bharati,avi,bharati,,,pravi,ramechhap,
3866,bharatpur balmandir autism bishesh vidyalaya,,,,,,chitwan,
3867,bharatpur  bharatpur,mavi,bharatpur,,,mavi,chitwan,
3868,bhassara,mavi,bhasara ebs,,,,lalitpur,
3869,bhatbhateni school,,,,,,bhaktapur,
3870,bhatte,avi,bhatte,,,pravi,sindhupalchok,
3871,bhavishya pre,pravi,,,,,kathmandu,
3872,bhawana,pravi,,,,,makwanpur,
3873,bhawana,pravi,bhawana,,,pravi,makwanpur,
3874,bhawani,avi,bhawani,,,nimavi,kavrepalanchok,
3875,bhawani,mavi,,,,,nuwakot,
3876,bhawani,pravi,,,,,kavrepalanchok,
3877,bhawani,mavi,bhawani,,,mavi,nuwakot,
3878,bheem,mavi,bheem,bhim,mavi,mavi,kathmandu,
3879,bhendabari,mavi,bhedabari,bhedabari,mavi,mavi,nuwakot,
3880,bhibhuti baikalpik vidhalaya,,bhibhuti baikalpik bidhalaya,,,,kathmandu,
3881,bhim,mavi,bhim,,,mavi,dolakha,
3882,bhim,mavi,bhim,,,mavi,dolakha,
3883,bhim adarsha,avi,bhim adarsha,,,avi,bhaktapur,
3884,bhim,avi,bhim,,,nimavi,ramechhap,
3885,bhim bidyashram,mavi,bhim bidyashram,,,mavi,sindhupalchok,
3886,bhim chandra aadharbhut vidhyalya bharatpur,,bhim chandra aadharbhut vidhyalya,bhim chandra,pravi,,chitwan,
3887,bhim dev adharvut vidhyala,,bhim dev,,,pravi,kathmandu,
3888,bhim ebs,,,,,,makwanpur,
3889,bhim,mavi,bhim,,,mavi,dolakha,
3890,bhimali,avi,bhimali,,,pravi,rasuwa,
3891,bhimdhunga,mavi,bhimdhunga,,,avi,kathmandu,
3892,bhimendra,avi,bhimendra,,,avi,dolakha,
3893,bhimeshor bahira,pravi,bhimeshor bahira,,,pravi,dolakha,
3894,bhimeshwar prasun kandel,mavi,bhimeswor pra,,,mavi,ramechhap,
3895,bhimeshwor aaharbhut,,bhimeshwor,,,nimavi,ramechhap,
3896,bhimeshwor academy,,,,,,kathmandu,
3897,bhimeshwor academy,,,,,,dolakha,
3898,bhimeshwor,avi,bhimeshwor,,,pravi,ramechhap,
3899,bhimeshwor,avi,bhimeshwor,,,nimavi,ramechhap,
3900,bhimeshwor,avi,bhimeshwor,,,avi,dolakha,
3901,bhimeshwor,pravi,,,,,ramechhap,
3902,bhimeshwor,pravi,,,,,sindhupalchok,
3903,bhimeshwor rudra,mavi,bhimeshwor rudra,,,mavi,ramechhap,
3904,bhimeshwori,avi,bhimeshwori,,,pravi,ramechhap,
3905,bhimnagar  baratpur,mavi,bhim nagar,,,mavi,chitwan,
3906,bhimodaya,mavi,bhimodaya,,,mavi,dhading,
3907,bhimodaya,mavi,bhimodaya,,,mavi,chitwan,
3908,bhimsen adarsha,mavi,bhimsen adarsa,,,mavi,lalitpur,
3909,bhimsen,avi,bhimsen,,,nimavi,rasuwa,
3910,bhimsen,avi,bhimsen,,,pravi,kavrepalanchok,
3911,bhimsen,mavi,,,,,sindhupalchok,
3912,bhimsen,mavi,bhisen,,,mavi,sindhupalchok,
3913,bhimsen,pravi,,,,,sindhupalchok,
3914,bhimsen,pravi,,,,,sindhupalchok,
3915,bhimsen,pravi,,,,,kavrepalanchok,
3916,bhimsen,pravi,,,,,makwanpur,
3917,bhimsen  khaniyadanda,pravi,bhimsen,,,pravi,sindhuli,
3918,bhimsen,mavi,bhimsen,,,avi,sindhupalchok,
3919,bhimsen,mavi,bhimsen,,,mavi,nuwakot,
3920,bhimsensthan,avi,bhimsensthan,,,pravi,rasuwa,
3921,bhimsensthan bbk,,,,,,sindhupalchok,
3922,bhirabkunda,avi,bhirabkunda,,,pravi,nuwakot,
3923,bhirmuni,avi,bhirmuni,,,pravi,dolakha,
3924,bhogteni,avi,bhogateni,bhogateni,pravi,avi,dhading,
3925,bhoj siddha,mavi,bhoj siddha,,,mavi,makwanpur,
3926,bhole baba,pravi,,,,,chitwan,
3927,bhotang devi,mavi,votang devi,votang devi,mavi,mavi,sindhupalchok,
3928,bhotenamlang,mavi,bhotenamlang,,,mavi,sindhupalchok,
3929,bhrikuti boarding school bharatpur,,bhrikuti ebs bharatpur,bhrikuti ebs,,,chitwan,
3930,bhrikuti,mavi,bhrikuti,,,nimavi,kavrepalanchok,
3931,bhrikuti,mavi,bhrikuti ebs,,,,kathmandu,
3932,bhrikuti,mavi,bhrikuti,,,avi,makwanpur,
3933,bhubaneshwari,avi,bhuvaneshwori,,,pravi,rasuwa,
3934,bhubaneshwori,avi,bhubaneshwori,,,pravi,ramechhap,
3935,bhubaneshwori,avi,bhubaneshwori,,,pravi,kavrepalanchok,
3936,bhubaneshwori,avi,bhubaneshwori,,,pravi,kavrepalanchok,
3937,bhubaneshwori,pravi,,,,,dolakha,
3938,bhume devi,avi,bhume devi,bhume devi,pravi,avi,nuwakot,
3939,bhume devi,avi,bhuma devi,,,pravi,nuwakot,
3940,bhume devi,pravi,,,,,nuwakot,
3941,bhume devi,pravi,,,,,nuwakot,
3942,bhume devi,pravi,,,,,rasuwa,
3943,bhume devi,pravi,bhume devi,,,pravi,nuwakot,
3944,bhume devi,pravi,bhume devi,,,pravi,nuwakot,
3945,bhume devi,mavi,bhume devi,,,mavi,nuwakot,
3946,bhume gumba,mavi,bhume gumba,,,mavi,dolakha,
3947,bhume,mavi,bhume,,,mavi,kavrepalanchok,
3948,bhumedevi,mavi,bhume devi,,,mavi,rasuwa,
3949,bhumekali,avi,bhumekali,,,nimavi,dhading,
3950,bhumeshowri  sanodandakharka,pravi,,,,,makwanpur,
3951,bhumeshwari,pravi,bhumeshwori,,,pravi,rasuwa,
3952,bhumeshwari,mavi,bhumeswori,,,mavi,sindhupalchok,
3953,bhumeshwor  nagi,avi,bhumeshwori,,,nimavi,sindhuli,
3954,bhumeshwor,avi,bhumeshwor,,,nimavi,ramechhap,
3955,bhumeshwor,avi,bhumeshwor,,,pravi,kavrepalanchok,
3956,bhumeshwor,avi,bhumeshwor,,,nimavi,lalitpur,
3957,bhumeshwor,avi,bhumeshwor,,,pravi,dhading,
3958,bhumeshwor ni,mavi,bhumeshwor,,,nimavi,kavrepalanchok,
3959,bhumeshwori babike,,bhumeshwori,bhumeshwori,pravi,avi,dhading,
3960,bhumeshwori,avi,bhumeshwori  sunkhanitar,bhumeshwori,nimavi,avi,sindhuli,
3961,bhumeshwori,avi,bhumeshwori,,,pravi,ramechhap,
3962,bhumeshwori,avi,bhumeshwori,,,pravi,sindhupalchok,
3963,bhumeshwori,avi,bhumeshwori,,,pravi,sindhupalchok,
3964,bhumeshwori,avi,bhumeshwori,,,pravi,dhading,
3965,bhumeshwori,pravi,,,,,dolakha,
3966,bhumeshwori,pravi,,,,,sindhupalchok,
3967,bhumeshwori,pravi,,,,,sindhupalchok,
3968,bhumeshwori,pravi,,,,,makwanpur,
3969,bhumeshwori,pravi,,,,,makwanpur,
3970,bhumesthan,avi,bhumestan,,,avi,sindhupalchok,
3971,bhumesthan,avi,bhumesthan,,,pravi,nuwakot,
3972,bhumesthan,avi,bhumesthan,,,pravi,dhading,
3973,bhumesthan bbk,,,,,,ramechhap,
3974,bhumesthan,pravi,,,,,sindhupalchok,
3975,bhumesthan,pravi,,,,,kavrepalanchok,
3976,bhumesthan,pravi,,,,,kavrepalanchok,
3977,bhumesthan,pravi,,,,,kavrepalanchok,
3978,bhumesthan,pravi,,,,,nuwakot,
3979,bhumesthan preprimary school ecd,,,,,,sindhupalchok,
3980,bhumesthan,pravi,bhumesthan,,,pravi,kavrepalanchok,
3981,bhumesthan,mavi,bhumesthan,,,mavi,dolakha,
3982,bhumesthan,mavi,,,,,kavrepalanchok,
3983,bhumeswar  khaniyakharka,pravi,,,,,sindhuli,
3984,bhumeswori,avi,bhumeswori,,,nimavi,ramechhap,
3985,bhumeswori,avi,bhumeswori,,,nimavi,sindhupalchok,
3986,bhumeswori,pravi,,,,,sindhupalchok,
3987,bhumeswori,mavi,bhumeswori,,,mavi,sindhupalchok,
3988,bhumethan,avi,bhumethan,,,pravi,ramechhap,
3989,bhumethan,pravi,,,,,ramechhap,
3990,bhumi mahadev,pravi,,,,,makwanpur,
3991,bhumichuli,pravi,bhumichuli,,,pravi,makwanpur,
3992,bhumisthan,avi,bhumisthan,,,pravi,dhading,
3993,bhumithumka,avi,bhumithumka,,,nimavi,lalitpur,
3994,bhupendra memorial bal batika,,,,,,nuwakot,
3995,bhusune kali devi,pravi,,,,,kavrepalanchok,
3996,bhutan devi,mavi,bhutan devi,,,mavi,makwanpur,
3997,bhutandevi,pravi,,,,,ramechhap,
3998,bhuwan,avi,bhuwan,,,pravi,dhading,
3999,bhuwaneshwari,mavi,bhubaneshwori,,,mavi,dhading,
31000,bhuwaneshwori,mavi,bhuvaneshwor,,,mavi,dhading,
31001,bhuwaneshwori,avi,bhuwaneshwori,,,nimavi,kavrepalanchok,
31002,bhuwaneshwori,mavi,bhubaneshwori,,,mavi,bhaktapur,
31003,bhuwanishankar multiple campus,,,,,,chitwan,
31004,bhuwanishankar multiple college,,,,,,chitwan,
31005,bibhuti national school,,,,,,kathmandu,
31006,bibhuti pathashala,,advanced academy,,,,kathmandu,
31007,bibhuti pragya niketan,,,,,,kathmandu,
31008,biddodaya pre,pravi,,,,,kathmandu,
31009,bidhya kunja non formal,mavi,,,,,kavrepalanchok,
31010,bidhya sagar english boarding school,,bidya sagar ebs,,,,kathmandu,
31011,bidhyodaya,avi,,,,,kathmandu,
31012,bidhyodaya ebs,,,,,,kathmandu,
31013,bidhyoparjan,pravi,bidhyoprajan,,,pravi,nuwakot,
31014,bidya bikash,pravi,,,,,kavrepalanchok,
31015,bidya bikash,pravi,,,,,kavrepalanchok,
31016,bidya niketan,pravi,,,,,nuwakot,
31017,bidyabikash english boarding school,,,,,,dolakha,
31018,bidyadhishwori,mavi,bidyadhishwori,,,mavi,lalitpur,
31019,bidyashram,avi,bidyashram,,,nimavi,ramechhap,
31020,big buddha national academy,,big buddha academy,,,,kathmandu,
31021,bigyan english boarding school,,bigyan ebs,,,,kathmandu,
31022,bigyan pathsala,,,,,,kathmandu,
31023,bigyan prabha,avi,bigyan prabha,,,nimavi,lalitpur,
31024,bigyan,mavi,bigayan,bigayan,mavi,mavi,nuwakot,
31025,bihabar,avi,bihabar,,,nimavi,kavrepalanchok,
31026,bijeshwori gyan mandir sainik mahdyalaya,avi,bijeshwori gyan mandir ebs,bijayashwori gyan mandir ebs,,,kathmandu,
31027,bijeswori english school,,bijayashwori ebs,,,,kathmandu,
31028,bikas,avi,bikas,,,avi,nuwakot,
31029,bikash,pravi,,,,,ramechhap,
31030,bikateshwor english,mavi,bikateshwar english,bikateshwar ebs,,mavi,kavrepalanchok,
31031,bimal memorial vidhyapeeth,,bimal memorial bidyapith,,,,bhaktapur,
31032,bimala  gairigaun,pravi,bimala,,,pravi,sindhuli,
31033,bina kalika,pravi,,,,,makwanpur,
31034,binayak bal,avi,binayak bal,binayak bal,nimavi,avi,kavrepalanchok,
31035,binayak  kalimati,avi,binayak,,,avi,sindhuli,
31036,binayak,mavi,binayak,,,mavi,nuwakot,
31037,binda basini pramary school bhanjyankhani,,binda basini  bhanjyankhani,binda basini,pravi,pravi,sindhuli,
31038,bindabasini,avi,,,,,dolakha,
31039,bindeshwari  golanjor,avi,bideswari,,,avi,sindhuli,
31040,bindeshwori,pravi,,,,,makwanpur,
31041,bindeshwori  vindesh,pravi,bindeshwori,,,pravi,makwanpur,
31042,bindha basini,pravi,,,,,kavrepalanchok,
31043,bindhabasini,avi,bindhabasini,,,avi,dolakha,
31044,bindhawasini,mavi,bindhya basini,,,mavi,kavrepalanchok,
31045,bindheshwari,avi,bindheshwari adharbhut,bindheshwori,nimavi,,chitwan,
31046,bindhyabasini,pravi,,,,,kavrepalanchok,
31047,bindhyabasini,mavi,binda basini ebs,,,,kathmandu,
31048,bindu keshar,avi,bindu keshar,,,pravi,dhading,
31049,bindu keshar,mavi,bindu keshar,,,mavi,nuwakot,
31050,binjyal purba,pravi,,,,,sindhupalchok,
31051,bipul shikshya niketan,,bipul ebs,,,,kathmandu,
31052,bir,pravi,bir,,,pravi,kavrepalanchok,
31053,birat ebs,,,,,,kathmandu,
31054,birat sanatan dharma sanskarti bidhyapith,,,,,,kathmandu,
31055,birendra adarsha,mavi,birendran adarsha,,,mavi,chitwan,
31056,birendra,avi,birendra,,,pravi,dolakha,
31057,birendra,avi,birendra,,,pravi,nuwakot,
31058,birendra,avi,birendra,,,pravi,chitwan,
31059,birendra,mavi,birendra,,,mavi,dolakha,
31060,birendra,mavi,shree birendra,birendra,mavi,mavi,nuwakot,
31061,birendra,mavi,birendra,,,avi,nuwakot,
31062,birendra,mavi,birendra,,,mavi,nuwakot,
31063,birendra smriti ebs,,,,,,lalitpur,
31064,bisdeutar,avi,bisdeutar,,,pravi,sindhupalchok,
31065,bishankhu narayan,mavi,bisankhu narayan,,,mavi,lalitpur,
31066,bishmure,pravi,,,,,dolakha,
31067,bishnu,avi,bishnu,,,avi,makwanpur,
31068,bishnu adyatmic sanskrit,pravi,,,,,sindhupalchok,
31069,bishnu devi,avi,bishnu devi,,,pravi,nuwakot,
31070,bishnu devi,pravi,,,,,nuwakot,
31071,bishnu devi,mavi,bishnu devi,,,mavi,kathmandu,
31072,bishnu devi shiksha sadan,mavi,bishnu devi sikshya sadan,,,,kathmandu,
31073,bishnu janajyoti,mavi,bishnu janajyoti,bishnu janajyoti,mavi,mavi,ramechhap,
31074,bishnu jyoti,avi,,,,,makwanpur,
31075,bishnu laxmi,pravi,,,,,kavrepalanchok,
31076,bishnu  baiteshwor dolakha,mavi,bishnu,,,mavi,dolakha,
31077,bishnu,pravi,bishnu,,,pravi,makwanpur,
31078,bishnudevi kids care montessori &,avi,,,,,kathmandu,
31079,bishnumati aawasiya,mavi,bishnumati aawasiya,bishnumati ebs,,mavi,kathmandu,
31080,bishnushwori,pravi,,,,,dolakha,
31081,bishwa jyoti,avi,bisho jyoti,bisho jyoti,avi,avi,makwanpur,
31082,bishwa jyoti shikshya sadan bharatpur,,bishwa jyoti shikshya sadan bharatpur,bishwa jyoti sikshya sadan,,,chitwan,
31083,bishwa prakash  bharatpur,mavi,bishwo prakash,,,mavi,chitwan,
31084,bishwa rastriya,mavi,,,,,kathmandu,
31085,bishwa shiksha sadan,mavi,bisho shiksha sadan,,,,kathmandu,
31086,bishwamitra ganesh,mavi,bishwamitra ganesh,bishwamitra gamesh,mavi,mavi,lalitpur,
31087,bishwo dip,pravi,,,,,sindhuli,
31088,bishwo jyoti  dovandanda,pravi,bishwo jyoti,,,pravi,sindhuli,
31089,bisuntole,avi,bisuntole,bisuntole,avi,pravi,dolakha,
31090,bless english boarding school,,,,,,sindhupalchok,
31091,bloom nepal school,,bloom nepal,,,,lalitpur,
31092,blooming kids,avi,,,,,lalitpur,
31093,blooming lotus english,mavi,blooming lotus boarding school,,,,dhading,
31094,blooms academy,,,,,,kathmandu,
31095,blossom co ed academy,,bloosem co ed academy,bhadrakali english medium school,,,kathmandu,
31096,blue berry day care and,avi,,,,,kathmandu,
31097,blue berry school,,,,,,kathmandu,
31098,blue bird ebs,,,,,,lalitpur,
31099,blue bird english school,,bluebird ebs,,,,bhaktapur,
31100,blue bird english school bharatpur,,blue bird ebs,,,,chitwan,
31101,blue bird school,,blue bird ebs,,,,lalitpur,
31102,blue wren international boarding school,mavi,blue wren international boarding school,blue wren ebs,,,kathmandu,
31103,bluebell,avi,,,,,lalitpur,
31104,bode,mavi,bode,,,mavi,bhaktapur,
31105,bodhi sadan,mavi,,,,,kathmandu,
31106,bodhibriksha elementary school,,,,,,kathmandu,
31107,bodhisattva school,,divya tara ebs,,,,kathmandu,
31108,bodhisatwa ebs,,,,,,kathmandu,
31109,bolde,avi,bolde,,,avi,sindhupalchok,
31110,bolde,pravi,,,,,sindhupalchok,
31111,bolung katunje,avi,bolung katunje,,,pravi,nuwakot,
31112,bomrang,avi,bomrang,,,pravi,dhading,
31113,bon skylark international school,,,,,,kathmandu,
31114,bosimpa,pravi,,,,,dolakha,
31115,boston ebs,,bostan ebs,,,,kathmandu,
31116,bouddha bhuwaneshwori,mavi,bouddha bhuwaneshwori,,,mavi,dolakha,
31117,bouddha ebs,,,,,,kathmandu,
31118,bouddha international school,,bouddha meridian ebs,,,,kathmandu,
31119,boudha children heaven boarding school,,children heaven ebs,,,,kathmandu,
31120,bp adarsha,pravi,,,,,sindhupalchok,
31121,bp  sikharpur,avi,bp  sikharpur,bp,pravi,pravi,sindhuli,
31122,bp memorial,avi,,,,,sindhupalchok,
31123,bp,pravi,,,,,makwanpur,
31124,bp smriti,avi,bp smriti,,,pravi,sindhupalchok,
31125,bp smriti,avi,bp smriti,,,pravi,nuwakot,
31126,bp smriti,pravi,,,,,nuwakot,
31127,bp smriti,pravi,,,,,dhading,
31128,brahmacharini,pravi,,,,,bhaktapur,
31129,brahmadik academy,,brahmadik academy,,,,makwanpur,
31130,brahmananda saraswati vedic gurukulum,,,,,,kathmandu,
31131,brahmasmi academy,,brahsmi academy,,,,kathmandu,
31132,brahmayani bbk,,,,,,sindhupalchok,
31133,brahmeshwar ved vidyashram,,bhrameshwor veda vidyashram,,,,nuwakot,
31134,brain heart ebs,,,,,,kathmandu,
31135,brain land academy,,,,,,kathmandu,
31136,brainy kids,avi,,,,,kathmandu,
31137,bramayani,avi,bramayani,,,avi,nuwakot,
31138,bramha bishnu,pravi,,,,,ramechhap,
31139,bramha devi,pravi,,,,,makwanpur,
31140,bramha kali,avi,bramha kali,,,avi,makwanpur,
31141,bramha kunja shikshya sadan,,bramha kunja shikshya sadan,,,,kathmandu,
31142,bramha,nimavi,,,,,makwanpur,
31143,bramhayani,avi,bramhayani,,,pravi,bhaktapur,
31144,bramhayani,mavi,,,,,kavrepalanchok,
31145,bramhayani,pravi,,,,,sindhupalchok,
31146,bramheshwar,pravi,,,,,sindhuli,
31147,bramheswory,avi,bramheswory,barmeshowri,pravi,pravi,nuwakot,
31148,bramhyani english school,,,,,,sindhupalchok,
31149,brichet,mavi,brichet,,,mavi,dhading,
31150,bridge water ebs,,,,,,lalitpur,
31151,bridgewater international,mavi,bridge water international,bridge water ebs,,mavi,kathmandu,
31152,bright angels ebs,,,,,,kathmandu,
31153,bright child center,,,,,,kathmandu,
31154,bright field education academy,,bright field academy,,,,kathmandu,
31155,bright future ebs,,,,,,lalitpur,
31156,bright future eng boarding school,,bright future english boarding school,,,,dhading,
31157,bright future english,mavi,,,,,kavrepalanchok,
31158,bright future english  bharatpur,mavi,bright future ebs bharatpur,bright future ebs,,,chitwan,
31159,bright future,mavi,bright future english boarding school,bright future ebs,,,kathmandu,
31160,bright heaven ebs,,,,,,kathmandu,
31161,bright horizon children's home school,,bright horizon childrens ebs,,,,kathmandu,
31162,bright kinder world,,,,,,kathmandu,
31163,bright star ebs,,,,,,kavrepalanchok,
31164,bright star english school,,bright star ebs,,,,bhaktapur,
31165,bright star  bharatpur,mavi,bright star  bharatpur,bright star ebs,,mavi,chitwan,
31166,bright star workers,mavi,bright star workers ebs,,,,lalitpur,
31167,bright stars ebs,,,,,,kathmandu,
31168,bright vision ebs,,,,,,kavrepalanchok,
31169,brihaspati vidyasadan,,brihaspati bidyasadan,,,,kathmandu,
31170,brikheshwar,avi,shree brikheshwar,brikheshwor,nimavi,avi,ramechhap,
31171,brilliant educational,mavi,,,,,kathmandu,
31172,brisheshwor,avi,brisheshwor,,,pravi,dhading,
31173,british gorkha academy,,,,,,kathmandu,
31174,british gurkha academy,mavi,,,,,kathmandu,
31175,brook hills school,,bruk hils ebs,,,,dhading,
31176,brookfield academy,,,,,,kathmandu,
31177,brooklyn academy,,bright land ebs,,,,kathmandu,
31178,brusbang,avi,brusbang baal bikash kendra,busbang bbk,,,dhading,
31179,buddha academy,,,,,,kavrepalanchok,
31180,buddha academy,,,,,,lalitpur,
31181,buddha academy boarding school,,buddha academy,,,,kathmandu,
31182,buddha,avi,,,,,sindhupalchok,
