school_id_B,root_school_name_B,school_level_B,root_school_old_name1_B,root_school_old_name2_B,school_level_old_name2_B,school_level_old_name1_B,district_B,Fuzzy_match_score
14223,nawa yuwa fulpati,pravi,,,,,khotang,
14224,nawadip academy,,nava deep academy ramdhuni,,,,sunsari,
14225,nawadurga,avi,nawadurga  arjundhara,nawa durga,avi,avi,jhapa,
14226,nawadurga ebs,,,,,,sunsari,
14227,nawadurga,pravi,,,,,sunsari,
14228,nawajyoti babike,,,,,,morang,
14229,nawajyoti,avi,naba jyoti,,,pravi,jhapa,
14230,nawajyoti,avi,nawa jyoti,,,pravi,tehrathum,
14231,nawajyoti,avi,nawajyoti,,,pravi,khotang,
14232,nawajyoti,avi,nawajyoti  rajapani,,,pravi,khotang,
14233,nawajyoti loktantrik,avi,nawajyoti loktantrik,navajyoti loktantrik,pravi,pravi,bhojpur,
14234,nawajyoti  rajabas,nimavi,,,,,udayapur,
14235,nawajyoti shiksha sadan,,,,,,dhankuta,
14236,nawakala education foundation,,,,,,jhapa,
14237,nawalpur,mavi,nawalpur  nawalpur,navalpur,nimavi,mavi,okhaldhunga,
14238,nawaneet academy,,,,,,jhapa,
14239,nawasrijana,avi,,,,,udayapur,
14240,nawayug academy,,nawayug academy ebs,nawa yug academy ebs,,,sunsari,
14241,nawayug shikshya niketan,mavi,bright future ebs,,,,jhapa,
14242,naween shikshya sadan,mavi,naween shikshya sadan,nabin sikshya sadan,mavi,mavi,tehrathum,
14243,nawodaya funmin shikshya sadan,,phanmin ebs,,,,jhapa,
14244,naya baal sansar montessori,,,,,,sunsari,
14245,naya islam madrassa,,,,,,sunsari,
14246,naya namuna,avi,naya namuna,,,pravi,ilam,
14247,naya namuna,mavi,,,,,panchthar,
14248,naya nepal,avi,naya nepal,naya nepal,pravi,avi,morang,
14249,naya vrindavan gurukul,,,,,,morang,
14250,nebula english school,,nebula english school urlabari,nebula ebs,,,morang,
14251,nejamiya slamiya madrassa,,,,,,jhapa,
14252,nepal aadarsha english,mavi,nepal aadarsha english  urlabari,nepal aadarsha english  urlabari morang,mavi,mavi,morang,
14253,nepal academy,,,,,,ilam,
14254,nepal adarsha english boarding school,,nepal adarsha englisg boarding school,nepal adarsha ebs,,,jhapa,
14255,nepal bauddha gumba,,,,,,morang,
14256,nepal bauddha gumba,,,,,,sunsari,
14257,nepal bauddha gumba tamu seva samiti,,,,,,sankhuwasabha,
14258,nepal bhraman barsa namuna,pravi,,,,,okhaldhunga,
14259,nepal darsan,mavi,,,,,morang,
14260,nepal darshan,avi,nepal darshan,,,pravi,sankhuwasabha,
14261,nepal dayanand vedic mission global academy,,nepal dayanand vedic mission global academy itahari,,,,sunsari,
14262,nepal japan friendship,mavi,nepal japan friendship school,nepal japan friendship school result,,,jhapa,
14263,nepal jyoti,mavi,nepal jyoti,,,avi,ilam,
14264,nepal police school dharan,,,,,,sunsari,
14265,nepal rashtriya,mavi,nepal rashtriya,nepal rashtriya u,mavi,mavi,sunsari,
14266,nepal rastra hari  vidhyalaya,mavi,nepal rastra hari,,,mavi,sunsari,
14267,nepal rastriya,avi,nepal rastriya,,,avi,sunsari,
14268,nepal rastriya,avi,nepal rastriya,,,nimavi,taplejung,
14269,nepal rastriya,avi,nepal rastriya,nepal rastriya,avi,avi,sankhuwasabha,
14270,nepal rastriya shiva,mavi,nepal rastriya shiva,,,mavi,sunsari,
14271,nepali islamiya madrassa,,,,,,morang,
14272,nepali rahamaniya madrassa,avi,nepali rahamaniya madrassa,,,,morang,
14273,nepalrastriya,avi,nepalrastriya,,,nimavi,taplejung,
14274,nepaltar public academy,,,,,,udayapur,
14275,nepaltar,mavi,nepaltar,,,mavi,ilam,
14276,nerpa  nerpa,pravi,,,,,khotang,
14277,netachowk model academy,,netachowk ebs,,,,morang,
14278,netra jyoti,avi,netra jyoti,,,pravi,ilam,
14279,netrajyoti,avi,netrajyoti,,,pravi,taplejung,
14280,netrajyoti,avi,netrajyoti,netra jyoti,pravi,avi,tehrathum,
14281,new devkota academy english school,,,,,,morang,
14282,new era children academy,,,,,,sunsari,
14283,new era ebs,,,,,,udayapur,
14284,new everest ebs,,,,,,panchthar,
14285,new evergreen english school,,new evergreen ebs,,,,jhapa,
14286,new geoffrey english,mavi,,,,,jhapa,
14287,new happy valley ebs,,,,,,ilam,
14288,new happyhome education foundation,,,,,,jhapa,
14289,new holly child school,,,,,,sunsari,
14290,new hope english boarding,mavi,new hope ebs,,,,jhapa,
14291,new life ebs,,,,,,jhapa,
14292,new model english school,,new model ebs,,,,udayapur,
14293,new moon,mavi,,,,,morang,
14294,new pagoda english school,,new pagoda english boarding school,new pagoda ebs,,,morang,
14295,new star english boarding school,,,,,,morang,
14296,new star english school,,new star ebs,,,,jhapa,
14297,new star english school,,,,,,okhaldhunga,
14298,new summit english boarding school,,new summit ebs,,,,bhojpur,
14299,new sunshine ebs,,,,,,tehrathum,
14300,new universal academy,,,,,,jhapa,
14301,new vision academy,,new vision academy morang urlabari morang,,,,morang,
14302,new vision basic ebs,,new vision ebs,,,,bhojpur,
14303,new vision academy,,,,,,jhapa,
14304,new vision academy,,,,,,sunsari,
14305,new vision bidhya mandir,,,,,,morang,
14306,new vision public montessori school,,,,,,jhapa,
14307,new world english school,,new world ebs,,,,ilam,
14308,newton academy,,nuton academy madibas,,,,udayapur,
14309,newton's education academy,,newton education academy,,,,jhapa,
14310,ngingma chyangchhyup chhyuling gumbaba,,ngingma chyangchhyup chhyuling gumba,,,,panchthar,
14311,belsot,nimavi,,,,,udayapur,
14312,nichamari,avi,,,,,morang,
14313,nidi,mavi,nidhi uchha sikshya niketan,,,,jhapa,
14314,nightingale academy,,nightingall academy,,,,sunsari,
14315,niharika ebs,,,,,,jhapa,
14316,nijamati resideitial school,,nijamati aabasiya bidyalaya,,,,dhankuta,
14317,nijamia madrassa al quran,,,,,,jhapa,
14318,niketan  madhawapur,mavi,niketan,,,mavi,okhaldhunga,
14319,nilam ebs,,,,,,khotang,
14320,nilgiri balbalika don bosco ebs,,,,,,morang,
14321,nilgiri ebs,,,,,,dhankuta,
14322,nilgiri,mavi,nilgiri,,,mavi,taplejung,
14323,nilgiri,mavi,nilgiri,,,mavi,panchthar,
14324,nilkantha academy,,nilkantha  itahari,,,mavi,sunsari,
14325,nilkantha ebs,,,,,,sunsari,
14326,nilkantha  ebs,mavi,,,,,panchthar,
14327,nimbus english school,,nimbas ebs,,,,jhapa,
14328,nirauli,pravi,,,,,khotang,
14329,nirmal siddhartha english school,,nirmal siddhartha english school miklajung rural municipality,,,,morang,
14330,nirmala ebs,,,,,,sunsari,
14331,nirmala memorial bal udhyan  english boarding school,mavi,,,,,sunsari,
14332,nirmala,pravi,nirmala,,,pravi,bhojpur,
14333,nirsingh,avi,nirsingh,,,pravi,tehrathum,
14334,nisham babike,,,,,,morang,
14335,nisham english school,,nisam english school,,,,morang,
14336,nishan,avi,nishan,,,pravi,tehrathum,
14337,nishan devi,pravi,,,,,sunsari,
14338,nishan devi,pravi,,,,,dhankuta,
14339,nobel academy dharan,,nobel academy dharan,,,,sunsari,
14340,nobel education and development foundation,,nobel grand ebs,,,,morang,
14341,nobelti english boarding school,,novelti english school,novelti ebs,,,morang,
14342,noor haque madrassa,,,,,,jhapa,
14343,north point english boarding school,,north point ebs,,,,jhapa,
14344,north point english boarding school,,north point,north point  ebs,mavi,mavi,sunsari,
14345,north star english boarding school,,,,,,udayapur,
14346,nunarini islam madrassa,,,,,,morang,
14347,nunarini madrassa,pravi,,,,,morang,
14348,nunsari,avi,nunsari  urlabari,nunsari,avi,avi,morang,
14349,nuplung,avi,nuplung,,,pravi,taplejung,
14350,nuri madrassa,,,,,,jhapa,
14351,nuri madrassa islampur,,,,,,sunsari,
14352,nuri maktab madarsa,,nurinakpab madrassa,,,,sunsari,
14353,nurul ulum madrassa,,,,,,morang,
14354,nuwadin,pravi,,,,,panchthar,
14355,nyungne lakhang gumba,,,,,,sunsari,
14356,oasis academy,,,,,,jhapa,
14357,oasis classical english school,,oasis classical ebs,,,,udayapur,
14358,oasis english,mavi,,,,,sunsari,
14359,oceanic nirvana english,mavi,oceanic nirwan ebs,,,,jhapa,
14360,odyssey  english boarding school,mavi,,,,,morang,
14361,oirang,avi,oirang,oirang,pravi,pravi,sankhuwasabha,
14362,ojha gaun,pravi,,,,,taplejung,
14363,okasha academy,,,,,,sunsari,
14364,okhaldhunga,avi,okhaldhunga,okhaldhunga,avi,pravi,panchthar,
14365,okharbote,pravi,,,,,tehrathum,
14366,okhrabu,avi,okhrabu,okhrabu,pravi,pravi,taplejung,
14367,om boarding school,,adarsha boarding school,,,,taplejung,
14368,om janata adharabhut bidhyalaya hokse,,om  hokse,,,pravi,udayapur,
14369,om karma,avi,,,,,sunsari,
14370,om rising star ebs,,,,,,okhaldhunga,
14371,om sai english school,,om sai ebs gadhi sunsari,,,,sunsari,
14372,omkareshwor baidik bidhyapith gayatriswarupashram,,omkareshwor bed ashram,,,,jhapa,
14373,omkareshwor,avi,omkareshwor,,,pravi,morang,
14374,omkareswor sanskrit gurukul,,,,,,jhapa,
14375,one heart english boarding,,,,,,sunsari,
14376,one heart school,,,,,,sunsari,
14377,oracle academy,,,,,,jhapa,
14378,orchid public school,,,,,,morang,
14379,orchid public school,pravi,,,,,morang,
14380,ordinkusayak,avi,ordinkusayak,,,pravi,panchthar,
14381,origin english school,,,,,,morang,
14382,oso gyankunj ebs,,,,,,morang,
14383,our english boarding school,,our ebs,,,,sunsari,
14384,our home english boarding school dharan sunsari,,ourhome english boarding school,,,,sunsari,
14385,our small hevan english boarding school,,our small hevan ebs,,,,sunsari,
14386,oval laboratory english school,,oval laboratory english school urlabari,oval laboratory english school urlabari durgapuri morang,,,morang,
14387,overt boarding school,,,,,,sunsari,
14388,oxbridge international montessori school,,oxbridge english montessori school,,,,sunsari,
14389,oxford english school,,,,,,udayapur,
14390,oxford english,mavi,oxford ebs,,,,jhapa,
14391,oxford life school,,,,,,sunsari,
14392,oxford model ebs,,,,,,jhapa,
14393,oxford model english school,,,,,,taplejung,
14394,pabitra  lamitaar,avi,pabitra,,,pravi,ilam,
14395,pabitra adarsha,avi,pabitra adarsha,,,pravi,taplejung,
14396,pabitra,avi,pabitra,,,pravi,panchthar,
14397,pabitra memorial basic english boarding school,,pabitra memorial ebs basaha,,,,udayapur,
14398,pabitra,mavi,pabitra,pabitra,avi,mavi,jhapa,
14399,pacific shishu batika english school,,,,,,udayapur,
14400,padam,avi,padam adharbhut,padam,nimavi,,sunsari,
14401,padam memorial ebs,,,,,,sunsari,
14402,padam memorial english school dharan,,,,,,sunsari,
14403,padamjoti,pravi,,,,,panchthar,
14404,padma,avi,padam,,,avi,ilam,
14405,padma kanya,avi,padma kanya,,,pravi,panchthar,
14406,padma kanya,avi,padma kanya,,,avi,solukhumbu,
14407,padma kanya  dandapangma,avi,padma kanya,,,pravi,sankhuwasabha,
14408,padma kanya  lamiduwarli,pravi,padma kanya,,,pravi,udayapur,
14409,pairatham,avi,pairatham,,,pravi,solukhumbu,
14410,paiyatar,pravi,paiyatar,,,pravi,khotang,
14411,paiyaunbote,avi,paiyubote,,,nimavi,panchthar,
14412,pakali,mavi,pakali u,,,mavi,sunsari,
14413,pakhuwa jyoti,pravi,,,,,bhojpur,
14414,pallawee vidyamandir,,,,,,morang,
14415,panboche,avi,panboche,,,pravi,solukhumbu,
14416,panch kanya,mavi,panch kanya,,,mavi,khotang,
14417,panch pokhari  nibhare,avi,panch pokhari,panch pokhari,pravi,avi,sankhuwasabha,
14418,pancha buddha academy,,,,,,ilam,
14419,pancha jyoti,avi,pancha jyoti,,,pravi,sankhuwasabha,
14420,pancha kanya,avi,pancha kanya,,,pravi,tehrathum,
14421,pancha kanya,avi,pancha kanya,pancha kanya,pravi,avi,tehrathum,
14422,pancha kanya,pravi,pancha kanya,,,pravi,dhankuta,
14423,pancha kanya,avi,pancha kanya,,,pravi,sankhuwasabha,
14424,pancha kanya,avi,pancha kanya ni ma,,,,bhojpur,
14425,pancha kanya,avi,pancha kanya,pancha kanya,pravi,pravi,sankhuwasabha,
14426,pancha kanya,avi,,,,,tehrathum,
14427,pancha kanya,avi,,,,,bhojpur,
14428,pancha kanya,avi,,,,,bhojpur,
14429,pancha kanya,avi,,,,,khotang,
14430,pancha kanya,avi,,,,,khotang,
14431,pancha kanya,avi,pancha kanya,pancha kanya,avi,avi,khotang,
14432,pancha kanya,avi,pancha kanya,,,pravi,khotang,
14433,pancha kanya,avi,pancha kanya,,,pravi,sunsari,
14434,pancha kanya,avi,pancha kanya,,,pravi,taplejung,
14435,pancha kanya,avi,pancha kanya,,,pravi,panchthar,
14436,pancha kanya,avi,pancha kanya,,,pravi,panchthar,
14437,pancha kanya,avi,pancha kanya,,,pravi,panchthar,
14438,pancha kanya,avi,pancha kanya,,,pravi,ilam,
14439,pancha kanya,avi,pancha kanya,pancha kanya,pravi,pravi,jhapa,
14440,pancha kanya,avi,pancha kanya,,,pravi,morang,
14441,pancha kanya,avi,pancha kanya,,,pravi,morang,
14442,pancha kanya,avi,pancha kanya,,,pravi,morang,
14443,pancha kanya,avi,pancha kanya,,,nimavi,dhankuta,
14444,pancha kanya,avi,pancha kanya,,,pravi,tehrathum,
14445,pancha kanya,avi,pancha kanya,,,pravi,bhojpur,
14446,pancha kanya,avi,pancha kanya,,,pravi,bhojpur,
14447,pancha kanya,avi,pancha kanya,,,pravi,bhojpur,
14448,pancha kanya,avi,pancha kanya,,,pravi,bhojpur,
14449,pancha kanya,avi,pancha kanya,pancha kanya,pravi,pravi,bhojpur,
14450,pancha kanya,avi,pancha kanya,,,pravi,bhojpur,
14451,pancha kanya,avi,pancha kanya,,,pravi,bhojpur,
14452,pancha kanya,avi,pancha kanya,pancha kanya,pravi,pravi,bhojpur,
14453,pancha kanya,avi,pancha kanya,,,avi,bhojpur,
14454,pancha kanya,avi,pancha kanya,,,pravi,solukhumbu,
14455,pancha kanya,avi,pancha kanya,,,pravi,khotang,
14456,pancha kanya basic wschool,,pancha kanya,,,pravi,sankhuwasabha,
14457,pancha kanya,avi,pancha kanya,pancha kanya,pravi,avi,bhojpur,
14458,pancha kanya,mavi,,,,,bhojpur,
14459,pancha kanya  sisnery,mavi,panchakanya  sisnery,panchakanya  sisneri,mavi,mavi,okhaldhunga,
14460,pancha kanya,pravi,,,,,taplejung,
14461,pancha kanya,pravi,,,,,ilam,
14462,pancha kanya,pravi,,,,,tehrathum,
14463,pancha kanya,pravi,,,,,sankhuwasabha,
14464,pancha kanya,pravi,,,,,bhojpur,
14465,pancha kanya,pravi,,,,,bhojpur,
14466,pancha kanya,pravi,,,,,bhojpur,
14467,pancha kanya,pravi,,,,,bhojpur,
14468,pancha kanya,pravi,,,,,bhojpur,
14469,pancha kanya,pravi,,,,,bhojpur,
14470,pancha kanya,pravi,,,,,bhojpur,
14471,pancha kanya,pravi,,,,,khotang,
14472,pancha kanya,pravi,,,,,khotang,
14473,pancha kanya,pravi,,,,,khotang,
14474,pancha kanya,pravi,,,,,khotang,
14475,pancha kanya,pravi,,,,,khotang,
14476,pancha kanya,pravi,,,,,khotang,
14477,pancha kanya,pravi,,,,,khotang,
14478,pancha kanya,pravi,,,,,khotang,
14479,pancha kanya,pravi,,,,,khotang,
14480,pancha kanya,pravi,,,,,udayapur,
14481,pancha kanya,pravi,,,,,udayapur,
14482,pancha kanya,pravi,pancha kanya,,,pravi,khotang,
14483,pancha kanya,pravi,pancha kanya,,,pravi,khotang,
14484,pancha kanya,pravi,pancha kanya,,,pravi,bhojpur,
14485,pancha kanya  devitar,pravi,pancha kanya  devitar,pancha kanya,pravi,pravi,dhankuta,
14486,pancha kanya  ramite,pravi,pancha kanya  ramite,pancha kanya,pravi,pravi,dhankuta,
14487,pancha kanya,mavi,pancha kanya,pancha kanya,mavi,mavi,bhojpur,
14488,pancha oti english school,,,,,,jhapa,
14489,pancha,pravi,,,,,khotang,
14490,pancha prakash adharbhut vidalaya,,pancha prakash,,,avi,bhojpur,
14491,pancha,mavi,pancha,,,mavi,khotang,
14492,panchajyoti,avi,pancha jyoti,,,avi,morang,
14493,panchakanya basic,,panchakanya,,,pravi,okhaldhunga,
14494,panchakanya,avi,pancha kanya,,,pravi,panchthar,
14495,panchakanya  minasika,avi,,,,,udayapur,
14496,panchakanya,avi,pancha kanya,,,avi,sankhuwasabha,
14497,panchakanya bal bikash kendra,,panchakanya bbk,,,,tehrathum,
14498,panchakanya,avi,panchakanya,,,nimavi,panchthar,
14499,panchakanya,avi,pancha kanya,pancha kanya,nimavi,avi,panchthar,
14500,panchakanya,avi,pancha kanya,,,pravi,ilam,
14501,panchakanya,avi,pancha kanya,,,pravi,ilam,
14502,panchakanya,avi,pancha kanya,,,pravi,jhapa,
14503,panchakanya,avi,pancha kanya,,,pravi,sunsari,
14504,panchakanya,avi,pancha kanya  syakhok,pancha kanya,pravi,avi,tehrathum,
14505,panchakanya,avi,pancha kanya,,,pravi,tehrathum,
14506,panchakanya,avi,panchakanya,,,nimavi,sankhuwasabha,
14507,panchakanya,avi,pancha kanya,,,pravi,bhojpur,
14508,panchakanya,avi,panchakanya,,,pravi,okhaldhunga,
14509,panchakanya,avi,pancha kanya,,,pravi,khotang,
14510,panchakanya,avi,panchakanya  harithumka,,,pravi,udayapur,
14511,panchakanya  kholme,avi,panchakanya  kholme,,,pravi,udayapur,
14512,panchakanya,avi,panchakanya,pancha kanya,avi,avi,khotang,
14513,panchakanya bhagawati,avi,pancha kanya bhagawati,,,avi,bhojpur,
14514,panchakanya english boarding school,,panchakanya awasiya vidya mandir,,,,ilam,
14515,panchakanya  patlebas,mavi,,,,,udayapur,
14516,panchakanya,pravi,,,,,sankhuwasabha,
14517,panchakanya,pravi,,,,,okhaldhunga,
14518,panchakanya,pravi,,,,,okhaldhunga,
14519,panchakanya,pravi,,,,,khotang,
14520,panchakanya  dahar,pravi,,,,,udayapur,
14521,panchakanya  deurali,pravi,,,,,udayapur,
14522,panchakanya  dovane,pravi,,,,,bhojpur,
14523,panchakanya  palase,pravi,,,,,udayapur,
14524,panchakanya  sanudhungre,pravi,,,,,udayapur,
14525,panchakanya  suklahi,pravi,,,,,udayapur,
14526,panchakanya,mavi,panchakanya,,,mavi,tehrathum,
14527,panchakanya,mavi,pancha kanya,,,mavi,bhojpur,
14528,panchakanya  dharan,mavi,panchakanya,pancha kanya,mavi,mavi,sunsari,
14529,panchakrishna,mavi,panchakrishna  sahidbhumi dhankuta,pancha krishna,mavi,mavi,dhankuta,
14530,panchakusicka,pravi,,,,,khotang,
14531,panchamani,mavi,panchamani,,,avi,jhapa,
14532,panchami  khuwaphok,avi,panchami  khuwaphok,panchami,pravi,pravi,dhankuta,
14533,panchami  sapten,pravi,panchami,,,pravi,dhankuta,
14534,panchami  tamphuwa,pravi,panchami,,,pravi,dhankuta,
14535,panchami,avi,panchami  beltar,,,nimavi,udayapur,
14536,panchami,pravi,,,,,panchthar,
14537,panchami,pravi,,,,,panchthar,
14538,panchamrit,avi,panchamrit,,,nimavi,panchthar,
14539,panchamukhi,mavi,panchamukhi,panchamukhi,nimavi,mavi,panchthar,
14540,pancharatna,mavi,pancharatna,pancha ratna,mavi,mavi,jhapa,
14541,panchawati  udauyapurgadhi,mavi,panchawati,,,mavi,udayapur,
14542,panchawati aadharbhut bidhayalya burjakanla,,panchawati  burjakanla,,,nimavi,udayapur,
14543,panchawati  saipa,avi,panchawati  saipa,,,nimavi,udayapur,
14544,panchawati,avi,panchawati,panchawati,pravi,pravi,bhojpur,
14545,panchawati,avi,panchawati  aamjani,panchawati,pravi,avi,okhaldhunga,
14546,panchawati,avi,panchawati,,,pravi,khotang,
14547,panchawati,avi,panchawati,,,pravi,khotang,
14548,panchawati  jantesidre,avi,panchawati  jantesidre triyuga municipality udayapur,panchawati  jantesidre,nimavi,avi,udayapur,
14549,panchawati  patane risku,avi,panchawati  patane risku,,,pravi,udayapur,
14550,panchawati,pravi,panchawati,,,pravi,dhankuta,
14551,panchawati,pravi,,,,,khotang,
14552,panchawati  beteni,pravi,,,,,udayapur,
14553,panchawati  ramite,pravi,,,,,udayapur,
14554,panchawati  khasibas,mavi,panchawati  khasibas,panchawti  khasibas,mavi,mavi,udayapur,
14555,panchayan bidya mandir,,,,,,sunsari,
14556,panchayat,mavi,panchayat,,,mavi,morang,
14557,panchayat  dharan,avi,panchayat aadharbhut vidiyalaya,panchayat,nimavi,,sunsari,
14558,panchayat,avi,panchayat,,,nimavi,sunsari,
14559,panchayat,avi,panchayat,,,pravi,sunsari,
14560,panchayat,avi,panchayat,,,pravi,morang,
14561,panchayat dantakali  bidhyalaya dharan,mavi,panchayat dantakali,,,mavi,sunsari,
14562,panchayat,mavi,,,,,morang,
14563,panchayat,mavi,panchayat,,,mavi,sunsari,
14564,panchayat  bidyalaya dharan,mavi,panchayat u,,,mavi,sunsari,
14565,panchayat  vidhyalaya pipraha,mavi,panchayat,,,mavi,sunsari,
14566,panchayat  ichol,nimavi,,,,,sunsari,
14567,panchayat,pravi,,,,,sunsari,
14568,panchayat,pravi,,,,,dhankuta,
14569,panchayat,pravi,,,,,sankhuwasabha,
14570,panchayat rajat jayanti,avi,panchayat rajat jayanti,,,pravi,panchthar,
14571,panchayat rajat jayanti,pravi,,,,,khotang,
14572,panchayat,mavi,panchayat,,,mavi,jhapa,
14573,panchayat,mavi,panchayat  kumarkhat,,,mavi,sunsari,
14574,pancheshwari,mavi,pancheswari,,,mavi,taplejung,
14575,pancheshwori,avi,pancheshwori,,,pravi,panchthar,
14576,pandolung,mavi,pandolung,,,mavi,taplejung,
14577,panini sanskrit bidhyalaya,,padini sanskrit bidhyalaya,,,,morang,
14578,panini,mavi,panini,padini,mavi,mavi,jhapa,
14579,pankhawati,avi,pankhawati,,,pravi,sunsari,
14580,pankonija,avi,pangkonija,pangkonija,pravi,avi,solukhumbu,
14581,panorama academy,,,,,,khotang,
14582,panthar bidhya mandir ebs,,,,,,panchthar,
14583,papunden,avi,papunden,,,nimavi,panchthar,
14584,paradise  english boarding school,mavi,paradise english boarding school itahari,,,,sunsari,
14585,paradise english boarding school,,paradise ebs,,,,morang,
14586,paradise  gaighat,mavi,paradise english boarding school gaighat,,,,udayapur,
14587,paragon academy,,paragan academy,,,,jhapa,
14588,paragon academy,,,,,,morang,
14589,paramsinghadevi,mavi,param singha devi,,,mavi,taplejung,
14590,parijat academy,,,,,,udayapur,
14591,parijat english school,,new oxford ebs,,,,jhapa,
14592,parijat public school,,,,,,sunsari,
14593,parijat sikshya niketan kanakai parijat marga jhapa nepal,,,,,,jhapa,
14594,parijat smrittee,avi,parijatsmriti,,,nimavi,okhaldhunga,
14595,parlance international academy,,parlance international academy urlabari,parlance international academy,,,morang,
14596,paruhang academy,,paruhang academy madan chowk,,,,udayapur,
14597,paruhang,pravi,,,,,khotang,
14598,paruhang,pravi,paruhang,,,pravi,khotang,
14599,paruhang saran,pravi,,,,,khotang,
14600,parvat boarding school dharan,,parbat ebs,,,,sunsari,
14601,parwath vidhya mandir,,,,,,sunsari,
14602,parwati,avi,parwati,,,avi,khotang,
14603,parwati,mavi,,,,,morang,
14604,parwati,mavi,,,,,taplejung,
14605,pashang lhamu,pravi,,,,,sankhuwasabha,
14606,pashupati,avi,pashupati,pashupati,pravi,pravi,dhankuta,
14607,pashupati  anptar,mavi,pashupati  anptar,,,mavi,udayapur,
14608,pashupati academy,,,,,,ilam,
14609,pashupati academy,,,,,,jhapa,
14610,pashupati academy,,pashupati academy sunsari,pasupati academy,,,sunsari,
14611,pashupati,avi,pashupati,,,pravi,jhapa,
14612,pashupati awasiya,mavi,pashupati awasiya  urlabari,pashupati awasiya ebs,,mavi,morang,
14613,pashupati bal bikash kendra,,,,,,jhapa,
14614,pashupati,avi,pashupati,pashupati,nimavi,avi,jhapa,
14615,pashupati,avi,pashupati,,,pravi,jhapa,
14616,pashupati,avi,pashupati,,,pravi,jhapa,
14617,pashupati,avi,pashupati,,,pravi,udayapur,
14618,pashupati  majhuwa,avi,pashupati  majhuwa,,,pravi,udayapur,
14619,pashupati ebs,,,,,,jhapa,
14620,pashupati ebs,,,,,,bhojpur,
14621,pashupati english boarding school,,pashupati ebs,,,,jhapa,
14622,pashupati english boarding school,,pashupati ebs,,,,sunsari,
14623,pashupati,mavi,,,,,bhojpur,
14624,pashupati maddhyamik viddhyalaya,,pashupati,,,mavi,jhapa,
14625,pashupati national academy,,,,,,ilam,
14626,pashupati,pravi,,,,,sunsari,
14627,pashupati,pravi,,,,,solukhumbu,
14628,pashupati,pravi,pashupati,,,pravi,jhapa,
14629,pashupati,pravi,pashupati,,,pravi,jhapa,
14630,pashupati,pravi,pashupati,,,pravi,jhapa,
14631,pashupati sanskrit,mavi,pashupati sanskrit,,,mavi,jhapa,
14632,pashupati,mavi,,,,,morang,
14633,pashupati,mavi,pashupati,,,mavi,jhapa,
14634,pashupati,mavi,pashupati,,,mavi,bhojpur,
14635,pashupati shiksha mandir,,pashupati shiksha mandir ashram,pashupati sikshya mandir ashram,,,sunsari,
14636,pashupati shiksha mandir,,pashupati sikshya mandir ashram,,,,sunsari,
14637,pashupati sikshya mandir,,pashupati sikshya mandir ashram,,,,sunsari,
14638,pashupati sikshya mandir ashram,,,,,,sunsari,
14639,pashupati sikshya mandir,avi,pashupati sikshya mandir,,,pravi,sunsari,
14640,pashuspati shiksha mandir,,pashuspati shikcha mandir,,,,morang,
14641,patale,avi,patale,,,avi,solukhumbu,
14642,patan devi,avi,patan devi  dundebari,patan devi  dundebari,pravi,avi,udayapur,
14643,patandevi,avi,patandevi,,,nimavi,okhaldhunga,
14644,patapur,pravi,patapur,,,pravi,ilam,
14645,pathibhara  ajingare,avi,pathibhara  ajingare,pathibhara  ajingare,pravi,avi,udayapur,
14646,pathibhara english boarding school,,pathibhara  vidhyalaya itahari,,,mavi,sunsari,
14647,pathibhara academy,,ghailadubba pathivara educational academy,,,,jhapa,
14648,pathibhara adharbhut biddyalaya,,pathibhara,,,pravi,tehrathum,
14649,pathibhara,avi,pathibhara,,,pravi,taplejung,
14650,pathibhara,avi,pathibhara,pathibhara,pravi,pravi,taplejung,
14651,pathibhara,avi,pathibhara,,,pravi,taplejung,
14652,pathibhara,avi,pathibhara,,,pravi,taplejung,
14653,pathibhara,avi,pathibhara,,,pravi,taplejung,
14654,pathibhara,avi,pathibhara,,,pravi,ilam,
14655,pathibhara,avi,pathibhara,,,pravi,jhapa,
14656,pathibhara,avi,pathibhara,,,pravi,morang,
14657,pathibhara,avi,pathibhara,,,pravi,solukhumbu,
14658,pathibhara ebs,,,,,,panchthar,
14659,pathibhara ebs,,,,,,ilam,
14660,pathibhara ebs,,,,,,jhapa,
14661,pathibhara ebs,,,,,,jhapa,
14662,pathibhara ebs,,,,,,jhapa,
14663,pathibhara educational academy ilam,,pathibhara educational academy,,,,ilam,
14664,pathibhara english boarding school,,pathibhara ebs,,,,panchthar,
14665,pathibhara english school,,pathibhara english boarding school ratuwamai morang,,,,morang,
14666,pathibhara english,mavi,pathibhara ebs,,,,jhapa,
14667,pathibhara mahadev,pravi,,,,,taplejung,
14668,pathibhara,pravi,,,,,panchthar,
14669,pathibhara,pravi,,,,,panchthar,
14670,pathibhara,pravi,,,,,sankhuwasabha,
14671,pathibhara school of engineering and technology,,,,,,jhapa,
14672,pathivara academy,,,,,,morang,
14673,pathivara,avi,pathivara,pathivara,nimavi,avi,taplejung,
14674,pathivara,avi,pathibhara,pathibhara,avi,avi,jhapa,
14675,pathivara child care,,,,,,jhapa,
14676,pathivara ebs,,pathibhara ebs,,,,tehrathum,
14677,pathivara english boarding school,,little english boarding school,,,,morang,
14678,pathivaramata,avi,pathivaramata,,,pravi,taplejung,
14679,pathshala academy,,,,,,morang,
