school_id_A,school_id_B,school_A,school_name_B,school_name_A,extracted_district_A,district_id_B,district_B,province_id_B,province_B,local_level_id_B,location_B,local_level_B
25254,22870,"नेपाल राष्ट्रिय माध्यमिक विद्यालय डोकैला बहुअरी, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
25307,22870,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, गुल्वरीया, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
25589,22870,"नेपाल राष्टि्य माध्यमिक विद्यालय, बगही, पर्सा",nepal rastriya basic school,नेपाल राष्टि्य,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
26617,22870,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, रुकुम पूर्व",nepal rastriya basic school,नेपाल राष्ट्रिय,पूर्व,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
27215,22870,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, सोलखपुर, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
27219,22870,"नेपाल राष्टिय प्राथमिक विद्यालय, प्रसौनी विर्ता, पर्सा",nepal rastriya basic school,नेपाल राष्टिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
27987,22870,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28395,22870,"नेपाल राष्टिय प्राथमिक विद्यालय धोवियाटोल, पार्सा",nepal rastriya basic school,नेपाल राष्टिय,पार्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28400,22870,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, फुलवरीया, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28442,22870,"नेपाल राष्ट्रिय निम्न माध्यमिक विद्यालय, वीजबनियाँ, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28446,22870,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, चिलझपट्टी, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28525,22870,"नेपाल राष्टिय प्राथमिक विद्यालय सोमरवारी, पर्सा",nepal rastriya basic school,नेपाल राष्टिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28629,22870,"नेपाल राष्ट्रिय प्राथमिक विद्यालय प्रसौनी भाट्टा, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
28858,22870,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, गम्हरिया, पर्सा",nepal rastriya basic school,नेपाल राष्ट्रिय,पर्सा,15,parsa,2,madhesh province,514,birgunj metropolitan city simantol alau,birgunj metropolitan city
2392,54696,"रुपन्देही लिलाराम न्यौपाने माध्यमिक विद्यालय, रुपन्देही",rupandehi lilaram neupane ma vi,रुपन्देही लिलाराम न्यौपाने,रुपन्देही,49,rupandehi,5,lumbini province,606,siddharthanagar municipality,siddharthanagar municipality
2393,52655,"कमलनयन आधारभूत विद्यालय सन्धिखर्क न॰पा॰, अर्घाखाँची",kamal nayan pra v,कमलनयन,अर्घाखाँची,50,arghakhanchi,5,lumbini province,16,"wangla,amaldanda",sandhikharka municipality
20182,52655,"कमलनयन आधारभूत विद्यालय, सन्धिखर्क, आमडाँडा, अर्घाखाँची",kamal nayan pra v,कमलनयन,अर्घाखाँची,50,arghakhanchi,5,lumbini province,16,"wangla,amaldanda",sandhikharka municipality
2395,37087,"शिशु स्याहार आधारभूत विद्यालय, सुर्यविनायक न॰पा॰, भक्तपुर",sishu syahar pra v,शिशु स्याहार,भक्तपुर,24,bhaktapur,3,bagamati province,94,sirutar,suryabinayak municipality
2396,33972,"महेन्द्र शान्ति माध्यमिक विद्यालय, बालकोट, भक्तपुर",mahendra shanti ma vi,महेन्द्र शान्ति,भक्तपुर,24,bhaktapur,3,bagamati province,94,balkot,suryabinayak municipality
2399,21438,"जनता माध्यमिक विद्यालय, सुन्दरपुर, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
8067,21438,"जनता माध्यमिक विधालय, पिगौना, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
8238,21438,"जनता माध्यमिक विद्यालय जलेश्वर न॰पा॰, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
8661,21438,"जनता माध्यमिक विद्यालय खैरबन्नी, सोनमा गा॰पा॰, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
10466,21438,"जनता माध्यमिक विद्यालय, डाँडाटोल बिजलपुरा, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
10709,21438,"जनता माध्यमिक विद्यालय, कटैया चौरिया चौ॰कट्टी, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
12003,21438,"जनता माध्यमिक विद्यालय, बर्दिवास, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
12514,21438,"जनता माध्यमिक विद्यालय, मडै उग्रीपट्टी, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
14319,21438,"जनता माध्यमिक विद्यालय, कटैया महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
14372,21438,"जनता माध्यमिक विद्यालय, कोल्हुवा, वगेया, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
15767,21438,जनता माध्यमिक विद्यालय सम्सी गा॰पा॰ महोत्तरी,janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
16282,21438,"जनता माध्यमिक विद्यालय बनौटा, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
20269,21438,जनता माध्यमिक विद्यालय गौरीडाँडा महोत्तरी,janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
22432,21438,"जनता माध्यमिक विधालय, गौरीवास, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
23231,21438,"जनता माध्यमिक विधालय, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
23885,21438,"जनता माध्यमिक विद्यालय भरतपुरखोर, गौशाला न॰पा॰, महोत्तरी",janata pra v,जनता,महोत्तरी,22,mahottari,2,madhesh province,385,maruwahi,manara sisawa municipality
2406,33897,"महाकाली किसान माध्यमिक विधालय, धादिङ",mahakali kisan secondary school,महाकाली किसान,धादिङ,31,dhading,3,bagamati province,149,barabot,dhunibeshi municipality
2408,34819,पंचकन्या माध्यमिक विद्यालय धादिङ,pancha kanya  basic school,पंचकन्या,धादिङ,31,dhading,3,bagamati province,158,bhaise pokhari,siddhalek rural municipality
2771,34819,"पञ्चकन्या माध्यमिक विद्यालय, धादिङ",pancha kanya  basic school,पञ्चकन्या,धादिङ,31,dhading,3,bagamati province,158,bhaise pokhari,siddhalek rural municipality
22857,34819,"पञ्चकन्या माध्यमिक विधालय, खाल्टे धादिङ",pancha kanya  basic school,पञ्चकन्या,धादिङ,31,dhading,3,bagamati province,158,bhaise pokhari,siddhalek rural municipality
23161,34819,"पञ्चकन्या माध्यमिक विधालय नीलकण्ठ, धादिङ",pancha kanya  basic school,पञ्चकन्या,धादिङ,31,dhading,3,bagamati province,158,bhaise pokhari,siddhalek rural municipality
29061,34819,"पञ्चकन्या माध्यमिक विद्यालय वेनिघाट रोराङ, धादिङ",pancha kanya  basic school,पञ्चकन्या,धादिङ,31,dhading,3,bagamati province,158,bhaise pokhari,siddhalek rural municipality
2409,354,"अादर्श उ॰ माध्यमिक विधालय, गजुरी, धादिङ",adarsha basic school,अादर्श,धादिङ,31,dhading,3,bagamati province,153,jwalamukhi,jwalamukhi rural municipality
2410,354,"आदर्श माध्यमिक विद्यालय, गजुरी धादिङ",adarsha basic school,आदर्श,धादिङ,31,dhading,3,bagamati province,153,jwalamukhi,jwalamukhi rural municipality
27841,354,"आदर्श माध्यमिक विद्यालय, धादिङ",adarsha basic school,आदर्श,धादिङ,31,dhading,3,bagamati province,153,jwalamukhi,jwalamukhi rural municipality
2415,33933,"महांकाल उ॰ माध्यमिक विधालय, गोटीखेल ललितपुर",mahankal pra vi,महांकाल,ललितपुर,25,lalitpur,3,bagamati province,365,khoicha tole,lalitpur metropolitan city
2416,32132,"गोटीखेल प्रा॰ वि॰, ललितपुर",gotikhel basic school,गोटीखेल,ललितपुर,25,lalitpur,3,bagamati province,367,"mahankal, gotikhel",mahankal rural municipality
2417,33457,"खार्सागाउँ प्रा॰ बि॰, धादिङ",kharsa gaun basic school,खार्सागाउँ,धादिङ,31,dhading,3,bagamati province,157,ruby valley,rubi valley rural municipality
2437,5256,अर्घा रजस्थल माध्यमिक विद्यालय सन्धिखर्क अर्घाखाँची,argha rajasthal  secondary school,अर्घा रजस्थल,अर्घाखाँची,50,arghakhanchi,5,lumbini province,16,rahischour,sandhikharka municipality
10031,5256,"अर्गारजस्थल मा बि, अर्घाखाँची",argha rajasthal  secondary school,अर्गारजस्थल,अर्घाखाँची,50,arghakhanchi,5,lumbini province,16,rahischour,sandhikharka municipality
23539,5256,"अर्घा रजस्थल माध्यमिक विद्यालय, अर्घाखाँची",argha rajasthal  secondary school,अर्घा रजस्थल,अर्घाखाँची,50,arghakhanchi,5,lumbini province,16,rahischour,sandhikharka municipality
2444,52034,"जनज्योती नि मा बि, अर्घाखाँची",jana jyoti basic school,जनज्योती,अर्घाखाँची,50,arghakhanchi,5,lumbini province,15,bhartapur,panini rural municipality
3234,52034,"जनज्योति माध्यमिक विद्यालय, अर्घाखाँची",jana jyoti basic school,जनज्योति,अर्घाखाँची,50,arghakhanchi,5,lumbini province,15,bhartapur,panini rural municipality
25918,52034,"जनज्योति माध्यमिक विद्यालय, चुत्रावेसी, अर्घाखाँची",jana jyoti basic school,जनज्योति,अर्घाखाँची,50,arghakhanchi,5,lumbini province,15,bhartapur,panini rural municipality
2451,22854,"नेपाल राष्टिय माध्यमिक विद्यालय फुटवाजब्दी, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
2952,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय रामपुर, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
4501,22854,"नेपाल राष्टि्य प्राथमिक विधालय, रतनपुरी वारा",nepal rastriya adharbhut school,नेपाल राष्टि्य,वारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
4910,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, सपही, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
5326,22854,"नेपाल राष्टि्रय प्रा॰वि॰ कोलगांउ, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
6074,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, कलैया उ॰म॰न॰पा॰, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
10601,22854,"नेपाल राष्टिय माध्यमिक विद्यालय पचरौता, बेलदारी, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
13778,22854,"नेपाल राष्टि्य माध्यमिक विद्यालय पिपरपाती पचरौता, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्य,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
13934,22854,नेपाल राष्टिय माध्यमिक विद्यालय सिसहनिया बारा,nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14062,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय जीतपुरसिमरा, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14107,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय विश्रामपुर गा॰पा॰, इटियाही बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14131,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰ औराह, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14133,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, बेलहिया, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14134,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, रतनपुर, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14779,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰रतनपुरी, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14782,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय जमुनिया महेनद्र आदर्श, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14784,22854,"नेपाल राष्टिय प्राथमिक विद्यालय हर्दिया, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14790,22854,"नेपाल राष्टि्रय प्रा॰वि॰सिमरा वजनी, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
14795,22854,"नेपाल राष्टिय माध्यमिक विधालय, मोतिसर बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15178,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, लक्ष्मीनिया, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15182,22854,"नेपाल राष्ट्रिय निम्न माध्यमिक विद्यालय, पर्टेवा, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15427,22854,"नेपाल राष्टिय प्राथमिक विद्यालय बरेवा, अमाव, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15429,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, गंगानगर, हरिहरपुर, वारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,वारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15430,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, जीतपुरसिमरा बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15440,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, कलैया बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
15829,22854,"नेपाल राष्टि्रय प्रा॰वि॰जीतपु, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
16254,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, मनहर्वा, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
16371,22854,"नेपाल राष्टि्रय मा॰वि॰ ककडी परसौन, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
16381,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, बेनौली, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
16885,22854,"नेपाल राष्टि्रय प्रा॰वि॰ प्र्रगती नगर, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
16887,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰ वेलहिय, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
16895,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, पिप्राढी, बेनौली, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17478,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, श्रीनगर बैरीया, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17479,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, फत्तेपुर, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17530,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, खुटवा जब्दी, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17546,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰रतनपुरी लाल, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17626,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, जब्का, रौवाही, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17629,22854,"नेपाल राष्टि्रय प्रा॰वि॰ तेलगाई, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17642,22854,"नेपाल राष्टि्रय प्रा॰वि॰ सखुआट, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17661,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰ रामपुर्खे, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17665,22854,"नेपाल राष्टि्रय प्रा॰वि॰ चरमोहन, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17670,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, रामपुर प्र॰खे॰ बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17776,22854,"नेपाल राष्टि्रय प्रा॰वि॰ जमुनिया, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17781,22854,"नेपाल राष्टि्रय प्रा॰वि॰ कनकपुर, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17794,22854,"नेपाल राष्टि्रय प्रा॰वि॰नरवस्ती, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
17795,22854,"नेपाल राष्टिय प्राथमिक विद्यालय कलैया बर्वा, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18018,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, श्रीपुर, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18031,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, हर्दिया औरैया, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18093,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, कवहीजगात, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18904,22854,"नेपाल राष्टि्य निम्न माध्यमिक विद्यालय हरपुर बलुवा, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्य,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18905,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, वारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,वारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18910,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय नयाँवस्ती, कोल्हवी न॰पा॰, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18910,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय नयाँवस्ती, कोल्हवी न॰पा॰, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18910,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय नयाँवस्ती, कोल्हवी न॰पा॰, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18927,22854,"नेपाल राष्टि्य माध्यमिक विद्यालय पिप्राढी, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्य,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18929,22854,"नेपाल राष्टिय प्राथमिक विद्यालय बेलवा धोधरपा कोल्हवी, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18930,22854,"नेपाल राष्टिय प्राथमिक विद्यालय मोतिसर, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
18933,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, भरतगंज, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19312,22854,"नेपाल राष्टि्रय प्रा॰वि॰ जोलगांउ, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19346,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰ फेट, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19491,22854,"नेपाल राष्टिय प्राथमिक विद्यालय पटेर्वा डमार, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19503,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, रजवटिया वारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,वारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19571,22854,"नेपाल राष्टि्रय प्रा॰वि॰ सिर्सिया, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19583,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, वसतपुर, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19585,22854,"नेपाल राष्टिय प्राथमिक विद्यालय, सिहोर्वा, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19586,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय, बेलवा धोधरपा बछनपुर्वा, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19593,22854,"नेपाल राष्ट्रिय माध्यमिक विद्यालय कवही जगात, सुवर्ण गा॰पा॰, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19594,22854,"नेपाल राष्टिय प्राथमिक विद्यालय, कचोर्वा -२, बारा",nepal rastriya adharbhut school,नेपाल राष्टिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
19646,22854,"नेपाल राष्टि्रय प्रा॰वि॰जुवा कटी, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
20112,22854,"नेपाल राष्टि्रय नि॰मा॰वि॰ वघवन, बारा",nepal rastriya adharbhut school,नेपाल राष्टि्रय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
20239,22854,"नेपाल राष्ट्रिय प्राथमिक विद्यालय, भलुहि, बारा",nepal rastriya adharbhut school,नेपाल राष्ट्रिय,बारा,16,bara,2,madhesh province,71,narabasti,jeetpursimara sub metropolitan city
